,Interpersonal Violence,HIV/AIDS,Acute Hepatitis,per_capita-Malaria,gdp/percap
1962,-0.23207100388417448,0.33155838354537737,-0.0532628305188217,0.011693817681054352,-0.6487721646357845
1963,-0.2402260839634473,0.334359027295747,-0.06030767141756601,0.11324668713706608,-0.6413235815413424
1964,-0.24009866083720866,0.3277986152229634,-0.06530723592635229,0.04918531246501672,-0.6362813004710469
1965,-0.24073577646840186,0.3137953964711152,-0.07076130629957368,0.026451605997805317,-0.629560836717871
1966,-0.24124546897335641,0.2872851932998081,-0.07462460614727218,-0.07418358604439262,-0.6146589234381574
1967,-0.2260821169509585,0.24646485151359868,-0.07962417065605847,-0.05440631381637922,-0.6103551416399051
1968,-0.2351291589139018,0.19708911854475322,-0.08257845877488672,-0.18923205456718467,-0.6091503488642221
1969,-0.2395889683322541,0.14053913377701568,-0.08530549396149742,-0.29454151810448514,-0.6076418282382903
1970,-0.23933412207977683,0.07750546690225803,-0.08803252914810812,-0.32966664133470075,-0.6087061208040849
1971,-0.2348743126614245,0.013973055250037295,-0.09007780553806614,-0.3631765655781224,-0.6116419036148237
1972,-0.24150031522583368,-0.04441844869602548,-0.0918958289958066,-0.3896502323694106,-0.6111168922161869
1973,-0.2472343559065724,-0.08919038371905785,-0.09416835831798219,-0.38775611147766403,-0.606181588330322
1974,-0.24812631779024286,-0.12111004947669532,-0.09621363470794021,-0.3871574890763189,-0.6054653239284046
1975,-0.28635325566183417,-0.000682368210801063,-0.15029983257571908,-0.049084191247998725,-0.5581249998633592
1976,-0.2859709862831183,0.04113546313033457,-0.15052708550793664,-0.019763274032762092,-0.5702837568330321
1977,-0.2840596393895387,0.07842622649142066,-0.15029983257571908,-0.11551517163899751,-0.5763616352445637
1978,-0.2835499468845841,0.10627920406358989,-0.15052708550793664,-0.13271299892988211,-0.5358662238699242
1979,-0.28393221626330006,0.10750688351580671,-0.15052708550793664,-0.03518922206266753,-0.49318060841223993
1980,-0.28291283125339095,0.07819603659412999,-0.1507543384401542,-0.17856613615356406,-0.4782839172537863
1981,-0.28342252375834553,0.02847501877934855,-0.1507543384401542,-0.19044001070397604,-0.47033747927183306
1982,-0.2827854081271523,-0.032141654173857226,-0.15098159137237177,-0.3100591598928051,-0.44651443013346975
1983,-0.2824031387484364,-0.07718214407706202,-0.15098159137237177,-0.3658254838174467,-0.4544342864392472
1984,-0.2820208693697205,-0.09364072173334384,-0.15120884430458933,-0.3830130465611709,-0.4460748303334931
1985,-0.2816385999910046,-0.10564896137533968,-0.15120884430458933,-0.390581325393627,-0.3900990305984521
1986,-0.2827854081271523,-0.12318175855231121,-0.15120884430458933,-0.3897178567324069,-0.364801673320693
1987,-0.2830402543796296,-0.14067619074640098,-0.15120884430458933,-0.39617533452035997,-0.35305197266183086
1988,-0.28291283125339095,-0.14531835367509585,-0.15120884430458933,-0.38349143442972183,-0.37577900863558195
1989,-0.2826579850009137,-0.1353818231087159,-0.15143609723680687,-0.36108543358854434,-0.3715213990719101
1990,-0.28214829249595913,-0.12966544065933133,-0.15143609723680687,-0.3800947439819508,-0.39659610662770534
1991,-0.28214829249595913,-0.13058620024849393,-0.15143609723680687,-0.3588440922444325,-0.4152642493820772
1992,-0.2822757156221978,-0.13630258269787854,-0.15143609723680687,-0.2793973726705081,-0.36602180946848
1993,-0.28151117686476596,-0.15057435632989913,-0.15143609723680687,-0.3147933392928288,-0.34750883910629726
1994,-0.2820208693697205,-0.1595133973413529,-0.15143609723680687,-0.2286160324135873,-0.37651251988279216
1995,-0.2816385999910046,-0.29026125900244487,0.07763485843849187,-0.39358082883852114,-0.6530335464887417
1996,-0.2792175605924705,-0.2829719122549075,0.0660449588953964,-0.39412108991883044,-0.6529372676711152
1997,-0.2779433293300841,-0.27407123622633545,0.053546047623430695,-0.38643441934365724,-0.6529982302968346
1998,-0.27717879057265227,-0.2639812457284284,0.043319665673640574,-0.3913655156872453,-0.6524430031268491
1999,-0.27615940556274315,-0.252932130658477,0.03627482477489626,-0.39390318801108004,-0.6505664291993617
2000,-0.2752674436790727,-0.24172955565699847,0.041274389283682544,-0.3931451540920648,-0.648806817333395
2001,-0.27577713618402727,-0.23140937526180078,0.04059263048702987,-0.39211665276682967,-0.647173164401701
2002,-0.2725915580280613,-0.22335272885662785,0.03627482477489626,-0.39211146819694004,-0.6446923665622043
2003,-0.2746303280478795,-0.2186722009450512,0.03150251319832754,-0.39435208463298366,-0.6402919009393904
2004,-0.2728464042805386,-0.21778980633877035,0.026275695757323702,-0.39487212647532105,-0.6399865570350415
2005,-0.2725915580280613,-0.21529608245145493,0.018549096061926718,-0.39490187197404597,-0.633874679970358
