,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-Drowning,per_capita-HIV/AIDS,per_capita-Drug Use Disorders,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Domestic private health expenditure (PVT-D) per capita in US$,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,Estimated road traffic death rate (per 100 000 population),"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population),Crude suicide rates (per 100 000 population),Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
1947,25059.0,81042.0,96.0,33.0,155.0,8.0,513.0,0.0010656178912562,3.168064683290912e-05,0.0034462590344062,4.082338383837954e-06,9.482931870790248e-06,1.403303819444297e-06,3.401948653198295e-07,0.0001724362723589,0.0001744349171927,0.0001988013744212,2.181499573863407e-05,695.3157803555665,6.06,8.827272727272726,33.0,26.5421,7556.0,46.10802,0.97,0.04,4.39985,7.6,205.7847,1.60118,0.0,0.0
1948,24242.0,81340.0,103.0,125.0,158.0,51.0,515.0,0.0010060312073021,3.066814050805696e-05,0.0033755704315634,4.274449894898332e-06,9.58638762836422e-06,5.187439192837781e-06,2.116475190677815e-06,0.0001741319588251,0.0001650850648728,0.0001954627087861,2.137224947449166e-05,704.412742873828,6.77,12.0,33.0,10.5547,5699.374,15.46214,1.0,1.16,3.1393,15.3202,215.3199,1.63071,0.0,0.0
1949,22738.0,76816.0,109.0,16.0,160.0,33.0,515.0,0.0009208596871944,3.0333534422932248e-05,0.0031109489722723,4.4143594821089655e-06,9.598194470273622e-06,6.479793735205821e-07,1.3364574578862006e-06,0.0001742254540553,0.0001569325045245,0.0001933408455742,2.085683608519373e-05,717.4751613306645,7.91,14.5,32.0,45.5985,2103.185,15.49932,1.08,0.12,4.09714,6.13,1074.678,4.08838,0.0,0.0
1950,21419.0,72656.0,115.0,160.0,161.0,4.0,511.0,0.0008464966680778,2.940349787804757e-05,0.0028714254594454,4.544895505343374e-06,9.564040976461707e-06,6.323332876999477e-06,1.5808332192498692e-07,0.0001735754874736,0.000148479760118,0.0001923083611217,2.019514437591708e-05,630.3967670063666,7.24,9.7,33.0,9.08,2179.552,46.78759,1.22,0.11,3.91895,5.92,1097.953,1.67918,0.0,0.0
1951,20820.0,70326.0,120.0,63.0,159.0,57.0,499.0,0.0008029263232183,2.645568961228532e-05,0.0027121324018565,4.627817424889559e-06,9.448460575816182e-06,2.4296041480670183e-06,2.1982132768225404e-06,0.0001721548082058,0.0001349780082259,0.0001870795194011,1.9244007458499083e-05,460.35213834088887,5.32,4.4,29.0,43.5253,8665.0,15.67149,1.38,0.11,2.8183,22.007,241.0937,4.05283,0.0,0.0
1952,19734.0,68707.0,125.0,19.0,157.0,120.0,491.0,0.0007426137701681,2.5702098156726805e-05,0.0025855257072536,4.703897905696706e-06,9.407795811393412e-06,7.149924816658994e-07,4.515741989468838e-06,0.0001705445224689,0.0001238442240611,0.0001821725580918,1.8476910973576664e-05,497.4466113232381,5.68,5.5,22.0,8.58,6419.213,15.08434,1.44,0.3623529411764706,2.83668,5.48,908.6789,6.54136,0.0,0.0
1953,19845.0,67234.0,130.0,28.0,156.0,344.0,482.0,0.0007467908315084,2.525052395777992e-05,0.0025300949743328,4.892053821924575e-06,9.558320544375708e-06,1.0536731308760622e-06,1.2945127036477336e-05,0.000173931328961,0.0001205326799355,0.0001829628129399,1.81382303243665e-05,558.6349152805409,6.24,8.827272727272726,19.0,8.82,8878.428,46.15236,1.46,0.3623529411764706,2.79948,5.66,1107.573,3.75499,0.0,0.0
1954,20528.0,66304.0,135.0,643.0,160.0,159.0,481.0,0.0007354990809844,2.5653611749067547e-05,0.0023756104377237,4.836924002966647e-06,9.243899205669592e-06,2.3038089880796696e-05,5.6968216034940505e-06,0.0001688265622368,0.0001204573222072,0.0001783929230427,1.723378107723672e-05,551.4093363381977,6.31,8.827272727272726,19.0,8.92,6770.896,30.0244,1.46,0.3623529411764706,4.81792,13.6464,249.9687,1.60029,0.0,0.0
1955,3614.0,8147.0,174.0,0.0,19.0,671.0,792.0,7.618225628824027e-05,0.0001284179040697,0.0001717368129441,3.6678784156485352e-06,1.1298751901078247e-05,0.0,1.4144519637357283e-05,0.0003362221881011,7.049072081568219e-05,0.0002495422108301,1.6695170719503677e-05,163.0730311692935,3.71,8.76153846153846,188.0,8.07,6629.007,13.02614,0.00024,0.0,3.26212,2.39,2169.389,4.64341,0.0,0.0
1956,5018.0,9623.0,175.0,51.0,19.0,339.0,744.0,0.0001043654282468,0.0001243525100613,0.0002001411949022,3.6396871150250942e-06,1.0440702467100556e-05,1.0607088163787415e-06,7.050593897105754e-06,0.0003374925875172,6.576394661548199e-05,0.0002274076509467,1.5473869791878115e-05,148.31205038425114,3.85,17.4,181.0,2.49,6649.097,20.61827,0.00022,0.1,2.67795,2.32,737.479,6.39464,0.0,0.0
1957,5958.0,11135.0,175.0,21.0,18.0,547.0,672.0,0.0001223013241879,0.0001187911653366,0.0002285708702303,3.592267830293221e-06,9.770968498397562e-06,4.310721396351865e-07,1.1228402875259385e-05,0.0003389458652217,6.094538964651756e-05,0.0002126622555533,1.3794308468325968e-05,142.06906087691075,5.64,1.3,171.0,4.78,3046.199,28.92322,0.00022,0.0,2.62898,2.24,732.9277,4.67602,0.0,0.0
1958,7237.0,12612.0,175.0,0.0,18.0,265.0,597.0,0.0001466622136368,0.0001139332548108,0.0002555898629801,3.546481606527796e-06,9.22085217697227e-06,0.0,5.370386432742091e-06,0.0003408270151919,5.654104961264315e-05,0.0002011969679406,1.2098568680554824e-05,179.9788751289906,5.3,1.3,156.0,4.67,9660.0,12.16114,0.00022,0.0,3.11343,6.46,2256.355,2.94713,0.0,0.0
1959,6695.0,13985.0,178.0,307.0,18.0,178.0,546.0,0.0001340012942583,0.0001116644093603,0.0002799115907696,3.5626931109764494e-06,8.92674790727807e-06,6.144644859942528e-06,3.5626931109764494e-06,0.0003441401424164,5.298004867839698e-05,0.0001955278033771,1.0928260890972704e-05,215.242706266521,5.36,8.76153846153846,139.0,2.37,6634.936,19.71811,0.00021,0.0,3.49763,2.2,726.3062,4.66536,0.0,0.0
1960,7529.0,15201.0,178.0,17.0,18.0,358.0,503.0,0.0001488765780146,0.0001061455001703,0.0003005808025501,3.519727837242723e-06,8.54226081847672e-06,3.361537822085746e-07,7.079003178274689e-06,0.0003428373103489,4.895980969108416e-05,0.0001866444441333,9.946197202994885e-06,239.7765154741868,6.12,1.3,130.0,2.29,2858.497,19.29727,0.00021,0.0,2.97028,6.26,1550.174,2.83603,0.0,0.0
1961,8428.0,16092.0,180.0,59.0,18.0,450.0,473.0,0.0001647326928642,9.974263546351652e-05,0.0003145323319378,3.518258746508519e-06,8.26790805429502e-06,1.1532070335777923e-06,8.795646866271298e-06,0.0003449261783313,4.509234960108419e-05,0.0001781998055106,9.245202150547389e-06,265.53080595176795,6.16,16.9,118.0,2.23,9353.0,18.9712,0.00023,0.11,2.34302,6.22,709.5886,4.60853,0.0,0.0
1962,10692.0,16572.0,181.0,5.0,17.0,664.0,440.0,0.000206585398408,9.127473083421936e-05,0.0003201957746368,3.497190152623561e-06,7.941133440487754e-06,9.66074627796564e-08,1.2829471057138368e-05,0.0003435168161519,4.115477914413362e-05,0.000167903770311,8.501456724609762e-06,344.985249586153,7.9,16.7,112.0,6.7,2755.725,19.04417,0.00024,0.0,2.14804,1.94,1569.166,2.73181,0.0,0.0
1963,13470.0,16645.0,181.0,138366.0,17.0,114.0,409.0,0.0002579068851603,8.593066819595684e-05,0.0003186978547508,3.4655639357103807e-06,7.639558068223436e-06,0.0026492608813729,2.182730876635268e-06,0.0003428036282041,3.821693710319293e-05,0.0001580373741732,7.831025688980916e-06,487.6680300693006,11.75,0.8,114.0,1.86,2749.887,10.6464,0.0003,0.0,6.89412,1.72,696.0683,4.53854,0.0,0.0
1964,11914.0,16474.0,186.0,24.0,16.0,267.0,387.0,0.0002255323692143,8.098266539355909e-05,0.0003118533028736,3.520985451893873e-06,7.4584315486354095e-06,4.543207034701773e-07,5.054317826105722e-06,0.0003432203614424,3.5474874929296344e-05,0.0001520838554866,7.325921343456608e-06,584.256424662648,14.9,8.76153846153846,110.0,1.79,6956.473,10.23273,0.00054,0.28,2.60326,1.67,2263.991,2.63739,0.0,0.0
1965,11433.0,16109.0,187.0,113.0,16.0,220.0,363.0,0.0002140435001992,7.623415838462664e-05,0.0003015854757902,3.5009301615729816e-06,7.245240494806117e-06,2.1155353382767214e-06,4.118741366556449e-06,0.0003421925213541,3.2725272312457606e-05,0.0001447550374827,6.795923254818141e-06,712.9915736542537,15.83,8.76153846153846,99.0,6.16,7062.678,28.94717,0.97,0.14,2.33564,3.47,1587.207,2.58726,0.0,0.0
1966,8812.0,15418.0,189.0,225.0,16.0,865.0,346.0,0.0001631857774891,7.212989143442076e-05,0.0002855195548487,3.500012703749813e-06,7.148174093372636e-06,4.166681790178349e-06,1.601857666001899e-05,0.0003442790273831,3.057418504704202e-05,0.0001405931028934,6.407430664007596e-06,998.4480684411373,20.53,0.7,88.0,1.54,9691.0,29.19689,1.09,0.0,1.66373,1.45,1547.98,4.31442,0.0,0.0
1967,9453.0,14354.0,188.0,40.0,15.0,994.0,324.0,0.0001731805616846,6.670373691884942e-05,0.0002629677120937,3.4441918540905494e-06,6.9616643859277066e-06,7.328067774660744e-07,1.8210248420031948e-05,0.000345005430831,2.8469543304556988e-05,0.0001330777107878,5.935734897475202e-06,1080.8899967624598,27.7,8.76153846153846,77.0,3.54,10036.0,30.27935,1.24,0.0,2.00913,3.31,2135.378,2.36555,0.0,0.0
1968,5795.0,13067.0,193.0,23.0,15.0,396.0,311.0,0.0001050440579612,6.521976195765726e-05,0.0002368612088662,3.4984474868893413e-06,6.906261619196058e-06,4.16913431080077e-07,7.178161682943933e-06,0.0003504973088419,2.6863726298290177e-05,0.000126796063061,5.637394655039302e-06,1103.9686388291273,26.39,0.6,74.0,3.46,7555.712,9.49086,1.31,0.26,1.80586,3.25,1522.094,6.09032,0.0,0.0
1969,2889.0,11593.0,197.0,0.0,15.0,315.0,299.0,5.182411187033704e-05,6.188756869251048e-05,0.0002079601692325,3.5338698644708886e-06,6.834540194738114e-06,0.0,5.650604098011827e-06,0.000355970119749,2.5436687653907207e-05,0.0001244388591362,5.363589286684242e-06,1132.8653987356854,34.75,0.8,62.0,1.32,10257.0,19.61905,1.36,0.15,1.58314,1.26,2161.194,2.37253,0.0,0.0
1970,1919.0,9950.0,199.0,213.0,15.0,724.0,287.0,3.4073027571204994e-05,5.997847167041713e-05,0.0001766683816224,3.533367632449085e-06,6.782645405002766e-06,3.781946259857563e-06,1.285506616026702e-05,0.0003629780628651,2.4023348777405083e-05,0.0001258162967011,5.095861861873805e-06,1112.4781357341578,43.47,28.0,57.0,5.73,7818.236,19.73018,1.47,0.16,1.94358,3.18,1513.772,4.09718,0.0,0.0
1971,975.0,8294.0,203.0,97.0,15.0,269.0,278.0,1.7138211821126426e-05,5.877967213317618e-05,0.000145789055225,3.568263589424272e-06,6.7322411564014575e-06,1.705032355537706e-06,4.728388697315906e-06,0.0003713630780973,2.297399266688435e-05,0.0001254341328774,4.886587575664766e-06,1056.241177775884,44.42,28.0,51.0,1.22,2619.814,9.53394,1.61,0.075,1.90253,5.34,646.6496,4.06071,0.0,0.0
1972,216.0,6772.0,207.0,3.0,15.0,2569.0,270.0,3.759289622355688e-06,5.675483082639768e-05,0.0001178606913082,3.602652554757534e-06,6.700585669476573e-06,5.221235586605122e-08,4.471118073996186e-05,0.0003756679004562,2.189438122649748e-05,0.0001128309010265,4.69911202794461e-06,1066.29813561512,43.79,8.76153846153846,50.0,3.1,2620.67,9.47632,1.77,0.075,1.54114,1.12,1493.074,2.38209,0.0,0.0
1973,271.0,5605.0,212.0,67.0,15.0,145.0,260.0,4.7165161465666265e-06,5.503182308281798e-05,9.75500848764057e-05,3.6896731478676194e-06,6.735393906720607e-06,1.166075947675144e-06,2.523597200192476e-06,0.0003843699597672,2.121562060023881e-05,9.930790085722942e-05,4.525070841724439e-06,1160.8373079699168,45.26,0.1,39.0,2.96,8209.703,20.19577,1.85,0.075,1.53515,1.09,1467.937,5.6714,0.0,0.0
1974,294.0,4773.0,214.0,115.0,14.0,617.0,251.0,5.019040258438919e-06,5.210241792093735e-05,8.14825821548604e-05,3.653315018047376e-06,6.6237674158989816e-06,1.9632300330628423e-06,1.053315591651977e-05,0.0003861417401552,2.0229805123299724e-05,9.797371443258828e-05,4.284962941728464e-06,1174.5578498677364,45.59,8.76153846153846,36.0,2.96,8312.134,9.6141,2.06,0.075,1.5182,4.85,2124.289,5.55341,0.0,0.0
1975,333.0,7912.0,6.0,0.0,21.0,119.0,13.0,0.0001758701877321,3.908226394048511e-05,0.0041786334094205,3.1688322113906843e-06,1.214719014366429e-05,0.0,6.284850552591524e-05,0.0003527966528681,0.0001241125949461,0.0002973420891688,6.865803124679816e-06,2081.394624181781,93.42,9.377777777777778,46.0,47.526,404.45,10.46407,0.87909,0.88,3.18707,19.256,321.1548,37.11494,0.0,0.0
1976,369.0,9002.0,5.0,0.0,21.0,11.0,12.0,0.0001906880168342,3.875772699883934e-05,0.0046519607792473,2.583848466589289e-06,1.1885702946310729e-05,0.0,5.684466626496436e-06,0.0003524369308427,0.0001167899506898,0.0002950754948844,6.201236319814294e-06,1848.4851929979773,78.28,9.377777777777778,54.0,26.7353,318.2531,10.32319,0.52465,5.09,2.11704,29.9314,413.2501,10.44473,0.0,0.0
1977,279.0,9974.0,5.0,0.0,22.0,10.0,13.0,0.000142298150838,3.97822787289256e-05,0.0050870313851577,2.550146072367025e-06,1.224070114736172e-05,0.0,5.10029214473405e-06,0.0003621207422761,0.0001162866608999,0.0003065275578985,6.630379788154265e-06,1732.0592123516835,72.52,3.3,69.0,45.6663,330.2247,36.99047,0.293,0.29,3.01751,29.6138,311.3487,34.87606,0.0,0.0
1978,265.0,10700.0,5.0,2.0,22.0,11.0,12.0,0.0001336069334435,3.8821637264738354e-05,0.0053946950484766,2.520885536671322e-06,1.2100250576022343e-05,1.0083542146685289e-06,5.5459481806769085e-06,0.000361999163066,0.0001114231407208,0.0003055313270445,6.0501252880111725e-06,2507.776931880631,104.82,2.8,71.0,25.4574,96.39825,22.76189,0.67074,0.67,2.96279,29.2953,98.67693,34.47709,0.0,0.0
1979,367.0,10732.0,5.0,0.0,22.0,0.0,12.0,0.0001828922490563,3.737580021588263e-05,0.0053482278388913,2.4917200143921747e-06,1.1461912066204004e-05,0.0,0.0,0.0003553192740523,0.0001076423046217,0.0002975113697184,5.98012803454122e-06,3325.449531207797,131.05,2.8,72.0,42.2367,329.5149,9.16138,0.124,4.8,1.6589,16.6801,99.45067,10.06904,0.0,0.0
1980,224.0,9968.0,5.0,0.0,21.0,0.0,11.0,0.0001104342630189,3.796177791275299e-05,0.0049143247043418,2.465050513815129e-06,1.1339232363549594e-05,0.0,0.0,0.0003465861022424,0.0001094482428133,0.0002913689707329,5.423111130393284e-06,3610.805992636401,132.13,1.9,69.0,9.32,91.12711,9.08263,0.10566,3.36,2.89929,28.8335,412.6551,33.27735,0.0,0.0
1981,214.0,8672.0,5.0,5.0,21.0,0.0,11.0,0.0001044335965808,3.660055954935439e-05,0.0042320006988266,2.440037303290293e-06,1.0736164134477287e-05,2.440037303290293e-06,0.0,0.0003333090956294,0.0001068736338841,0.0002776762451144,5.368082067238644e-06,3763.0255291342896,142.81,1.9,63.0,9.74,100.7531,23.57398,0.23488,0.23,2.85846,28.4349,102.0517,10.004,0.0,0.0
1982,91.0,7092.0,5.0,7.0,20.0,0.0,10.0,4.398200507678001e-05,3.673222402016792e-05,0.0034276964835661,2.416593685537364e-06,1.06330122163644e-05,3.383231159752309e-06,0.0,0.0003218902789135,0.0001116466282718,0.0002682418990946,4.833187371074727e-06,4219.372574948236,170.47,9.377777777777778,57.0,8.93,100.0342,9.63756,0.27764,0.28,1.96465,28.2822,407.7893,9.81905,0.0,0.0
1983,33.0,5918.0,5.0,42.0,19.0,0.0,10.0,1.5799535493656486e-05,3.6386809015693725e-05,0.0028333833651957,2.3938690141903767e-06,1.0533023662437658e-05,2.0108499719199165e-05,0.0,0.0003140756146617,0.0001125118436669,0.0002609317225467,4.787738028380753e-06,4067.662228912288,151.34,9.377777777777778,79.0,35.2946,332.3247,21.25743,0.03406,5.94,2.1362,23.2866,409.5447,31.18157,3.0,0.0
1984,15.0,5489.0,4.0,92.0,19.0,0.0,9.0,7.113505464357781e-06,3.55675273217889e-05,0.0026030687662573,1.896934790495408e-06,1.0433141347724744e-05,4.362950018139439e-05,0.0,0.0003092003708507,0.0001100222178487,0.000254663495624,4.268103278614668e-06,4227.793414316641,162.41,1.5,79.0,32.5918,126.9746,26.82369,0.02493,0.02,1.96793,5.45,312.9703,31.13055,0.0,0.0
1985,7.0,5176.0,5.0,8.0,18.0,0.0,9.0,3.288745771025304e-06,3.523656183241397e-05,0.0024317925872609,2.349104122160932e-06,1.03360581375081e-05,3.7585665954574905e-06,0.0,0.0003063231775297,0.0001118173562148,0.00025229378272,4.228387419889677e-06,5300.048720419493,231.51,9.377777777777778,77.0,17.9939,122.3576,26.24031,1.4,0.06,2.25218,12.8811,95.06463,18.35772,0.0,0.0
1986,8.0,4719.0,4.0,108.0,18.0,0.0,9.0,3.725114489065625e-06,3.445730902385703e-05,0.0021973519092375,1.8625572445328124e-06,1.0244064844930468e-05,5.0289045602385934e-05,0.0,0.0003003373556809,0.0001075626808717,0.0002425980811003,4.190753800198828e-06,5784.637162207782,267.18,2.3,76.0,29.71,115.3389,38.42741,1.59,0.21,2.10404,11.3992,94.26609,28.18712,0.0,0.0
1987,1.0,4263.0,4.0,0.0,17.0,1.0,9.0,4.617171816044487e-07,3.232020271231141e-05,0.0019683003451797,1.8468687264177949e-06,1.0157777995297872e-05,0.0,4.617171816044487e-07,0.0003019630367693,0.0001001926284081,0.0002373226313446,4.155454634440039e-06,6009.710835763505,276.97,4.0,75.0,14.5042,140.9048,28.1122,2.37,0.59,1.68496,10.2058,318.9561,8.9042,0.0,0.0
1988,15.0,4142.0,5.0,0.0,17.0,0.0,9.0,6.87174393866373e-06,3.435871969331865e-05,0.0018975175595963,2.29058131288791e-06,1.0536674039284386e-05,0.0,0.0,0.0003055635471392,0.0001062829729179,0.0002409691541158,4.123046363198238e-06,5574.358683044017,231.84,9.377777777777778,74.0,14.3848,518.7553,48.01418,2.45,0.81,2.04756,3.52,102.0966,29.92567,0.0,0.0
1989,40.0,4401.0,5.0,0.0,17.0,2.0,8.0,1.819500128729634e-05,3.5025377478045455e-05,0.0020019050166347,2.2743751609120426e-06,1.0917000772377803e-05,0.0,9.097500643648172e-07,0.0003129540221414,0.0001037115073375,0.0002460873924106,3.639000257459268e-06,5655.916150156068,219.82,9.377777777777778,73.0,26.8176,540.6803,49.15061,2.59,0.81,2.10075,4.59,330.6302,8.69469,0.0,0.0
1990,19.0,4550.0,5.0,0.0,17.0,3.0,8.0,8.588319794675875e-06,3.4805296010002225e-05,0.0020566765824092,2.260084156493651e-06,1.1300420782468256e-05,0.0,1.3560504938961906e-06,0.0003204799333907,9.98957197170194e-05,0.0002495132908768,3.616134650389842e-06,5175.592718370462,254.54,9.377777777777778,65.0,16.2875,174.7315,50.45013,2.63,0.81,1.95306,18.4153,337.9009,19.01236,0.0,0.0
1991,43.0,4526.0,5.0,0.0,17.0,0.0,8.0,1.9327701630628746e-05,3.4160588928553126e-05,0.0020343529669819,2.24740716635218e-06,1.1686517265031333e-05,0.0,0.0,0.0003276719648541,9.39416195535211e-05,0.0002521590840647,3.595851466163487e-06,4817.991483225803,195.55,63.9,68.0,25.9418,176.9777,14.54974,2.67,1.553125,1.99926,17.222,101.8658,18.98768,0.0,0.0
1992,133.0,4377.0,5.0,0.0,17.0,1.0,8.0,5.9477465866418975e-05,3.353992436076258e-05,0.0019573899856941,2.2359949573841723e-06,1.207437276987453e-05,0.0,4.471989914768344e-07,0.0003349520446161,8.854540031241321e-05,0.0002540090271588,3.577591931814676e-06,5761.264607196058,218.68,9.377777777777778,64.0,5.34,800.1042,33.30128,2.62,1.553125,2.15324,3.91,443.6541,29.62891,0.0,0.0
1993,93.0,4005.0,6.0,0.0,17.0,0.0,8.0,4.15895062073456e-05,3.353992436076258e-05,0.0017910319608647,2.6831939488610065e-06,1.207437276987453e-05,0.0,0.0,0.0003447904224286,8.675660434650588e-05,0.0002575866190906,3.577591931814676e-06,6115.893407437187,226.52,9.377777777777778,64.0,25.4093,833.5566,15.30299,2.54,1.553125,1.82353,17.0426,446.0437,29.39334,0.0,0.0
1994,192.0,3772.0,6.0,0.0,17.0,0.0,8.0,8.514068833585873e-05,3.237119921102962e-05,0.0016726597729315,2.6606465104955854e-06,1.2416350382312732e-05,0.0,0.0,0.0003503184572152,8.159315965519795e-05,0.0002549786239224,3.5475286806607803e-06,5560.307765850691,206.99,9.377777777777778,57.0,4.35,868.2943,15.43876,2.38,1.553125,2.09622,3.15,449.7103,18.0279,0.0,24.0
1995,44.0,364.0,17.0,144.0,199.0,456.0,1016.0,1.7728951886122751e-06,8.509896905338921e-05,1.4666678378519732e-05,6.849822319638336e-07,5.963374725332198e-06,5.802202435458355e-06,1.8373641045618123e-05,5.0326047513107536e-05,0.0001350220858418,8.195610940084926e-05,4.093776162795617e-05,263.3555216538598,5.39,11.686666666666667,127.0,19.3505,1134.02,21.66975,0.00203,0.0,3.78934,2.28,828.1648,3.45918,0.0,0.0
1996,38.0,554.0,17.0,144.0,196.0,741.0,965.0,1.4998649726823278e-06,7.763774740174049e-05,2.1866452496473936e-05,6.709922246210414e-07,5.8415793672890656e-06,5.683698843848821e-06,2.924736696730539e-05,5.075858828603878e-05,0.0001194366159825,7.87429110658222e-05,3.808867627995912e-05,265.1998092487516,6.09,2.0,122.0,18.5851,3726.0,15.30366,0.00203,0.0,2.27979,14.251,688.4865,3.77636,0.0,0.0
1997,139.0,786.0,17.0,472.0,254.0,4918.0,910.0,5.384455966577636e-06,7.220594188273895e-05,3.044735532179872e-05,6.585305858404303e-07,5.733089806140217e-06,1.828390803039312e-05,0.0001905090247743,5.148159697540776e-05,0.0001063720581598,7.619586249106626e-05,3.5250754889105384e-05,264.0320278287278,6.24,11.686666666666667,117.0,17.892,2583.236,9.6093,0.00202,0.0,2.15079,2.26,238.0894,1.91331,0.0,0.0
1998,76.0,1049.0,18.0,239.0,217.0,1754.0,865.0,2.892441737660254e-06,6.80865561667657e-05,3.992330766849482e-05,6.850519904984811e-07,5.670708143570761e-06,9.095968096063168e-06,6.675451062968532e-05,5.271094482446646e-05,9.548863578670496e-05,7.440425785691837e-05,3.292055398784367e-05,274.66778974597435,6.82,0.8,108.0,17.4891,2629.305,15.41014,0.00402,0.2,1.96838,2.27,696.3792,5.59084,0.0,0.0
1999,43.0,1337.0,19.0,185.0,217.0,3086.0,834.0,1.6099854442339232e-06,6.466150842306943e-05,5.005931485908733e-05,7.113889172196405e-07,5.691111337757124e-06,6.926681562401763e-06,0.0001155445367652,5.470206358199446e-05,8.697665551059078e-05,7.38346813030069e-05,3.1226229313746325e-05,310.6148661712704,7.74,0.3,106.0,2.69,4038.0,10.10227,0.002,0.0,1.73942,7.73,979.6558,3.85398,0.0,0.0
2000,54.0,1629.0,20.0,69.0,195.0,1610.0,856.0,1.993070904457053e-06,6.73584148265578e-05,6.012430561778776e-05,7.381744090581677e-07,5.757760390653708e-06,2.546701711250678e-06,5.94230399291825e-05,5.709779054064927e-05,8.540677912803e-05,7.455561531487493e-05,3.159386470768958e-05,344.32145310518234,8.27,11.686666666666667,99.0,2.89,4124.0,10.33463,0.00398,0.0,1.22152,13.5268,246.8778,5.54484,0.0,0.0
2001,69.0,1898.0,20.0,157.0,198.0,699.0,853.0,2.512841713696866e-06,6.704553036110045e-05,6.912135612458917e-05,7.283599170135845e-07,5.826879336108676e-06,5.717625348556638e-06,2.5456179099624777e-05,5.9798349186815285e-05,7.935481295863003e-05,7.534883341505532e-05,3.106455046062938e-05,375.6152092039055,6.93,0.8,96.0,17.0295,1349.005,21.59982,0.00394,0.0,1.21585,2.27,228.4621,5.01384,0.0,0.0
2002,70.0,2108.0,22.0,214.0,199.0,45.0,834.0,2.515461825135731e-06,6.701909005540197e-05,7.5751336105516e-05,7.905737164712297e-07,5.929302873534223e-06,7.690126151129233e-06,1.6170826018729698e-06,6.263499944587969e-05,7.528417890941936e-05,7.621849330161265e-05,2.9969930888045704e-05,423.1366141567604,11.71,3.9,94.0,2.9,1369.165,21.66925,0.00391,0.0,3.25068,2.4,936.9584,1.83569,0.0,0.0
2003,39.0,2230.0,23.0,115.0,201.0,133.0,813.0,1.3831278265458404e-06,6.443957079061005e-05,7.908653982556985e-05,8.156907695013931e-07,6.029018731097253e-06,4.078453847506965e-06,4.7168205366819685e-06,6.575176898502533e-05,6.706396717944063e-05,7.710051012591428e-05,2.883289546107098e-05,507.43058826199706,12.71,0.6,88.0,10.2096,1367.841,10.19898,0.00194,0.0,3.11025,8.28,248.5321,5.30847,0.0,0.0
2004,32.0,2253.0,24.0,127.0,213.0,29.0,790.0,1.120315749790921e-06,6.256263265238675e-05,7.887723075871704e-05,8.402368123431908e-07,6.1267267566691e-06,4.446253131982718e-06,1.0152861482480222e-06,6.910947781522744e-05,6.08471491605194e-05,7.817703341509771e-05,2.7657795072963365e-05,513.2796627401467,13.46,0.4,82.0,10.4615,2865.691,15.71966,0.00192,0.22,2.16083,8.54,919.9912,3.42214,0.0,27880.0
2005,32.0,2318.0,25.0,150.0,214.0,27.0,756.0,1.105283351130698e-06,5.947806033272069e-05,8.006396274752993e-05,8.635026180708577e-07,6.217218850110176e-06,5.181015708425147e-06,9.325828275165264e-07,7.277600065101189e-05,5.467698577624671e-05,7.90277596058449e-05,2.611231917046274e-05,630.3569111917262,20.39,90.0,80.0,10.5211,1374.282,15.75155,0.23,0.0,3.09329,15.0297,889.3122,1.69983,0.0,29022.0
