,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Prevalence of anaemia in pregnant women (aged 15-49) (%),Stillbirth rate (per 1000 total births),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)","Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)"
1602,2.9,34.5,31.22226,13.7,33.7
1603,3.1,34.2,30.80348,13.4,34.4
1604,3.3,34.1,30.36912,13.2,35.0
1605,3.5,33.8,29.86678,13.0,35.7
1606,3.7,33.6,29.55377,12.8,36.3
1607,3.9,33.5,29.19957,12.5,36.9
1608,4.1,33.4,29.00441,12.3,37.5
1609,4.4,33.4,28.84927,12.1,38.1
1610,4.6,33.3,28.62425,11.9,38.7
1611,3.0176470588235293,33.3,28.37379,13.647058823529411,33.66470588235294
1612,3.0176470588235293,33.3,28.18944,13.647058823529411,33.66470588235294
1613,3.0176470588235293,33.5,27.90086,13.647058823529411,33.66470588235294
1614,2.7,56.0,29.78768,11.5,22.9
1615,2.8,55.6,29.37079,11.4,23.2
1616,2.9,55.1,29.02912,11.2,23.5
1617,3.0,54.8,28.62091,11.1,23.9
1618,3.1,54.4,28.3289,10.9,24.4
1619,3.3,54.0,28.00285,10.7,24.9
1620,3.4,53.6,27.48123,10.5,25.4
1621,3.6,53.1,26.83287,10.3,25.9
1622,3.8,52.7,26.27318,10.1,26.4
1623,3.9,52.2,25.83422,10.0,27.0
1624,4.1,51.8,25.44671,9.8,27.5
1625,4.3,51.4,25.05614,9.6,28.1
1626,4.5,51.1,24.91422,9.4,28.6
1627,4.8,50.7,24.79333,9.2,29.2
1628,5.0,50.5,24.7658,9.0,29.8
1629,5.2,50.2,24.76842,8.8,30.4
1630,5.5,50.1,24.72298,8.7,30.9
1631,3.876470588235295,49.9,24.67336,10.129411764705882,26.58823529411765
1632,3.876470588235295,49.8,24.55692,10.129411764705882,26.58823529411765
1633,3.876470588235295,49.7,24.18432,10.129411764705882,26.58823529411765
1634,16.2,32.2,13.84592,3.4,57.9
1635,16.6,31.9,13.65655,3.3,58.4
1636,17.1,31.6,13.4142,3.2,58.9
1637,17.6,31.3,13.15235,3.1,59.5
1638,18.0,31.1,12.7899,3.0,60.0
1639,18.5,30.7,12.36935,2.9,60.6
1640,19.0,30.3,11.92759,2.8,61.1
1641,19.6,29.9,11.49801,2.7,61.7
1642,20.1,29.6,11.08834,2.6,62.2
1643,20.6,29.3,10.72617,2.6,62.8
1644,21.2,29.0,10.37571,2.5,63.4
1645,21.8,28.9,10.1281,2.4,64.0
1646,17.3,26.6,4.54532,0.7,54.5
1647,17.6,26.1,4.45745,0.6,54.7
1648,18.0,25.6,4.3856,0.6,55.0
1649,18.4,25.1,4.33475,0.6,55.3
1650,18.8,24.5,4.30505,0.6,55.6
1651,19.2,23.7,4.21016,0.6,55.9
1652,19.6,23.1,4.05694,0.6,56.3
1653,20.1,22.7,3.86782,0.6,56.6
1654,20.5,22.2,3.68675,0.5,56.9
1655,20.9,21.9,3.54485,0.5,57.2
1656,21.4,21.7,3.42576,0.5,57.6
1657,21.8,21.6,3.32517,0.5,57.9
1658,22.3,21.5,3.21787,0.5,58.2
1659,22.7,21.5,3.13979,0.5,58.6
1660,23.2,21.5,3.08485,0.5,58.9
1661,23.7,21.4,3.0403,0.4,59.2
1662,24.2,21.4,2.99234,0.4,59.6
1663,20.57058823529412,21.4,2.91022,0.5411764705882353,56.94117647058823
1664,20.57058823529412,21.5,2.83629,0.5411764705882353,56.94117647058823
1665,20.57058823529412,21.6,2.75295,0.5411764705882353,56.94117647058823
1666,15.9,14.2,3.64655,0.8,51.4
1667,16.4,13.9,3.55826,0.7,51.9
1668,16.9,13.7,3.45394,0.7,52.4
1669,17.4,13.6,3.38152,0.7,52.9
1670,17.9,13.5,3.32466,0.7,53.4
1671,18.5,13.5,3.28832,0.6,53.9
1672,19.0,13.5,3.27281,0.6,54.4
1673,19.5,13.5,3.28764,0.6,54.8
1674,20.0,13.5,3.33726,0.6,55.3
1675,20.6,13.6,3.41637,0.6,55.7
1676,21.1,13.6,3.47673,0.5,56.2
1677,21.7,13.7,3.53859,0.5,56.6
1678,22.2,13.8,3.56961,0.5,57.1
1679,22.8,13.9,3.55518,0.5,57.5
1680,23.3,14.0,3.53548,0.5,57.9
1681,23.9,14.2,3.51367,0.4,58.3
1682,24.5,14.4,3.47322,0.4,58.7
1683,20.094117647058823,14.6,3.43868,0.5823529411764706,55.2
1684,20.094117647058823,14.8,3.39545,0.5823529411764706,55.2
1685,20.094117647058823,15.0,3.35103,0.5823529411764706,55.2
1686,1.2,44.4,20.23331,17.5,16.0
1687,1.2,44.0,19.94008,17.4,16.4
1688,1.3,43.5,19.69648,17.2,16.8
1689,1.4,43.1,19.3962,17.0,17.2
1690,1.4,42.5,18.90568,16.8,17.6
1691,1.5,41.9,18.52458,16.7,18.0
1692,1.6,41.5,18.1267,16.5,18.5
1693,1.7,41.1,17.89355,16.3,18.9
1694,1.8,40.7,17.69559,16.1,19.4
1695,1.9,40.3,17.5622,15.9,19.9
1696,2.1,40.0,17.47387,15.6,20.5
1697,2.2,39.8,17.35006,15.4,21.0
1698,2.3,39.6,17.27781,15.2,21.5
1699,2.5,39.5,17.19813,15.0,22.1
1700,2.6,39.4,17.06888,14.8,22.7
1701,2.8,39.4,16.96181,14.5,23.3
1702,3.0,39.4,16.80894,14.3,23.9
1703,1.911764705882353,39.3,16.70516,16.011764705882353,19.62941176470588
1704,1.911764705882353,39.3,16.58548,16.011764705882353,19.62941176470588
1705,1.911764705882353,39.3,16.47522,16.011764705882353,19.62941176470588
1706,0.9,43.7,22.17793,15.6,16.2
1707,1.0,43.6,21.61173,15.4,16.6
1708,1.1,43.5,21.05054,15.3,17.0
1709,1.1,43.4,20.66445,15.1,17.5
1710,1.2,43.1,20.40094,15.0,17.9
1711,1.2,42.8,20.28554,14.8,18.3
1712,1.3,42.3,20.26725,14.6,18.8
1713,1.4,41.7,20.28641,14.5,19.2
1714,1.5,41.1,20.36334,14.3,19.6
1715,1.5,40.4,20.29417,14.1,20.1
1716,1.6,39.9,19.96726,14.0,20.5
1717,1.7,39.5,19.48185,13.8,21.0
1718,1.8,39.3,18.94035,13.7,21.5
1719,1.9,39.1,18.324,13.5,21.9
1720,2.0,39.1,17.72306,13.3,22.4
1721,2.1,39.0,17.28656,13.2,22.9
1722,2.2,39.1,16.91678,13.0,23.4
1723,1.5,39.2,16.80616,14.305882352941175,19.694117647058825
1724,1.5,39.2,16.56855,14.305882352941175,19.694117647058825
1725,1.5,39.3,16.28914,14.305882352941175,19.694117647058825
1726,4.8,37.1,4.92703,11.5,27.3
1727,5.2,36.8,4.75604,11.1,28.3
1728,5.6,36.3,4.62062,10.7,29.2
1729,6.0,35.6,4.52246,10.3,30.2
1730,6.4,35.1,4.46156,10.0,31.1
1731,6.9,34.6,4.4177,9.6,32.1
1732,7.3,34.0,4.38143,9.2,33.1
1733,7.8,33.5,4.35687,8.9,34.0
1734,8.3,33.0,4.35139,8.5,34.9
1735,8.8,32.5,4.42053,8.2,35.9
1736,9.4,32.1,4.47373,7.9,36.8
1737,9.9,31.8,4.44644,7.5,37.8
1738,10.5,31.4,4.35121,7.2,38.7
1739,11.1,31.3,4.31726,6.9,39.7
1740,11.7,31.2,4.34151,6.6,40.6
1741,12.3,31.2,4.56839,6.4,41.6
1742,13.0,31.1,5.05108,6.1,42.5
1743,8.529411764705882,31.1,5.3537,8.623529411764705,34.92941176470588
1744,8.529411764705882,31.0,5.4521,8.623529411764705,34.92941176470588
1745,8.529411764705882,31.0,5.47353,8.623529411764705,34.92941176470588
1746,1.5,49.9,13.66718,15.9,17.0
1747,1.6,49.4,13.03605,15.6,17.6
1748,1.8,48.9,12.36644,15.3,18.3
1749,1.9,48.5,11.66885,14.9,19.0
1750,2.1,48.1,10.99357,14.6,19.7
1751,2.3,47.8,10.37631,14.2,20.5
1752,2.5,47.5,9.80328,13.8,21.3
1753,2.8,47.3,9.14263,13.4,22.1
1754,3.0,47.1,8.54902,13.1,23.0
1755,3.3,47.0,8.0506,12.7,23.9
1756,3.6,47.0,7.61619,12.3,24.8
1757,3.9,47.1,7.24099,11.9,25.8
1758,4.3,47.3,6.96546,11.5,26.7
1759,4.6,47.5,6.73683,11.1,27.7
1760,5.0,47.9,6.54177,10.7,28.6
1761,5.4,48.2,6.39338,10.3,29.6
1762,5.8,48.5,6.27615,10.0,30.6
1763,3.2588235294117647,48.8,6.15998,13.01764705882353,23.305882352941172
1764,3.2588235294117647,49.1,5.99219,13.01764705882353,23.305882352941172
1765,3.2588235294117647,49.3,5.78872,13.01764705882353,23.305882352941172
1766,1.6,61.6,28.2206,14.4,18.2
1767,1.8,61.5,27.62242,14.2,18.7
1768,1.9,61.4,27.01865,14.0,19.3
1769,2.0,61.2,26.43967,13.8,19.9
1770,2.1,61.0,25.87758,13.6,20.4
1771,2.3,60.8,25.3637,13.4,21.0
1772,2.4,60.6,24.91634,13.1,21.6
1773,2.6,60.4,24.53299,12.9,22.2
1774,2.8,60.1,24.02323,12.7,22.8
1775,2.9,59.9,23.48594,12.5,23.5
1776,3.1,59.7,22.97,12.2,24.1
1777,3.3,59.5,22.4933,12.0,24.7
1778,3.6,59.4,22.0754,11.8,25.4
1779,3.8,59.3,21.68421,11.6,26.0
1780,4.0,59.2,21.31918,11.3,26.7
1781,4.3,59.2,20.9214,11.1,27.4
1782,4.6,59.2,20.48376,10.9,28.1
1783,2.888235294117647,59.1,20.13378,12.676470588235292,22.94117647058824
1784,2.888235294117647,59.1,20.02698,12.676470588235292,22.94117647058824
1785,2.888235294117647,59.0,19.70362,12.676470588235292,22.94117647058824
1786,21.2,21.0,3.87961,0.7,60.3
1787,21.7,20.6,3.82374,0.7,60.7
1788,22.2,20.2,3.76859,0.7,61.2
1789,22.7,19.9,3.69662,0.6,61.6
1790,23.2,19.6,3.62999,0.6,62.0
1791,23.7,19.4,3.5631,0.6,62.4
1792,24.2,19.2,3.54498,0.6,62.8
1793,24.7,19.0,3.57739,0.6,63.2
1794,25.2,18.8,3.6241,0.5,63.6
1795,25.7,18.7,3.63364,0.5,64.0
1796,26.2,18.7,3.61587,0.5,64.4
1797,26.7,18.6,3.57553,0.5,64.7
1798,27.1,18.5,3.50209,0.5,65.1
1799,27.6,18.6,3.43813,0.4,65.4
1800,28.1,18.5,3.36829,0.4,65.7
1801,28.6,18.6,3.29016,0.4,66.1
1802,29.2,18.6,3.21372,0.4,66.4
1803,25.176470588235293,18.7,3.14634,0.5411764705882353,63.50588235294117
1804,25.176470588235293,18.9,3.09455,0.5411764705882353,63.50588235294117
1805,25.176470588235293,19.0,3.03994,0.5411764705882353,63.50588235294117
1806,2.8,54.0,30.02636,13.5,24.1
1807,3.0,54.0,29.63491,13.3,24.7
1808,3.2,53.9,29.25312,13.0,25.3
1809,3.4,53.8,28.83637,12.8,26.0
1810,3.6,53.6,28.35293,12.6,26.6
1811,3.8,53.5,27.89575,12.3,27.3
1812,4.0,53.2,27.21445,12.1,27.9
1813,4.2,53.0,26.86727,11.8,28.6
1814,4.4,52.7,26.42599,11.6,29.2
1815,4.7,52.4,25.9505,11.4,29.9
1816,4.9,52.1,25.44345,11.1,30.5
1817,5.2,51.7,24.93728,10.9,31.1
1818,5.4,51.4,24.48027,10.7,31.8
1819,5.7,51.1,24.03364,10.5,32.4
1820,6.0,50.8,23.66039,10.2,33.1
1821,6.3,50.5,23.25406,10.0,33.7
1822,6.6,50.1,22.87597,9.8,34.4
1823,4.541176470588235,49.8,22.5587,11.623529411764704,29.21176470588236
1824,4.541176470588235,49.5,22.26399,11.623529411764704,29.21176470588236
1825,4.541176470588235,49.1,21.97294,11.623529411764704,29.21176470588236
1826,3.3,35.8,12.52034,11.1,26.0
1827,3.4,35.2,11.71978,10.9,26.4
1828,3.5,34.6,10.95937,10.8,26.7
1829,3.6,33.9,10.5226,10.7,27.1
1830,3.8,33.3,10.11043,10.5,27.5
1831,3.9,32.7,9.79465,10.4,27.9
1832,4.0,32.0,9.55682,10.3,28.2
1833,4.1,31.3,9.52252,10.2,28.6
1834,4.3,30.6,9.38094,10.0,29.0
1835,4.4,29.9,9.0874,9.9,29.4
1836,4.6,29.4,8.95488,9.8,29.8
1837,4.7,29.0,9.21545,9.7,30.2
1838,4.9,28.6,9.44546,9.5,30.6
1839,5.0,28.3,9.56772,9.4,31.0
1840,5.2,28.1,9.77152,9.3,31.4
1841,5.4,28.0,9.81735,9.2,31.9
1842,5.6,27.9,9.83653,9.1,32.3
1843,4.335294117647059,27.9,9.93174,10.047058823529412,29.058823529411764
1844,4.335294117647059,27.8,10.10203,10.047058823529412,29.058823529411764
1845,4.335294117647059,27.7,10.28633,10.047058823529412,29.058823529411764
1846,16.1,27.6,9.59209,2.0,55.9
1847,16.6,27.0,9.25947,1.9,56.5
1848,17.1,26.5,8.90991,1.8,57.1
1849,17.6,26.1,8.57341,1.7,57.7
1850,18.1,25.6,8.25361,1.7,58.3
1851,18.6,25.0,7.95307,1.6,58.9
1852,19.1,24.5,7.76641,1.5,59.5
1853,19.6,24.0,7.60042,1.5,60.1
1854,20.1,23.4,7.5115,1.4,60.6
1855,20.6,22.8,7.42397,1.3,61.2
1856,21.1,22.3,7.30384,1.3,61.7
1857,21.6,21.9,7.17017,1.2,62.3
1858,22.2,21.4,7.01106,1.2,62.8
1859,22.7,21.1,6.87761,1.1,63.3
1860,23.2,20.8,6.7669,1.1,63.9
1861,23.8,20.6,6.73251,1.0,64.4
1862,24.3,20.4,6.74404,1.0,64.9
1863,20.14117647058824,20.3,6.79353,1.4294117647058824,60.535294117647055
1864,20.14117647058824,20.2,6.84154,1.4294117647058824,60.535294117647055
1865,20.14117647058824,20.2,6.8139,1.4294117647058824,60.535294117647055
1866,10.3,33.0,11.73106,1.8,45.3
1867,10.6,32.9,11.24959,1.8,45.7
1868,10.9,32.7,10.65646,1.7,46.0
1869,11.2,32.3,10.01645,1.7,46.4
1870,11.6,31.9,9.52184,1.7,46.8
1871,11.9,31.4,9.095,1.6,47.2
1872,12.2,31.0,8.7877,1.6,47.6
1873,12.6,30.4,8.58726,1.5,48.0
1874,12.9,29.8,8.41201,1.5,48.4
1875,13.3,29.3,8.22992,1.5,48.8
1876,13.7,28.9,8.07786,1.4,49.2
1877,14.1,28.5,7.90605,1.4,49.6
1878,14.5,28.2,7.73991,1.4,50.0
1879,14.9,27.9,7.5619,1.3,50.5
1880,15.3,27.8,7.41654,1.3,50.9
1881,15.7,27.7,7.30364,1.3,51.3
1882,16.2,27.7,7.2,1.2,51.8
1883,13.052941176470588,27.6,7.06757,1.511764705882353,48.44117647058823
1884,13.052941176470588,27.6,6.98674,1.511764705882353,48.44117647058823
1885,13.052941176470588,27.6,6.88052,1.511764705882353,48.44117647058823
1886,8.6,26.9,12.10091,3.5,43.0
1887,8.9,27.0,11.73951,3.4,43.5
1888,9.3,27.2,11.40868,3.3,44.2
1889,9.7,27.6,10.96567,3.2,44.9
1890,10.2,27.7,10.2914,3.1,45.6
1891,10.6,27.6,9.56326,2.9,46.4
1892,11.2,27.2,8.86518,2.8,47.2
1893,11.7,26.9,8.17043,2.7,48.1
1894,12.3,26.6,7.5092,2.6,48.9
1895,12.9,26.3,7.02292,2.5,49.8
1896,13.5,26.0,6.73792,2.4,50.6
1897,14.1,25.7,6.48283,2.3,51.5
1898,14.8,25.5,6.25698,2.2,52.3
1899,15.4,25.5,6.02956,2.1,53.2
1900,16.1,25.3,5.8325,2.0,54.0
1901,16.8,25.1,5.71081,1.9,54.8
1902,17.5,25.0,5.60296,1.8,55.6
1903,12.56470588235294,24.9,5.48266,2.6294117647058823,49.03529411764706
1904,12.56470588235294,24.8,5.35318,2.6294117647058823,49.03529411764706
1905,12.56470588235294,24.9,5.23039,2.6294117647058823,49.03529411764706
1906,20.7,20.4,4.40302,0.7,57.0
1907,21.2,20.3,4.36231,0.6,57.5
1908,21.7,20.2,4.30134,0.6,58.0
1909,22.2,20.2,4.20475,0.6,58.5
1910,22.7,20.2,4.09346,0.6,58.9
1911,23.3,20.3,3.95124,0.6,59.4
1912,18.99411764705882,20.4,3.8346,0.7588235294117647,55.21176470588235
1913,18.99411764705882,20.5,3.6994,0.7588235294117647,55.21176470588235
1914,18.99411764705882,20.6,3.57469,0.7588235294117647,55.21176470588235
1915,10.6,36.8,21.02033,5.1,48.9
1916,11.0,36.5,20.53531,4.9,49.6
1917,11.4,36.2,20.17561,4.8,50.3
1918,11.9,36.0,19.68652,4.6,51.0
1919,12.3,35.9,19.28065,4.5,51.7
1920,12.8,35.6,18.80044,4.3,52.4
1921,13.3,35.3,18.29089,4.2,53.1
1922,13.8,35.0,17.8042,4.0,53.8
1923,14.4,34.6,17.3877,3.9,54.5
1924,14.9,34.2,17.0803,3.8,55.2
1925,15.5,33.9,16.7737,3.6,56.0
1926,16.1,33.6,16.47046,3.5,56.7
1927,16.7,33.4,16.2335,3.4,57.5
1928,17.4,33.2,15.96722,3.3,58.2
1929,18.0,33.1,15.68661,3.2,58.9
1930,18.7,33.0,15.40345,3.0,59.7
1931,19.4,32.9,15.01942,2.9,60.4
1932,14.6,32.8,14.61495,3.941176470588236,54.58235294117647
1933,14.6,32.7,14.24924,3.941176470588236,54.58235294117647
1934,14.6,32.6,13.97765,3.941176470588236,54.58235294117647
1935,1.5,51.8,27.82764,15.5,18.8
1936,1.6,51.8,27.0534,15.3,19.3
1937,1.7,51.8,26.64884,15.2,19.7
1938,1.7,51.8,26.27596,15.0,20.2
1939,1.8,51.7,26.05208,14.8,20.6
1940,1.9,51.5,25.82322,14.6,21.1
1941,2.0,51.3,25.73926,14.4,21.5
1942,2.1,51.0,25.64456,14.2,22.0
1943,2.2,50.7,25.64752,14.1,22.5
1944,2.3,50.3,25.54009,13.9,22.9
1945,2.5,49.9,25.50108,13.7,23.4
1946,2.6,49.5,25.43051,13.5,23.9
1947,2.7,49.1,25.47783,13.3,24.4
1948,2.8,48.7,25.33918,13.1,24.9
1949,3.0,48.3,24.69556,12.9,25.4
1950,3.1,47.8,24.06604,12.8,25.9
1951,3.3,47.3,23.36662,12.6,26.4
1952,2.2823529411764705,46.8,22.71809,14.052941176470588,22.523529411764702
1953,2.2823529411764705,46.3,22.09357,14.052941176470588,22.523529411764702
1954,2.2823529411764705,45.8,21.70609,14.052941176470588,22.523529411764702
1955,1.2,51.1,19.98934,20.5,15.0
1956,1.3,50.7,19.53918,20.2,15.4
1957,1.4,50.2,19.02734,19.9,15.9
1958,1.5,49.8,18.46619,19.6,16.5
1959,1.7,49.4,18.05581,19.2,17.0
1960,1.8,48.9,17.62356,18.9,17.5
1961,1.9,48.5,17.27674,18.6,18.1
1962,2.1,48.1,16.99251,18.2,18.7
1963,2.2,47.7,16.83342,17.9,19.3
1964,2.4,47.4,16.54761,17.5,19.9
1965,2.6,47.2,16.31484,17.2,20.6
1966,2.8,47.1,16.10384,16.8,21.2
1967,3.0,47.2,15.83744,16.4,21.9
1968,3.2,47.2,15.53488,16.0,22.6
1969,3.5,47.4,15.30393,15.7,23.3
1970,3.8,47.5,15.00681,15.3,24.0
1971,4.0,47.6,14.77063,14.9,24.8
1972,2.376470588235294,47.7,14.55502,17.811764705882354,19.511764705882356
1973,2.376470588235294,47.8,14.3497,17.811764705882354,19.511764705882356
1974,2.376470588235294,47.8,14.12696,17.811764705882354,19.511764705882356
1975,2.8,31.8,17.52143,15.4,28.2
1976,3.0,31.4,17.23758,15.2,28.9
1977,3.2,31.1,17.00091,15.0,29.6
1978,3.4,31.0,16.69992,14.7,30.3
1979,3.6,30.9,16.39155,14.5,31.1
1980,3.8,30.7,16.17298,14.2,31.8
1981,4.0,30.5,15.97435,14.0,32.6
1982,4.3,30.2,15.87809,13.7,33.4
1983,4.6,29.9,15.78047,13.4,34.2
1984,4.9,29.7,15.74011,13.1,35.0
1985,5.2,29.5,15.84254,12.9,35.8
1986,5.5,29.4,15.84241,12.6,36.6
1987,5.9,29.3,15.79164,12.3,37.4
1988,6.3,29.2,15.68686,12.0,38.2
1989,6.7,29.1,15.50209,11.7,39.0
1990,7.1,29.1,15.37198,11.5,39.8
1991,7.5,29.0,15.23757,11.2,40.6
1992,4.811764705882353,29.0,15.09643,13.376470588235296,34.26470588235294
1993,4.811764705882353,28.9,14.9131,13.376470588235296,34.26470588235294
1994,4.811764705882353,29.0,14.73131,13.376470588235296,34.26470588235294
1995,0.9,51.2,31.0821,21.2,12.7
1996,1.0,50.5,30.3915,20.9,13.1
1997,1.1,49.8,29.62475,20.6,13.6
1998,1.1,49.2,28.90608,20.3,14.1
1999,1.2,48.5,28.21802,19.9,14.5
2000,1.3,47.9,27.42985,19.6,15.0
2001,1.4,47.3,26.56904,19.3,15.5
2002,1.5,46.7,25.66403,18.9,16.0
2003,1.6,46.2,24.75389,18.6,16.5
2004,1.7,45.7,23.911,18.3,17.0
2005,1.8,45.2,23.04937,17.9,17.6
2006,2.0,44.8,22.20938,17.6,18.1
2007,2.1,44.4,21.38531,17.3,18.7
2008,2.2,44.1,20.61247,17.0,19.2
2009,2.4,43.7,19.87206,16.6,19.8
2010,2.5,43.5,19.23901,16.3,20.4
2011,2.7,43.2,18.68327,16.0,21.0
2012,1.6764705882352942,43.0,18.22483,18.605882352941176,16.63529411764706
2013,1.6764705882352942,42.7,17.80003,18.605882352941176,16.63529411764706
2014,1.6764705882352942,42.5,17.45543,18.605882352941176,16.63529411764706
2015,12.0,16.2,5.16363,1.0,48.9
2016,12.4,16.2,5.13921,0.9,49.6
2017,13.0,16.2,4.91679,0.9,50.2
2018,13.5,16.2,4.58487,0.9,50.9
2019,14.0,16.2,4.33459,0.8,51.5
2020,14.6,16.3,4.10793,0.8,52.1
2021,15.1,16.2,3.82962,0.7,52.8
2022,15.7,16.1,3.57719,0.7,53.3
2023,16.3,16.1,3.37756,0.7,53.9
2024,16.8,16.0,3.15072,0.6,54.5
2025,17.4,15.9,2.97494,0.6,55.0
2026,18.0,15.9,2.84444,0.6,55.5
2027,18.5,16.1,2.64379,0.6,56.0
2028,19.1,16.2,2.4533,0.5,56.5
2029,19.7,16.4,2.38648,0.5,56.9
2030,20.2,16.5,2.35628,0.5,57.4
2031,20.8,16.7,2.34221,0.5,57.8
2032,16.3,16.9,2.3289,0.6941176470588236,53.69411764705882
2033,16.3,17.1,2.32579,0.6941176470588236,53.69411764705882
2034,16.3,17.2,2.31055,0.6941176470588236,53.69411764705882
2035,20.2,15.2,3.63105,0.6,57.3
2036,20.8,15.0,3.63166,0.6,57.9
2037,21.4,14.9,3.6335,0.6,58.5
2038,22.0,14.8,3.64158,0.6,59.0
2039,22.6,14.7,3.61424,0.6,59.6
2040,23.2,14.6,3.51004,0.6,60.1
2041,23.8,14.6,3.41164,0.5,60.7
2042,24.4,14.7,3.36292,0.5,61.2
2043,25.0,14.7,3.36383,0.5,61.7
2044,25.6,14.6,3.38042,0.5,62.2
2045,26.2,14.7,3.32603,0.5,62.7
2046,26.9,14.8,3.23115,0.5,63.2
2047,27.5,15.0,3.12595,0.5,63.7
2048,28.1,15.0,3.04546,0.5,64.2
2049,28.8,15.2,2.98822,0.5,64.6
2050,29.4,15.4,2.92384,0.4,65.1
2051,30.1,15.6,2.85707,0.4,65.6
2052,25.058823529411764,15.8,2.7929,0.5235294117647059,61.60588235294117
2053,25.058823529411764,15.9,2.73743,0.5235294117647059,61.60588235294117
2054,25.058823529411764,16.1,2.67728,0.5235294117647059,61.60588235294117
2055,10.5,28.6,15.38629,3.7,48.0
2056,10.9,27.9,14.96753,3.6,48.6
2057,11.3,27.2,14.66618,3.4,49.3
2058,11.7,26.5,14.38184,3.3,49.9
2059,12.1,25.8,14.12221,3.2,50.6
2060,12.6,25.2,13.88761,3.1,51.2
2061,13.0,24.7,13.65198,3.0,51.9
2062,13.4,24.3,13.39881,2.9,52.5
2063,13.9,23.9,13.10525,2.8,53.2
2064,14.3,23.6,12.86845,2.7,53.8
2065,14.8,23.2,12.60218,2.6,54.4
2066,15.3,22.9,12.40041,2.5,55.1
2067,15.8,22.9,12.18435,2.4,55.7
2068,16.3,22.9,11.95535,2.3,56.3
2069,16.8,23.0,11.76697,2.2,56.9
2070,17.4,23.0,11.53455,2.1,57.6
2071,17.9,23.2,11.34271,2.1,58.2
2072,14.0,23.4,11.18097,2.817647058823529,53.129411764705885
2073,14.0,23.7,10.99411,2.817647058823529,53.129411764705885
2074,14.0,23.9,10.82985,2.817647058823529,53.129411764705885
2075,1.0,57.6,27.29145,16.5,15.0
2076,1.1,57.6,26.86436,16.3,15.4
2077,1.1,57.5,26.42289,16.1,15.7
2078,1.2,57.4,25.8762,16.0,16.1
2079,1.3,57.2,25.31485,15.8,16.5
2080,1.3,57.1,24.74041,15.7,16.9
2081,1.4,57.0,24.17232,15.5,17.3
2082,1.5,56.8,23.57572,15.3,17.7
2083,1.6,56.7,22.90187,15.2,18.2
2084,1.7,56.5,22.34228,15.0,18.6
2085,1.7,56.3,21.85993,14.8,19.1
2086,1.8,56.1,21.48172,14.6,19.5
2087,2.0,56.0,21.18373,14.5,20.0
2088,2.1,55.9,20.92801,14.3,20.5
2089,2.2,55.7,20.62026,14.1,21.0
2090,2.3,55.6,20.41196,13.9,21.5
2091,2.5,55.5,20.18545,13.7,22.0
2092,1.6352941176470588,55.3,19.95391,15.13529411764706,18.294117647058822
2093,1.6352941176470588,55.1,19.76881,15.13529411764706,18.294117647058822
2094,1.6352941176470588,54.9,19.5504,15.13529411764706,18.294117647058822
2095,1.7,59.1,27.4757,14.5,19.1
2096,1.8,59.1,26.99381,14.3,19.6
2097,1.9,58.9,26.65843,14.1,20.1
2098,2.1,58.8,26.25794,13.9,20.7
2099,2.2,58.6,25.88536,13.7,21.2
2100,2.4,58.4,25.43534,13.5,21.8
2101,2.5,58.2,25.0829,13.3,22.4
2102,2.7,58.0,24.6899,13.1,23.0
2103,2.8,57.7,24.32572,12.8,23.7
2104,3.0,57.5,23.98924,12.6,24.3
2105,3.2,57.3,23.69173,12.4,24.9
2106,3.4,57.1,23.36886,12.2,25.6
2107,3.6,56.9,23.2469,11.9,26.2
2108,3.9,56.8,23.01676,11.7,26.9
2109,4.1,56.6,22.93393,11.5,27.6
2110,4.3,56.5,22.86275,11.3,28.3
2111,4.6,56.3,22.74875,11.1,28.9
2112,2.9529411764705884,56.2,22.68839,12.81764705882353,23.78235294117647
2113,2.9529411764705884,56.0,22.4313,12.81764705882353,23.78235294117647
2114,2.9529411764705884,55.9,22.24612,12.81764705882353,23.78235294117647
2115,15.0,17.2,3.66789,0.9,50.7
2116,15.6,16.9,3.57851,0.8,51.2
2117,16.1,16.6,3.40704,0.8,51.8
2118,16.6,16.4,3.26779,0.8,52.3
2119,17.1,16.2,3.17111,0.7,52.8
2120,17.6,16.1,3.10506,0.7,53.3
2121,18.1,16.0,3.10063,0.7,53.8
2122,18.6,15.9,3.10336,0.7,54.3
2123,19.2,15.9,3.04753,0.6,54.8
2124,19.7,15.8,2.96945,0.6,55.2
2125,20.2,15.8,2.89233,0.6,55.7
2126,20.8,15.7,2.82632,0.6,56.1
2127,21.3,15.7,2.75625,0.5,56.6
2128,21.9,15.8,2.71571,0.5,57.0
2129,22.4,15.8,2.70081,0.5,57.4
2130,23.0,15.9,2.6215,0.5,57.9
2131,23.6,16.1,2.55531,0.5,58.3
2132,19.223529411764705,16.3,2.50632,0.6470588235294118,54.65882352941177
2133,19.223529411764705,16.4,2.47745,0.6470588235294118,54.65882352941177
2134,19.223529411764705,16.7,2.44082,0.6470588235294118,54.65882352941177
2135,13.3,38.4,8.02281,5.7,51.8
2136,13.8,37.8,7.76423,5.5,52.4
2137,14.2,37.2,7.55417,5.3,52.9
