,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Prevalence of anaemia in pregnant women (aged 15-49) (%),Stillbirth rate (per 1000 total births),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)","Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)"
1067,20.9,18.8,3.25684,0.4,59.7
1068,21.4,18.8,3.27479,0.4,60.2
1069,22.0,19.0,3.28084,0.4,60.6
1070,22.5,19.1,3.23337,0.4,61.0
1071,23.0,19.4,3.18904,0.4,61.5
1072,23.6,19.6,3.16002,0.4,61.9
1073,24.2,19.8,3.20204,0.4,62.3
1074,19.94705882352941,20.0,3.26049,0.4823529411764705,58.75882352941176
1075,19.94705882352941,20.2,3.20258,0.4823529411764705,58.75882352941176
1076,19.94705882352941,20.3,3.09987,0.4823529411764705,58.75882352941176
1077,7.1,27.0,10.22267,7.0,40.6
1078,7.4,26.6,10.18577,6.8,41.3
1079,7.7,26.2,10.1095,6.6,42.0
1080,8.1,25.7,10.01301,6.4,42.7
1081,8.4,25.4,9.90915,6.2,43.4
1082,8.8,25.0,9.85639,6.0,44.1
1083,9.1,24.6,9.81067,5.9,44.7
1084,9.5,24.2,9.74017,5.7,45.4
1085,9.9,23.8,9.77674,5.5,46.1
1086,10.3,23.6,9.81332,5.4,46.7
1087,10.7,23.4,9.87826,5.2,47.4
1088,11.1,23.1,9.98174,5.1,48.0
1089,11.5,22.9,10.08128,4.9,48.7
1090,11.9,22.8,10.12728,4.8,49.4
1091,12.4,22.7,10.2005,4.6,50.0
1092,12.9,22.6,10.19547,4.5,50.7
1093,13.3,22.6,10.21425,4.4,51.4
1094,10.005882352941176,22.5,10.10456,5.588235294117647,46.03529411764706
1095,10.005882352941176,22.5,9.96689,5.588235294117647,46.03529411764706
1096,10.005882352941176,22.5,9.83834,5.588235294117647,46.03529411764706
1097,8.2,27.1,19.90315,3.1,44.7
1098,8.5,26.2,19.49606,3.0,45.4
1099,8.9,25.3,19.08854,2.9,46.1
1100,9.3,24.8,18.68402,2.8,46.9
1101,9.6,24.0,18.30566,2.7,47.6
1102,10.0,23.1,17.92917,2.6,48.3
1103,10.4,22.2,17.49854,2.5,49.0
1104,10.8,21.5,17.09586,2.4,49.7
1105,11.3,20.6,16.6925,2.3,50.4
1106,11.7,19.7,16.30276,2.2,51.1
1107,12.1,18.8,15.9448,2.1,51.8
1108,12.6,17.8,15.46478,2.0,52.5
1109,13.1,17.0,15.02349,2.0,53.2
1110,13.5,16.1,14.72427,1.9,53.9
1111,14.0,15.3,14.39107,1.8,54.6
1112,14.5,14.7,14.07299,1.8,55.3
1113,15.1,14.1,13.74196,1.7,55.9
1114,11.388235294117647,13.5,13.37625,2.341176470588235,50.37647058823529
1115,11.388235294117647,13.0,13.04729,2.341176470588235,50.37647058823529
1116,11.388235294117647,12.7,12.74328,2.341176470588235,50.37647058823529
1117,1.5,59.0,30.90532,14.7,18.4
1118,1.6,58.9,30.23126,14.5,18.8
1119,1.7,58.8,29.78478,14.3,19.3
1120,1.8,58.6,29.41427,14.1,19.7
1121,1.9,58.5,29.14039,13.9,20.2
1122,2.0,58.3,28.52574,13.7,20.7
1123,2.2,58.0,28.09705,13.5,21.2
1124,2.3,57.8,27.72599,13.3,21.7
1125,2.4,57.5,27.36395,13.1,22.2
1126,2.5,57.1,27.05482,13.0,22.7
1127,2.7,56.8,26.7871,12.8,23.3
1128,2.8,56.5,26.50315,12.6,23.8
1129,3.0,56.1,26.27419,12.4,24.4
1130,3.1,55.8,26.02431,12.2,24.9
1131,3.3,55.4,25.71992,12.0,25.5
1132,3.5,55.0,25.60056,11.8,26.1
1133,3.7,54.6,25.52346,11.6,26.6
1134,2.4705882352941178,54.1,25.40344,13.147058823529411,22.323529411764707
1135,2.4705882352941178,53.6,25.31545,13.147058823529411,22.323529411764707
1136,2.4705882352941178,53.0,25.2023,13.147058823529411,22.323529411764707
1137,1.8,56.6,44.79614,13.9,19.7
1138,2.0,56.5,44.2212,13.7,20.3
1139,2.1,56.4,43.7772,13.5,20.9
1140,2.2,56.3,43.24031,13.2,21.5
1141,2.4,56.1,42.4623,13.0,22.1
1142,2.6,55.9,41.84933,12.8,22.7
1143,2.7,55.8,41.22575,12.6,23.3
1144,2.9,55.5,40.42266,12.3,24.0
1145,3.1,55.3,39.66908,12.1,24.6
1146,3.3,55.0,38.8715,11.9,25.2
1147,3.5,54.7,38.16615,11.6,25.9
1148,3.7,54.4,37.3833,11.4,26.6
1149,4.0,54.2,36.52433,11.2,27.2
1150,4.2,53.9,35.93077,11.0,27.9
1151,4.5,53.7,35.12434,10.7,28.6
1152,4.7,53.4,34.50002,10.5,29.3
1153,5.0,53.2,33.77039,10.3,29.9
1154,3.217647058823529,52.9,33.27191,12.1,24.688235294117646
1155,3.217647058823529,52.6,32.69818,12.1,24.688235294117646
1156,3.217647058823529,52.3,32.18564,12.1,24.688235294117646
1157,6.3,38.3,18.12711,8.0,37.9
1158,6.6,37.9,17.86591,7.8,38.6
1159,6.9,37.5,17.64485,7.6,39.3
1160,7.2,37.3,17.43131,7.4,40.0
1161,7.5,37.3,17.2756,7.2,40.8
1162,7.9,37.0,17.02452,7.0,41.5
1163,8.2,36.7,16.94958,6.8,42.3
1164,8.6,36.4,16.75414,6.7,43.0
1165,9.0,36.0,16.56729,6.5,43.7
1166,9.4,35.6,16.33952,6.3,44.5
1167,9.8,35.2,16.09464,6.1,45.2
1168,10.2,34.9,15.93105,6.0,45.9
1169,10.6,34.6,15.60489,5.8,46.6
1170,11.1,34.3,15.29759,5.7,47.3
1171,11.6,34.0,14.98673,5.5,48.0
1172,12.1,33.7,14.7182,5.4,48.7
1173,12.7,33.5,14.4474,5.2,49.4
1174,9.158823529411764,33.3,14.2304,6.529411764705882,43.688235294117646
1175,9.158823529411764,33.1,14.01505,6.529411764705882,43.688235294117646
1176,9.158823529411764,33.0,13.82662,6.529411764705882,43.688235294117646
1177,6.9,54.1,23.80285,7.1,37.6
1178,7.3,53.8,23.53099,6.9,38.6
1179,7.8,53.4,23.40045,6.6,39.5
1180,8.3,53.1,23.28831,6.4,40.6
1181,8.8,52.8,23.2156,6.1,41.6
1182,9.4,52.4,23.11682,5.9,42.8
1183,10.0,52.0,22.8674,5.6,43.9
1184,10.7,51.6,22.64714,5.3,45.0
1185,11.4,51.2,22.39902,5.1,46.2
1186,12.2,50.8,22.19342,4.8,47.3
1187,12.9,50.4,22.59277,4.6,48.5
1188,13.7,50.1,21.73252,4.4,49.6
1189,14.5,49.9,21.49951,4.2,50.7
1190,15.4,49.6,21.23354,4.0,51.8
1191,16.2,49.4,20.96569,3.8,52.8
1192,17.1,49.3,20.77184,3.6,53.9
1193,17.9,49.1,20.5493,3.4,54.9
1194,11.794117647058824,49.0,20.37803,5.164705882352941,46.19411764705882
1195,11.794117647058824,48.9,20.09817,5.164705882352941,46.19411764705882
1196,11.794117647058824,48.7,19.8617,5.164705882352941,46.19411764705882
1197,8.1,26.0,13.89427,4.2,43.4
1198,8.4,25.5,13.64749,4.0,44.2
1199,8.8,24.9,13.37731,3.9,45.0
1200,9.2,24.5,13.0423,3.7,45.7
1201,9.7,24.1,12.66561,3.6,46.5
1202,10.1,23.6,12.28131,3.4,47.3
1203,10.5,23.3,11.82792,3.3,48.1
1204,11.0,22.9,11.40193,3.2,48.9
1205,11.4,22.6,10.99021,3.1,49.7
1206,11.9,22.3,10.53073,2.9,50.4
1207,12.4,22.0,10.05598,2.8,51.2
1208,12.9,21.9,9.59543,2.7,52.0
1209,13.4,21.8,9.23339,2.6,52.8
1210,14.0,21.7,9.17836,2.5,53.5
1211,14.5,21.6,9.18445,2.4,54.3
1212,15.1,21.6,9.06555,2.3,55.0
1213,15.6,21.6,8.93494,2.2,55.8
1214,11.588235294117649,21.6,8.80509,3.105882352941176,49.63529411764706
1215,11.588235294117649,21.6,8.64237,3.105882352941176,49.63529411764706
1216,11.588235294117649,21.7,8.51092,3.105882352941176,49.63529411764706
1217,19.1,24.4,4.2957,0.9,53.7
1218,19.5,24.0,4.22446,0.9,54.0
1219,20.0,23.8,4.16755,0.9,54.5
1220,20.4,23.6,4.009,0.8,54.9
1221,20.9,23.5,3.91554,0.8,55.3
1222,21.5,23.4,3.83421,0.8,55.8
1223,22.0,23.3,3.76524,0.7,56.3
1224,22.6,23.2,3.68785,0.7,56.8
1225,23.2,23.1,3.69287,0.7,57.4
1226,23.8,23.0,3.57413,0.7,57.9
1227,24.4,23.0,3.50086,0.6,58.4
1228,25.0,23.0,3.4901,0.6,59.0
1229,25.6,22.9,3.57172,0.6,59.5
1230,26.3,22.9,3.75204,0.6,60.0
1231,26.9,22.9,3.90628,0.5,60.6
1232,27.5,22.8,3.80768,0.5,61.1
1233,28.2,22.7,3.67088,0.5,61.6
1234,23.34705882352941,22.5,3.5344,0.6941176470588236,57.45882352941176
1235,23.34705882352941,22.5,3.40631,0.6941176470588236,57.45882352941176
1236,23.34705882352941,22.5,3.29874,0.6941176470588236,57.45882352941176
1237,16.4,16.3,2.6949,0.6,53.3
1238,16.8,15.8,2.6095,0.6,53.7
1239,17.3,15.4,2.52614,0.6,54.1
1240,17.7,15.2,2.47201,0.5,54.5
1241,18.2,15.0,2.41089,0.5,55.0
1242,18.7,14.9,2.35739,0.5,55.3
1243,19.1,14.8,2.30053,0.5,55.7
1244,19.6,14.8,2.2359,0.5,56.1
1245,20.1,14.7,2.17385,0.5,56.4
1246,20.6,14.6,2.11965,0.4,56.8
1247,21.1,14.5,2.07542,0.4,57.1
1248,21.6,14.6,2.04501,0.4,57.4
1249,22.1,14.6,2.01445,0.4,57.8
1250,22.6,14.7,1.99124,0.4,58.1
1251,23.1,14.7,1.98308,0.4,58.4
1252,23.7,14.7,1.9742,0.4,58.8
1253,24.2,14.8,1.95511,0.4,59.1
1254,20.17058823529412,15.0,1.93785,0.4705882352941176,56.32941176470588
1255,20.17058823529412,15.1,1.92005,0.4705882352941176,56.32941176470588
1256,20.17058823529412,15.3,1.90289,0.4705882352941176,56.32941176470588
1257,1.0,53.7,29.63789,29.1,12.1
1258,1.0,53.5,28.94958,28.8,12.5
1259,1.1,53.4,28.28987,28.4,12.9
1260,1.2,53.3,27.6962,28.1,13.3
1261,1.3,53.2,26.88168,27.7,13.8
1262,1.3,53.0,25.85684,27.3,14.2
1263,1.4,52.8,24.82704,27.0,14.6
1264,1.5,52.6,23.67104,26.6,15.1
1265,1.6,52.4,22.45882,26.2,15.6
1266,1.7,52.1,21.27075,25.8,16.0
1267,1.9,51.9,20.16935,25.5,16.5
1268,2.0,51.7,19.3146,25.1,17.0
1269,2.1,51.4,18.80296,24.7,17.5
1270,2.3,51.2,18.28673,24.3,18.0
1271,2.4,50.9,17.77421,23.9,18.6
1272,2.6,50.6,16.95295,23.5,19.1
1273,2.7,50.4,16.05746,23.1,19.7
1274,1.711764705882353,50.4,15.1706,26.18235294117647,15.676470588235292
1275,1.711764705882353,50.2,14.43921,26.18235294117647,15.676470588235292
1276,1.711764705882353,50.1,13.92757,26.18235294117647,15.676470588235292
1277,1.3,43.4,15.2092,19.5,16.5
1278,1.5,42.9,14.82287,19.1,17.1
1279,1.6,42.5,14.51757,18.8,17.8
1280,1.7,42.1,14.17005,18.4,18.4
1281,1.9,41.7,13.75427,18.0,19.1
1282,2.1,41.3,13.36507,17.6,19.8
1283,2.2,40.9,13.10164,17.2,20.5
1284,2.4,40.6,12.83874,16.8,21.2
1285,2.6,40.4,12.55872,16.4,21.9
1286,2.8,40.2,12.23098,16.0,22.7
1287,3.1,40.2,11.85718,15.6,23.4
1288,3.3,40.3,11.54789,15.1,24.2
1289,3.6,40.6,11.25764,14.7,24.9
1290,3.8,41.0,10.94835,14.3,25.7
1291,4.1,41.5,10.67452,13.9,26.5
1292,4.5,42.1,10.39072,13.5,27.4
1293,4.8,42.7,10.12712,13.1,28.2
1294,2.7823529411764705,43.2,9.86634,16.352941176470587,22.076470588235296
1295,2.7823529411764705,43.7,9.64727,16.352941176470587,22.076470588235296
1296,2.7823529411764705,44.2,9.46173,16.352941176470587,22.076470588235296
1297,10.3,29.8,11.30108,5.8,49.7
1298,10.8,28.6,11.06073,5.6,50.4
1299,11.3,28.0,10.78217,5.4,51.2
1300,11.8,27.3,10.52943,5.2,51.9
1301,12.3,26.7,10.22778,5.1,52.7
1302,12.8,26.1,9.96355,4.9,53.4
1303,13.3,25.6,9.66747,4.8,54.2
1304,13.8,25.3,9.36176,4.6,55.0
1305,14.4,24.8,9.07074,4.5,55.8
1306,14.9,24.5,8.75403,4.3,56.5
1307,15.5,24.3,8.4392,4.2,57.3
1308,16.1,24.1,8.19318,4.0,58.0
1309,16.7,24.0,7.94815,3.9,58.8
1310,17.3,23.9,7.73809,3.8,59.5
1311,18.0,23.9,7.56433,3.7,60.2
1312,18.6,23.7,7.35387,3.6,60.9
1313,19.3,23.7,7.1844,3.5,61.6
1314,14.541176470588235,23.7,7.02163,4.523529411764706,55.71176470588235
1315,14.541176470588235,23.7,6.88783,4.523529411764706,55.71176470588235
1316,14.541176470588235,23.8,6.75437,4.523529411764706,55.71176470588235
1317,16.2,38.8,15.84483,3.4,57.3
1318,16.7,38.3,15.63005,3.3,57.8
1319,17.2,37.8,15.39829,3.2,58.4
1320,17.6,37.1,15.20356,3.1,58.9
1321,18.1,36.3,15.02126,3.0,59.5
1322,18.7,35.6,14.79868,2.9,60.1
1323,19.2,34.9,14.60116,2.8,60.6
1324,19.7,34.2,14.35292,2.7,61.2
1325,20.3,33.5,14.08911,2.7,61.8
1326,20.9,32.9,13.9003,2.6,62.3
1327,21.5,32.4,13.65496,2.5,62.9
1328,22.1,31.9,13.2784,2.4,63.5
1329,22.8,31.6,13.00127,2.3,64.1
1330,23.4,31.3,12.63169,2.3,64.6
1331,18.858823529411765,31.1,12.29245,2.9529411764705884,60.10588235294117
1332,18.858823529411765,30.9,11.96902,2.9529411764705884,60.10588235294117
1333,18.858823529411765,30.9,11.6649,2.9529411764705884,60.10588235294117
1334,15.4,17.5,4.95389,0.7,50.9
1335,15.9,17.1,4.87926,0.7,51.5
1336,16.5,16.8,4.8035,0.7,52.2
1337,17.0,16.6,4.67075,0.7,52.9
1338,17.6,16.4,4.46502,0.7,53.5
1339,18.2,16.4,4.27436,0.6,54.2
1340,18.8,16.3,4.17212,0.6,54.8
1341,19.4,16.4,4.11714,0.6,55.4
1342,19.9,16.4,3.97399,0.6,56.0
1343,20.6,16.4,3.83931,0.6,56.6
1344,21.2,16.4,3.68661,0.6,57.2
1345,21.8,16.5,3.50827,0.5,57.7
1346,22.4,16.5,3.38807,0.5,58.3
1347,23.1,16.5,3.33037,0.5,58.9
1348,23.7,16.6,3.28239,0.5,59.5
1349,24.4,16.6,3.21137,0.5,60.0
1350,25.1,16.7,3.0787,0.5,60.6
1351,20.058823529411764,16.8,2.95029,0.5941176470588235,55.89411764705883
1352,20.058823529411764,16.9,2.88268,0.5941176470588235,55.89411764705883
1353,20.058823529411764,17.0,2.83111,0.5941176470588235,55.89411764705883
1354,18.8,19.5,4.1279,0.7,58.6
1355,19.3,18.9,3.9069,0.7,59.0
1356,19.7,18.4,3.56323,0.7,59.4
1357,20.1,18.0,3.29563,0.7,59.8
1358,20.5,17.7,3.0533,0.6,60.2
1359,21.0,17.5,3.02337,0.6,60.6
1360,21.4,17.4,3.08673,0.6,60.9
1361,21.8,17.3,3.08736,0.6,61.3
1362,22.3,17.3,2.99624,0.6,61.6
1363,22.7,17.3,2.84549,0.5,62.0
1364,23.1,17.3,2.74482,0.5,62.3
1365,23.6,17.4,2.75209,0.5,62.7
1366,24.0,17.5,2.79744,0.5,63.0
1367,24.5,17.5,2.81204,0.5,63.3
1368,24.9,17.6,2.78829,0.5,63.6
1369,25.4,17.7,2.7714,0.5,64.0
1370,25.9,17.9,2.84,0.4,64.3
1371,22.294117647058822,18.0,2.83261,0.5705882352941176,61.56470588235294
1372,22.294117647058822,18.1,2.79831,0.5705882352941176,61.56470588235294
1373,22.294117647058822,18.3,2.76621,0.5705882352941176,61.56470588235294
1374,14.0,19.0,2.81285,0.7,51.5
1375,14.4,18.7,2.73605,0.7,52.0
1376,14.7,18.5,2.66566,0.7,52.4
1377,15.1,18.4,2.60211,0.6,52.9
1378,15.5,18.3,2.52146,0.6,53.4
1379,15.9,18.2,2.46478,0.6,53.8
1380,16.3,18.1,2.40793,0.6,54.3
1381,16.6,18.1,2.36118,0.5,54.7
1382,17.0,18.0,2.34075,0.5,55.1
1383,17.4,18.0,2.34287,0.5,55.6
1384,17.8,18.0,2.36059,0.5,56.0
1385,18.2,18.1,2.40293,0.5,56.4
1386,18.5,18.2,2.45488,0.5,56.8
1387,18.9,18.4,2.52662,0.4,57.2
1388,19.3,18.6,2.60726,0.4,57.6
1389,19.7,18.7,2.65721,0.4,58.0
1390,20.1,18.9,2.59174,0.4,58.5
1391,17.023529411764706,19.0,2.4713,0.5352941176470588,55.07058823529412
1392,17.023529411764706,19.1,2.41993,0.5352941176470588,55.07058823529412
1393,17.023529411764706,19.2,2.38916,0.5352941176470588,55.07058823529412
1394,7.8,27.1,18.88916,8.1,43.8
1395,8.2,26.5,18.60599,7.8,44.5
1396,8.6,26.0,18.31093,7.6,45.3
1397,9.0,25.7,17.95633,7.3,46.0
1398,9.4,25.5,17.65046,7.1,46.8
1399,9.8,25.1,17.40895,6.8,47.5
1400,10.2,24.7,17.06357,6.6,48.3
1401,10.6,24.4,16.73284,6.4,49.0
1402,11.1,24.0,16.42998,6.2,49.7
1403,11.5,23.7,16.06605,5.9,50.4
1404,12.0,23.4,15.60538,5.7,51.2
1405,12.5,23.2,15.19787,5.5,51.9
1406,13.0,22.9,14.83827,5.3,52.6
1407,13.6,22.8,14.48239,5.2,53.4
1408,14.1,22.7,14.14403,5.0,54.1
1409,14.7,22.7,13.80292,4.8,54.8
1410,15.3,22.7,13.47793,4.6,55.5
1411,11.258823529411766,22.7,13.17943,6.229411764705882,49.69411764705882
1412,11.258823529411766,22.7,12.94662,6.229411764705882,49.69411764705882
1413,11.258823529411766,22.8,12.68044,6.229411764705882,49.69411764705882
1414,1.9,26.2,2.53899,5.7,20.7
1415,2.0,25.9,2.47843,5.6,21.0
1416,2.1,25.7,2.44494,5.5,21.4
1417,2.2,25.5,2.37304,5.3,21.8
1418,2.4,25.3,2.27573,5.2,22.2
1419,2.5,25.2,2.23255,5.1,22.6
1420,2.7,25.1,2.15979,4.9,23.1
1421,2.9,25.0,2.07602,4.8,23.5
1422,3.1,24.8,2.03996,4.7,24.0
1423,3.3,24.7,2.05357,4.6,24.4
1424,3.5,24.6,2.03997,4.5,24.9
1425,3.7,24.5,1.99786,4.3,25.3
1426,3.9,24.4,1.91109,4.2,25.7
1427,4.1,24.2,1.84435,4.2,26.1
1428,4.3,24.1,1.80465,4.1,26.4
1429,4.6,23.9,1.79001,4.0,26.8
1430,4.8,23.8,1.74162,3.9,27.2
1431,3.176470588235294,23.7,1.67058,4.741176470588235,23.947058823529414
1432,3.176470588235294,23.5,1.56416,4.741176470588235,23.947058823529414
1433,3.176470588235294,23.4,1.51709,4.741176470588235,23.947058823529414
1434,18.5,33.2,12.1909,1.9,60.6
1435,19.0,32.9,11.91591,1.9,61.3
1436,19.6,32.6,11.62484,1.8,61.9
1437,20.1,32.5,11.36282,1.7,62.5
1438,20.7,32.2,11.10375,1.6,63.0
1439,21.2,31.9,10.86889,1.6,63.6
1440,21.8,31.8,10.63855,1.5,64.2
1441,22.4,31.6,10.46126,1.5,64.7
1442,23.0,31.5,10.29722,1.4,65.3
1443,23.6,31.3,10.11892,1.3,65.8
1444,24.2,31.2,9.97131,1.3,66.4
1445,24.8,31.3,9.81766,1.2,66.9
1446,25.5,31.5,9.69104,1.2,67.4
1447,26.1,31.7,9.58476,1.1,68.0
1448,26.8,32.0,9.44291,1.1,68.5
1449,27.5,32.3,9.29884,1.1,69.0
1450,28.2,32.7,9.20479,1.0,69.6
1451,23.11764705882353,33.1,9.07975,1.423529411764706,65.21764705882353
1452,23.11764705882353,33.4,8.96542,1.423529411764706,65.21764705882353
1453,23.11764705882353,33.7,8.83711,1.423529411764706,65.21764705882353
1454,11.7,36.9,11.16879,3.1,44.8
1455,12.0,36.4,10.80131,3.0,45.3
1456,12.4,35.8,10.42606,2.9,45.8
1457,12.8,35.2,10.07292,2.8,46.3
1458,13.2,34.6,9.73417,2.8,46.8
1459,13.6,34.0,9.40893,2.7,47.4
1460,14.0,33.5,9.09982,2.6,47.9
1461,14.4,32.9,8.76525,2.5,48.4
1462,14.8,32.3,8.36281,2.5,49.0
1463,15.3,31.8,7.84845,2.4,49.5
1464,15.7,31.5,7.44266,2.3,50.1
1465,16.2,31.4,7.12346,2.2,50.6
1466,16.7,31.3,6.85898,2.2,51.2
1467,17.2,31.3,6.56042,2.1,51.8
1468,17.8,31.3,6.28104,2.1,52.4
1469,18.3,31.3,5.98767,2.0,53.0
1470,18.9,31.3,5.72987,1.9,53.6
1471,15.0,31.4,5.55074,2.476470588235294,49.05294117647059
1472,15.0,31.4,5.44487,2.476470588235294,49.05294117647059
1473,15.0,31.4,5.38947,2.476470588235294,49.05294117647059
1474,1.1,47.3,22.46979,16.9,17.1
1475,1.2,46.8,22.50629,16.7,17.6
1476,1.3,46.3,22.48917,16.6,18.0
1477,1.4,45.7,22.53178,16.4,18.5
1478,1.4,45.1,22.44434,16.2,19.0
1479,1.5,44.5,22.2053,16.1,19.5
1480,1.6,43.8,22.00301,15.9,20.0
1481,1.7,43.1,21.74686,15.7,20.5
1482,1.8,42.4,21.33313,15.6,21.0
1483,1.9,41.8,20.94252,15.4,21.5
1484,2.0,41.3,20.59693,15.2,22.1
1485,2.1,40.9,20.21834,15.0,22.6
1486,2.3,40.7,19.90883,14.9,23.2
1487,2.4,40.6,19.66568,14.7,23.7
1488,2.5,40.5,19.52701,14.5,24.3
1489,2.7,40.5,19.51111,14.3,24.9
1490,2.8,40.4,19.56761,14.2,25.5
1491,1.8647058823529408,40.4,19.68103,15.547058823529412,21.11764705882353
1492,1.8647058823529408,40.3,19.80965,15.547058823529412,21.11764705882353
1493,1.8647058823529408,40.3,19.74774,15.547058823529412,21.11764705882353
1494,24.1,25.4,7.07364,1.6,66.2
1495,24.6,24.9,6.96376,1.6,66.7
1496,25.1,24.5,6.86826,1.5,67.1
1497,25.6,24.2,6.7801,1.5,67.6
1498,26.1,23.8,6.69039,1.4,68.1
1499,26.7,23.4,6.62731,1.3,68.5
1500,27.2,22.7,6.59675,1.3,69.0
1501,27.8,22.3,6.55819,1.2,69.4
1502,28.3,22.1,6.53784,1.2,69.9
1503,28.9,22.2,6.48651,1.1,70.3
1504,29.5,22.2,6.40667,1.1,70.8
1505,30.1,22.4,6.31411,1.0,71.2
1506,30.7,22.6,6.24574,1.0,71.7
1507,31.3,22.9,6.184,0.9,72.1
1508,32.0,23.1,6.09861,0.9,72.6
1509,32.6,23.2,6.03977,0.9,73.0
1510,33.3,23.3,6.0052,0.8,73.4
1511,28.46470588235294,23.5,5.94796,1.1941176470588235,69.85882352941177
1512,28.46470588235294,23.6,5.88132,1.1941176470588235,69.85882352941177
1513,28.46470588235294,23.7,5.82728,1.1941176470588235,69.85882352941177
1514,7.6,37.7,10.79207,3.6,38.3
1515,7.9,37.5,10.62647,3.5,38.8
1516,8.2,37.4,10.49014,3.4,39.3
1517,8.5,37.3,10.358,3.3,39.9
1518,8.8,37.1,10.23649,3.2,40.5
1519,9.2,37.1,10.09664,3.1,41.0
1520,9.5,37.1,9.92174,3.0,41.6
1521,9.9,36.9,9.7546,3.0,42.3
1522,10.3,36.7,9.56577,2.9,42.9
1523,10.7,36.6,9.33648,2.8,43.5
1524,11.1,36.5,9.00264,2.7,44.2
1525,11.6,36.3,8.62596,2.6,44.8
1526,12.0,36.4,8.30664,2.6,45.5
1527,12.5,36.4,8.02954,2.5,46.2
1528,13.0,36.5,7.75108,2.4,46.9
1529,13.5,36.6,7.495,2.4,47.6
1530,14.0,36.5,7.26244,2.3,48.3
1531,10.488235294117649,36.4,7.07703,2.9,43.03529411764706
1532,10.488235294117649,36.4,6.95859,2.9,43.03529411764706
1533,10.488235294117649,36.3,6.83502,2.9,43.03529411764706
1534,0.9,50.5,24.34608,17.3,14.0
1535,1.0,50.2,23.98342,17.0,14.6
1536,1.0,49.9,23.54982,16.7,15.2
1537,1.2,49.6,23.16538,16.3,15.8
1538,1.3,49.3,22.74738,16.0,16.4
1539,1.4,49.0,22.38756,15.6,17.0
1540,1.5,48.6,22.02266,15.2,17.7
1541,1.7,48.2,21.75888,14.9,18.4
1542,1.8,47.9,21.43644,14.5,19.1
1543,2.0,47.5,21.14898,14.1,19.8
1544,2.2,47.3,20.9217,13.7,20.6
1545,2.4,47.1,20.42964,13.3,21.3
1546,2.7,46.9,19.99392,12.9,22.1
1547,2.9,46.9,19.48617,12.5,22.9
1548,3.2,46.9,18.92674,12.1,23.7
1549,3.4,46.9,18.37033,11.8,24.6
1550,3.7,46.9,17.75703,11.4,25.4
1551,2.0176470588235293,47.0,17.29094,14.429411764705884,19.329411764705885
1552,2.0176470588235293,47.0,16.89069,14.429411764705884,19.329411764705885
1553,2.0176470588235293,47.0,16.56351,14.429411764705884,19.329411764705885
1554,15.0,27.4,5.97554,1.2,52.5
1555,15.4,27.0,5.77956,1.2,52.8
1556,15.7,26.6,5.60366,1.2,53.1
1557,16.1,26.1,5.22712,1.1,53.4
1558,16.5,25.6,4.90606,1.1,53.8
1559,16.9,25.1,4.65906,1.1,54.1
1560,17.3,24.6,4.46467,1.0,54.4
1561,17.7,24.2,4.32506,1.0,54.8
1562,18.1,23.7,4.29577,1.0,55.1
1563,18.5,23.4,4.26457,1.0,55.4
1564,18.9,23.2,4.22009,0.9,55.8
1565,19.4,23.2,4.16594,0.9,56.1
1566,19.8,23.2,4.04966,0.9,56.5
1567,20.2,23.1,3.90403,0.8,56.8
1568,20.7,23.2,3.76335,0.8,57.2
1569,21.1,23.3,3.64535,0.8,57.5
1570,21.6,23.3,3.56017,0.8,57.8
1571,18.170588235294115,23.2,3.45336,0.9882352941176472,55.12352941176471
1572,18.170588235294115,23.2,3.35109,0.9882352941176472,55.12352941176471
1573,18.170588235294115,23.2,3.23825,0.9882352941176472,55.12352941176471
1574,18.6,29.7,10.80581,2.3,60.1
1575,19.0,29.5,10.49259,2.2,60.6
1576,19.5,29.2,10.20764,2.2,61.1
1577,20.0,29.0,9.91865,2.1,61.5
1578,20.5,28.9,9.58221,2.0,62.0
1579,21.1,28.7,9.21484,1.9,62.4
1580,21.6,28.4,8.83982,1.9,62.9
1581,22.1,28.2,8.47252,1.8,63.4
1582,22.7,27.9,8.16579,1.7,63.9
1583,23.2,27.7,7.90956,1.7,64.4
1584,23.8,27.4,7.64212,1.6,64.9
1585,24.4,27.3,7.43798,1.5,65.4
1586,24.9,27.2,7.2718,1.5,65.9
1587,25.5,27.3,7.11971,1.4,66.4
1588,26.2,27.3,6.96446,1.4,66.9
1589,26.8,27.4,6.85204,1.3,67.4
1590,27.4,27.5,6.73207,1.3,67.9
1591,22.78235294117647,27.6,6.59279,1.7529411764705882,63.94705882352942
1592,22.78235294117647,27.7,6.46392,1.7529411764705882,63.94705882352942
1593,22.78235294117647,27.7,6.33558,1.7529411764705882,63.94705882352942
1594,1.8,36.6,35.61408,15.4,28.5
1595,1.9,36.2,35.28258,15.2,29.2
1596,2.0,36.0,34.68515,15.0,29.8
1597,2.1,35.7,34.00716,14.7,30.4
1598,2.3,35.5,33.30741,14.5,31.0
1599,2.4,35.2,32.69903,14.3,31.7
1600,2.6,35.0,32.16833,14.1,32.4
1601,2.7,34.8,31.68452,13.9,33.0
