,Maternal mortality ratio (per 100 000 live births),Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Lower Respiratory Infections
808,42.0,5.23136,36.9,1.0611646017126392e-05,1.2536605914607416e-05,114.0,0.000314158328585
809,42.0,5.15097,36.2,1.0515227004632436e-05,1.2893102202270906e-05,114.0,0.0003039378569202
810,40.0,5.03318,35.5,9.895141513654638e-06,1.3470992416100924e-05,114.0,0.0002902887486707
811,39.0,4.89104,34.9,9.689844867655132e-06,1.31768080444954e-05,114.0,0.0002751593714793
812,39.0,4.74289,34.1,9.888414385633606e-06,1.221642965813706e-05,114.0,0.0002816220417028
813,38.0,4.60546,33.5,9.52615780788764e-06,1.1402522224592785e-05,115.0,0.0002590826252296
814,37.0,4.48413,33.0,9.014000204637448e-06,1.0672750847621578e-05,115.0,0.0002443710733443
815,47.72222222222222,4.38338,32.5,8.915784706039703e-06,1.0105283522390163e-05,115.0,0.0002377688092719
816,47.72222222222222,4.29934,32.2,8.613777229986585e-06,9.416040795524552e-06,115.0,0.0002255944034093
817,73.0,3.7795,21.9,5.69248089941882e-05,2.6667478087367445e-05,119.0,0.0003740284747125
818,75.0,5.26583,22.2,5.5067408286421226e-05,2.3454636862734965e-05,119.0,0.0003620172211422
819,68.0,3.55134,22.5,5.252608089355336e-05,2.067155441617261e-05,118.0,0.000344130549338
820,66.0,3.46603,22.9,5.304192930727071e-05,1.993295432566224e-05,118.0,0.0003479820839903
821,64.0,3.39771,23.3,5.4421805385265104e-05,1.9544673141457435e-05,118.0,0.0003555108649006
822,62.0,3.34312,23.7,5.4229015343789294e-05,1.846808572079512e-05,118.0,0.0003540835707741
823,60.0,3.2987,24.1,5.409576088534831e-05,1.7417830130266945e-05,118.0,0.000352543581002
824,58.0,3.25995,24.3,5.282733219297624e-05,1.65503350857742e-05,118.0,0.0003450494102731
825,57.0,3.22434,24.5,5.077875463522624e-05,1.564984569085661e-05,118.0,0.0003358057314729
826,57.0,3.19059,24.7,5.223364324189516e-05,1.6084645696710574e-05,118.0,0.0003505457835344
827,54.0,3.15908,24.9,4.874370132239184e-05,1.4870959725475474e-05,117.0,0.0003283177441613
828,53.0,3.13288,24.9,4.809138153034023e-05,1.5152079112298975e-05,117.0,0.000334169223031
829,52.0,3.11831,24.9,4.449445920843208e-05,1.3955826688991613e-05,117.0,0.0003190137794907
830,50.0,3.12049,24.9,4.534598000520578e-05,1.4405943106346963e-05,117.0,0.000338703366898
831,49.0,3.13788,24.9,4.750623294836415e-05,1.5998662642404423e-05,117.0,0.0003653572142214
832,48.0,3.16677,24.8,4.754654921149258e-05,1.6120234150471803e-05,118.0,0.0003675087725011
833,47.0,3.2001,24.7,4.66161090329675e-05,1.559284483332711e-05,118.0,0.0003631833442429
834,46.0,3.22273,24.6,4.666226291560401e-05,1.5392065892299932e-05,118.0,0.000365197016013
835,57.72222222222222,3.22294,24.6,4.698630640807348e-05,1.4906000653595724e-05,118.0,0.000368599472684
836,57.72222222222222,3.2014,24.6,4.724031130236541e-05,1.434944609525775e-05,118.0,0.0003714733011626
837,454.0,30.62983,77.7,0.0002502629795944,0.000901353658214,96.0,0.0012248643391531
838,421.0,29.82101,76.8,0.000201613301734,0.0007590147829988,97.0,0.0010673645385921
839,392.0,28.96256,75.9,0.0001689824949497,0.000645205889808,97.0,0.0009505265340922
840,370.0,28.12889,75.0,0.00014367628427,0.0005803029143894,98.0,0.000871387334469
841,357.0,27.24702,74.1,0.0001287596456389,0.0005259196793703,99.0,0.0008251498417707
842,344.0,26.37883,73.1,0.0001198804016698,0.0004742327654293,99.0,0.0007915632404377
843,331.0,25.49938,72.2,0.0001079959887204,0.0004388408430544,100.0,0.0007508292549133
844,322.0,24.5706,71.2,9.503753982823216e-05,0.000405160038215,100.0,0.0007019439345208
845,314.0,23.68444,70.3,8.110839488108699e-05,0.0003763429522482,101.0,0.000647244991151
846,310.0,22.81229,69.5,7.261923367764323e-05,0.0003552027734232,101.0,0.0006125274492809
847,308.0,22.00941,68.9,6.761927887112688e-05,0.0003319491871855,101.0,0.0005839846811597
848,308.0,21.27993,68.3,6.434958285008793e-05,0.0003172584084702,102.0,0.0005806427475775
849,305.0,20.57331,67.9,5.830980289828876e-05,0.0002959222497088,102.0,0.0005554008726062
850,300.0,19.8818,67.5,5.2556743527352944e-05,0.0002755677903866,102.0,0.0005255674352735
851,295.0,19.24676,67.2,4.70748517834446e-05,0.0002699881205226,102.0,0.0004956704981903
852,296.0,18.58378,66.8,4.589986000542698e-05,0.0002672991847374,103.0,0.000490048505352
853,301.0,17.96602,66.3,4.213570065744861e-05,0.0002659816104001,103.0,0.0004753433730418
854,301.0,17.35659,65.7,3.982743159317435e-05,0.000255666415711,103.0,0.0004625121088239
855,334.94444444444446,16.77065,65.0,3.982743159317435e-05,0.0002492426364218,103.0,0.0004637968646818
856,334.94444444444446,16.22273,64.3,3.795596128981703e-05,0.0002363064686753,104.0,0.0004444520628452
857,1280.0,19.58374,59.5,0.0004867403170125,0.0010990372405183,104.0,0.0011064229232532
858,1180.0,18.23672,58.1,0.0004490557956436,0.0010640870393691,105.0,0.0010772267623422
859,1130.0,16.99123,56.8,0.0004348090502429,0.0010764797823779,106.0,0.001072928508869
860,1060.0,15.84801,55.7,0.000401913012322,0.0010353143027841,106.0,0.0010333994181303
861,938.0,14.84232,54.7,0.0003981792976516,0.0010025804219274,107.0,0.0010241807318307
862,804.0,13.92821,53.8,0.0003710379713277,0.0009691172531275,107.0,0.0009923934257042
863,705.0,13.09648,53.0,0.0003486545730707,0.0009485398891132,107.0,0.0009596630823135
864,635.0,12.37292,52.1,0.0003245810310291,0.0009283876068653,108.0,0.0009323072167857
865,605.0,11.67564,51.3,0.0003077048345464,0.0009172984642384,108.0,0.0009022131120427
866,583.0,11.04054,50.6,0.0002801404172852,0.0008962014234391,108.0,0.0008549418044584
867,567.0,10.47852,49.9,0.0002580707973645,0.0008736430136869,109.0,0.0008303147393467
868,558.0,10.00196,49.4,0.0002442973160631,0.0008505789391805,109.0,0.0007972072994893
869,549.0,9.57686,49.0,0.0002264028804755,0.0008293771702761,109.0,0.0007672724614084
870,540.0,9.21532,48.8,0.0002093465787956,0.0008028962658024,109.0,0.0007473913491256
871,530.0,8.86537,48.7,0.0001973105892784,0.0007710628270454,109.0,0.000723263200572
872,518.0,8.56973,48.6,0.0001875089331002,0.0007455931187898,109.0,0.0006898306582926
873,498.0,8.26857,48.7,0.0001776915056718,0.0007202049475248,109.0,0.0006727106749295
874,480.0,8.00051,48.7,0.0001659509664737,0.0006972286188598,109.0,0.0006494370861121
875,731.1111111111111,7.74577,48.8,0.0001577413780263,0.0006891656302061,109.0,0.0006453322918883
876,731.1111111111111,7.48987,48.8,0.0001477322467586,0.0006569938357279,109.0,0.0006225557763027
877,29.0,3.11875,23.1,3.62362166490921e-06,7.682077929607526e-05,118.0,0.0002297376135552
878,27.0,2.9412,22.4,3.649680324500377e-06,7.810315894430807e-05,119.0,0.0002386890932223
879,25.0,2.77089,21.8,2.940912653423737e-06,7.205236000888156e-05,119.0,0.0002271855024769
880,20.0,2.61075,21.3,2.9613791735086864e-06,6.51503418171911e-05,119.0,0.0002095175765257
881,18.0,2.4595,20.7,2.9813723853364182e-06,6.111813389939657e-05,119.0,0.0001967705774322
882,18.0,2.3207,20.3,2.2507433079774595e-06,5.326759162213321e-05,119.0,0.0001800594646381
883,16.0,2.19172,19.8,3.02038837663941e-06,5.210169949702983e-05,119.0,0.0001729172345626
884,17.0,2.07175,19.3,3.039716941558402e-06,5.015532953571364e-05,120.0,0.000171744007198
885,14.0,1.96042,18.7,2.2942708233755608e-06,4.206163176188528e-05,120.0,0.0001583046868129
886,14.0,1.85822,18.4,2.308809416248323e-06,3.694095065997317e-05,120.0,0.0001539206277498
887,11.0,1.76268,18.1,1.548982705608092e-06,3.1754145464965886e-05,120.0,0.0001456043743271
888,13.0,1.67305,18.0,2.3383371149440782e-06,3.0398382494273023e-05,120.0,0.0001535508038813
889,12.0,1.58893,17.8,1.5689855488586022e-06,2.824173987945484e-05,120.0,0.0001616055115324
890,10.0,1.50862,17.7,1.5793110255650971e-06,2.4479320896259008e-05,120.0,0.0001642483466587
891,11.0,1.43365,17.7,1.589924963491348e-06,2.3053911970624548e-05,120.0,0.0001772766334292
892,10.0,1.36386,17.7,1.6008811249711842e-06,2.0811454624625395e-05,120.0,0.0001768973643093
893,11.0,1.29688,17.7,1.6122453256977396e-06,2.0959189234070613e-05,120.0,0.0001837959671295
894,9.0,1.23175,17.7,1.624080567388787e-06,2.030100709235984e-05,120.0,0.0001835211041149
895,15.833333333333334,1.17072,17.8,1.624080567388787e-06,2.030100709235984e-05,120.0,0.0001827090638312
896,15.833333333333334,1.11526,18.0,1.6493729908575257e-06,1.9792475890290306e-05,120.0,0.000184729774976
897,1030.0,42.25764,68.5,0.0005849298068646,0.0011315053492432,100.0,0.0014391187065888
898,988.0,39.74553,66.5,0.0005334183874857,0.0010632373993876,101.0,0.0013390433343647
899,985.0,37.313,64.4,0.0004800162704852,0.0009820014503586,102.0,0.0012528291203672
900,972.0,34.93324,62.4,0.0004226327054473,0.0009116468415797,103.0,0.0011587545951127
901,929.0,32.62172,60.4,0.0003674976053595,0.0008379176688619,103.0,0.0010639726130442
902,865.0,30.30475,58.5,0.0003454107463112,0.0007697488950963,104.0,0.0010109856061384
903,795.0,28.03334,56.9,0.0003062985555099,0.0007055937497577,105.0,0.0009366837442547
904,731.0,25.87052,55.3,0.0002745453226214,0.0006432662211424,106.0,0.0008808568876523
905,681.0,23.8208,53.8,0.0002409114852,0.0005819745970795,106.0,0.0008204025836139
906,638.0,21.89475,52.6,0.0002087700159939,0.0005218957101146,107.0,0.0007517011090069
907,597.0,20.0838,51.6,0.0001821084513773,0.0004724275897348,107.0,0.0006847359577432
908,558.0,18.46037,51.0,0.0001676391955537,0.0004357254553724,107.0,0.0006372688363995
909,527.0,16.94151,50.6,0.00014765073315,0.000401114982614,108.0,0.000585646421561
910,498.0,15.56515,50.4,0.000130237516385,0.000368376381383,108.0,0.0005406013495299
911,472.0,14.31815,50.3,0.0001235899618055,0.0003470564617218,108.0,0.0005236564314327
912,446.0,13.2655,50.5,0.000109905346626,0.0003262545305049,108.0,0.0004867250630731
913,422.0,12.41915,50.9,9.85224341333736e-05,0.0003055473505734,108.0,0.0004565167233656
914,401.0,11.74034,51.2,9.42546202162797e-05,0.0002877011375558,108.0,0.0004407931591423
915,696.3888888888889,11.16447,51.6,8.846106281243763e-05,0.0002795938009373,108.0,0.0004326129475878
916,696.3888888888889,10.65239,52.1,7.697620148298518e-05,0.0002558223432086,107.0,0.0003964929474762
917,51.0,8.03507,36.3,2.8573806764041232e-05,5.963229237712953e-05,114.0,0.0002857380676404
918,49.0,7.64848,36.8,2.713610483417373e-05,5.550566897899172e-05,114.0,0.0002762948855843
919,48.0,7.27287,37.3,2.571421224510787e-05,5.387739708498792e-05,113.0,0.0002657135265327
920,48.0,6.91943,38.0,2.551088585943745e-05,5.4666183984508816e-05,113.0,0.0002623976831256
921,47.0,6.59095,38.7,2.530663202469928e-05,5.302341948032229e-05,113.0,0.0002542713979624
922,46.0,6.29563,39.4,2.390748758603707e-05,5.259647268928156e-05,113.0,0.0002546147427912
923,44.0,6.03474,40.0,2.251331544117212e-05,5.213609891639858e-05,113.0,0.0002559408492259
924,43.0,5.80571,40.4,2.1123934121490785e-05,5.163628340808859e-05,112.0,0.0002558343132491
925,42.0,5.60784,40.5,2.091722010144852e-05,4.996891468679368e-05,112.0,0.0002533307767842
926,40.0,5.44113,40.5,2.072543632800536e-05,4.835935143201251e-05,112.0,0.000245250996548
927,39.0,5.29957,40.4,2.054834397471184e-05,4.9087710606256055e-05,112.0,0.0002431554037007
928,38.0,5.18714,40.3,2.038216560509554e-05,4.75583864118896e-05,112.0,0.0002400566171266
929,38.0,5.09819,40.1,2.022342389307651e-05,4.831151263346056e-05,112.0,0.0002348164218696
930,37.0,5.02992,39.9,2.0072304902771983e-05,4.7950506156621966e-05,113.0,0.0002330617624821
931,36.0,4.97572,39.8,1.992898637853781e-05,4.760813412650699e-05,113.0,0.000231397675173
932,35.0,4.93705,39.8,1.979350970816669e-05,4.728449541395377e-05,113.0,0.0002320239193568
933,34.0,4.9058,39.9,1.966561892619165e-05,4.588644416111386e-05,113.0,0.0002327098239599
934,34.0,4.87321,39.9,2.063113912120034e-05,4.560567595212707e-05,113.0,0.0002323717774703
935,41.61111111111112,4.83227,39.9,2.063113912120034e-05,4.3433977097263873e-05,113.0,0.0002334576268977
936,41.61111111111112,4.77097,39.9,2.0401698709861e-05,4.2950944652338944e-05,113.0,0.0002319351011226
937,6.0,1.42337,10.7,1.7412855911519474e-06,2.283018886176998e-05,123.0,0.0005496658182736
938,5.0,1.37824,10.5,1.737348100277416e-06,2.1234254558946195e-05,123.0,0.0004953372472568
939,5.0,1.33364,10.4,1.7330892373425272e-06,2.021937443566281e-05,123.0,0.0004459816304094
940,5.0,1.28973,10.3,1.5371593870961237e-06,1.8638057568540497e-05,123.0,0.0003812155279998
941,5.0,1.24642,10.3,1.7259524956505997e-06,1.745129745602273e-05,123.0,0.0003072195442258
942,5.0,1.20423,10.2,1.723001806088782e-06,1.646423948040392e-05,123.0,0.0002417945867877
943,4.0,1.16223,10.2,1.7203899856481245e-06,1.548350987083312e-05,123.0,0.0001944040683782
944,4.0,1.12132,10.1,1.7180621785792008e-06,1.469897641673316e-05,123.0,0.000167224718715
945,4.0,1.08124,10.1,1.7160020431864329e-06,1.3918683239178844e-05,123.0,0.0001447161723087
946,4.0,1.04218,10.0,1.904662136745218e-06,1.3332634957216528e-05,123.0,0.0001329454171448
947,4.0,1.00431,10.0,2.0932174426667743e-06,1.2749597150788532e-05,123.0,0.0001229289516329
948,4.0,0.96786,10.0,2.091552978086229e-06,1.2359176688691354e-05,123.0,0.000116936825593
949,4.0,0.93277,10.1,2.0900905009186898e-06,1.1590501868730916e-05,123.0,0.0001140049364137
950,4.0,0.89924,10.2,2.088826789545384e-06,1.0823920636735173e-05,123.0,0.0001129865399799
951,3.0,0.86666,10.4,2.087762315472653e-06,1.0628608151497144e-05,123.0,0.0001131187581837
952,3.0,0.83548,10.5,2.276622539397902e-06,9.865364337390908e-06,123.0,0.0001151591567845
953,3.0,0.80592,10.8,2.2759407458826807e-06,9.483086441177838e-06,123.0,0.0001198662126164
954,3.0,0.77681,11.1,2.275543689016614e-06,1.005031795982338e-05,123.0,0.0001302748761962
955,4.166666666666667,0.74896,11.4,2.275543689016614e-06,1.0239946600574763e-05,122.0,0.00013880816503
956,4.166666666666667,0.72272,11.8,2.2756472557116376e-06,1.0430049922011673e-05,122.0,0.0001469688852647
957,10.0,1.38907,10.9,5.283257517224892e-05,3.299173502242293e-05,123.0,0.0003225894884046
958,10.0,1.33491,10.7,5.323742767159498e-05,3.132761555010447e-05,123.0,0.0003070464167909
959,10.0,1.27442,10.7,5.413318075766139e-05,2.969480725158838e-05,123.0,0.0003035792658563
960,9.0,1.20892,10.7,5.5121815512832655e-05,2.816407906710533e-05,123.0,0.000298175726868
961,9.0,1.14475,10.9,5.230741086151953e-05,2.525019925109732e-05,123.0,0.0002785677460127
962,9.0,1.08697,10.9,5.242282797027775e-05,2.3811217798506995e-05,123.0,0.0002789631991747
963,9.0,1.03702,11.0,5.2454858959944015e-05,2.232491437060268e-05,123.0,0.0002705217153952
964,9.0,0.99582,11.1,5.320206054658302e-05,2.0932215675500343e-05,122.0,0.0002703914641533
965,9.0,0.96358,11.2,5.493476890367998e-05,1.9950734486758456e-05,122.0,0.0002734874158634
966,9.0,0.93748,11.3,5.610052717730585e-05,1.920208968409722e-05,122.0,0.0002763113956159
967,9.0,0.91413,11.4,5.703399627608456e-05,1.835772105367205e-05,122.0,0.0002753194969125
968,9.0,0.89227,11.5,5.747839721596886e-05,1.7572230469018805e-05,122.0,0.0002791434827915
969,9.0,0.87041,11.7,5.906177617225397e-05,1.6935933747116306e-05,122.0,0.0002888432671653
970,9.0,0.84828,11.9,5.925817467660707e-05,1.6172385027274278e-05,122.0,0.0002907377966803
971,8.0,0.82617,12.3,5.887454290816674e-05,1.522225768528623e-05,122.0,0.000288874525944
972,8.0,0.80579,12.7,6.159789773192438e-05,1.5097819693843366e-05,122.0,0.0003061946429617
973,8.0,0.78737,13.1,6.286846025301213e-05,1.488713120925568e-05,122.0,0.0003099708025951
974,8.0,0.77086,13.6,6.559216239057048e-05,1.505492022927536e-05,122.0,0.0003220196555601
975,8.944444444444445,0.75591,14.2,6.840560672765177e-05,1.539911820668424e-05,121.0,0.00033405161964
976,8.944444444444445,0.7411,14.7,7.034537409176603e-05,1.5647164959575335e-05,121.0,0.0003431974567011
977,380.0,17.4283,68.3,9.13922271315215e-05,0.0005548236089577,101.0,0.0006494509591735
978,370.0,17.32511,67.9,8.824776189493158e-05,0.0005444571738339,102.0,0.0006295532299468
979,361.0,17.24283,67.4,8.458786102675821e-05,0.0005290586216946,102.0,0.000607494638283
980,356.0,17.12203,67.0,8.25439753028426e-05,0.0005252798428362,102.0,0.0005973182212823
981,354.0,17.04234,66.4,7.98878930997382e-05,0.0005086440166166,103.0,0.0005848673274641
982,348.0,16.93772,65.9,7.809757181035904e-05,0.0004872142094591,103.0,0.0005739096790834
983,340.0,16.81278,65.4,7.571551158447327e-05,0.0004725208778512,103.0,0.0005615567109181
984,336.0,16.64972,64.8,7.209305359397605e-05,0.0004586491409597,103.0,0.0005465340062933
985,332.0,16.3968,64.2,6.864840708774612e-05,0.000448233716867,104.0,0.0005330346903283
986,324.0,16.10012,63.7,6.468676752961895e-05,0.000429044886676,104.0,0.0005115535187291
987,314.0,15.77214,63.2,5.888995667381759e-05,0.0003966982795719,104.0,0.000482768216249
988,304.0,15.38103,62.8,5.517976234647183e-05,0.0003729390834451,104.0,0.0004642711038806
989,292.0,14.98738,62.3,5.036308050445154e-05,0.0003500544978272,105.0,0.0004408323960204
990,277.0,14.60635,61.9,4.6943033105202384e-05,0.0003316494806393,105.0,0.0004218776481662
991,267.0,14.23438,61.5,4.424257606584252e-05,0.0003204597401525,105.0,0.0004101406375833
992,261.0,13.8185,60.9,4.280681343735194e-05,0.0003102027987446,105.0,0.0004022667673701
993,256.0,13.4206,60.1,4.141403625223679e-05,0.0002979509830369,106.0,0.000395734124188
994,252.0,13.08054,59.4,3.949770208011827e-05,0.0002849477078637,106.0,0.0003904629977063
995,318.0,12.69159,58.6,3.893344919325943e-05,0.0002747911559002,106.0,0.0003921557563668
996,318.0,12.33839,57.9,3.692994823290198e-05,0.0002574234626822,106.0,0.0003785319693872
997,31.0,2.30983,36.9,1.2559634715583932e-06,7.99630076892177e-05,113.0,0.0001978142467704
998,33.0,2.28381,35.7,8.427858792911496e-07,7.669351501549461e-05,114.0,0.0001860449828535
999,42.0,2.27453,34.4,8.459598122561389e-07,7.465595343160425e-05,114.0,0.0001749021911839
1000,37.0,2.27974,33.2,6.368181508456626e-07,6.77149967065888e-05,115.0,0.0001626009011825
1001,38.0,2.29575,31.9,4.260856449189713e-07,6.327371827046724e-05,115.0,0.0001536038749932
1002,39.0,2.32046,30.7,4.275878848103894e-07,5.836574627661815e-05,116.0,0.0001445247050659
1003,33.0,2.3546,29.6,4.2904892938348027e-07,5.491826296108548e-05,116.0,0.0001402989999083
1004,36.0,2.3934,28.5,6.457163286377559e-07,5.230302261965823e-05,116.0,0.0001323718473707
1005,39.0,2.85602,27.5,6.478304912649776e-07,5.506559175752309e-05,117.0,0.0001364762901598
1006,43.0,2.47917,26.6,6.499405196101136e-07,5.37284162877694e-05,117.0,0.0001410370927553
1007,32.0,2.51619,25.7,1.086761613406291e-06,5.303396673422701e-05,117.0,0.0001517119212315
1008,32.0,2.54496,24.9,1.5264265873855235e-06,5.037207738372227e-05,118.0,0.0001589664260291
1009,30.0,2.56437,24.3,2.187736685762691e-06,5.031794377254189e-05,118.0,0.0001642990251007
1010,30.0,2.57143,23.9,2.6339408298362283e-06,4.697194479874607e-05,118.0,0.0001705476687318
1011,29.0,2.56746,23.7,2.863035046191767e-06,4.3165759157968176e-05,118.0,0.0001783891067242
1012,27.0,2.55146,23.6,2.8729523032458616e-06,3.91163505903475e-05,118.0,0.0001929297969795
1013,26.0,2.52441,23.7,2.6614596686837573e-06,4.191798978176918e-05,118.0,0.0001860803885021
1014,25.0,2.49414,23.9,2.448699195335184e-06,4.140527730294038e-05,118.0,0.0001816489584903
1015,33.44444444444444,2.45726,24.2,2.22609017757744e-06,4.0292232214151655e-05,118.0,0.0001758611240286
1016,33.44444444444444,2.41668,24.6,2.243306813707951e-06,3.9257869239889134e-05,118.0,0.0001716129712486
1017,7.0,1.24092,11.7,1.959026605674178e-06,9.965483167994733e-06,122.0,0.000216210830784
1018,7.0,1.20154,11.6,2.113685780152189e-06,8.9527955170814e-06,122.0,0.0002162033305468
1019,7.0,1.16298,11.6,2.2920644024983454e-06,8.29509021856544e-06,122.0,0.0002240159452007
1020,6.0,1.12475,11.7,2.6301579093478382e-06,7.757147751071966e-06,122.0,0.0002319629588437
1021,6.0,1.08674,11.7,2.9459113223955888e-06,6.99502400420681e-06,122.0,0.0002320602244168
1022,6.0,1.04995,11.7,3.384303450184557e-06,6.647305701437769e-06,122.0,0.0002404311064018
1023,6.0,1.01457,11.7,3.849592977798365e-06,6.314789742760725e-06,122.0,0.0002436537334591
1024,6.0,0.98239,11.7,4.341118844220519e-06,6.0678383844987085e-06,122.0,0.0002497055335183
1025,6.0,0.95378,11.8,4.922904872613256e-06,5.800254255851262e-06,122.0,0.0002549065520549
1026,6.0,0.92839,11.8,5.4986885261285945e-06,5.7186360671737386e-06,122.0,0.0002606133975228
1027,6.0,0.90492,11.9,6.2221003713957015e-06,5.634185375673273e-06,122.0,0.0002619283788234
1028,6.0,0.88366,12.0,6.7998961898880585e-06,5.511107200829852e-06,122.0,0.0002618205516723
1029,5.0,0.86436,12.1,7.527133100966307e-06,5.522357454793908e-06,122.0,0.0002667581533118
1030,5.0,0.84757,12.4,8.367503308552707e-06,5.545473474004004e-06,122.0,0.0002743653809449
1031,5.0,0.83385,12.7,9.123829853388573e-06,5.382936151660917e-06,122.0,0.0002753816304192
1032,5.0,0.82336,13.1,1.0413779790459907e-05,5.4789839040068165e-06,122.0,0.0002927978892628
1033,5.0,0.81572,13.5,1.0827177533700766e-05,5.50030529171984e-06,121.0,0.0002971403665026
1034,7.0,0.81021,14.0,1.006278183233852e-05,5.546317483422094e-06,121.0,0.0002985953696611
1035,5.944444444444445,0.80485,14.5,9.802216581439496e-06,5.620764697964673e-06,121.0,0.0003033475835228
1036,5.944444444444445,0.79788,15.1,9.73687138534214e-06,5.752473887503923e-06,121.0,0.0003124763737679
1037,484.0,19.09887,76.4,0.00019061727595,0.0005239063935008,97.0,0.0007171563648956
1038,445.0,18.53218,76.2,0.0001850339473172,0.0005157381844411,97.0,0.0007162700245896
1039,415.0,17.96836,76.0,0.0001815941546816,0.0005139521131567,98.0,0.0007219238835904
1040,398.0,17.4059,75.7,0.0001835152842353,0.0005188481882466,98.0,0.000735385815456
1041,384.0,16.85438,75.3,0.0001781863930592,0.0005131712567061,98.0,0.0007364944991374
1042,371.0,16.30524,74.8,0.0001709697374499,0.0004981782567106,98.0,0.0007330576786262
1043,359.0,15.78212,74.2,0.0001615583046562,0.0004940869394117,99.0,0.0007298315389514
1044,349.0,15.28673,73.5,0.0001516054512516,0.0004870607967449,99.0,0.0007213007921776
1045,342.0,14.80814,72.6,0.0001350995443825,0.0004823215888047,100.0,0.000698796632599
1046,339.0,14.34154,71.7,0.0001244986355384,0.0004861474964722,100.0,0.0006862076777898
1047,339.0,13.91299,70.5,0.0001140517040417,0.0004725996943775,101.0,0.0006706289499543
1048,339.0,13.49071,69.4,0.000107296691325,0.0004476611580168,101.0,0.0006594712806287
1049,336.0,13.08746,68.4,0.0001004674828038,0.0004412091309095,102.0,0.000639885955145
1050,331.0,12.70075,67.5,9.539973227355428e-05,0.0004469113529028,102.0,0.0006325730105711
1051,325.0,12.33313,66.5,9.36884870430238e-05,0.000449161505256,103.0,0.0006331337119485
1052,320.0,11.99161,65.4,9.193269533647704e-05,0.0004512751824679,103.0,0.000634877263457
1053,314.0,11.64607,64.1,8.927879017138567e-05,0.0004337032649767,104.0,0.0006308343855872
1054,308.0,11.3215,62.6,8.518331595205388e-05,0.000409280350961,104.0,0.0006224206564735
1055,361.0,10.99649,61.0,7.582771244791805e-05,0.0003859459468904,105.0,0.0005993774774147
1056,361.0,10.69049,59.5,6.959533820583007e-05,0.0003606047351638,106.0,0.0005751756638541
1057,3.0,1.45366,14.0,1.0417544660487484e-06,1.155400407799521e-05,121.0,0.0002870507078721
1058,3.0,1.41622,13.7,9.450442587852496e-07,1.2096566512451197e-05,121.0,0.0002896560653176
1059,3.0,1.37999,13.5,9.43052546039118e-07,1.2165377843904622e-05,122.0,0.0002961184994562
1060,3.0,1.34504,13.3,8.469834918211981e-07,1.2422424546710904e-05,122.0,0.000301055576704
1061,3.0,1.31047,13.3,7.513480357743097e-07,1.230332408580432e-05,122.0,0.0002990365182381
1062,3.0,1.27643,13.3,6.561462058720586e-07,1.2747983428371423e-05,122.0,0.0002949845871256
1063,3.0,1.24262,13.3,6.54936565651122e-07,1.3285856046065618e-05,122.0,0.0002835875329269
1064,3.0,1.20918,13.3,5.604182214380519e-07,1.5037888941921055e-05,122.0,0.0002673194916259
1065,3.0,1.17667,13.3,5.595545050852314e-07,1.473493530057776e-05,122.0,0.0002776322936064
1066,3.0,1.14446,13.4,5.587930368427151e-07,1.564620503159602e-05,121.0,0.000259279969095
1067,3.0,1.11274,13.6,5.581424943369467e-07,1.5721013590490665e-05,121.0,0.0002664200172968
1068,3.0,1.0817,13.8,5.576137699374803e-07,1.6263734956509843e-05,121.0,0.0002882863190576
1069,3.0,1.05198,14.1,5.572154901820024e-07,1.615924921527807e-05,121.0,0.0003181700448939
1070,3.0,1.02342,14.5,6.497745699954339e-07,1.44806904170411e-05,121.0,0.0003515280423675
1071,3.0,0.99605,15.0,6.496183909564953e-07,1.271395993729141e-05,121.0,0.0004282841248948
1072,3.0,0.97038,15.4,8.35216979627109e-07,1.197144337465523e-05,121.0,0.0004918499991137
1073,3.0,0.94607,15.8,8.35402268933998e-07,1.1509986816423972e-05,121.0,0.0005308517306703
1074,3.0,0.92297,16.2,8.357727838393488e-07,1.207227354434615e-05,121.0,0.0005245867173231
1075,3.0,0.89952,16.5,8.357727838393488e-07,1.2536591757590234e-05,120.0,0.0005454810369191
1076,3.0,0.87636,16.7,9.300053772910916e-07,1.2741073668887953e-05,120.0,0.0005540042032523
1077,38.0,3.804,24.5,2.9524943656565856e-05,9.841647885521953e-06,118.0,0.0005216073379326
1078,36.0,3.77471,24.3,2.932723326881342e-05,9.775744422937808e-06,118.0,0.0005278901988386
1079,34.0,3.75117,24.2,2.9172946953858123e-05,9.72431565128604e-06,118.0,0.0005153887295181
1080,34.0,3.73387,24.0,2.9036004645760743e-05,9.67866821525358e-06,118.0,0.0005032907471931
1081,38.0,3.72298,24.1,2.8854754782675605e-05,9.618251594225202e-06,118.0,0.0004905308313054
1082,33.0,3.71746,24.1,2.8682882055988983e-05,9.560960685329664e-06,118.0,0.0004684870735811
1083,31.0,3.71619,24.1,2.851656812608125e-05,9.505522708693752e-06,118.0,0.0004562650900173
1084,31.0,3.716,24.1,2.8332089869389067e-05,9.444029956463022e-06,118.0,0.0004533134379102
1085,30.0,3.72038,24.0,2.815447421519403e-05,9.38482473839801e-06,118.0,0.0004410867627047
