,Maternal mortality ratio (per 100 000 live births),Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Lower Respiratory Infections
1086,30.0,3.72758,24.0,2.798533568410153e-05,9.328445228033845e-06,118.0,0.0004291084804895
1087,29.0,3.7375,24.1,1.854977833014896e-05,9.274889165074477e-06,118.0,0.0004266449015934
1088,28.0,3.75103,23.9,1.8446951180143705e-05,9.223475590071853e-06,118.0,0.0004150564015532
1089,28.0,3.76353,23.8,1.834677234407537e-05,9.173386172037683e-06,118.0,0.0003944556053976
1090,27.0,3.78193,23.8,1.8249840313897253e-05,9.124920156948626e-06,118.0,0.0004014964869057
1091,26.0,3.79239,23.7,1.815672888372431e-05,9.078364441862154e-06,118.0,0.0004085263998837
1092,25.0,3.80431,23.7,1.8067826621135743e-05,9.033913310567871e-06,118.0,0.0004065260989755
1093,25.0,3.81449,23.6,2.697380843201252e-05,8.991269477337506e-06,118.0,0.0004225896654348
1094,25.0,3.82642,23.6,1.790125666821811e-05,8.950628334109055e-06,118.0,0.0004206795317031
1095,30.444444444444443,3.82544,23.6,1.790125666821811e-05,8.950628334109055e-06,118.0,0.0004206795317031
1096,30.444444444444443,3.80753,23.6,1.7751741889672925e-05,8.875870944836462e-06,119.0,0.0004171659344073
1097,161.0,6.54735,32.7,0.0003133055631358,6.991414092435516e-05,115.0,0.0010527716446286
1098,147.0,6.25727,32.8,0.0003185828160239,6.167834212870037e-05,115.0,0.0010181357366618
1099,145.0,5.98939,32.9,0.000283227057283,5.4055608969024834e-05,115.0,0.0009650055980579
1100,137.0,5.75283,33.0,0.0002693342412347,5.159823177550454e-05,115.0,0.0009300474669617
1101,137.0,5.55149,32.8,0.0002600505561731,4.824126259444525e-05,115.0,0.0009098838139341
1102,142.0,6.04621,32.2,0.0002577457523664,4.391527946370497e-05,115.0,0.0008703433797264
1103,137.0,5.20428,31.4,0.0002498645697098,4.102853313680318e-05,115.0,0.0008324536821181
1104,132.0,5.03245,30.1,0.0002361701591068,3.802606686883859e-05,116.0,0.0007867624661664
1105,125.0,4.85973,28.4,0.0002217316046215,3.584007206161785e-05,116.0,0.0007577175750022
1106,131.0,4.68711,26.4,0.000206228787264,3.4421678517038766e-05,117.0,0.0007316678011258
1107,129.0,4.52474,24.0,0.0001895141412382,3.284026201363203e-05,118.0,0.0007156963168723
1108,122.0,4.38497,21.5,0.0001707842105693,3.081494015355244e-05,119.0,0.0006929021402133
1109,118.0,4.27089,19.1,0.0001544077635968,2.929279116467003e-05,120.0,0.0006663578038549
1110,113.0,4.17669,16.7,0.0001400496692796,2.859434380224903e-05,121.0,0.0006482080321303
1111,107.0,4.09446,14.7,0.0001268511962415,2.8128467627308454e-05,122.0,0.000632549156716
1112,103.0,4.01782,13.1,0.0001142838068425,2.8420137302777484e-05,123.0,0.0006192774729725
1113,98.0,3.93678,11.8,0.0001077027336086,2.8374008670728384e-05,124.0,0.0006157357380448
1114,95.0,3.84865,10.8,0.0001036173448967,2.74243160026317e-05,125.0,0.0006072804314828
1115,126.61111111111111,3.75794,10.2,0.0001123491436239,2.703623605919823e-05,125.0,0.0006214453494181
1116,126.61111111111111,3.66533,9.8,0.0001154465769871,2.618955915408849e-05,126.0,0.0006172360301828
1117,1020.0,31.6542,80.9,0.0003853701607333,0.0005945813698076,95.0,0.0019240964488822
1118,1070.0,30.67649,80.2,0.0003580880616244,0.0005814475692069,95.0,0.001837844799359
1119,1090.0,29.74535,79.6,0.0003359035076682,0.0005627733470542,95.0,0.0017701246340506
1120,1080.0,28.84848,78.9,0.0003224245043537,0.0005368031067879,96.0,0.0017125161240805
1121,1020.0,27.99319,78.3,0.000327129610981,0.0005206209243244,96.0,0.0017174583221828
1122,920.0,27.17098,77.7,0.0003135333902136,0.0004992500325004,97.0,0.0016692648789072
1123,831.0,26.37321,77.2,0.000298532088829,0.0004919894424501,97.0,0.0016297284032096
1124,772.0,25.63677,76.8,0.0002805872497809,0.0004836341869595,97.0,0.001581947779212
1125,754.0,24.94436,76.5,0.0002549327186667,0.0004707077717462,98.0,0.0015301061774378
1126,750.0,24.28659,76.3,0.0002289725317471,0.0004594364173702,98.0,0.0014329922275607
1127,747.0,23.67816,76.2,0.0002215221292083,0.0004536990175827,98.0,0.0014142739871319
1128,748.0,23.08642,76.1,0.000207810407481,0.0004454292982866,98.0,0.0013640211040288
1129,744.0,22.50541,76.1,0.000193294269027,0.0004363820237064,98.0,0.0013107078594147
1130,731.0,21.94235,76.1,0.000191302346648,0.0004355752214606,98.0,0.0013100363223922
1131,767.0,21.4159,76.1,0.0001839750337774,0.0004340102644299,98.0,0.0012886095923414
1132,699.0,20.87342,75.9,0.0001787751305966,0.0004250365996664,98.0,0.0012655174012038
1133,621.0,20.32873,75.6,0.0001712511563174,0.0004091505173628,99.0,0.0012281957628114
1134,576.0,19.80423,75.1,0.0001594184954615,0.0003861004794074,99.0,0.0011644236240004
1135,830.0,19.28801,74.4,0.0001515240980107,0.0003707144598858,99.0,0.001138243224291
1136,830.0,18.7772,73.8,0.0001331328209797,0.0003361584612445,100.0,0.0010360807532763
1137,1210.0,30.37046,79.7,0.000263516149943,0.0007193912698741,95.0,0.0012292207350458
1138,1180.0,29.45117,79.2,0.0002334561848666,0.0006973068341427,96.0,0.001200194419249
1139,1150.0,28.71256,78.6,0.0002077832453192,0.0006758581373019,96.0,0.0011619359097455
1140,1110.0,27.97281,78.0,0.0001867761047181,0.0006573930614883,96.0,0.0011199212893139
1141,1050.0,27.30577,77.3,0.0001687184464059,0.0006445909875508,97.0,0.0010779234075934
1142,979.0,26.60788,76.6,0.0001470838851925,0.0006166209033071,97.0,0.0010055446381913
1143,912.0,25.87983,75.9,0.0001344657102042,0.0005953919848733,98.0,0.0009648261268261
1144,860.0,25.09816,75.2,0.0001459824277896,0.0005873246513396,98.0,0.0010103341979114
1145,827.0,24.25825,74.5,0.0001337163430642,0.000560810334344,99.0,0.0009626246189749
1146,800.0,23.29154,73.8,0.0001206025695518,0.0005365184580602,99.0,0.0009087566592175
1147,779.0,22.27766,73.2,0.0001111731579438,0.0005130577346488,99.0,0.0008676617729179
1148,762.0,21.27582,72.6,0.0001002081197386,0.0004922723882162,100.0,0.0008192013788637
1149,744.0,20.2437,72.2,8.657726898452231e-05,0.0004740258982698,100.0,0.0007613887485163
1150,726.0,19.34349,71.8,8.489526573422363e-05,0.000467827102663,100.0,0.0007568322626093
1151,711.0,18.53062,71.3,8.090242223033215e-05,0.0004606123309464,100.0,0.0007405229012907
1152,694.0,17.81618,70.9,7.473192095795896e-05,0.0004495501601812,101.0,0.0007056083699751
1153,679.0,17.23281,70.4,7.333049485578052e-05,0.0004399829691346,101.0,0.0006980608347511
1154,667.0,16.64972,69.7,6.695165755566193e-05,0.0004240271645191,101.0,0.0006689586450769
1155,880.0,16.04503,68.9,5.969856132046522e-05,0.0004089630415691,102.0,0.000637156607738
1156,880.0,15.5331,68.0,5.378961268789384e-05,0.0003851336268453,102.0,0.0006029815582312
1157,231.0,4.4498,39.7,0.0001018376605852,0.0001336619295181,112.0,0.0003207886308435
1158,216.0,4.4491,39.4,9.666001493142862e-05,0.0001182813340608,113.0,0.0003421255791651
1159,227.0,4.45415,39.2,9.581897113421556e-05,0.0001162603516428,113.0,0.0003500586412103
1160,226.0,4.4707,39.1,9.23303013943158e-05,0.0001154128767428,113.0,0.0003449562649315
1161,220.0,4.49599,39.1,9.10864821245986e-05,0.0001167446461033,113.0,0.0003425364891164
1162,223.0,4.53258,38.9,8.628494379244222e-05,0.0001120416434319,113.0,0.00033226142535
1163,221.0,4.57711,38.6,8.439212997946025e-05,0.0001129556201263,113.0,0.0003245851153056
1164,208.0,4.63008,38.2,8.379058115314169e-05,0.000111284365594,113.0,0.0003273069576294
1165,192.0,4.68806,37.6,8.310698771467657e-05,0.0001094901584177,113.0,0.0003297896337883
1166,185.0,4.74862,36.9,7.835949743671474e-05,0.0001035939118654,114.0,0.0003267192604988
1167,179.0,4.81048,36.0,7.748975932749577e-05,0.0001068824266586,114.0,0.0003326715529749
1168,180.0,4.87192,35.1,7.250580046403712e-05,0.000102045200653,114.0,0.0003303042021139
1169,185.0,4.93165,34.1,7.008955288256765e-05,9.974282525596164e-05,114.0,0.0003369690042431
1170,175.0,4.99085,33.4,6.892795406965508e-05,9.460699578187952e-05,115.0,0.0003432882418371
1171,174.0,5.0388,32.5,7.309159866215304e-05,9.47483686361243e-05,115.0,0.0003559831564471
1172,172.0,5.06718,31.7,7.040298941924304e-05,9.206544770208704e-05,115.0,0.0003493071398108
1173,170.0,5.05985,31.0,6.897129982500223e-05,8.925697624412054e-05,116.0,0.0003489136344088
1174,169.0,5.02082,30.3,6.743970553126976e-05,8.63228230800253e-05,116.0,0.0003506864687626
1175,197.38888888888889,4.95427,29.8,6.743970553126976e-05,8.362523485877452e-05,116.0,0.0003533840569838
1176,197.38888888888889,4.86211,29.3,6.5436024267417e-05,8.146117306760075e-05,116.0,0.0003498824154706
1177,437.0,20.28312,64.4,0.0001595171977844,0.0001843600400623,104.0,0.0008078084024911
1178,437.0,19.57996,64.1,0.0001523006501195,0.0001775090335876,104.0,0.0007851944628385
1179,441.0,18.90391,63.8,0.0001459328860045,0.0001686310096721,104.0,0.0007623359716654
1180,446.0,18.25695,63.7,0.0001409328244592,0.0001625455259737,104.0,0.0007434994453302
1181,513.0,21.07242,63.6,0.0001371923935938,0.0001578652200257,104.0,0.0007300713676821
1182,459.0,17.03534,63.5,0.0001330846334615,0.0001529658480929,104.0,0.0007165928508673
1183,467.0,16.45656,63.5,0.0001286660060244,0.000149184173098,104.0,0.0007058463204247
1184,473.0,15.90497,63.4,0.0001240988230821,0.0001469397430217,104.0,0.0006970164600931
1185,484.0,15.37434,63.2,0.0001199284827864,0.0001443084079203,105.0,0.0006891737985728
1186,484.0,14.86916,63.1,0.0001155658744404,0.0001413380871475,105.0,0.0006793841627502
1187,506.0,159.23756,62.9,0.0001146241798567,0.000141466551089,105.0,0.0006844286471735
1188,496.0,13.91982,62.7,0.0001131695160007,0.0001412561322445,105.0,0.0006815891304589
1189,500.0,13.47916,62.5,0.0001117157250034,0.0001398742091138,105.0,0.0006779461120071
1190,496.0,13.06531,62.4,0.0001099663692925,0.0001384686819216,105.0,0.0006731397237943
1191,492.0,12.63197,62.2,0.0001074351205409,0.0001358444075368,105.0,0.0006726198794385
1192,488.0,12.24594,62.0,0.0001057366954503,0.0001336298181041,105.0,0.0006611263539662
1193,489.0,11.88475,61.7,0.0001021664168722,0.0001307143534527,105.0,0.0006475102190858
1194,480.0,11.53184,61.3,9.665296578658988e-05,0.0001273886089067,105.0,0.000624958076776
1195,477.1111111111111,11.17281,60.7,9.404333571035194e-05,0.0001256488555225,105.0,0.0006165492687526
1196,477.1111111111111,10.85334,60.1,9.008556805567647e-05,0.0001215635262535,106.0,0.0005977030921469
1197,85.0,5.85578,35.5,4.245686225547206e-05,8.051079064741368e-05,114.0,0.0001756456116272
1198,83.0,5.73234,35.6,3.937501886400466e-05,7.798398677734776e-05,114.0,0.0001662330562935
1199,80.0,5.61349,35.7,3.630286268240508e-05,7.604179878742463e-05,114.0,0.0001571630104604
1200,78.0,5.50303,35.8,3.395486771445851e-05,7.403035536027863e-05,114.0,0.0001506838335482
1201,77.0,5.40467,35.9,3.1723726459536814e-05,7.24097612910504e-05,114.0,0.000144677263719
1202,77.0,5.31576,35.8,2.9889900897600675e-05,7.048455700038857e-05,114.0,0.0001397179088469
1203,77.0,5.22464,35.6,2.855139597971872e-05,6.797951423742552e-05,114.0,0.0001360949875033
1204,77.0,5.14794,35.3,2.727436978244632e-05,6.585762459663868e-05,114.0,0.000132646569137
1205,76.0,5.09251,34.7,2.5925470915334576e-05,6.370630792763119e-05,114.0,0.0001288456820867
1206,75.0,5.0485,34.1,2.540307921063059e-05,6.191202722188862e-05,114.0,0.0001279089717037
1207,74.0,5.02222,33.3,2.51582875592268e-05,6.095565194698235e-05,115.0,0.0001284199156008
1208,72.0,5.01481,32.5,2.5418846097359828e-05,6.11525862632135e-05,115.0,0.0001297957503618
1209,70.0,5.00661,31.7,2.5311289690964825e-05,6.074709525831557e-05,115.0,0.0001308955266875
1210,69.0,4.9854,30.9,2.497495107099337e-05,6.0721089570709e-05,115.0,0.0001297277079327
1211,68.0,4.93362,30.0,2.4538989721652264e-05,6.082413092144139e-05,116.0,0.0001278120839056
1212,67.0,4.8585,29.2,2.4123458142313084e-05,6.04801391340456e-05,116.0,0.0001257621040594
1213,65.0,4.75674,28.4,2.383828020751448e-05,6.027036882654604e-05,116.0,0.0001238016344739
1214,65.0,4.64982,27.6,2.35652288299886e-05,5.985346853062833e-05,117.0,0.0001221409043582
1215,74.16666666666667,4.53762,26.9,2.37864985842608e-05,6.051727779344491e-05,117.0,0.0001229153484982
1216,74.16666666666667,4.43127,26.2,2.3378003550668337e-05,5.983911000583914e-05,117.0,0.0001202144127536
1217,16.0,1.87475,20.6,1.872396199035716e-06,2.5425169439537618e-05,119.0,0.0001086975267124
1218,15.0,1.81312,19.9,1.8756301253444125e-06,2.290243100420546e-05,120.0,0.0001014814615186
1219,16.0,1.75287,19.4,1.87881132946964e-06,2.0963579044608617e-05,120.0,0.0001003680789164
1220,15.0,1.69412,19.1,1.8826817751548828e-06,1.922317180947617e-05,120.0,0.0001001784881411
1221,15.0,1.63659,18.9,2.084862232303689e-06,1.7473131089783302e-05,120.0,9.828636238003108e-05
1222,15.0,1.58027,18.7,2.485676537520193e-06,1.6107183963130855e-05,120.0,9.972534268531017e-05
1223,14.0,1.52552,18.7,2.687564905936721e-06,1.3935521734486704e-05,120.0,9.74491127004463e-05
1224,15.0,1.47206,18.6,3.089425514349485e-06,1.3254632045434886e-05,120.0,9.916059312186248e-05
1225,14.0,1.4198,18.4,3.1934594756479256e-06,1.1875677425065723e-05,120.0,9.789949205033172e-05
1226,13.0,1.36928,18.3,3.397564625676316e-06,1.0692335733746051e-05,120.0,9.962858622939076e-05
1227,13.0,1.32039,18.3,3.5026834057571507e-06,9.707436867384104e-06,120.0,0.000100777205417
1228,13.0,1.27319,18.4,3.5083984040997338e-06,8.620636078645061e-06,120.0,0.0001030466731261
1229,12.0,1.22805,18.4,3.715436524126789e-06,8.334627878446582e-06,120.0,0.000105036394709
1230,12.0,1.18493,18.4,3.6219235029634376e-06,7.64628295070059e-06,120.0,0.0001062430894202
1231,12.0,1.14383,18.4,3.5285359761462905e-06,7.15788726589676e-06,120.0,0.0001105943990237
1232,12.0,1.10372,18.3,3.6372670747208815e-06,7.173498952921741e-06,120.0,0.0001166956519806
1233,12.0,1.06546,18.1,3.443113287338741e-06,6.278618347500057e-06,120.0,0.0001189899444889
1234,12.0,1.02817,17.9,3.451480558266829e-06,6.090848044000286e-06,120.0,0.0001253699555723
1235,13.666666666666666,0.99261,17.9,3.451480558266829e-06,6.3953904462003005e-06,120.0,0.0001255729838404
1236,13.666666666666666,0.95846,18.1,3.469617528752669e-06,6.224902036879789e-06,120.0,0.0001241918980144
1237,6.0,1.50435,10.2,3.558174371893269e-06,1.0674523115679808e-05,123.0,0.0003131193447266
1238,6.0,1.41593,9.9,3.511088015954384e-06,1.0533264047863151e-05,123.0,0.0002949313933401
1239,6.0,1.3337,9.7,3.471860570079505e-06,6.943721140159011e-06,123.0,0.0002881644273165
1240,6.0,1.25757,9.6,3.435670505455845e-06,6.87134101091169e-06,123.0,0.0002782893109419
1241,6.0,1.1843,9.5,3.4017539443336984e-06,6.803507888667397e-06,123.0,0.0002789438234353
1242,5.0,1.11691,9.4,3.369987564745886e-06,6.739975129491772e-06,123.0,0.0002830789554386
1243,5.0,1.05162,9.4,3.340147233690061e-06,6.680294467380122e-06,123.0,0.0002772322203962
1244,5.0,0.98947,9.4,3.3120149968039054e-06,6.624029993607811e-06,123.0,0.0002782092597315
1245,5.0,0.93009,9.4,3.285507298754464e-06,6.5710145975089285e-06,123.0,0.0002792681203941
1246,5.0,0.87349,9.4,3.2605789483980776e-06,6.521157896796155e-06,123.0,0.0002738886316654
1247,5.0,0.8224,9.4,3.2371888252241754e-06,6.474377650448351e-06,123.0,0.000275161050144
1248,5.0,0.77268,9.6,3.214834532466614e-06,6.429669064933228e-06,123.0,0.0002764757697921
1249,4.0,0.72536,9.7,6.386042665151046e-06,6.386042665151046e-06,123.0,0.0002745998346014
1250,4.0,0.68152,9.8,6.343547502069582e-06,6.343547502069582e-06,123.0,0.000279116090091
1251,5.0,0.63827,9.9,6.3021701522919415e-06,3.1510850761459707e-06,123.0,0.0002741444016246
1252,4.0,0.59877,10.0,6.261838788960378e-06,3.130919394480189e-06,123.0,0.0002786518261087
1253,4.0,0.56198,10.1,6.22258174916773e-06,3.111290874583865e-06,123.0,0.0002862387604617
1254,4.0,0.5285,10.4,6.184444884227191e-06,3.092222442113596e-06,123.0,0.0003030377993271
1255,5.0,0.49975,10.6,6.184444884227191e-06,3.092222442113596e-06,123.0,0.0003092222442113
1256,5.0,0.475,11.0,6.1114981726620464e-06,3.0557490863310232e-06,123.0,0.0003116864068057
1257,370.0,14.72446,69.5,0.0001261094739943,0.0005919525285875,101.0,0.0005779904934301
1258,354.0,14.1292,68.3,0.0001131022708381,0.0005641041354967,101.0,0.0005581224788113
1259,336.0,13.54224,67.3,9.96025319220275e-05,0.0005349131314809,102.0,0.0005387418906822
1260,319.0,12.95374,66.3,8.649978882595402e-05,0.0005050682679048,102.0,0.0005172725584094
1261,303.0,12.37146,65.3,7.633320749721128e-05,0.0004671636240183,103.0,0.0004960848551341
1262,286.0,11.79676,64.4,6.860572732604681e-05,0.0004573064359895,103.0,0.0004889900782297
1263,270.0,11.22924,63.4,6.499947563448227e-05,0.0004439754446706,104.0,0.0004791877448122
1264,255.0,10.6643,62.5,6.019829736004326e-05,0.0004366469279185,104.0,0.0004672562467384
1265,240.0,10.10846,61.5,5.5890658495642415e-05,0.0004316654034812,104.0,0.0004572658448732
1266,225.0,9.55975,60.6,5.0768529775186914e-05,0.000410139947782,105.0,0.000432988984389
1267,210.0,9.02644,59.7,4.6926626961585856e-05,0.0003920466082794,105.0,0.000414243201185
1268,197.0,8.50709,58.8,4.407433232516144e-05,0.0003812801433047,106.0,0.0004038647488007
1269,185.0,8.00614,58.0,4.232189410787754e-05,0.0003830404844031,106.0,0.0003983557307248
1270,175.0,7.52987,57.2,3.8556672013628726e-05,0.0003823082021573,106.0,0.0003974515460178
1271,166.0,7.08398,56.4,3.402368628986487e-05,0.0003742071660125,107.0,0.000384078200542
1272,158.0,6.67072,55.7,3.032766074655645e-05,0.0003561928269947,107.0,0.0003699365836877
1273,150.0,6.30595,55.0,2.620445984088148e-05,0.0003474865453777,107.0,0.0003472813173653
1274,145.0,5.99448,54.5,2.3397426232565867e-05,0.0003439532426158,107.0,0.0003342811519358
1275,241.33333333333331,5.72441,53.9,2.218519710789402e-05,0.0003386729472845,108.0,0.0003387922980284
1276,241.33333333333331,5.49017,53.4,2.048554167858937e-05,0.0003222378450866,108.0,0.0003306453956334
1277,272.0,9.49032,43.9,8.40950493484827e-05,0.0005497979249558,111.0,0.0003058652270347
1278,269.0,9.14513,43.0,8.313488519189901e-05,0.0005394479109768,111.0,0.0002926477028717
1279,265.0,8.80642,42.1,8.23566465304363e-05,0.0005298141241394,111.0,0.000279889881346
1280,261.0,8.47863,41.2,8.145885762395733e-05,0.0005186854990735,112.0,0.0002680552744276
1281,264.0,15.40151,40.5,8.055162603047675e-05,0.0005053049296515,112.0,0.0002570616763247
1282,252.0,7.88165,39.8,7.93680113161038e-05,0.0004894542731209,112.0,0.0002471692964286
1283,249.0,7.60747,39.1,7.740911665003883e-05,0.0004755969539156,112.0,0.0002386159206806
1284,243.0,7.3434,38.5,7.629509062864837e-05,0.0004646816706008,113.0,0.0002310540533631
1285,239.0,7.09992,37.9,7.777279726487657e-05,0.0004500986963406,113.0,0.0002240767671737
1286,234.0,6.87755,37.5,7.882748650360225e-05,0.0004353782753777,113.0,0.0002153813319198
1287,228.0,6.6668,37.1,8.069775808153043e-05,0.0004182890728609,113.0,0.0002062902550396
1288,221.0,6.47286,36.9,8.151033023328077e-05,0.0003969007508721,113.0,0.0001987109479203
1289,214.0,6.28745,36.9,8.18641194850012e-05,0.0003739200059921,113.0,0.0001934482984897
1290,207.0,6.11267,37.0,8.242027822923041e-05,0.0003572276455023,113.0,0.0001886506818301
1291,199.0,5.94033,37.2,8.350902655511241e-05,0.0003432942693857,113.0,0.0001835564093999
1292,192.0,5.772,37.5,8.416503685369806e-05,0.0003280778629265,113.0,0.0001799816490035
1293,184.0,5.60864,37.8,8.173876130763427e-05,0.0003196619212946,113.0,0.0001751899000884
1294,177.0,5.44898,38.0,8.038196268361211e-05,0.0003099613828872,113.0,0.0001716434662918
1295,231.66666666666663,5.30052,38.2,7.908102286933996e-05,0.0003012270495028,113.0,0.0001705919692148
1296,231.66666666666663,5.13699,38.4,7.671161451543594e-05,0.00028858843029,113.0,0.0001670743375506
1297,48.0,5.58375,40.9,6.746168292974054e-06,1.45705578681945e-05,112.0,0.0001413635524372
1298,44.0,5.481,39.6,6.141099042149628e-06,1.3130734017523676e-05,112.0,0.0001359095689656
1299,41.0,5.41153,38.5,5.406656242633431e-06,1.2734098255676108e-05,113.0,0.0001334590409365
1300,39.0,9.08466,37.5,4.942677369813267e-06,1.2610888260694991e-05,113.0,0.0001328026799592
1301,36.0,5.37536,36.5,4.535305844228706e-06,1.2010161772679722e-05,114.0,0.00013387550955
1302,34.0,5.40808,35.5,4.357888508665807e-06,1.1247502722366034e-05,114.0,0.0001339186055996
