,per_capita-Protein-Energy Malnutrition,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Maternal mortality ratio (per 100 000 live births),per_capita-Nutritional Deficiencies
1450,1.927750863409954e-06,3.27271,0.0001389463506934,47.0,2.224327919319178e-06
1451,2.181245822914249e-06,3.33105,0.0001430897259831,46.0,2.4720785993028155e-06
1452,2.181245822914249e-06,3.38221,0.0001477430504053,56.16666666666666,2.4720785993028155e-06
1453,2.239683667078862e-06,3.41536,0.0001475391615688,56.16666666666666,2.5196441254637195e-06
1454,3.6335238086010097e-06,4.8964,0.0002952078729408,61.0,5.609650792226121e-06
1455,3.558506517690638e-06,4.80457,0.0002888744755253,57.0,5.655483572758336e-06
1456,3.4172601888618453e-06,4.73759,0.0002832529000989,52.0,5.4423032637429394e-06
1457,3.7147790153518594e-06,4.69035,0.0002805602591933,49.0,5.9814238382784175e-06
1458,3.940302786625912e-06,4.65408,0.0002766968179052,46.0,6.379537845013381e-06
1459,4.0936160368028485e-06,4.60724,0.0002738381030679,43.0,6.698644423859207e-06
1460,4.175949710757142e-06,4.53039,0.0002679363027651,40.0,6.878034817717646e-06
1461,4.374286292663569e-06,4.41487,0.0002613028520103,36.0,7.047461249291305e-06
1462,4.324417305789518e-06,4.25829,0.0002431884120991,30.0,6.907055418969369e-06
1463,4.4475333387099066e-06,4.06791,0.0002305008278342,24.0,6.8788515638713225e-06
1464,4.682520432177906e-06,3.8636,0.0002261072053687,22.0,7.1993751644735306e-06
1465,4.854225302626275e-06,3.66338,0.0002233521523172,19.0,7.512491539778758e-06
1466,4.965183788846142e-06,3.47823,0.0002237756969662,17.0,7.590453378351e-06
1467,4.735890654148279e-06,3.31687,0.0002265898159407,14.0,7.10383598122242e-06
1468,4.679974433968235e-06,3.18087,0.0002287616074508,13.0,6.8528197068820586e-06
1469,4.626283835070338e-06,3.06749,0.0002332418100181,12.0,6.774201329924423e-06
1470,4.738471244995739e-06,2.9713,0.0002278823412535,10.0,6.862613527235207e-06
1471,5.173334178311249e-06,2.889,0.0002311294821955,10.0,7.382778983631679e-06
1472,4.742222996785312e-06,2.8159,0.0002225611474627,30.83333333333333,6.736112211342772e-06
1473,4.439025545112337e-06,2.74983,0.0002120691608635,30.83333333333333,6.394310606649914e-06
1474,0.0001841148275332,16.39824,0.0006699688622128,708.0,0.000190878229361
1475,0.0001711798553229,15.7995,0.0006479311869074,702.0,0.0001774491305597
1476,0.0001634302262176,15.13712,0.0006414040652502,692.0,0.0001693720181952
1477,0.0001616792940952,14.43645,0.0006443408667562,678.0,0.000167424549011
1478,0.0001586047457532,13.7954,0.0006325781394272,653.0,0.0001640396172915
1479,0.000152044293547,13.1765,0.0006242923372286,618.0,0.0001572079549438
1480,0.0001466289871932,12.63041,0.000612399751207,583.0,0.0001514477801995
1481,0.0001401004403339,12.1649,0.0006013011457494,545.0,0.0001445913531323
1482,0.0001311856253766,11.78757,0.0005825254104688,513.0,0.0001353889622656
1483,0.00012602089771,11.4969,0.0005694109706681,472.0,0.0001299999748159
1484,0.0001262390821312,11.3046,0.0005649174441453,432.0,0.0001300830572853
1485,0.0001261935578868,11.15429,0.000549405695814,398.0,0.000129960529764
1486,0.0001203812584653,11.07352,0.0005279524910179,373.0,0.0001240080402963
1487,0.0001164457981142,11.00431,0.000510585758697,364.0,0.0001199428053118
1488,0.0001118194565232,10.9253,0.0004943117600209,358.0,0.0001151742623914
1489,0.0001061506402788,10.79533,0.0004755766429397,353.0,0.0001094168138259
1490,0.0001018577172074,10.62021,0.0004584238426561,346.0,0.0001050421066039
1491,0.0001037052033634,10.39704,0.0004495992291624,342.0,0.0001068554221776
1492,9.755177594635725e-05,10.16775,0.0004490741926934,507.22222222222223,0.0001007229962193
1493,9.079714192899688e-05,9.89903,0.0004375844329989,507.22222222222223,9.389018665629574e-05
1494,0.0,2.77853,9.582919890338948e-05,10.0,0.0
1495,0.0,2.73734,8.876903972611792e-05,10.0,0.0
1496,0.0,2.70043,9.936135131437788e-05,10.0,0.0
1497,0.0,2.66543,0.000102812482183,10.0,0.0
1498,0.0,2.62549,0.0001078603822444,10.0,4.551070980778553e-07
1499,0.0,2.57891,0.0001165440738224,10.0,4.431333605417217e-07
1500,0.0,2.52403,0.0001281896343358,10.0,4.316149304236732e-07
1501,0.0,2.46614,0.0001359543193486,10.0,4.209112054139283e-07
1502,0.0,2.40344,0.0001594613166572,10.0,4.109827748899388e-07
1503,0.0,2.33361,0.0001675368942757,10.0,4.017671325558336e-07
1504,0.0,2.26215,0.0001643616711728,10.0,3.932097396479672e-07
1505,0.0,2.18998,0.0001718273959134,10.0,3.852632195368521e-07
1506,0.0,2.12485,0.0001881862847719,11.0,3.778841059677725e-07
1507,0.0,2.06589,0.0002007185799364,11.0,3.710140109731104e-07
1508,0.0,2.01514,0.0002114696006979,11.0,3.646027598241302e-07
1509,0.0,1.97454,0.0002069187608973,11.0,3.586113707058978e-07
1510,0.0,1.94449,0.0002128654012883,12.0,3.530106157352364e-07
1511,0.0,1.91728,0.0002163160746492,12.0,3.477750396289658e-07
1512,0.0,1.8851,0.0002236193504814,10.444444444444445,3.477750396289658e-07
1513,0.0,1.84746,0.0002259889299255,10.444444444444445,3.38306781325601e-07
1514,3.71053383450277e-06,4.61717,0.0004281543763479,79.0,4.535096908836719e-06
1515,3.46844702732667e-06,4.3815,0.000394790882228,76.0,4.080525914501964e-06
1516,3.629644028711291e-06,4.15713,0.0003659891062283,83.0,4.2345847001631725e-06
1517,3.387027683970393e-06,3.95774,0.0003400974268551,82.0,3.984738451729875e-06
1518,3.1487205665965224e-06,3.78848,0.000314084876518,79.0,3.5423106374210875e-06
1519,2.914726187707201e-06,3.64856,0.0002974963862253,82.0,3.497671425248641e-06
1520,2.685131162903455e-06,3.54,0.0002850074934338,85.0,3.4523114951615854e-06
1521,2.4601880075675383e-06,3.45663,0.0002638078525037,84.0,3.027923701621585e-06
1522,2.240114514653989e-06,3.39119,0.0002342786429908,81.0,2.6134669337629872e-06
1523,2.0251311410490954e-06,3.33748,0.0002126387698101,80.0,2.3933368030580216e-06
1524,1.81533471322976e-06,3.29369,0.0001966007494427,79.0,2.178401655875712e-06
1525,1.7897274298816112e-06,3.26018,0.000180762470418,79.0,2.1476729158579337e-06
1526,1.5879115469751874e-06,3.23238,0.0001723766201549,74.0,1.94078077963634e-06
1527,1.3914824575806571e-06,3.20662,0.0001680215067528,70.0,1.7393530719758217e-06
1528,1.2004353121423343e-06,3.18042,0.0001589719334794,69.0,1.371926071019811e-06
1529,1.183773776096293e-06,3.15086,0.0001488172747092,66.0,1.521994854980948e-06
1530,1.1675867250059714e-06,3.11616,0.0001366076468256,63.0,1.5011829321505343e-06
1531,1.1519495511922267e-06,3.07512,0.0001283600928471,60.0,1.316513772791116e-06
1532,1.1519495511922267e-06,3.02939,0.0001281955286255,76.16666666666667,1.4810779943900056e-06
1533,1.1224823922601311e-06,2.97996,0.0001237937724035,76.16666666666667,1.4431916471915973e-06
1534,0.0001224662365588,24.38397,0.001495162676293,544.0,0.0001298772039753
1535,0.0001133032573504,23.14839,0.0014123805723651,517.0,0.0001207598120075
1536,0.0001046965172452,21.96801,0.0013425894137837,491.0,0.0001120467864354
1537,9.480010795892892e-05,20.80926,0.001259992479663,465.0,0.0001018747428812
1538,8.492801045867564e-05,19.69227,0.0011693264390816,437.0,9.154125717472006e-05
1539,7.676021189245278e-05,18.60514,0.0010868080893612,410.0,8.309978296392767e-05
1540,6.913077992334239e-05,17.54207,0.0010066116003472,385.0,7.520079962392855e-05
1541,6.18018913035626e-05,16.5191,0.0009247087275205,360.0,6.74353076690348e-05
1542,5.8257012036907605e-05,15.55573,0.0008870362363496,336.0,6.378980088957481e-05
1543,5.290189256121077e-05,14.64842,0.000821977140309,314.0,5.801627492362389e-05
1544,4.758044785920961e-05,13.77462,0.000757361386221,292.0,5.244841447186802e-05
1545,4.291970726289448e-05,12.94101,0.000700610185464,272.0,4.739694291262088e-05
1546,3.917242334275597e-05,12.1636,0.0006553030199509,254.0,4.3423694093132586e-05
1547,3.599612018581765e-05,11.41583,0.0006120834046534,238.0,4.00288805385856e-05
1548,3.307024605291916e-05,10.71258,0.0005745404080927,223.0,3.689169670792315e-05
1549,3.081800535451992e-05,10.07264,0.0005477791937662,209.0,3.443514213321944e-05
1550,2.863626008733632e-05,9.48107,0.0005210089708427,196.0,3.2197983978796064e-05
1551,2.651996588606293e-05,8.96151,0.0004939168249679,185.0,2.988758060175346e-05
1552,2.553774492731985e-05,8.51924,0.0004835333462612,340.44444444444446,2.890535964301039e-05
1553,2.397434091676245e-05,8.15537,0.0004620509340321,340.44444444444446,2.737978706971166e-05
1554,4.208438930080154e-07,3.55632,0.0001839087812445,34.0,2.5250633580480925e-06
1555,8.480929781293783e-07,3.40155,0.0001976056639041,35.0,2.968325423452824e-06
1556,8.54625983621093e-07,3.25546,0.0002046829230772,33.0,2.991190942673825e-06
1557,8.609767867743634e-07,3.11685,0.0002036210100721,34.0,3.013418753710272e-06
1558,8.671876151733551e-07,2.98307,0.0002050898709884,32.0,3.035156653106743e-06
1559,8.732720674759861e-07,2.85454,0.0002205011970376,30.0,3.056452236165952e-06
1560,8.79223294141955e-07,2.72911,0.0002281584448298,32.0,3.51689317656782e-06
1561,8.850301574026135e-07,2.60498,0.0002172749036423,32.0,3.540120629610454e-06
1562,8.907007721930344e-07,2.48309,0.0001950634691102,29.0,3.5628030887721376e-06
1563,8.962569174229208e-07,2.36334,0.0001828364111542,28.0,3.585027669691683e-06
1564,9.01725858206314e-07,2.24371,0.0001785417199248,26.0,3.606903432825256e-06
1565,4.535748044639018e-07,2.12788,0.0001764405989364,26.0,3.6285984357112144e-06
1566,4.562918077368839e-07,2.01587,0.0001761286377864,23.0,3.650334461895071e-06
1567,4.590434544305268e-07,1.90928,0.0001822402514089,27.0,3.2133041810136872e-06
1568,4.618585650516242e-07,1.8075,0.0001768918304147,24.0,2.771151390309745e-06
1569,4.647621951276191e-07,1.71216,0.0001728915365874,23.0,2.788573170765714e-06
1570,4.677819836575687e-07,1.6214,0.0001655948222147,26.0,2.806691901945412e-06
1571,4.709426057536942e-07,1.53752,0.0001657717972253,19.0,2.825655634522165e-06
1572,4.709426057536942e-07,1.45886,0.0001657717972253,28.5,2.354713028768471e-06
1573,4.777280781333826e-07,1.38937,0.0001672048273466,28.5,2.388640390666913e-06
1574,2.6374820486378063e-06,3.70503,0.0001643151316301,28.0,3.164978458365368e-06
1575,2.6218436280023386e-06,3.55494,0.0001659627016525,27.0,3.1462123536028065e-06
1576,2.607247156340708e-06,3.40484,0.0001679067168683,26.0,3.128696587608849e-06
1577,2.593709424658188e-06,3.24707,0.0001706660801425,25.0,3.1124513095898256e-06
1578,2.580982853756608e-06,3.09369,0.0001749906374846,24.0,3.0971794245079293e-06
1579,2.82602864873697e-06,2.93759,0.0001798381867378,24.0,3.33985203941642e-06
1580,2.856327505473113e-06,3.75062,0.0001877386169506,24.0,3.3756597791954974e-06
1581,2.8237282505540285e-06,2.65606,0.0001922702236059,23.0,3.337133387018397e-06
1582,2.7241046610916627e-06,2.53941,0.0001916779097895,23.0,3.219396417653784e-06
1583,2.683375149262743e-06,2.44449,0.0001949106131146,23.0,3.171261540037787e-06
1584,2.666506999459669e-06,2.3616,0.0001982911568689,23.0,3.393736181130488e-06
1585,2.655016134050317e-06,3.22877,0.0002032294168063,25.0,3.3791114433367664e-06
1586,2.8983484003169827e-06,2.22324,0.0002086810848228,25.0,3.38140646703648e-06
1587,2.9044557497695195e-06,2.36518,0.000213477497608,27.0,3.630569687211899e-06
1588,2.900726269339686e-06,2.34626,0.0002161041070658,28.0,3.625907836674608e-06
1589,2.890706715159878e-06,2.24154,0.0002153576502794,29.0,3.6133833939498473e-06
1590,2.8779297324676523e-06,1.98618,0.0002151252475019,29.0,3.597412165584565e-06
1591,2.8641675690783514e-06,2.21056,0.0002150512483116,29.0,3.5802094613479395e-06
1592,2.8641675690783514e-06,1.89661,0.0002160059708346,25.666666666666668,3.5802094613479395e-06
1593,2.839130601427231e-06,1.85471,0.0002153007372748,25.666666666666668,3.5489132517840386e-06
1594,0.0001074974795493,12.84309,0.0009820886238444,614.0,0.0001111503065243
1595,0.0001097618324295,12.60094,0.0010102250169584,633.0,0.0001134032202352
1596,0.0001095741874372,12.36026,0.0010401758172364,653.0,0.0001132093500536
1597,0.0001105720937838,12.11811,0.0010735356335443,671.0,0.0001142059184621
1598,0.0001122139129666,11.88631,0.0011044758285516,680.0,0.0001153309661046
1599,0.0001123761521156,11.65227,0.0011263628209743,679.0,0.0001160179718601
1600,0.0001125470118247,11.43161,0.001140059545706,668.0,0.0001156733177087
1601,0.0001137278367661,11.21125,0.0011503205507766,652.0,0.0001173796480384
1602,0.0001179867698198,10.98993,0.0011600292147771,623.0,0.0001216412272921
1603,0.0001184677063295,10.78435,0.0011418825614492,607.0,0.0001221208955114
1604,0.0001172148501316,10.56838,0.0011341187943853,594.0,0.000120861534358
1605,0.000119487595629,10.35275,0.0011314955794784,585.0,0.0001231241746264
1606,0.0001165505391627,10.1407,0.0011199211807553,586.0,0.0001196585535404
1607,0.0001089774148181,9.93416,0.0010995872803214,583.0,0.0001120762986518
1608,0.0001040160493674,9.73016,0.0010834146924214,579.0,0.0001076205659296
1609,0.0001031985915702,9.51394,0.0010566303554806,574.0,0.0001062791465425
1610,9.984281157357393e-05,9.29526,0.0010183966780504,559.0,0.0001024028836652
1611,9.80571407559184e-05,9.07052,0.000996403550077,544.0,0.0001011214264045
1612,9.7546426481148e-05,8.84915,0.0009912964073293,615.7777777777778,0.0001006107121297
1613,9.561333154990736e-05,8.61006,0.0009871567900977,615.7777777777778,9.866482085469164e-05
1614,0.0003752881951867,28.04697,0.0012623679762276,894.0,0.0003891307925502
1615,0.0003313687544639,27.22333,0.0011325497407636,913.0,0.0003440562968646
1616,0.0002858661180361,30.32083,0.0010123365577723,1010.0,0.0002974896450719
1617,0.0002491259830096,33.57011,0.0009329587537635,878.0,0.0002603185996375
1618,0.0002163851870927,24.85484,0.0008637524410395,837.0,0.0002267573696145
1619,0.0002006769091524,24.07654,0.000817041701549,816.0,0.0002102329524453
1620,0.0001776286955296,23.30562,0.0007552437471159,782.0,0.000186317055637
1621,0.0001584128379231,22.51439,0.0007000134864983,754.0,0.0001663640614482
1622,0.0001453331631966,21.72442,0.0006624285578503,738.0,0.0001528904876828
1623,0.0001386954036845,21.01905,0.0006474312606602,724.0,0.0001462301640456
1624,0.0001321546692659,20.34602,0.0006341795935823,708.0,0.0001392101546888
1625,0.0001259650720245,19.72272,0.000616093318728,694.0,0.000133095170441
1626,0.0001234604101046,19.17713,0.0006103574024547,683.0,0.0001301478489852
1627,0.0001130409957833,18.65055,0.000583000789783,674.0,0.00011930712637
1628,9.994355266341015e-05,23.05469,0.0005388154856303,688.0,0.0001060525717748
1629,9.10463320960248e-05,17.57884,0.0005114801797855,691.0,9.676652049996354e-05
1630,8.279177589289534e-05,17.07686,0.0004818667405901,661.0,8.814068276238015e-05
1631,7.35471041962709e-05,16.55985,0.0004485465367031,661.0,7.876804060526542e-05
1632,6.946115396314473e-05,16.03092,0.0004406016334721,767.0,7.445509313696559e-05
1633,6.49472671488929e-05,15.53356,0.0004199923275628,767.0,6.992655763030803e-05
1634,2.73147121136651e-06,4.85639,0.0001182336824348,70.0,3.1216813844188687e-06
1635,2.66621467979714e-06,4.70032,0.0001165516702882,68.0,3.0471024911967304e-06
1636,2.416698718908009e-06,4.55134,0.0001152579389017,66.0,2.7884985218169337e-06
1637,2.177805476237057e-06,4.42901,0.000110523627919,64.0,2.5407730556099e-06
1638,2.3037060782930458e-06,4.33135,0.0001024263164041,61.0,2.658122398030437e-06
1639,2.077011429793898e-06,4.23219,9.813879005776169e-05,57.0,2.4231800014262144e-06
1640,1.8602360673391927e-06,4.11941,9.673227550163802e-05,55.0,2.19846080685541e-06
1641,1.983505498855765e-06,4.001,0.0001036381623152,53.0,2.3140897486650594e-06
1642,1.9395384448037258e-06,3.88499,0.0001058664734455,52.0,2.4244230560046576e-06
1643,2.055544935240057e-06,3.77138,0.0001081532873618,53.0,2.529901458756993e-06
1644,2.0119310607179127e-06,3.66043,0.0001046204151573,53.0,2.476222843960508e-06
1645,1.9703059733614632e-06,7.61542,0.0001036684065984,56.0,2.273429969263227e-06
1646,5.472874109939643e-07,2.95639,0.000132169909755,17.0,1.0945748219879283e-06
1647,5.485844190504717e-07,2.85587,0.000141534780115,16.0,1.0971688381009431e-06
1648,5.50474068267592e-07,2.76796,0.0001478022873298,14.0,1.100948136535184e-06
1649,5.524718418913984e-07,2.69,0.0001560732953343,14.0,1.1049436837827969e-06
1650,5.543392428668319e-07,2.61872,0.0001651930943743,13.0,1.1086784857336638e-06
1651,5.560781145170586e-07,2.54959,0.0001843398949624,14.0,1.1121562290341173e-06
1652,5.577391041482961e-07,2.47773,0.0001954875560039,14.0,1.1154782082965925e-06
1653,5.593718701395829e-07,2.40421,0.0002061285341464,14.0,1.3984296753489572e-06
1654,5.609775594951763e-07,2.32357,0.0001935372580258,13.0,1.4024438987379407e-06
1655,5.625595785753684e-07,2.23828,0.0001712993916761,11.0,1.1251191571507369e-06
1656,5.641241310020339e-07,2.14981,0.0001641601221215,10.0,1.128248262004068e-06
1657,5.656833299062352e-07,2.05962,0.0001603712240284,10.0,1.1313666598124704e-06
1658,5.672534241543883e-07,1.97007,0.0001591145854753,10.0,1.1345068483087765e-06
1659,5.688511879603784e-07,1.88195,0.0001661045468844,10.0,1.422127969900946e-06
1660,5.704932884317082e-07,1.79608,0.0001603086140493,9.0,1.4262332210792703e-06
1661,5.72194330927447e-07,1.71178,0.0001659363559689,9.0,1.4304858273186172e-06
1662,5.739706052433937e-07,1.62918,0.0001681733873363,8.0,1.434926513108484e-06
1663,8.637612425723731e-07,1.54989,0.0001569166257339,8.0,1.4396020709539552e-06
1664,5.75840828381582e-07,1.47381,0.0001551891032488,11.88888888888889,1.4396020709539552e-06
1665,5.799313593243104e-07,1.40095,0.0001539717759006,11.88888888888889,1.1598627186486207e-06
1666,9.116248116924998e-06,1.01772,0.0002552549472738,10.0,1.1395310146156248e-05
1667,8.993230345857157e-06,0.96008,0.0002563070648569,10.0,1.1241537932321444e-05
1668,8.873390034295652e-06,0.90513,0.0002639833535202,9.0,1.1091737542869566e-05
1669,8.757257577217118e-06,0.85434,0.0002627177273165,8.0,1.0946571971521398e-05
1670,1.080637143659902e-05,0.80709,0.000257191640191,8.0,1.080637143659902e-05
1671,1.0670741467141586e-05,0.76318,0.0002539636469179,9.0,1.0670741467141586e-05
1672,1.0539340195146423e-05,0.72177,0.0002487284286054,9.0,1.0539340195146423e-05
1673,1.0411851185493377e-05,0.68222,0.0002436373177405,8.0,1.0411851185493377e-05
1674,1.028793883203088e-05,0.64563,0.0002386801809031,6.0,1.028793883203088e-05
1675,1.0167251283615477e-05,0.61178,0.0002379136800366,7.0,1.220070154033857e-05
1676,1.0049483657529676e-05,0.5798,0.0002351579175861,8.0,1.2059380389035613e-05
1677,1.1921271920238743e-05,0.54993,0.000234451681098,8.0,1.1921271920238743e-05
1678,1.178610575279822e-05,0.52259,0.0002337577640971,7.0,1.178610575279822e-05
1679,1.1653608151310449e-05,0.49592,0.0002330721630262,6.0,1.1653608151310449e-05
1680,1.1523569540900987e-05,0.47068,0.000230471390818,6.0,1.3444164464384488e-05
1681,1.1395794951662837e-05,0.44768,0.000233613796509,5.0,1.329509411027331e-05
1682,1.3148552344386885e-05,0.42753,0.000231038848337,5.0,1.3148552344386885e-05
1683,1.300450513213506e-05,0.4107,0.0002377966652733,5.0,1.300450513213506e-05
1684,1.300450513213506e-05,0.39581,0.0002452278110631,7.444444444444445,1.300450513213506e-05
1685,1.272340943749807e-05,0.38105,0.000249015298991,7.444444444444445,1.454103935714065e-05
1686,0.0005601596041962,26.85981,0.0011044380674252,559.0,0.0005761677942911
1687,0.0005270285793449,26.05521,0.0010367401532179,552.0,0.0005417572779491
1688,0.0005037102670501,25.26598,0.0009894842634634,547.0,0.0005177005581468
1689,0.0004729248905016,24.52084,0.0009367428010193,543.0,0.000486092307421
1690,0.0004446721177693,23.82676,0.0008859111259091,539.0,0.0004571101051161
1691,0.000446151530753,23.19701,0.0008615584700967,526.0,0.0004580561860411
1692,0.0004221561448914,22.61649,0.0008240178497812,513.0,0.0004333896208193
1693,0.0004017725294948,22.07321,0.0007963980943621,503.0,0.0004123130168952
1694,0.000393862019168,21.57753,0.0007830839106716,491.0,0.0004040403637221
1695,0.0003773200121083,21.1058,0.0007610795932671,474.0,0.000387100410215
1696,0.0003464925313802,20.70767,0.0007222118534465,453.0,0.0003557492480444
1697,0.0003313840689366,20.34638,0.0006988436675359,432.0,0.0003402775307371
1698,0.0003113942581608,19.98098,0.0006611759501089,413.0,0.0003199395577236
1699,0.0002856453741055,19.69289,0.0006268376812852,394.0,0.0002938140407341
1700,0.0002732984301938,19.45553,0.0006087727752171,378.0,0.0002811487135974
1701,0.0002547983300222,19.20856,0.000584766426886,363.0,0.0002623842697952
1702,0.0002350231664566,18.97896,0.0005581898753817,348.0,0.0002423159014104
1703,0.0002208915851072,18.75863,0.0005368067835824,335.0,0.0002279800401367
1704,0.0002073277306184,18.49304,0.0005301781202306,464.6111111111111,0.0002143395537016
1705,0.0001849122206762,18.19443,0.0004953937510827,464.6111111111111,0.0001914696485646
1706,0.0003799515400789,24.93081,0.0012870392377921,749.0,0.0003925770484357
1707,0.0003457922996985,23.86356,0.0012087889618216,735.0,0.0003568405038376
1708,0.0003541709102168,22.8425,0.0011366695221846,714.0,0.0003642831999714
1709,0.0002865560811818,21.8904,0.0010730028772043,687.0,0.0002954645603896
1710,0.0002523565582035,21.00801,0.0009916943033627,654.0,0.000260347341862
1711,0.0002268732683403,20.17332,0.0009123848197547,610.0,0.0002340626531913
1712,0.0002101665013794,19.40376,0.0008592143540256,566.0,0.0002168063771098
1713,0.0001888596286055,18.68236,0.0007956273937237,526.0,0.0001949722728349
1714,0.0001699298555541,17.99519,0.0007384597626274,493.0,0.0001756055811118
1715,0.0001641519654619,17.35344,0.0007188884616339,466.0,0.0001695416327511
1716,0.0001608674542806,16.7276,0.0007043858229486,444.0,0.0001661110212008
1717,0.0001634837711499,16.11055,0.0006886974273095,428.0,0.000168584767091
1718,0.0001559145463309,15.51243,0.0006564951978319,413.0,0.0001608768560569
1719,0.0001457900761183,14.9351,0.000622081367313,396.0,0.0001505583533422
1720,0.0001366450304301,14.36053,0.0005923411272426,381.0,0.0001412269308563
1721,0.0001295506719813,13.82661,0.0005684423820705,370.0,0.0001340665995449
1722,0.000119909427167,13.32063,0.0005371194963935,358.0,0.0001243606937117
1723,0.000111037918245,12.87111,0.0005022124639661,349.0,0.0001154259227251
1724,0.0001094325507523,12.44677,0.000499376314729,518.8333333333334,0.0001138740674821
1725,0.0001005017469732,12.04442,0.0004675184854148,518.8333333333334,0.0001047168278215
1726,7.0406462121064215e-06,3.35388,0.0002865499814178,38.0,7.429393548971193e-06
1727,6.908941332808928e-06,3.25159,0.0002895436206121,36.0,7.288090552292344e-06
1728,6.959713717735756e-06,3.16445,0.0002986911455309,34.0,7.330349359508665e-06
1729,6.7121118168697954e-06,3.09221,0.0003071092598365,33.0,7.0738423938268506e-06
1730,6.280552927318615e-06,3.02742,0.0003110443837254,32.0,6.633834029480288e-06
1731,6.238418491596619e-06,2.96336,0.0003269778482231,31.0,6.546488540564354e-06
1732,6.128897988578912e-06,2.89957,0.0003499146759034,30.0,6.431559617644538e-06
1733,6.0976607291315e-06,2.8371,0.0003789844866587,30.0,6.395107593967183e-06
1734,6.250512194749292e-06,2.77894,0.0004288728630467,29.0,6.542933817895458e-06
1735,6.470661696335729e-06,2.72643,0.0004828911031493,29.0,6.722298540082118e-06
1736,6.260007169653409e-06,2.68176,0.0005133913224558,30.0,6.507578074667951e-06
1737,6.126297521968346e-06,2.64574,0.0005478859261123,30.0,6.369957082501178e-06
1738,6.16861878319745e-06,2.62117,0.0005831400956382,30.0,6.408509513655129e-06
1739,5.90649671436776e-06,2.60862,0.0005840681465264,30.0,6.142756582942469e-06
1740,6.118373502228817e-06,2.6052,0.0006170246668878,30.0,6.351137711552739e-06
1741,6.324997096400297e-06,2.60815,0.0006302712132537,30.0,6.554401136166111e-06
1742,6.591284344710988e-06,2.61373,0.0006496615407799,29.0,6.817455866343228e-06
1743,6.787332046990516e-06,2.61974,0.0006549934752389,29.0,7.042255316361052e-06
1744,6.946659090347101e-06,2.62214,0.0006649354827443,31.11111111111111,7.233447768388954e-06
1745,7.13553944771297e-06,2.61632,0.0006735638997795,31.11111111111111,7.414756208710434e-06
1746,1.6667722289078308e-05,4.9471,8.333861144539155e-05,125.0,2.333481120470963e-05
1747,1.3075613001082006e-05,4.7194,8.172258125676254e-05,111.0,1.961341950162301e-05
1748,1.2826473842009907e-05,4.51132,7.375222459155698e-05,105.0,1.6033092302512385e-05
1749,9.419448020346009e-06,4.31977,6.907595214920406e-05,97.0,1.5699080033910014e-05
1750,9.185576195885476e-06,6.89274,6.736089210316015e-05,89.0,1.22474349278473e-05
1751,8.92198615307749e-06,3.97384,6.542789845590159e-05,75.0,1.1895981537436654e-05
1752,8.617742783358564e-06,3.81187,6.606936133908232e-05,71.0,1.1490323711144751e-05
1753,8.219898730847635e-06,3.65235,6.301922360316521e-05,71.0,1.0959864974463514e-05
1754,7.773531126514219e-06,3.496,5.959707196994235e-05,72.0,1.0364708168685623e-05
1755,7.569373306352722e-06,3.33768,6.055498645082178e-05,71.0,1.009249774180363e-05
1756,7.582459244281562e-06,3.1784,6.0659673954252496e-05,67.0,1.0109945659042083e-05
1757,7.594955936597308e-06,3.02154,6.329129947164423e-05,62.0,1.0126607915463075e-05
1758,7.605507401426286e-06,2.86236,6.59143974790278e-05,60.0,1.0140676535235048e-05
1759,7.614445110003351e-06,2.70055,6.853000599003015e-05,58.0,1.0152593480004466e-05
1760,7.622048044309506e-06,2.54408,7.367979776165856e-05,56.0,1.0162730725746009e-05
1761,7.628676704309948e-06,2.39068,7.628676704309948e-05,54.0,1.0171568939079931e-05
1762,7.634364820846906e-06,2.24253,8.143322475570033e-05,54.0,1.017915309446254e-05
1763,7.639244325951277e-06,2.10046,8.403168758546405e-05,53.0,1.018565910126837e-05
1764,7.639244325951277e-06,1.96849,8.657810236078114e-05,75.05555555555556,1.2732073876585462e-05
1765,7.64882705237152e-06,1.85108,8.923631561100105e-05,75.05555555555556,1.2748045087285865e-05
1766,0.0009657445502565,32.71536,0.0012431242368174,836.0,0.0009874942812801
1767,0.0009328946911651,32.00219,0.0011873454964726,797.0,0.0009535035576857
1768,0.0009762302680582,31.2964,0.0012085896498557,764.0,0.0009968190740402
1769,0.0009210431766434,30.60709,0.0011588325202789,739.0,0.0009405696738398
1770,0.0008578440179837,29.9541,0.0011039689870701,715.0,0.0008762759119242
1771,0.000803786176559,29.30632,0.0010623196776218,691.0,0.0008213404117284
1772,0.0007554714232469,28.68607,0.0010400486625472,675.0,0.0007721829042673
1773,0.0006895718334536,28.08282,0.0010114503383365,663.0,0.0007052350210391
1774,0.0006714850444777,27.52108,0.0010320733530048,661.0,0.0006865222791898
1775,0.0006420334406364,26.96883,0.0010310769923139,661.0,0.0006566132754603
1776,0.0006026229828547,26.43625,0.0010001193068835,660.0,0.0006166121860891
1777,0.0005753570080701,25.93434,0.0009539612697939,663.0,0.0005889870439799
1778,0.0005522409554029,25.44742,0.000938038991404,663.0,0.0005654518030777
1779,0.0005946693732804,24.96652,0.0009141591977708,663.0,0.0006086797327681
1780,0.000642032036948,24.4856,0.0008977085118388,642.0,0.0006569873147896
