,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)","Mean total cholesterol,  crude","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in pregnant women (aged 15-49) (%),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mean BMI (kg/m²) (age-standardized estimate)
2927,62.81764705882353,4.678947368421052,35.0,118.0,23.7,2.252941176470588,27.376470588235293
2928,54.8,5.6,28.6,121.0,16.0,1.0,26.4
2929,55.4,5.5,30.1,121.0,15.7,1.0,26.5
2930,56.0,5.5,31.7,121.0,15.4,1.0,26.6
2931,56.6,5.5,33.3,121.0,15.2,0.9,26.7
2932,57.2,5.4,34.9,121.0,15.1,0.9,26.8
2933,57.8,5.4,36.5,121.0,15.0,0.9,26.9
2934,58.4,5.4,37.9,121.0,14.9,0.9,26.9
2935,58.9,5.3,39.2,121.0,14.9,0.8,27.0
2936,59.5,5.3,40.5,121.0,14.9,0.8,27.1
2937,60.1,5.2,41.6,121.0,14.9,0.8,27.1
2938,60.6,5.2,42.6,121.0,15.0,0.8,27.1
2939,61.1,5.2,43.6,121.0,15.1,0.7,27.2
2940,61.7,5.1,44.4,121.0,15.2,0.7,27.2
2941,62.2,5.1,45.1,121.0,15.2,0.7,27.2
2942,62.7,5.0,45.7,121.0,15.4,0.7,27.3
2943,63.2,5.0,46.1,120.0,15.5,0.7,27.3
2944,63.7,5.0,46.5,120.0,15.8,0.6,27.3
2945,59.40588235294118,4.9,46.8,120.0,16.0,0.8176470588235294,26.97647058823529
2946,59.40588235294118,4.9,47.1,120.0,16.2,0.8176470588235294,26.97647058823529
2947,59.40588235294118,5.2368421052631575,47.4,120.0,16.5,0.8176470588235294,26.97647058823529
2948,58.6,5.0,62.6,124.0,9.4,0.9,27.6
2949,59.3,5.0,63.5,124.0,9.2,0.9,27.7
2950,60.0,5.0,64.5,124.0,9.1,0.9,27.9
2951,60.7,5.0,65.4,124.0,9.1,0.8,28.0
2952,61.3,5.0,66.3,124.0,9.1,0.8,28.1
2953,61.9,4.9,67.1,124.0,9.2,0.8,28.2
2954,62.5,4.9,67.8,124.0,9.3,0.8,28.3
2955,63.1,4.9,68.3,124.0,9.5,0.8,28.4
2956,63.7,4.9,68.7,124.0,9.6,0.7,28.4
2957,64.2,4.9,69.0,123.0,9.8,0.7,28.5
2958,64.8,4.8,69.1,123.0,10.0,0.7,28.6
2959,65.3,4.8,69.2,123.0,10.2,0.7,28.6
2960,65.8,4.8,69.1,123.0,10.4,0.7,28.7
2961,66.4,4.8,69.0,123.0,10.5,0.7,28.7
2962,66.9,4.8,68.7,123.0,10.7,0.6,28.8
2963,67.4,4.8,68.3,123.0,10.8,0.6,28.8
2964,67.9,4.7,67.9,123.0,11.0,0.6,28.8
2965,63.51764705882353,4.7,67.4,122.0,11.1,0.7470588235294118,28.358823529411765
2966,63.51764705882353,4.7,66.8,122.0,11.3,0.7470588235294118,28.358823529411765
2967,63.51764705882353,4.863157894736842,66.3,122.0,11.5,0.7470588235294118,28.358823529411765
2968,54.2,4.9,27.4,118.0,25.4,1.5,25.6
2969,54.7,4.9,28.4,118.0,25.5,1.5,25.6
2970,55.3,4.9,29.5,118.0,25.8,1.4,25.7
2971,55.9,4.9,30.6,118.0,26.0,1.3,25.8
2972,56.4,4.9,31.8,118.0,26.2,1.3,25.9
2973,57.0,4.9,32.9,118.0,26.2,1.2,26.0
2974,57.6,4.9,34.1,118.0,26.1,1.1,26.1
2975,58.1,4.9,35.2,118.0,25.8,1.1,26.2
2976,58.7,4.9,36.4,118.0,25.5,1.0,26.4
2977,59.2,4.9,37.5,118.0,25.2,1.0,26.5
2978,59.7,4.9,38.7,118.0,24.8,0.9,26.6
2979,60.3,4.9,39.8,118.0,24.6,0.9,26.7
2980,60.8,4.9,40.9,118.0,24.7,0.8,26.8
2981,61.3,4.9,41.9,118.0,24.8,0.8,27.0
2982,61.9,4.9,42.9,118.0,24.8,0.8,27.1
2983,62.4,4.9,43.9,118.0,25.0,0.7,27.2
2984,62.9,4.9,44.8,118.0,25.1,0.7,27.3
2985,58.61176470588235,4.9,45.6,118.0,25.3,1.0588235294117647,26.38235294117647
2986,58.61176470588235,4.9,46.4,118.0,25.4,1.0588235294117647,26.38235294117647
2987,58.61176470588235,4.9,47.3,118.0,25.5,1.0588235294117647,26.38235294117647
2988,38.5,4.3,22.9,112.0,43.1,3.4,24.5
2989,39.0,4.3,23.6,112.0,42.6,3.4,24.6
2990,39.5,4.3,24.4,112.0,42.2,3.3,24.7
2991,40.1,4.3,25.1,112.0,41.7,3.2,24.8
2992,40.6,4.3,25.9,112.0,41.1,3.1,24.9
2993,41.2,4.3,26.6,112.0,40.6,3.0,25.0
2994,41.8,4.4,27.4,113.0,40.0,3.0,25.1
2995,42.3,4.4,28.0,113.0,39.4,2.9,25.2
2996,42.9,4.4,28.7,113.0,38.8,2.8,25.3
2997,43.6,4.4,29.3,113.0,38.2,2.7,25.4
2998,44.2,4.5,29.9,113.0,37.6,2.7,25.5
2999,44.8,4.5,30.4,114.0,37.0,2.6,25.7
3000,45.5,4.5,30.9,114.0,36.6,2.5,25.8
3001,46.1,4.5,31.4,114.0,36.2,2.5,25.9
3002,46.8,4.6,31.8,114.0,35.9,2.4,26.0
3003,47.5,4.6,32.2,114.0,35.5,2.3,26.2
3004,48.2,4.6,32.6,114.0,35.3,2.3,26.3
3005,43.09411764705882,4.6,32.9,114.0,35.0,2.8294117647058825,25.34705882352941
3006,43.09411764705882,4.7,33.3,114.0,34.9,2.8294117647058825,25.34705882352941
3007,43.09411764705882,4.447368421052632,33.6,114.0,34.8,2.8294117647058825,25.34705882352941
3008,56.2,4.7,29.2,117.0,29.1,2.0,26.1
3009,56.8,4.7,30.2,117.0,28.6,1.9,26.2
3010,57.3,4.7,31.4,117.0,28.4,1.8,26.2
3011,57.8,4.7,32.7,117.0,28.7,1.8,26.3
3012,58.3,4.7,34.0,117.0,28.8,1.7,26.3
3013,58.8,4.7,35.4,117.0,28.3,1.6,26.4
3014,59.2,4.7,36.8,118.0,27.6,1.6,26.4
3015,59.7,4.7,38.3,118.0,26.7,1.5,26.5
3016,60.1,4.7,39.8,118.0,25.9,1.4,26.5
3017,60.6,4.7,41.3,119.0,25.4,1.4,26.5
3018,61.0,4.6,42.8,119.0,25.0,1.3,26.5
3019,61.4,4.6,44.3,119.0,24.7,1.3,26.5
3020,61.8,4.6,45.7,119.0,24.6,1.2,26.5
3021,62.2,4.6,47.1,119.0,24.6,1.2,26.6
3022,62.6,4.5,48.4,119.0,24.9,1.2,26.6
3023,63.0,4.5,49.7,118.0,25.1,1.1,26.6
3024,63.4,4.5,50.9,118.0,25.4,1.1,26.6
3025,60.01176470588236,4.4,52.0,118.0,25.7,1.4764705882352942,26.429411764705883
3026,60.01176470588236,4.4,53.1,118.0,26.1,1.4764705882352942,26.429411764705883
3027,60.01176470588236,4.61578947368421,54.2,118.0,26.4,1.4764705882352942,26.429411764705883
3028,10.1,4.2,9.3,113.0,39.7,24.0,19.9
3029,10.5,4.2,10.0,113.0,38.5,23.7,20.0
3030,10.9,4.2,10.8,114.0,37.3,23.4,20.1
3031,11.3,4.2,11.7,114.0,36.1,23.0,20.2
3032,11.7,4.2,12.6,115.0,34.9,22.6,20.3
3033,12.2,4.3,13.6,115.0,33.8,22.2,20.4
3034,12.7,4.3,14.6,115.0,32.7,21.8,20.5
3035,13.1,4.3,15.7,116.0,31.7,21.4,20.6
3036,13.6,4.3,16.7,116.0,30.7,21.0,20.7
3037,14.2,4.3,17.7,117.0,29.9,20.5,20.9
3038,14.7,4.4,18.7,117.0,29.3,20.1,21.0
3039,15.3,4.4,19.6,117.0,28.8,19.6,21.1
3040,15.9,4.4,20.5,117.0,28.5,19.1,21.3
3041,16.4,4.4,21.3,117.0,28.3,18.7,21.4
3042,17.1,4.5,22.1,117.0,28.3,18.2,21.6
3043,17.7,4.5,22.9,117.0,28.2,17.7,21.8
3044,18.3,4.5,23.7,117.0,28.2,17.3,21.9
3045,13.86470588235294,4.5,24.5,117.0,28.2,20.84117647058824,20.805882352941172
3046,13.86470588235294,4.6,25.3,117.0,28.3,20.84117647058824,20.805882352941172
3047,13.86470588235294,4.352631578947369,26.1,117.0,28.4,20.84117647058824,20.805882352941172
3048,20.2,3.9,7.9,112.0,44.0,16.8,20.5
3049,20.5,3.9,8.2,112.0,43.6,16.7,20.6
3050,20.8,3.9,8.6,112.0,43.2,16.5,20.6
3051,21.2,3.9,8.9,112.0,42.8,16.4,20.6
3052,21.6,3.9,9.3,112.0,42.4,16.2,20.7
3053,22.0,3.9,9.7,112.0,42.0,16.0,20.8
3054,22.5,3.9,10.1,113.0,41.5,15.8,20.8
3055,23.0,3.9,10.5,113.0,40.9,15.6,20.9
3056,23.5,3.9,10.9,113.0,40.3,15.4,20.9
3057,24.0,3.9,11.4,113.0,39.8,15.2,21.0
3058,24.5,3.9,11.9,114.0,39.3,15.0,21.0
3059,25.0,3.9,12.4,114.0,39.0,14.8,21.1
3060,25.6,3.9,13.0,114.0,38.9,14.6,21.1
3061,26.1,3.9,13.6,114.0,38.8,14.4,21.2
3062,26.7,3.9,14.2,114.0,38.9,14.1,21.2
3063,27.3,3.9,14.9,114.0,38.9,13.9,21.3
3064,27.8,3.9,15.6,114.0,39.0,13.7,21.3
3065,23.66470588235294,3.9,16.3,114.0,39.1,15.358823529411763,20.91764705882353
3066,23.66470588235294,3.9,17.0,114.0,39.2,15.358823529411763,20.91764705882353
3067,23.66470588235294,3.9,17.8,114.0,39.3,15.358823529411763,20.91764705882353
3068,35.7,3.9,19.9,116.0,33.9,12.1,22.0
3069,36.2,3.9,20.7,116.0,33.6,11.9,22.1
3070,36.6,3.9,21.6,116.0,33.3,11.7,22.1
3071,37.0,3.9,22.4,116.0,32.9,11.6,22.1
3072,37.3,3.9,23.2,116.0,32.7,11.4,22.2
3073,37.7,3.9,24.1,116.0,32.4,11.3,22.2
3074,38.2,3.9,24.9,116.0,32.2,11.1,22.2
3075,34.59411764705882,3.9,25.8,116.0,32.0,12.43529411764706,21.97058823529412
3076,34.59411764705882,3.9,26.6,116.0,31.8,12.43529411764706,21.97058823529412
3077,34.59411764705882,3.9,27.5,116.0,31.7,12.43529411764706,21.97058823529412
