,Mean hemoglobin level of non-pregnant women (aged 15-49 years),per_capita-Maternal Disorders,Stillbirth rate (per 1000 total births),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of women of reproductive age (aged 15-49 years)
915,129.0,6.9531798213092e-05,25.1099,22.9,128.0
916,129.0,6.537282479932238e-05,24.61425,23.5,128.0
917,124.0,2.608912791499417e-05,10.19875,34.1,123.0
918,124.0,2.466918621288521e-05,10.23181,33.6,123.0
919,124.0,2.4489725947721785e-05,10.32529,33.1,123.0
920,124.0,2.551088585943745e-05,10.51333,32.7,123.0
921,124.0,2.41015543092374e-05,10.71949,32.5,123.0
922,124.0,2.5102861965338923e-05,10.87464,32.2,123.0
923,124.0,2.369822678018117e-05,10.83559,31.9,123.0
924,124.0,2.347103791276754e-05,10.64223,31.7,123.0
925,124.0,2.324135566827613e-05,10.35358,31.4,124.0
926,124.0,2.187684945733899e-05,10.07961,31.1,124.0
927,124.0,2.054834397471184e-05,9.95919,31.0,124.0
928,124.0,1.8117480537862705e-05,10.07532,30.9,124.0
929,124.0,1.7976376793845787e-05,9.76855,30.9,124.0
930,124.0,1.7842048802463985e-05,9.14519,30.8,124.0
931,124.0,1.7714654558700275e-05,8.61817,30.8,124.0
932,124.0,1.7594230851703728e-05,8.48688,30.8,124.0
933,124.0,1.7480550156614803e-05,8.52722,31.0,124.0
934,124.0,1.737359083890555e-05,8.56659,31.1,124.0
935,124.0,1.6287741411473954e-05,8.58304,31.2,124.0
936,124.0,1.6106604244627107e-05,8.57639,31.5,124.0
937,132.0,7.739047071786433e-07,2.6601,10.3,132.0
938,132.0,5.791160334258053e-07,2.5796,10.1,132.0
939,132.0,5.776964124475091e-07,2.48611,10.0,132.0
940,132.0,5.764347701610463e-07,2.38651,9.9,132.0
941,132.0,9.588624975836663e-07,2.30116,9.8,132.0
942,133.0,5.743339353629274e-07,2.26313,9.7,132.0
943,133.0,7.646177713991664e-07,2.27478,9.6,132.0
944,133.0,3.817915952398224e-07,2.26599,9.5,132.0
945,133.0,7.626675747495257e-07,2.19804,9.5,132.0
946,133.0,3.809324273490436e-07,2.13172,9.4,132.0
947,133.0,3.8058498957577713e-07,2.06191,9.4,132.0
948,133.0,1.901411798260208e-07,2.00792,9.4,132.0
949,133.0,3.8001645471248905e-07,1.97986,9.5,132.0
950,132.0,1.898933445041259e-07,1.97643,9.6,132.0
951,132.0,3.795931482677551e-07,1.99671,9.7,132.0
952,132.0,3.794370898996504e-07,2.02202,9.8,132.0
953,132.0,3.793234576471135e-07,2.0384,10.0,132.0
954,132.0,3.7925728150276906e-07,2.02824,10.2,132.0
955,132.0,3.7925728150276906e-07,2.02552,10.5,132.0
956,132.0,3.792745426186064e-07,2.02448,10.7,132.0
957,133.0,1.2104057469803157e-06,5.00412,8.2,133.0
958,133.0,1.187391451276026e-06,4.98271,8.1,133.0
959,133.0,1.3424123103931567e-06,4.90909,8.1,133.0
960,133.0,1.158088916522892e-06,4.8119,8.2,133.0
961,133.0,1.1033969273753735e-06,4.70788,8.2,133.0
962,133.0,1.0173016949962937e-06,4.59467,8.3,133.0
963,133.0,1.1059759419265303e-06,4.52737,8.3,133.0
964,133.0,1.1620284771095465e-06,4.49352,8.4,132.0
965,133.0,1.0303196213818922e-06,4.49641,8.4,132.0
966,133.0,1.1487102963809168e-06,4.49138,8.4,132.0
967,133.0,1.20429120453021e-06,4.4538,8.4,132.0
968,133.0,9.830618444206326e-07,4.41467,8.5,132.0
969,133.0,9.323934644170528e-07,4.34704,8.6,132.0
970,133.0,8.215510738220235e-07,4.17959,8.7,132.0
971,133.0,7.573262529993149e-07,4.19145,8.9,132.0
972,133.0,7.088886369736646e-07,4.2855,9.2,132.0
973,132.0,7.060496133552138e-07,4.26377,9.5,132.0
974,132.0,6.8839595481776e-07,4.26712,9.8,132.0
975,132.0,6.8839595481776e-07,4.30716,10.1,132.0
976,132.0,6.835418690792643e-07,4.34598,10.4,132.0
977,115.0,0.0001027151579265,17.56353,58.6,114.0
978,115.0,0.0001032183643592,17.46958,58.5,114.0
979,115.0,0.0001038123748964,17.34152,58.4,114.0
980,115.0,0.0001050559685672,17.19001,58.3,114.0
981,115.0,0.0001033412195143,17.02844,58.2,114.0
982,115.0,9.67263504073254e-05,16.8436,58.0,114.0
983,115.0,9.394331992888352e-05,16.66121,57.8,115.0
984,116.0,8.85714658440277e-05,16.53159,57.4,115.0
985,116.0,8.614702065913239e-05,16.40987,57.1,115.0
986,116.0,8.052842488381135e-05,16.19568,56.7,115.0
987,116.0,7.053851953237492e-05,15.98356,56.3,115.0
988,116.0,6.659626490091427e-05,15.68231,55.9,116.0
989,117.0,6.342017545005008e-05,15.42312,55.4,116.0
990,117.0,5.669742959459509e-05,15.15233,54.9,116.0
991,117.0,5.440641110799553e-05,14.86438,54.4,116.0
992,117.0,5.160273400667082e-05,14.58866,54.0,116.0
993,117.0,4.889157057555732e-05,14.36729,53.6,117.0
994,117.0,4.683298960928309e-05,14.14324,53.2,117.0
995,118.0,4.570448383556543e-05,13.9583,52.8,117.0
996,118.0,4.344699792106115e-05,13.80085,52.4,117.0
997,125.0,2.302599697857054e-06,15.19092,31.6,125.0
998,125.0,2.1069646982278743e-06,15.05148,31.0,125.0
999,125.0,3.383839249024556e-06,14.67399,30.4,125.0
1000,125.0,4.0331816220225305e-06,14.18235,29.9,125.0
1001,126.0,5.965199028865598e-06,13.54042,29.3,125.0
1002,126.0,4.703466732914283e-06,12.78714,28.9,126.0
1003,126.0,5.363111617293503e-06,11.97654,28.7,126.0
1004,126.0,5.811446957739804e-06,11.09329,28.3,126.0
1005,126.0,6.910191906826428e-06,10.43762,27.9,126.0
1006,126.0,8.882520434671553e-06,9.81249,27.7,126.0
1007,126.0,6.085865035075231e-06,9.27502,27.4,126.0
1008,126.0,5.669584467431944e-06,8.73471,27.1,126.0
1009,126.0,5.03179437725419e-06,8.1953,26.9,126.0
1010,127.0,5.487376728825476e-06,7.58608,26.8,126.0
1011,127.0,4.845136232016836e-06,7.01849,26.8,126.0
1012,127.0,5.082915613434986e-06,6.57934,26.8,126.0
1013,127.0,4.8793427259202216e-06,6.27243,26.8,126.0
1014,127.0,4.674789372912624e-06,5.91427,26.9,126.0
1015,126.0,4.45218035515488e-06,5.70521,27.2,126.0
1016,126.0,4.262282946045106e-06,5.72846,27.5,126.0
1017,132.0,6.205612229154229e-07,2.94344,9.7,132.0
1018,132.0,5.102000158988043e-07,2.88858,9.6,132.0
1019,132.0,4.2445637083302693e-07,2.82843,9.5,132.0
1020,132.0,4.848217344419978e-07,2.76824,9.5,132.0
1021,132.0,5.45539133776961e-07,2.69081,9.4,132.0
1022,132.0,4.488144360459807e-07,2.61021,9.4,132.0
1023,132.0,5.464721892773705e-07,2.52463,9.3,132.0
1024,132.0,4.620798769758536e-07,2.43687,9.3,132.0
1025,132.0,4.996017321216424e-07,2.34195,9.3,132.0
1026,132.0,4.643336977619703e-07,2.28186,9.3,132.0
1027,132.0,5.144256212571249e-07,2.28573,9.3,132.0
1028,132.0,4.418705105342421e-07,2.28625,9.4,132.0
1029,132.0,4.058748240717126e-07,2.2998,9.5,132.0
1030,132.0,4.1899132914696914e-07,2.32507,9.6,132.0
1031,132.0,4.3211643419296354e-07,2.36754,9.8,132.0
1032,132.0,4.081410131652934e-07,2.52391,10.1,132.0
1033,132.0,4.088064743845829e-07,2.65818,10.4,132.0
1034,132.0,4.342754181650409e-07,2.72422,10.7,131.0
1035,132.0,4.342754181650409e-07,2.73228,11.1,131.0
1036,132.0,4.357934763260548e-07,2.71055,11.6,131.0
1037,119.0,5.655232330310121e-05,28.69334,48.4,118.0
1038,119.0,5.857510293720224e-05,28.25351,48.4,118.0
1039,119.0,5.909553914346219e-05,27.76267,48.6,118.0
1040,119.0,5.975246300314838e-05,27.42345,48.8,118.0
1041,119.0,6.078429048761501e-05,27.16726,48.9,118.0
1042,119.0,6.155273156337049e-05,26.9034,48.8,118.0
1043,119.0,6.219928134746108e-05,26.62143,48.6,118.0
1044,119.0,6.387967923001837e-05,26.33031,48.1,118.0
1045,119.0,6.17037085208981e-05,25.95992,47.5,118.0
1046,120.0,6.02817872143334e-05,25.5031,46.7,119.0
1047,120.0,5.949094648863317e-05,25.11357,45.7,119.0
1048,121.0,5.8569472106732615e-05,24.6655,44.5,120.0
1049,121.0,5.744394718674805e-05,24.30185,43.4,120.0
1050,121.0,5.690510346141834e-05,24.14495,42.4,120.0
1051,122.0,5.768976662347076e-05,23.90942,41.1,121.0
1052,122.0,5.766482076547435e-05,23.47698,39.8,121.0
1053,123.0,5.7866567686716616e-05,22.89314,38.4,122.0
1054,123.0,5.758974608382446e-05,22.43831,36.9,122.0
1055,124.0,5.5733186633587386e-05,21.99329,35.6,123.0
1056,124.0,5.354572904026865e-05,21.65028,34.5,123.0
1057,131.0,4.735247572948857e-07,4.56047,12.8,131.0
1058,131.0,5.670265552711498e-07,4.448,12.6,131.0
1059,131.0,4.71526273019559e-07,4.2241,12.4,131.0
1060,131.0,5.64655661214132e-07,3.94896,12.3,131.0
1061,131.0,7.513480357743097e-07,3.65653,12.3,131.0
1062,131.0,4.686758613371847e-07,3.32855,12.4,131.0
1063,131.0,4.678118326079443e-07,3.11406,12.3,131.0
1064,131.0,5.604182214380519e-07,3.05342,12.3,131.0
1065,131.0,2.797772525426157e-07,3.03584,12.3,131.0
1066,131.0,6.519252096498342e-07,3.15872,12.3,131.0
1067,131.0,7.441899924492623e-07,3.25684,12.4,131.0
1068,131.0,6.505493982603937e-07,3.27479,12.5,131.0
1069,131.0,4.643462418183353e-07,3.28084,12.7,131.0
1070,131.0,3.712997542831051e-07,3.23337,12.9,131.0
1071,131.0,4.640131363974968e-07,3.18904,13.2,131.0
1072,131.0,4.640094331261717e-07,3.16002,13.5,130.0
1073,131.0,5.569348459559987e-07,3.20204,13.8,130.0
1074,131.0,4.643182132440827e-07,3.26049,14.2,130.0
1075,130.0,4.643182132440827e-07,3.20258,14.6,130.0
1076,130.0,3.720021509164366e-07,3.09987,14.9,130.0
1077,128.0,9.841647885521953e-06,10.22267,24.5,128.0
1078,128.0,9.775744422937808e-06,10.18577,23.8,128.0
1079,129.0,9.72431565128604e-06,10.1095,23.2,128.0
1080,129.0,9.67866821525358e-06,10.01301,22.4,129.0
1081,129.0,9.618251594225202e-06,9.90915,22.0,129.0
1082,129.0,9.560960685329664e-06,9.85639,21.4,129.0
1083,130.0,9.505522708693752e-06,9.81067,21.0,129.0
1084,130.0,9.444029956463022e-06,9.74017,20.5,129.0
1085,130.0,9.38482473839801e-06,9.77674,20.0,130.0
1086,130.0,9.328445228033845e-06,9.81332,19.6,130.0
1087,130.0,9.274889165074477e-06,9.87826,19.4,130.0
1088,130.0,9.223475590071853e-06,9.98174,19.0,130.0
1089,130.0,9.173386172037683e-06,10.08128,18.7,130.0
1090,130.0,9.124920156948626e-06,10.12728,18.6,130.0
1091,131.0,9.078364441862154e-06,10.2005,18.5,130.0
1092,130.0,9.033913310567871e-06,10.19547,18.5,130.0
1093,130.0,8.991269477337506e-06,10.21425,18.6,130.0
1094,130.0,8.950628334109055e-06,10.10456,18.7,130.0
1095,130.0,8.950628334109055e-06,9.96689,18.8,130.0
1096,130.0,8.875870944836462e-06,9.83834,19.0,130.0
1097,130.0,6.33286799082546e-05,19.90315,22.0,129.0
1098,130.0,9.748013842179656e-05,19.49606,20.8,129.0
1099,131.0,0.0001101969649079,19.08854,19.8,130.0
1100,131.0,9.108580419213031e-05,18.68402,19.0,130.0
1101,132.0,6.030157824305656e-05,18.30566,18.2,131.0
1102,132.0,7.748789497894858e-05,17.92917,17.2,131.0
1103,132.0,5.1626901774881496e-05,17.49854,16.4,131.0
1104,133.0,6.945256841333329e-05,17.09586,15.5,132.0
1105,133.0,6.537352200080509e-05,16.6925,14.5,132.0
1106,134.0,6.477602521805982e-05,16.30276,13.5,133.0
1107,134.0,3.173328688957702e-05,15.9448,12.5,133.0
1108,135.0,2.546211017382737e-05,15.46478,11.5,134.0
1109,135.0,3.6598257242057467e-05,15.02349,10.6,134.0
1110,136.0,4.98139906627988e-05,14.72427,9.8,135.0
1111,136.0,3.9939693111590886e-05,14.39107,9.1,135.0
1112,136.0,3.505597124847317e-05,14.07299,8.5,135.0
1113,136.0,2.936150317202984e-05,13.74196,8.0,136.0
1114,137.0,2.6906876078053743e-05,13.37625,7.6,136.0
1115,137.0,3.059363554067168e-05,13.04729,7.3,136.0
1116,137.0,3.156498179669377e-05,12.74328,7.0,136.0
1117,118.0,0.0002269348833405,30.90532,51.6,116.0
1118,118.0,0.0002251416313132,30.23126,51.7,116.0
1119,118.0,0.0002266351059774,29.78478,51.8,116.0
1120,118.0,0.0002231730363114,29.41427,51.9,116.0
1121,118.0,0.0002212443876651,29.14039,51.9,116.0
1122,118.0,0.0002152128148852,28.52574,51.9,116.0
1123,118.0,0.000215178505604,28.09705,51.8,116.0
1124,118.0,0.000211407078699,27.72599,51.7,117.0
1125,118.0,0.000206699448295,27.36395,51.4,117.0
1126,118.0,0.00020898838981,27.05482,51.1,117.0
1127,118.0,0.0002102862013604,26.7871,50.8,117.0
1128,118.0,0.0002094140284193,26.50315,50.6,117.0
1129,119.0,0.0002050536161921,26.27419,50.3,117.0
1130,119.0,0.0002023080476011,26.02431,50.1,117.0
1131,119.0,0.0002020152194675,25.71992,49.8,118.0
1132,119.0,0.0001972808183792,25.60056,49.4,118.0
1133,119.0,0.00019076601527,25.52346,48.9,118.0
1134,119.0,0.0001832627979661,25.40344,48.4,118.0
1135,119.0,0.0001815711413695,25.31545,47.9,118.0
1136,120.0,0.0001700674289827,25.2023,47.5,118.0
1137,117.0,0.0001626449827541,44.79614,53.5,116.0
1138,117.0,0.0001576786035492,44.2212,53.2,116.0
1139,117.0,0.000155274843975,43.7772,53.0,116.0
1140,117.0,0.0001522151719553,43.24031,52.8,116.0
1141,118.0,0.0001506929713625,42.4623,52.6,116.0
1142,118.0,0.0001456696170656,41.84933,52.3,116.0
1143,118.0,0.0001427831768147,41.22575,52.0,117.0
1144,118.0,0.0001398715354635,40.42266,51.7,117.0
1145,118.0,0.0001357121093786,39.66908,51.2,117.0
1146,118.0,0.0001303811562722,38.8715,50.7,117.0
1147,119.0,0.0001245906080405,38.16615,50.2,117.0
1148,119.0,0.0001183708414413,37.3833,49.8,118.0
1149,119.0,0.0001117522195403,36.52433,49.4,118.0
1150,119.0,0.0001065706527301,35.93077,49.1,118.0
1151,119.0,0.0001021614528893,35.12434,48.9,118.0
1152,119.0,9.79046096270935e-05,34.50002,48.6,118.0
1153,119.0,9.379481900157972e-05,33.77039,48.4,118.0
1154,119.0,8.926887674088258e-05,33.27191,48.1,118.0
1155,120.0,8.647922434273e-05,32.69818,47.9,119.0
1156,120.0,8.176021128559864e-05,32.18564,47.7,119.0
1157,120.0,3.309723969020984e-05,18.12711,44.5,120.0
1158,121.0,3.815526905187972e-05,17.86591,43.4,120.0
1159,121.0,3.832758845368622e-05,17.64485,42.4,121.0
1160,121.0,3.718859361715497e-05,17.43131,41.8,121.0
1161,122.0,3.848724596814026e-05,17.2756,41.3,121.0
1162,122.0,3.734721447732573e-05,17.02452,40.5,121.0
1163,122.0,3.76518733754515e-05,16.94958,39.6,122.0
1164,122.0,3.7967607085017325e-05,16.75414,38.8,122.0
1165,123.0,3.825559751945429e-05,16.56729,38.0,122.0
1166,123.0,3.453130395516243e-05,16.33952,37.0,123.0
1167,124.0,3.74088493305152e-05,16.09464,36.0,123.0
1168,124.0,3.3567500214832004e-05,15.93105,35.2,123.0
1169,124.0,3.369690042431137e-05,15.60489,34.4,124.0
1170,124.0,2.973362724573356e-05,15.29759,33.8,124.0
1171,125.0,3.3838703084330106e-05,14.98673,33.2,124.0
1172,125.0,3.249368742426602e-05,14.7182,32.6,124.0
1173,125.0,3.2457082270589285e-05,14.4474,32.2,124.0
1174,125.0,3.1022264544384095e-05,14.2304,31.9,125.0
1175,125.0,3.237105865500949e-05,14.01505,31.7,125.0
1176,125.0,3.205029760036751e-05,13.82662,31.6,125.0
1177,116.0,0.0001570210270292,23.80285,53.8,115.0
1178,117.0,0.0001658384856857,23.53099,53.1,116.0
1179,117.0,0.0001664529068959,23.40045,52.4,116.0
1180,117.0,0.0001712131198103,23.28831,51.8,116.0
1181,117.0,0.0001803068444411,23.2156,51.2,117.0
1182,118.0,0.0001844715980552,23.11682,50.6,117.0
1183,118.0,0.0001813506746042,22.8674,50.1,117.0
1184,118.0,0.0001791485978675,22.64714,49.6,117.0
1185,118.0,0.0001801002129041,22.39902,49.0,118.0
1186,119.0,0.0001746783305701,22.19342,48.5,118.0
1187,119.0,0.000178361856721,22.59277,48.0,118.0
1188,119.0,0.0001796308863066,21.73252,47.7,118.0
1189,119.0,0.0001773168311013,21.49951,47.4,118.0
1190,119.0,0.0001757642612129,21.23354,47.3,119.0
1191,119.0,0.0001731566048941,20.96569,47.2,119.0
1192,119.0,0.0001686445890952,20.77184,47.2,119.0
1193,119.0,0.000161999763404,20.5493,47.3,119.0
1194,119.0,0.0001561911927111,20.37803,47.4,119.0
1195,119.0,0.0001529049918743,20.09817,47.5,119.0
1196,119.0,0.0001476533654805,19.8617,47.6,119.0
1197,129.0,5.708089258791244e-05,13.89427,21.1,128.0
1198,130.0,5.592171939829456e-05,13.64749,20.3,129.0
1199,130.0,5.393141328538368e-05,13.37731,19.6,129.0
1200,130.0,5.304537273846737e-05,13.0423,19.0,129.0
1201,131.0,5.12131906970101e-05,12.66561,18.5,130.0
1202,131.0,5.018722894899462e-05,12.28131,18.0,130.0
1203,131.0,4.8809291222471526e-05,11.82792,17.6,130.0
1204,131.0,4.763036283958919e-05,11.40193,17.3,130.0
1205,131.0,4.546728316307421e-05,10.99021,17.0,131.0
1206,132.0,4.327459222313452e-05,10.53073,16.7,131.0
1207,132.0,4.067882316790403e-05,10.05598,16.5,131.0
1208,132.0,3.610212923972845e-05,9.59543,16.4,131.0
1209,132.0,2.9770897874611003e-05,9.23339,16.3,131.0
1210,132.0,2.9236080163674705e-05,9.17836,16.3,131.0
1211,132.0,2.8609438253679888e-05,9.18445,16.4,131.0
1212,132.0,2.8239308820622424e-05,9.06555,16.6,131.0
1213,132.0,2.7773845336113568e-05,8.93494,16.8,131.0
1214,131.0,2.7548084406888083e-05,8.80509,17.1,131.0
1215,131.0,2.7879989038296373e-05,8.64237,17.4,131.0
1216,131.0,2.723859129298054e-05,8.51092,17.8,131.0
1217,130.0,8.869245153327076e-07,4.2957,19.2,130.0
1218,130.0,6.910216251268888e-07,4.22446,18.9,130.0
1219,130.0,7.910784545135327e-07,4.16755,18.7,130.0
1220,130.0,7.927081158546875e-07,4.009,18.7,130.0
1221,130.0,5.956749235153398e-07,3.91554,18.7,130.0
1222,130.0,6.959894305056542e-07,3.83421,18.8,130.0
1223,130.0,8.958549686455738e-07,3.76524,18.9,130.0
1224,130.0,9.96588875596608e-07,3.68785,19.1,129.0
1225,130.0,1.3971385205959674e-06,3.69287,19.1,129.0
1226,130.0,1.3989971988078946e-06,3.57413,19.2,129.0
1227,129.0,1.3009966935669417e-06,3.50086,19.4,129.0
1228,129.0,1.102639498431345e-06,3.4901,19.5,129.0
1229,129.0,1.004172033547781e-06,3.57172,19.5,129.0
1230,129.0,1.207307834321146e-06,3.75204,19.6,129.0
1231,129.0,9.073378224376176e-07,3.90628,19.5,129.0
1232,130.0,1.3134575547603188e-06,3.80768,19.5,129.0
1233,130.0,1.1139484164919456e-06,3.67088,19.5,129.0
1234,130.0,1.3196837428667287e-06,3.5344,19.4,129.0
1235,130.0,1.0151413406667143e-06,3.40631,19.4,129.0
1236,130.0,1.020475743750785e-06,3.29874,19.6,129.0
1237,133.0,0.0,2.6949,9.9,132.0
1238,133.0,0.0,2.6095,9.7,132.0
1239,133.0,0.0,2.52614,9.5,132.0
1240,133.0,0.0,2.47201,9.4,132.0
1241,133.0,0.0,2.41089,9.3,132.0
1242,133.0,0.0,2.35739,9.2,132.0
1243,133.0,0.0,2.30053,9.2,132.0
1244,133.0,0.0,2.2359,9.2,132.0
1245,133.0,0.0,2.17385,9.1,132.0
1246,133.0,0.0,2.11965,9.1,132.0
1247,133.0,0.0,2.07542,9.1,132.0
1248,133.0,0.0,2.04501,9.1,132.0
1249,133.0,0.0,2.01445,9.2,132.0
1250,133.0,0.0,1.99124,9.3,132.0
1251,133.0,0.0,1.98308,9.3,132.0
1252,133.0,0.0,1.9742,9.4,132.0
1253,133.0,0.0,1.95511,9.5,132.0
1254,133.0,0.0,1.93785,9.7,132.0
1255,133.0,0.0,1.92005,9.9,132.0
1256,132.0,0.0,1.90289,10.1,132.0
1257,116.0,9.719762695725274e-05,29.63789,54.1,116.0
1258,116.0,9.238195280175992e-05,28.94958,54.0,116.0
1259,116.0,8.507574079713556e-05,28.28987,54.0,116.0
1260,116.0,7.711980363386433e-05,27.6962,54.1,116.0
1261,116.0,7.243155039277911e-05,26.88168,54.2,116.0
1262,116.0,7.071668688397012e-05,25.85684,54.2,116.0
1263,116.0,6.68900083378451e-05,24.82704,54.2,116.0
1264,116.0,6.16678720262783e-05,23.67104,54.2,116.0
1265,117.0,5.846657194506274e-05,22.45882,54.1,116.0
1266,117.0,5.506795884696442e-05,21.27075,53.8,116.0
1267,117.0,5.331478577085242e-05,20.16935,53.6,116.0
1268,117.0,5.033498645323948e-05,19.3146,53.5,116.0
1269,117.0,4.566193888708201e-05,18.80296,53.3,117.0
1270,117.0,4.3486224853612106e-05,18.28673,53.1,117.0
1271,117.0,3.824661903964223e-05,17.77421,53.0,117.0
1272,117.0,3.523620234521937e-05,16.95295,52.8,117.0
1273,117.0,3.3022765886593095e-05,16.05746,52.8,117.0
1274,117.0,3.144385057039733e-05,15.1706,52.9,117.0
1275,117.0,3.259991463909983e-05,14.43921,53.0,117.0
1276,117.0,3.190324997979809e-05,13.92757,53.1,117.0
1277,124.0,7.592966417650791e-05,15.2092,32.7,124.0
1278,125.0,7.125122929920615e-05,14.82287,31.9,124.0
1279,125.0,6.739428006364842e-05,14.51757,31.1,124.0
1280,125.0,6.382311133081726e-05,14.17005,30.3,124.0
1281,125.0,5.9193609065406095e-05,13.75427,29.6,125.0
1282,125.0,5.498573184480005e-05,13.36507,28.9,125.0
1283,126.0,5.0737588745486586e-05,13.10164,28.2,125.0
1284,126.0,4.7828235915703e-05,12.83874,27.6,125.0
1285,126.0,4.470083307498887e-05,12.55872,27.1,125.0
1286,126.0,4.193172790516329e-05,12.23098,26.6,126.0
1287,126.0,3.8449454582427565e-05,11.85718,26.3,126.0
1288,126.0,3.510399936420314e-05,11.54789,26.2,126.0
1289,126.0,3.2874567667205205e-05,11.25764,26.3,126.0
1290,126.0,3.044155034118462e-05,10.94835,26.6,126.0
1291,126.0,2.7683684483947064e-05,10.67452,27.0,126.0
1292,126.0,2.5492708365981204e-05,10.39072,27.6,125.0
1293,126.0,2.375009876508781e-05,10.12712,28.3,125.0
1294,126.0,2.2357744418730268e-05,9.86634,29.0,125.0
1295,125.0,2.113739379649268e-05,9.64727,29.8,125.0
1296,125.0,1.984519062361189e-05,9.46173,30.6,125.0
1297,127.0,7.955524596034197e-06,11.30108,27.3,127.0
1298,127.0,7.392329994531402e-06,11.06073,26.4,127.0
1299,127.0,6.90060073072951e-06,10.78217,25.9,127.0
1300,128.0,6.5243341281535125e-06,10.52943,25.4,127.0
1301,128.0,6.117063746691186e-06,10.22778,24.9,127.0
1302,128.0,5.699841478000992e-06,9.96355,24.5,127.0
1303,128.0,5.315340427741432e-06,9.66747,24.0,128.0
1304,128.0,5.088181285879776e-06,9.36176,23.7,128.0
1305,128.0,4.838363987856906e-06,9.07074,23.4,128.0
1306,128.0,4.673044332263298e-06,8.75403,23.1,128.0
1307,128.0,4.666986708421855e-06,8.4392,22.9,128.0
1308,128.0,4.531961601421141e-06,8.19318,22.8,128.0
1309,128.0,4.336320339553662e-06,7.94815,22.7,128.0
1310,128.0,4.120023987806532e-06,7.73809,22.8,128.0
1311,128.0,3.822331500494454e-06,7.56433,22.8,128.0
1312,128.0,3.3975248811257374e-06,7.35387,22.9,128.0
1313,128.0,3.0434182746542965e-06,7.1844,23.1,128.0
1314,128.0,2.81728960123128e-06,7.02163,23.4,128.0
1315,128.0,2.6859752554111777e-06,6.88783,23.7,127.0
1316,128.0,2.498689472400083e-06,6.75437,24.1,127.0
1317,121.0,2.941035876586681e-05,15.84483,37.1,121.0
1318,122.0,2.770306663095874e-05,15.63005,36.4,121.0
1319,122.0,2.6384325747021564e-05,15.39829,35.7,121.0
1320,122.0,2.482808881959425e-05,15.20356,34.7,122.0
1321,123.0,2.199987520070795e-05,15.02126,33.7,122.0
1322,123.0,2.002024276865288e-05,14.79868,32.7,122.0
1323,123.0,1.8932086597851527e-05,14.60116,31.8,123.0
1324,124.0,1.7997004813086613e-05,14.35292,30.9,123.0
1325,124.0,1.7006818385469374e-05,14.08911,30.2,123.0
1326,124.0,1.5805083994384183e-05,13.9003,29.5,124.0
1327,125.0,1.4752744010385932e-05,13.65496,29.0,124.0
1328,125.0,1.4024560227231018e-05,13.2784,28.6,124.0
1329,125.0,1.311924802031448e-05,13.00127,28.4,124.0
1330,125.0,1.234147086825186e-05,12.63169,28.2,124.0
1331,125.0,1.1567839334797444e-05,12.29245,28.2,124.0
1332,125.0,1.073334346238668e-05,11.96902,28.2,124.0
1333,125.0,9.728759961199936e-06,11.6649,28.4,124.0
1334,132.0,5.232594037563746e-07,4.95389,10.8,132.0
1335,132.0,1.0328711235055646e-06,4.87926,10.6,132.0
1336,132.0,1.0170027606539935e-06,4.8035,10.4,132.0
1337,132.0,2.498644485366689e-07,4.67075,10.4,132.0
1338,132.0,2.444293332798848e-07,4.46502,10.3,132.0
1339,132.0,7.144243466291673e-07,4.27436,10.3,132.0
1340,132.0,4.641422280312201e-07,4.17212,10.3,132.0
1341,132.0,6.787354886352529e-07,4.11714,10.4,132.0
1342,132.0,8.854051148968083e-07,3.97399,10.5,132.0
1343,132.0,1.091704010221843e-06,3.83931,10.5,132.0
1344,132.0,1.0815681960113062e-06,3.68661,10.6,132.0
1345,132.0,8.563520771675984e-07,3.50827,10.6,131.0
1346,132.0,8.470936639935215e-07,3.38807,10.7,131.0
1347,132.0,6.281430708909707e-07,3.33037,10.8,131.0
1348,132.0,4.1384176553174013e-07,3.28239,10.9,131.0
1349,132.0,4.08805256417987e-07,3.21137,11.0,131.0
1350,132.0,4.038386478835927e-07,3.0787,11.2,131.0
1351,132.0,3.991138077013799e-07,2.95029,11.4,131.0
1352,132.0,3.991138077013799e-07,2.88268,11.6,131.0
1353,132.0,3.903795640982749e-07,2.83111,11.9,131.0
1354,131.0,1.3083503827742589e-06,4.1279,12.4,131.0
1355,132.0,1.5996565217516497e-06,3.9069,12.0,131.0
1356,132.0,1.098980460127419e-06,3.56323,11.6,131.0
1357,132.0,7.701882910122569e-07,3.29563,11.3,131.0
1358,132.0,1.0577648401384886e-06,3.0533,11.1,131.0
1359,132.0,8.898228733418707e-07,3.02337,11.0,131.0
1360,132.0,1.4562662846977286e-06,3.08673,11.0,131.0
1361,132.0,1.1444819802742808e-06,3.08736,11.0,131.0
1362,132.0,1.124802614716158e-06,2.99624,11.0,131.0
1363,132.0,9.67692748152018e-07,2.84549,11.0,131.0
1364,132.0,1.0878455694429618e-06,2.74482,11.0,131.0
1365,132.0,6.690706822326407e-07,2.75209,11.1,131.0
1366,132.0,1.1856523419663754e-06,2.79744,11.2,131.0
1367,132.0,1.6867690613337776e-06,2.81204,11.2,131.0
1368,132.0,1.406316919910251e-06,2.78829,11.4,131.0
1369,132.0,1.008172625365951e-06,2.7714,11.5,131.0
1370,132.0,1.1184428491859352e-06,2.84,11.7,131.0
