,Mean hemoglobin level of non-pregnant women (aged 15-49 years),per_capita-Maternal Disorders,Stillbirth rate (per 1000 total births),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of women of reproductive age (aged 15-49 years)
2726,124.0,6.376530588748611e-06,9.13219,34.2,123.0
2727,124.0,6.292853618041863e-06,9.01908,35.0,123.0
2728,120.0,0.0001044431498226,25.28329,45.6,119.0
2729,120.0,0.0001005576145373,24.63166,45.4,119.0
2730,120.0,9.982165499103751e-05,24.01176,45.1,119.0
2731,120.0,0.0001027382577271,23.55208,44.8,119.0
2732,121.0,0.0001062450229748,23.15185,44.5,119.0
2733,121.0,0.0001092649705453,22.78958,44.0,119.0
2734,121.0,0.0001130714424835,22.49385,43.5,119.0
2735,121.0,0.0001171535079629,22.26561,42.7,120.0
2736,122.0,0.0001207067537094,22.12311,41.9,120.0
2737,122.0,0.0001234148885031,21.97888,41.0,120.0
2738,122.0,0.0001254866696253,21.77114,40.3,121.0
2739,122.0,0.0001270041935479,21.63634,39.6,121.0
2740,123.0,0.0001283662718847,21.46186,39.1,121.0
2741,123.0,0.0001275890660309,21.03843,38.8,121.0
2742,123.0,0.0001243300043268,20.57381,38.6,121.0
2743,123.0,0.0001189648999992,20.13904,38.6,121.0
2744,123.0,0.0001177074342089,19.74383,38.4,122.0
2745,123.0,0.000116045520689,19.38951,38.1,122.0
2746,123.0,0.0001155426148571,19.08475,37.9,122.0
2747,123.0,0.0001117867039846,18.81076,37.9,122.0
2748,128.0,1.4813194152416492e-05,10.50626,20.6,128.0
2749,128.0,1.336965433448041e-05,10.14421,20.7,128.0
2750,128.0,1.320458722905778e-05,9.80937,20.7,128.0
2751,128.0,1.2191270292464152e-05,9.447,20.8,128.0
2752,128.0,9.97116014385562e-06,9.15372,20.9,128.0
2753,128.0,8.141943181379454e-06,8.84945,21.0,128.0
2754,128.0,8.024430386040967e-06,8.54752,21.2,128.0
2755,128.0,7.971138519404177e-06,8.26475,21.3,128.0
2756,128.0,7.52315192780997e-06,8.00855,21.4,128.0
2757,128.0,6.960882811005268e-06,7.74779,21.5,128.0
2758,128.0,6.60272415735974e-06,7.49307,21.5,128.0
2759,128.0,6.130081957846859e-06,7.21025,21.7,128.0
2760,128.0,5.932233503203883e-06,6.95842,21.9,128.0
2761,128.0,5.396740487355319e-06,6.71974,22.0,128.0
2762,128.0,5.192459086077636e-06,6.51107,22.2,128.0
2763,128.0,4.727039594270852e-06,6.33801,22.5,128.0
2764,128.0,4.617639570201799e-06,6.17807,22.8,128.0
2765,128.0,4.3209704113913e-06,6.04174,23.1,128.0
2766,128.0,4.190031914076413e-06,5.88823,23.4,128.0
2767,128.0,4.069416745794214e-06,5.75912,23.8,128.0
2768,119.0,0.0001223999035224,28.49156,48.9,117.0
2769,119.0,0.0001267877609885,28.15402,48.8,118.0
2770,119.0,0.0001299751247315,27.72415,48.7,118.0
2771,119.0,0.0001290331143211,27.46224,48.6,118.0
2772,119.0,0.0001254883738607,27.12707,48.6,118.0
2773,119.0,0.0001259949224046,26.79069,48.6,118.0
2774,119.0,0.000121389804143,26.42793,48.4,118.0
2775,119.0,0.0001196548974021,26.0845,48.2,118.0
2776,119.0,0.0001136592357855,25.82724,47.9,118.0
2777,120.0,0.0001085088418312,25.35047,47.5,118.0
2778,120.0,0.0001024708531146,24.98048,47.2,118.0
2779,120.0,9.406388931589268e-05,24.56366,46.9,119.0
2780,120.0,8.130958423076751e-05,24.30244,46.6,119.0
2781,120.0,7.93935118447991e-05,23.98406,46.4,119.0
2782,120.0,7.726446783961747e-05,23.6177,46.1,119.0
2783,120.0,7.42818297640539e-05,23.3667,45.9,119.0
2784,120.0,7.283802872190402e-05,23.09928,45.6,119.0
2785,120.0,7.106040071286388e-05,22.85013,45.3,119.0
2786,121.0,6.967936819017572e-05,22.64025,45.1,119.0
2787,121.0,6.566596189967934e-05,22.39126,44.9,120.0
2788,127.0,9.586387329991412e-06,11.88264,25.5,127.0
2789,128.0,8.00606539514336e-06,11.81004,24.6,127.0
2790,128.0,6.421349703494177e-06,11.71161,23.8,128.0
2791,128.0,8.048769101741271e-06,11.57819,23.2,128.0
2792,129.0,9.682666735521183e-06,11.49742,22.4,128.0
2793,129.0,8.08610080133259e-06,11.35406,21.8,129.0
2794,129.0,1.0530075921847396e-05,11.18161,21.2,129.0
2795,129.0,8.111543456377337e-06,11.02112,20.5,129.0
2796,130.0,9.7456150823139e-06,10.86389,20.0,129.0
2797,130.0,8.130391974327474e-06,10.67817,19.3,129.0
2798,130.0,1.0580365608602977e-05,10.37128,18.7,130.0
2799,130.0,7.331945694722221e-06,10.22492,18.2,130.0
2800,130.0,6.523247631449555e-06,10.07078,17.8,130.0
2801,131.0,6.529412964965619e-06,9.93021,17.5,130.0
2802,131.0,6.536396288634187e-06,9.78802,17.4,130.0
2803,131.0,6.544700714926745e-06,9.6462,17.3,130.0
2804,131.0,6.554803482894831e-06,9.50732,17.3,130.0
2805,131.0,6.567023037116814e-06,9.35419,17.3,130.0
2806,131.0,5.746145157477213e-06,9.23126,17.5,130.0
2807,130.0,5.7736672932470364e-06,9.0851,17.7,130.0
2808,125.0,1.293649359601497e-05,16.74283,31.4,125.0
2809,125.0,1.2279425614257454e-05,16.04655,31.1,125.0
2810,125.0,1.1637222263015436e-05,15.3746,30.9,125.0
2811,125.0,1.1313085356617495e-05,14.77067,30.9,125.0
2812,125.0,1.0692294819653767e-05,14.2462,30.9,125.0
2813,125.0,1.0286724981411489e-05,13.7825,30.9,125.0
2814,125.0,9.790374242494515e-06,13.3379,30.8,125.0
2815,125.0,9.302000409875511e-06,12.97958,30.7,125.0
2816,125.0,8.821388785164867e-06,12.66036,30.5,125.0
2817,125.0,8.540815164188535e-06,12.38418,30.4,125.0
2818,125.0,8.266001054057652e-06,12.13866,30.2,125.0
2819,125.0,7.808688266439217e-06,11.97929,30.3,125.0
2820,125.0,7.453717075534106e-06,11.84562,30.3,125.0
2821,125.0,7.106026436448637e-06,11.79327,30.5,125.0
2822,125.0,6.765701295567798e-06,11.90591,30.6,125.0
2823,125.0,6.3421738706966654e-06,11.88998,30.8,125.0
2824,125.0,5.927475718005911e-06,11.35833,31.1,125.0
2825,125.0,5.610307006685705e-06,11.09014,31.4,125.0
2826,125.0,5.254097038007247e-06,10.95093,31.8,125.0
2827,125.0,4.820527805724666e-06,10.79415,32.1,124.0
2828,123.0,1.4867228078546968e-05,12.11958,35.6,123.0
2829,124.0,1.2469866195558143e-05,11.59466,35.0,123.0
2830,124.0,1.1154443124142188e-05,11.03428,34.5,123.0
2831,124.0,8.674867005217054e-06,10.44584,34.1,124.0
2832,124.0,6.981919509527416e-06,9.82216,33.7,124.0
2833,124.0,5.903089597286549e-06,9.12463,33.3,124.0
2834,124.0,4.923627618149159e-06,8.48003,32.8,124.0
2835,125.0,4.17291712586588e-06,7.82533,32.3,124.0
2836,125.0,3.641456878289845e-06,7.23316,31.7,124.0
2837,125.0,3.502352435085395e-06,6.68786,31.2,125.0
2838,125.0,3.3031669788180884e-06,6.17759,30.7,125.0
2839,125.0,3.122399903982396e-06,5.74811,30.3,125.0
2840,125.0,3.197513653508693e-06,5.48474,29.9,125.0
2841,126.0,3.569017006465176e-06,5.36543,29.7,125.0
2842,126.0,3.85937694806646e-06,5.05305,29.5,125.0
2843,126.0,3.938293317688089e-06,4.79911,29.4,125.0
2844,126.0,3.944510023755302e-06,4.75389,29.4,125.0
2845,126.0,3.773441974287624e-06,4.55052,29.5,125.0
2846,126.0,3.547984749408804e-06,4.43113,29.6,125.0
2847,126.0,3.3042934033831123e-06,4.43182,29.8,125.0
2848,125.0,1.231334732646446e-05,10.10829,32.7,124.0
2849,125.0,1.1924625566757203e-05,10.0062,31.9,124.0
2850,125.0,1.243721151499228e-05,9.86051,31.2,125.0
2851,125.0,1.20716485262712e-05,9.70885,30.5,125.0
2852,126.0,1.2802510854467785e-05,9.52041,29.6,125.0
2853,126.0,1.3721670913595282e-05,9.3424,28.6,126.0
2854,126.0,1.3984490775957016e-05,9.1876,27.9,126.0
2855,127.0,1.3614755210890464e-05,9.01589,27.2,126.0
2856,127.0,1.366648637948271e-05,8.8704,26.5,126.0
2857,127.0,1.2487494593017198e-05,8.77947,25.9,127.0
2858,127.0,1.1941105657331555e-05,8.69466,25.4,127.0
2859,127.0,1.2606295584014656e-05,8.66425,25.2,127.0
2860,127.0,1.2858993421734627e-05,8.60283,25.1,127.0
2861,127.0,1.290817204637554e-05,8.58526,25.2,127.0
2862,127.0,1.2761161520921636e-05,8.55537,25.2,127.0
2863,127.0,1.223376741543695e-05,8.58222,25.3,127.0
2864,127.0,1.1717309698133754e-05,8.57576,25.5,127.0
2865,127.0,1.1212276994818249e-05,8.62442,25.8,127.0
2866,127.0,1.0464791861830364e-05,8.63365,26.1,127.0
2867,127.0,1.0054416329249594e-05,8.58308,26.5,126.0
2868,124.0,7.88117393759229e-05,23.31527,38.2,122.0
2869,124.0,8.120695980502553e-05,22.94397,37.5,122.0
2870,124.0,8.139121257594354e-05,22.42827,36.9,123.0
2871,125.0,8.061709077765555e-05,21.96439,36.2,123.0
2872,125.0,8.221443610590717e-05,21.56225,35.6,123.0
2873,125.0,8.042727165374854e-05,21.26993,34.9,123.0
2874,125.0,7.823599839268677e-05,21.14739,34.1,124.0
2875,126.0,7.514222996628513e-05,21.10789,33.2,124.0
2876,126.0,6.917884267430485e-05,21.03704,32.4,124.0
2877,126.0,6.676025665843198e-05,21.01032,31.6,125.0
2878,127.0,6.452350425085637e-05,20.78,30.9,125.0
2879,127.0,6.269456985284515e-05,20.46843,30.4,125.0
2880,127.0,6.113189849640618e-05,20.11304,30.2,125.0
2881,127.0,6.153619075702747e-05,19.71901,30.2,125.0
2882,127.0,5.986434070911141e-05,19.32502,30.3,125.0
2883,127.0,5.59320971321706e-05,18.98726,30.6,125.0
2884,126.0,5.302736743641306e-05,18.65917,30.9,125.0
2885,126.0,4.97269192492648e-05,18.34858,31.2,125.0
2886,126.0,4.97269192492648e-05,18.09074,31.6,125.0
2887,126.0,4.606670685032999e-05,17.83072,32.1,125.0
2888,134.0,2.3875005652458605e-06,6.79603,13.3,134.0
2889,134.0,2.3089011189182206e-06,6.63156,13.2,134.0
2890,134.0,2.330574515750314e-06,6.42512,13.2,134.0
2891,134.0,2.139841584590455e-06,6.23208,13.2,134.0
2892,134.0,1.9870886589071e-06,6.0518,13.2,133.0
2893,134.0,1.9165483730420863e-06,5.83812,13.2,133.0
2894,133.0,1.866138416505621e-06,5.64009,13.2,133.0
2895,133.0,2.2678252359445377e-06,5.47706,13.3,133.0
2896,133.0,2.217666680697394e-06,5.37183,13.4,133.0
2897,133.0,2.5601528704477742e-06,5.27902,13.5,133.0
2898,133.0,2.3339999765719246e-06,5.19212,13.6,133.0
2899,133.0,1.9497190499160866e-06,5.0845,13.8,132.0
2900,133.0,1.716678337106756e-06,4.99469,14.1,132.0
2901,132.0,1.525580256694134e-06,4.91347,14.5,132.0
2902,132.0,1.9191079299978063e-06,4.83008,14.9,132.0
2903,132.0,2.226842136979513e-06,4.75243,15.3,132.0
2904,132.0,1.8754043554756684e-06,4.68263,15.8,131.0
2905,131.0,2.117993998157529e-06,4.63731,16.4,131.0
2906,131.0,1.933820607013397e-06,4.58615,16.9,131.0
2907,131.0,1.8900394640240088e-06,4.52217,17.5,131.0
2908,128.0,2.795641408667793e-06,8.43024,24.3,127.0
2909,128.0,2.65696225962241e-06,8.23973,24.0,127.0
2910,128.0,2.529441291386578e-06,7.93566,23.9,127.0
2911,128.0,2.411769434842029e-06,7.67328,23.9,127.0
2912,128.0,2.0471096219525893e-06,7.51216,23.6,127.0
2913,128.0,1.957616621339685e-06,7.40657,23.3,128.0
2914,128.0,1.6409144675677945e-06,7.32866,23.5,127.0
2915,128.0,1.800175562121696e-06,7.23027,23.9,127.0
2916,128.0,1.7310775373431292e-06,6.94827,23.9,127.0
2917,128.0,1.6671907897712009e-06,6.544,23.8,127.0
2918,128.0,1.6078485519213488e-06,6.11272,23.8,127.0
2919,128.0,1.5538011414223184e-06,5.66314,23.8,127.0
2920,128.0,1.5053674818419752e-06,5.4008,24.0,127.0
2921,128.0,1.644144325181057e-06,5.27635,23.9,127.0
2922,128.0,2.1318912273564284e-06,5.20114,23.8,127.0
2923,128.0,2.076210776918073e-06,5.15101,23.7,127.0
2924,128.0,2.02446839990404e-06,5.06662,23.6,127.0
2925,128.0,1.9761299964182644e-06,4.97514,23.7,127.0
2926,128.0,1.9761299964182644e-06,4.96235,24.0,127.0
2927,128.0,1.8879501581158256e-06,4.93337,24.3,127.0
2928,132.0,1.0483603914023085e-06,4.44815,9.2,132.0
2929,132.0,1.044215309921083e-06,4.40031,9.0,132.0
2930,132.0,9.395733531628052e-07,4.36442,8.9,132.0
2931,133.0,1.0196641393483042e-06,4.33621,8.8,132.0
2932,133.0,9.812571240930357e-07,4.29688,8.8,132.0
2933,133.0,1.008475359177592e-06,4.24687,8.8,132.0
2934,133.0,9.86082951138538e-07,4.17209,8.8,132.0
2935,133.0,1.0449105834094976e-06,4.09588,8.8,132.0
2936,133.0,9.89575391044505e-07,4.00959,8.9,132.0
2937,132.0,1.1290896595259166e-06,3.91327,8.9,132.0
2938,132.0,8.500612557348661e-07,3.79675,9.0,132.0
2939,132.0,8.772159271789565e-07,3.66167,9.1,132.0
2940,132.0,8.565017044383919e-07,3.50132,9.2,132.0
2941,132.0,8.360204819339444e-07,3.33463,9.3,132.0
2942,132.0,6.902721328856689e-07,3.16676,9.5,132.0
2943,132.0,5.617256611760688e-07,3.00821,9.7,132.0
2944,132.0,6.518659165200641e-07,2.99917,9.9,132.0
2945,132.0,5.249388245557489e-07,3.03253,10.2,132.0
2946,132.0,6.175750877126457e-07,3.04742,10.5,132.0
2947,132.0,6.11279525412357e-07,3.04298,10.9,132.0
2948,135.0,2.186609833617491e-06,3.31203,7.8,135.0
2949,135.0,2.2590025883399096e-06,3.27058,7.7,135.0
2950,135.0,2.202888811404032e-06,3.18871,7.7,135.0
2951,135.0,2.731408210190108e-06,3.11422,7.8,134.0
2952,135.0,3.142854210111536e-06,3.0956,7.9,134.0
2953,135.0,3.404866501642559e-06,2.98531,8.1,134.0
2954,134.0,3.489697502035679e-06,2.9629,8.4,134.0
2955,134.0,3.521454798261359e-06,2.99037,8.6,134.0
2956,134.0,3.623821111526272e-06,3.08445,8.9,133.0
2957,134.0,3.517840139963133e-06,2.96991,9.2,133.0
2958,133.0,3.214588739205469e-06,2.97287,9.4,133.0
2959,133.0,3.3756524846911265e-06,2.96543,9.8,133.0
2960,133.0,3.473024806038256e-06,2.97203,10.0,133.0
2961,133.0,3.7010303163140494e-06,2.97982,10.3,132.0
2962,133.0,3.7181836154746144e-06,3.00133,10.5,132.0
2963,132.0,3.7224220638974096e-06,3.01931,10.7,132.0
2964,132.0,3.849405169743764e-06,3.03359,11.0,132.0
2965,132.0,3.355366479892523e-06,3.03266,11.2,132.0
2966,132.0,3.1938456593345725e-06,3.02089,11.5,132.0
2967,132.0,2.964704989453556e-06,3.00283,11.8,132.0
2968,133.0,4.348105608031324e-06,7.33634,12.8,132.0
2969,132.0,5.880184736835427e-06,7.08869,13.0,132.0
2970,132.0,6.169804114889156e-06,6.93544,13.2,132.0
2971,132.0,3.9991964691402e-06,6.89255,13.5,131.0
2972,132.0,3.989608604051294e-06,6.72205,13.7,131.0
2973,132.0,3.675444751786496e-06,6.46481,13.8,131.0
2974,132.0,3.0568821574985165e-06,6.23625,13.8,131.0
2975,132.0,4.269753250959627e-06,5.92875,13.6,131.0
2976,132.0,3.3471560736276964e-06,5.48825,13.3,131.0
2977,132.0,4.250455026390771e-06,5.08459,13.1,131.0
2978,132.0,2.42345223193892e-06,4.87447,12.8,132.0
2979,132.0,3.324734361280748e-06,4.83522,12.7,132.0
2980,132.0,3.01538327933787e-06,4.90609,12.8,131.0
2981,132.0,3.609608778568549e-06,4.97689,13.0,131.0
2982,132.0,3.600390282306602e-06,4.93987,13.1,131.0
2983,132.0,3.5907792379947533e-06,4.8331,13.4,131.0
2984,132.0,3.5810034926720733e-06,4.8066,13.6,131.0
2985,131.0,3.2736653266463263e-06,4.85474,14.0,131.0
2986,131.0,3.2736653266463263e-06,4.79253,14.3,131.0
2987,131.0,2.959918850864785e-06,4.71009,14.7,131.0
2988,119.0,1.0422565133045442e-05,11.16275,46.7,119.0
2989,120.0,1.0326190972418191e-05,10.99865,45.0,119.0
2990,120.0,9.534442140957815e-06,10.76045,43.5,120.0
2991,121.0,1.0195388268085926e-05,10.53107,41.8,120.0
2992,121.0,1.0316697487324547e-05,10.34722,40.2,121.0
2993,122.0,1.043712015664874e-05,10.10963,38.5,122.0
2994,123.0,9.4366140026521e-06,9.8919,36.9,122.0
2995,123.0,9.379870192936544e-06,9.65878,35.3,123.0
2996,124.0,8.996151621870829e-06,9.41466,33.6,123.0
2997,124.0,9.635583674394356e-06,9.14019,32.1,124.0
2998,125.0,7.464363585130959e-06,8.87966,30.6,124.0
2999,125.0,8.638894221539643e-06,8.64439,29.4,125.0
3000,126.0,7.184570922632737e-06,8.35729,28.3,125.0
3001,126.0,7.675765612263027e-06,8.05902,27.3,125.0
3002,126.0,7.846603126003725e-06,7.74024,26.5,126.0
3003,127.0,7.94522126105593e-06,7.45385,25.8,126.0
3004,127.0,7.905375974592054e-06,7.18153,25.2,126.0
3005,127.0,7.865847632480707e-06,6.92159,24.8,126.0
3006,127.0,7.697773965120008e-06,6.74317,24.5,126.0
3007,127.0,7.525707221734665e-06,6.54713,24.3,126.0
3008,127.0,1.4429982489918591e-05,9.79084,27.3,126.0
3009,127.0,1.4804641225666602e-05,9.64838,26.6,127.0
3010,127.0,1.4137041504121692e-05,9.4193,26.1,127.0
3011,127.0,1.4585197393535596e-05,9.26864,25.9,127.0
3012,128.0,1.4214232413782248e-05,9.32593,25.5,127.0
3013,128.0,1.46027713764786e-05,9.34857,24.9,127.0
3014,128.0,1.423475775289256e-05,9.22852,24.1,128.0
3015,129.0,1.3372514287839837e-05,8.96441,23.1,128.0
3016,129.0,1.49915865399176e-05,8.81808,22.3,128.0
3017,129.0,1.5961308594597828e-05,8.81399,21.7,129.0
3018,129.0,1.550146808453428e-05,8.80297,21.1,129.0
3019,130.0,1.584903956267651e-05,8.85454,20.7,129.0
3020,129.0,1.5437855003815254e-05,8.865,20.7,129.0
3021,129.0,1.7182562868151342e-05,8.74831,20.9,129.0
3022,129.0,2.410933500288169e-05,8.56482,21.3,129.0
3023,129.0,2.5516251495279664e-05,9.33481,21.8,128.0
3024,129.0,2.011434923308063e-05,9.36403,22.3,128.0
3025,128.0,1.821605275687992e-05,9.33251,22.9,128.0
3026,128.0,1.8282534701248094e-05,9.33581,23.6,128.0
3027,128.0,1.6093642331266094e-05,9.35423,24.1,127.0
3028,126.0,5.140317793390648e-06,13.26348,26.7,126.0
3029,127.0,4.949540124138955e-06,12.72469,25.4,126.0
3030,127.0,4.787222835796239e-06,12.26503,24.0,127.0
3031,128.0,4.666049840800212e-06,11.81737,22.7,127.0
3032,128.0,4.57095153342107e-06,11.42347,21.5,128.0
3033,129.0,4.441816047506727e-06,11.04202,20.4,128.0
3034,129.0,4.293877366113628e-06,10.70143,19.4,129.0
3035,129.0,4.184059408650471e-06,10.42019,18.5,129.0
3036,130.0,4.100122478310466e-06,10.12715,17.6,129.0
3037,130.0,4.019112914042013e-06,9.86676,17.1,129.0
3038,130.0,3.874016189681121e-06,9.61847,16.7,130.0
3039,130.0,3.688594618062151e-06,9.40247,16.5,130.0
3040,130.0,3.5074573569672e-06,9.15135,16.5,130.0
3041,130.0,3.36296723834082e-06,8.92878,16.7,130.0
3042,130.0,3.211240815744226e-06,8.66957,17.1,130.0
3043,130.0,3.031304086520117e-06,8.44716,17.5,129.0
3044,130.0,2.844815105073823e-06,8.2835,18.1,129.0
3045,130.0,2.6622251876452783e-06,8.11556,18.7,129.0
3046,129.0,2.537433381974406e-06,7.983,19.5,129.0
3047,129.0,2.390322601207076e-06,7.81243,20.3,129.0
3048,125.0,9.908001547388184e-05,20.6585,34.4,123.0
3049,125.0,9.402507736169204e-05,20.48292,33.9,123.0
3050,125.0,8.894417493514678e-05,20.27709,33.5,123.0
3051,125.0,8.628324623707932e-05,19.89038,33.2,123.0
3052,125.0,8.536166407666316e-05,19.58096,32.8,124.0
3053,125.0,8.214947429887089e-05,19.21923,32.4,124.0
3054,125.0,8.107704950128458e-05,18.88584,31.9,124.0
3055,126.0,7.754588111041489e-05,18.61397,31.4,124.0
3056,126.0,7.255266508153667e-05,18.36476,30.8,124.0
3057,126.0,6.722469287005566e-05,17.83811,30.3,125.0
3058,126.0,6.381727605726616e-05,17.3069,29.8,125.0
3059,127.0,6.260204349206734e-05,16.80535,29.6,125.0
3060,127.0,5.947112212293597e-05,16.44981,29.5,125.0
3061,127.0,5.65566366568382e-05,16.2115,29.6,125.0
3062,126.0,5.411035629431479e-05,15.97505,29.7,125.0
3063,126.0,5.209695684735553e-05,15.70936,29.8,125.0
3064,126.0,5.065358645393981e-05,15.4053,30.0,125.0
3065,126.0,4.913299850551284e-05,15.12863,30.1,125.0
3066,126.0,4.846985374040776e-05,14.88168,30.4,125.0
3067,126.0,4.577096754360197e-05,14.75985,30.7,125.0
3068,126.0,0.0001318244695395,23.72957,30.6,125.0
3069,127.0,0.0001224729202443,23.03257,30.1,126.0
3070,127.0,0.0001120479254493,22.24707,29.7,126.0
3071,127.0,0.000105060279568,21.30467,29.3,126.0
3072,127.0,9.889831488744216e-05,19.37633,29.0,126.0
3073,127.0,9.52244348570344e-05,17.64418,28.8,126.0
3074,127.0,9.197797395620982e-05,16.58867,28.7,126.0
3075,127.0,8.824242939479077e-05,16.02393,28.6,126.0
3076,127.0,8.703178630858176e-05,15.94023,28.6,126.0
3077,127.0,8.3416755460816e-05,16.04652,28.7,126.0
