,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,Stillbirth rate (per 1000 total births),per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Diarrheal Diseases
2793,3.31483,0.0002094300107545,29.7,2.264108224373125e-05,11.35406,1.940664192319821e-05,116.0,2.264108224373125e-05
2794,3.26123,0.0002008814483552,29.3,2.1060151843694792e-05,11.18161,1.944014016341058e-05,116.0,2.1060151843694792e-05
2795,3.20329,0.0001995439690268,28.8,2.027885864094334e-05,11.02112,1.7845395604030138e-05,116.0,2.027885864094334e-05
2796,3.13789,0.0002046579167285,28.3,1.94912301646278e-05,10.86389,1.867909557443498e-05,117.0,2.030336475482063e-05
2797,3.07154,0.0001951294073838,27.7,1.951294073838594e-05,10.67817,1.7886862343520445e-05,117.0,2.0325979935818687e-05
2798,2.99885,0.000188004958122,26.9,1.871910838445142e-05,10.37128,1.709135982928173e-05,117.0,1.9532982662036264e-05
2799,2.92748,0.000180039999837,26.2,1.629321265493827e-05,10.22492,1.629321265493827e-05,117.0,1.873719455317901e-05
2800,2.85688,0.0001753122800952,25.5,1.5492713124692693e-05,10.07078,1.5492713124692693e-05,118.0,1.7938930986486277e-05
2801,2.78416,0.0001860882695015,24.8,1.7139709033034748e-05,9.93021,1.5507355791793345e-05,118.0,1.8772062274276152e-05
2802,2.71261,0.0001928236905147,24.4,1.7975089793744014e-05,9.78802,1.5523941185506197e-05,118.0,1.879213932982329e-05
2803,2.63881,0.0001987952842158,24.0,1.881601455541439e-05,9.6462,1.5543664197951017e-05,118.0,1.9634102144780232e-05
2804,2.56648,0.0002081150105819,23.6,1.966441044868449e-05,9.50732,1.6387008707237077e-05,119.0,1.966441044868449e-05
2805,2.49609,0.0002142491265859,23.2,2.052194699099005e-05,9.35419,1.6417557592792036e-05,119.0,1.970106911135044e-05
2806,2.42347,0.0002191743938637,23.0,2.134282487062965e-05,9.23126,1.6417557592792036e-05,119.0,2.052194699099005e-05
2807,2.35132,0.0002259978340499,22.9,2.1445049946346133e-05,9.0851,1.6496192266420103e-05,119.0,2.062024033302513e-05
2808,4.44347,0.0001720658823014,35.6,3.365591829857553e-06,16.74283,1.6933133893970816e-05,114.0,1.367271680879631e-05
2809,4.32985,0.0001692063224473,34.4,3.225950796965941e-06,16.04655,1.623381691376409e-05,114.0,1.3111929045732535e-05
2810,4.21937,0.0001666285453235,33.6,3.089528034428877e-06,15.3746,1.5653608707772976e-05,115.0,1.277004920897269e-05
2811,4.11257,0.000164906055018,33.0,2.955670949026193e-06,14.77067,1.528795318461824e-05,115.0,1.2536121611386958e-05
2812,4.00596,0.0001617966121766,32.4,2.925250469527918e-06,14.2462,1.492886446517696e-05,115.0,1.2306226113186414e-05
2813,3.90283,0.0001601932705843,32.0,2.7963912570827348e-06,13.7825,1.4581182983359974e-05,115.0,1.2184276191574772e-05
2814,3.80532,0.0001592171972769,31.6,2.7689947352509743e-06,13.3379,1.414165168360319e-05,115.0,1.2163798301281066e-05
2815,3.71226,0.0001582319227616,31.1,2.741642226068572e-06,12.97958,1.3806126924131024e-05,115.0,1.2141558429732248e-05
2816,3.62862,0.0001580094914265,30.6,2.7142734723584206e-06,12.66036,1.3474429023493587e-05,116.0,1.2117292287314377e-05
2817,3.55043,0.0001579570984298,30.2,2.6869980291829098e-06,12.38418,1.3147097499930668e-05,116.0,1.2187455346651056e-05
2818,3.48112,0.0001587642271417,29.8,2.660322178317405e-06,12.13866,1.2826553359744632e-05,116.0,1.225648432153376e-05
2819,3.4202,0.0001581494575407,29.6,2.634256282654194e-06,11.97929,1.251271734260742e-05,116.0,1.2324556179560692e-05
2820,3.36899,0.0001574597732206,29.4,2.701972439881113e-06,11.84562,1.2298633174631276e-05,116.0,1.211229024774292e-05
2821,3.32788,0.0001575323003508,29.3,2.58400961325405e-06,11.79327,1.1997187490108088e-05,116.0,1.1904901432491871e-05
2822,3.29776,0.0001578968396952,29.3,2.6514234806954884e-06,11.90591,1.170283467341457e-05,116.0,1.170283467341457e-05
2823,3.2783,0.0001585543467674,29.3,2.536869548278666e-06,11.88998,1.1325310483386902e-05,116.0,1.1415912967253997e-05
2824,3.26947,0.0001593233624809,29.5,2.604496906396537e-06,11.35833,1.1136469530798984e-05,116.0,1.122627976895059e-05
2825,3.26716,0.0001605616433818,29.8,2.5825222729188166e-06,11.09014,1.104250902903218e-05,116.0,1.104250902903218e-05
2826,3.25915,0.000162253640733,30.1,2.5825222729188166e-06,10.95093,1.0864404044692951e-05,116.0,1.0864404044692951e-05
2827,3.23706,0.0001610932746713,30.4,2.54173284301846e-06,10.79415,1.0605161172594264e-05,116.0,1.0605161172594264e-05
2828,7.60218,0.0002358557261611,38.7,9.743158461065744e-06,12.11958,3.958158124807959e-05,113.0,3.585363494666571e-05
2829,7.37731,0.0002108474561999,37.5,9.239103675958673e-06,11.59466,3.485130247386942e-05,113.0,3.314089878702264e-05
2830,7.12296,0.0001884021425742,36.5,8.520555263860871e-06,11.03428,2.998026455172668e-05,114.0,3.094458415084607e-05
2831,6.84377,0.0001613638659924,35.6,8.16458071079252e-06,10.44584,2.55284893405162e-05,114.0,2.4848107614616823e-05
2832,6.53775,0.0001382001147715,34.8,7.652183782442048e-06,9.82216,2.211872100618285e-05,114.0,2.12389991479824e-05
2833,6.19624,0.0001221623063979,34.0,7.196540464757262e-06,9.12463,1.970448555551128e-05,114.0,1.8438554919263347e-05
2834,5.82328,0.0001147218798741,33.1,7.14807645940663e-06,8.48003,1.7999046416760147e-05,115.0,1.679187600900457e-05
2835,5.42046,0.0001108899227261,32.2,7.2357312983764145e-06,7.82533,1.666491903470797e-05,115.0,1.539431926881932e-05
2836,4.99409,0.0001089930263462,31.2,7.546787443412288e-06,7.23316,1.572687173522281e-05,115.0,1.4275566457643524e-05
2837,4.55078,0.0001116065616117,30.2,7.890057902088288e-06,6.68786,1.5480658161028008e-05,116.0,1.2473061832014158e-05
2838,4.10921,0.0001136058090497,29.3,8.058699205132068e-06,6.17759,1.4575063634162305e-05,116.0,1.14261301329544e-05
2839,3.6838,0.0001172042305421,28.4,8.643716807365898e-06,5.74811,1.3657326409288853e-05,116.0,1.0738009425890676e-05
2840,3.29556,0.0001240760690253,27.6,9.492226806690513e-06,5.48474,1.276497607557588e-05,117.0,1.025712222968671e-05
2841,2.96131,0.000136415761136,26.9,1.08309752210089e-05,5.36543,1.2144571758110666e-05,117.0,9.96350580971528e-06
2842,2.68619,0.0001493885178659,26.3,1.1749658708557887e-05,5.05305,1.1749658708557887e-05,117.0,9.630064384699164e-06
2843,2.46403,0.0001589495183018,25.8,1.2202650372036634e-05,4.79911,1.1330166929348813e-05,117.0,9.245900927372346e-06
2844,2.28793,0.0001693501643937,25.5,1.2780692052653958e-05,4.75389,1.1090187756758827e-05,117.0,9.051991087949096e-06
2845,2.14696,0.0001746818846021,25.2,1.2779864799709971e-05,4.55052,1.0762615945531051e-05,117.0,8.864028788656777e-06
2846,2.02918,0.0001750022711848,25.0,1.2506942895909297e-05,4.43113,1.0193039798468773e-05,117.0,8.757233261082598e-06
2847,1.92705,0.0001729867405686,25.0,1.2135133872283755e-05,4.43182,9.691818327528635e-06,118.0,8.516699898860698e-06
2848,6.11472,0.0007016327726579,40.7,5.016548910781818e-06,10.10829,0.0001607575900955,112.0,0.0001776314364317
2849,5.97632,0.0006509045615967,39.3,4.499858704436681e-06,10.0062,0.0001577200475905,113.0,0.0001424205279954
2850,5.86136,0.0005972082457823,38.2,4.2197681925866665e-06,9.86051,0.000156797702314,113.0,0.0001143779273253
2851,5.75588,0.0005599050071003,37.2,3.950721335870575e-06,9.70885,0.0001567119463228,114.0,9.152504428100164e-05
2852,5.64485,0.0005249029450331,36.0,3.688859059761904e-06,9.52041,0.0001566680141851,114.0,7.616408999861342e-05
2853,5.51328,0.0004961241639696,34.9,3.644818836423747e-06,9.3424,0.0001562984077501,115.0,6.646434348772715e-05
2854,5.35288,0.0004697517583378,33.9,3.6020658059283224e-06,9.1876,0.0001474728118191,115.0,5.742116667097502e-05
2855,5.15863,0.0004494963797318,33.1,3.5607821320790445e-06,9.01589,0.0001407556231033,115.0,5.0479323166532335e-05
2856,4.94587,0.0004294589810764,32.3,3.520155582594032e-06,8.8704,0.0001308669604823,116.0,4.493375067193558e-05
2857,4.73537,0.0003989856878982,31.7,3.0706953917255405e-06,8.77947,0.0001156628597549,116.0,3.930490101408692e-05
2858,4.54019,0.0003687575340281,31.1,2.833482698349861e-06,8.69466,0.0001086843006438,116.0,3.359700913757692e-05
2859,4.37284,0.0003523759765626,30.9,2.801399018669924e-06,8.66425,0.0001032515638309,116.0,2.8614289976414223e-05
2860,4.24183,0.0003333446756249,30.8,2.571798684346925e-06,8.60283,9.73326886691298e-05,116.0,2.3344018827149016e-05
2861,4.14365,0.0003195750473299,30.9,2.542518736407304e-06,8.58526,9.837591726252876e-05,116.0,2.0144571526919407e-05
2862,4.06682,0.0003037543143843,31.0,2.320211185622116e-06,8.55537,9.764222072826402e-05,116.0,1.701488202789551e-05
2863,4.0043,0.0002874935342627,31.2,2.102678774528226e-06,8.58222,9.328247654270676e-05,116.0,1.5865667116894795e-05
2864,3.93907,0.0002728999226468,31.7,2.0788775270882465e-06,8.57576,9.05256668613882e-05,116.0,1.5497087020112383e-05
2865,3.86919,0.0002584429847305,32.2,2.0555841157166783e-06,8.62442,8.670827542659444e-05,116.0,1.5136573943004633e-05
2866,3.79057,0.0002490994205682,32.7,2.0555841157166783e-06,8.63365,8.390520617788987e-05,116.0,1.457596009326372e-05
2867,3.69893,0.0002347249193955,33.1,2.010883265849919e-06,8.58308,7.98869079251286e-05,115.0,1.3710567721703993e-05
2868,22.99813,0.0008417577990018,72.9,0.0002987582726236,23.31527,0.0008334508413027,98.0,0.000787825189217
2869,22.41669,0.0008214256118731,71.9,0.0002862292194225,22.94397,0.000799594912953,99.0,0.0007249493134913
2870,21.84533,0.0007856038458427,70.9,0.0002687912403738,22.42827,0.0007473621473145,99.0,0.0006600030310668
2871,21.27339,0.0007420039585195,69.8,0.0002434089069804,21.96439,0.0006944771062278,100.0,0.0005855186630844
2872,20.69548,0.0007343118772871,68.7,0.000237279895541,21.56225,0.0006582662778341,100.0,0.0005491366199034
2873,20.14078,0.00070437693865,67.4,0.0002226998527273,21.26993,0.0006076017956416,101.0,0.0005039116094355
2874,19.59087,0.0006664611416689,66.0,0.0002040641358513,21.14739,0.000559293231398,102.0,0.0004665399186427
2875,19.06535,0.0006270774397846,64.4,0.0001867320763146,21.10789,0.0005241120974033,102.0,0.0004364131183661
2876,18.54457,0.0005822818255512,62.8,0.0001674319270624,21.03704,0.0004870573080083,103.0,0.000402576232853
2877,18.04412,0.0005502701025451,61.2,0.0001540954003758,21.01032,0.0004612358315179,104.0,0.0003783184188057
2878,17.5667,0.000540141075028,59.5,0.0001501855672029,20.78,0.0004378615898675,105.0,0.0003649245799579
2879,17.11694,0.0005213761325181,58.1,0.0001443130766889,20.46843,0.0004145353402067,105.0,0.0003477092848751
2880,16.67525,0.0005076763043395,56.7,0.0001391566061532,20.11304,0.0004006606370674,106.0,0.0003453826823394
2881,16.2544,0.0005165220906856,55.6,0.0001480849066032,19.71901,0.0004014644752754,106.0,0.0003617402822036
2882,15.83179,0.0005133490473551,54.6,0.0001469232323775,19.32502,0.0003969677868088,107.0,0.0003617549951563
2883,15.42289,0.0004760988178448,53.9,0.0001321689976547,18.98726,0.0003800578489106,107.0,0.0003381212944359
2884,15.02537,0.0004624614555058,53.2,0.000126879149784,18.65917,0.0003658284396763,107.0,0.0003214738854106
2885,14.61443,0.0004058583859402,52.7,0.0001051422437009,18.34858,0.0003364784929792,108.0,0.0002901086653248
2886,14.23859,0.0003978153539941,52.2,9.912745459347112e-05,18.09074,0.0003301373199666,108.0,0.0002740925408408
2887,13.86623,0.0003583038486138,51.7,8.550901691171577e-05,17.83072,0.0003015946682337,108.0,0.0002379353010586
2888,3.77086,0.0001731652119374,27.8,7.631839413691895e-06,6.79603,0.0001182526989367,117.0,2.4895305039315807e-06
2889,3.68898,0.0001732294294845,27.3,6.885472979631122e-06,6.63156,0.000123670516182,117.0,2.185209987547601e-06
2890,3.61296,0.0001786635070735,26.9,6.388271217279878e-06,6.42512,0.0001315734166347,117.0,1.97682659818107e-06
2891,3.5382,0.0001795159258758,26.5,5.91603261622067e-06,6.23208,0.000135733088748,117.0,1.7832013204920462e-06
2892,3.4595,0.0001858350680899,26.1,5.538481155677235e-06,6.0518,0.0001431760796465,117.0,1.6911392841762548e-06
2893,3.36771,0.0001875874957569,25.6,5.025615733754804e-06,5.83812,0.0001490861684407,117.0,1.6184186261244283e-06
2894,3.2567,0.0001784628922451,25.2,4.504472039841154e-06,5.64009,0.000139038036963,117.0,1.5872901473725973e-06
2895,3.12584,0.0001880351095631,24.9,4.449257129567379e-06,5.47706,0.0001430457765491,118.0,1.6198751685318125e-06
2896,2.98007,0.0001881755404062,24.6,4.304882380177295e-06,5.37183,0.0001379736544677,118.0,1.652379095421588e-06
2897,2.82577,0.0001631714526062,24.1,3.654235293716055e-06,5.27902,0.0001106336146408,118.0,1.575478689506323e-06
2898,2.67014,0.0001547265833525,23.7,3.3248490232298174e-06,5.19212,9.877664051794014e-05,118.0,1.6293962100596456e-06
2899,2.52173,0.000150992446877,23.5,3.079669862935637e-06,5.0845,9.112720968528256e-05,118.0,1.661692372087574e-06
2900,2.38347,0.0001544564612918,23.4,2.9205826254673377e-06,4.99469,8.933415710112689e-05,118.0,1.7389728609652851e-06
2901,2.25622,0.0001604102769906,23.4,2.6697654492147345e-06,4.91347,8.729459968818935e-05,118.0,1.8172353057680128e-06
2902,2.7471,0.0001561250745404,23.5,2.6867511019969288e-06,4.83008,7.904466897555671e-05,118.0,1.783641487880314e-06
2903,2.03581,0.0002087778117813,23.8,3.317540326520499e-06,4.75243,0.0001067975310592,118.0,2.0905048632868897e-06
2904,1.94255,0.0002093591642685,24.1,3.2705222296709826e-06,4.68263,0.0001004256161572,118.0,2.0812414188815345e-06
2905,1.85863,0.000204409442496,24.6,3.2230343450223272e-06,4.63731,9.733563721967429e-05,118.0,2.0028856286924463e-06
2906,1.78205,0.0002036036839098,25.1,3.2230343450223272e-06,4.58615,9.54248382865539e-05,117.0,1.979863954799429e-06
2907,1.71151,0.0002037975886269,25.6,3.2434010555473733e-06,4.52217,9.433863645739588e-05,117.0,1.9367071051110213e-06
2908,2.51193,8.138422767455131e-05,19.6,1.5531341159265515e-06,8.43024,1.5220714336080208e-05,120.0,8.07629740281807e-06
2909,2.46481,7.911843173097844e-05,19.2,1.4760901442346724e-06,8.23973,1.4170465384652854e-05,120.0,7.675668750020296e-06
2910,2.41901,7.728848390347877e-05,19.1,1.4052451618814322e-06,7.93566,1.3771402586438035e-05,120.0,7.588323874159733e-06
2911,2.37356,7.798054505989228e-05,19.1,1.3398719082455718e-06,7.67328,1.3398719082455718e-05,120.0,7.503282686175202e-06
2912,2.32612,8.009316395889507e-05,18.9,1.2794435137203684e-06,7.51216,1.3050323839947758e-05,120.0,7.164883676834064e-06
2913,2.27823,7.854936693125487e-05,18.7,1.2235103883373031e-06,7.40657,1.2479805961040493e-05,120.0,7.096360252356358e-06
2914,2.23245,7.688856362317665e-05,18.9,1.1720817625484245e-06,7.32866,1.289289938803267e-05,120.0,7.032490575290547e-06
2915,2.18971,7.290711026592868e-05,19.3,1.12510972632606e-06,7.23027,1.3726338661177932e-05,120.0,6.975680303221571e-06
2916,2.14914,7.443633410575455e-05,19.4,1.298308153007347e-06,6.94827,1.5579697836088165e-05,120.0,7.3570795337082996e-06
2917,2.11,7.689917517819664e-05,19.4,1.2503930923284009e-06,6.544,1.708870559515481e-05,120.0,7.710757402691804e-06
2918,2.0736,7.697574942323457e-05,19.3,1.2058864139410116e-06,6.11272,1.7686334071134837e-05,120.0,7.838261690616576e-06
2919,2.04159,7.730160678576035e-05,19.4,1.165350856066739e-06,5.66314,1.786871312635666e-05,120.0,7.769005707111592e-06
2920,2.01514,7.809093812055247e-05,19.5,1.1290256113814814e-06,5.4008,1.8064409782103705e-05,119.0,7.903179279670369e-06
2921,1.99415,7.837087950029704e-05,19.4,1.0960962167873711e-06,5.27635,1.8450952982587416e-05,119.0,8.03803892310739e-06
2922,1.97753,7.55044809688735e-05,19.3,1.2436032159579165e-06,5.20114,1.8654048239368745e-05,120.0,8.172249704866309e-06
2923,1.96486,7.837695682865725e-05,19.3,1.211122953202209e-06,5.15101,1.885891455700583e-05,120.0,8.30484310767229e-06
2924,1.95322,8.199097019611363e-05,19.4,1.1809398999440235e-06,5.06662,1.8895038399104376e-05,120.0,8.60399069959217e-06
2925,1.94081,8.579697734449298e-05,19.6,1.1527424979106543e-06,4.97514,1.910258996537656e-05,119.0,8.89258498388219e-06
2926,1.92539,9.189004483344928e-05,20.0,1.1527424979106543e-06,4.96235,1.94319449647796e-05,119.0,9.386617482986756e-06
2927,1.90489,9.42401787259483e-05,20.4,1.1013042589008985e-06,4.93337,1.872217240131527e-05,119.0,9.439750790579129e-06
2928,1.31006,0.0008248736286093,13.7,2.756173287073811e-06,4.44815,9.367607368336755e-06,121.0,1.3594867011088e-05
2929,1.27641,0.0007302601874656,13.6,2.745275734147363e-06,4.40031,8.943198864001533e-06,121.0,1.7179026066443623e-05
2930,1.24348,0.0007004351566872,13.5,2.768385772711837e-06,4.36442,8.791722090309106e-06,121.0,2.105650996820216e-05
2931,1.21069,0.0006761710508324,13.5,2.7748237234724346e-06,4.33621,8.575208253863608e-06,121.0,2.547488767814452e-05
2932,1.17781,0.000635139462915,13.5,2.6942992220859625e-06,4.29688,8.066266189578343e-06,121.0,2.967055439630468e-05
2933,1.14425,0.0006126901116577,13.5,2.645181269974012e-06,4.24687,7.819817129360672e-06,121.0,3.451961557316085e-05
2934,1.11003,0.0005907787307429,13.6,2.6131198205171254e-06,4.17209,7.658577587175979e-06,121.0,3.880236412730147e-05
2935,1.07512,0.0005790600572153,13.6,2.579623002792197e-06,4.09588,7.232740444537616e-06,121.0,4.003313672687638e-05
2936,1.03983,0.0005728668161304,13.6,2.5469399408850374e-06,4.00959,7.024363021676568e-06,121.0,3.747408448053781e-05
2937,1.00524,0.0005592219785109,13.7,2.5162569555149e-06,3.91327,6.629369286645024e-06,121.0,3.3388794217409246e-05
2938,0.97209,0.0005606394564945,13.7,2.4860282007340424e-06,3.79675,6.367439972202676e-06,121.0,2.9912532866896703e-05
2939,0.94142,0.000571019720452,13.8,2.488103357089404e-06,3.66167,6.10861272926437e-06,121.0,2.724154188403014e-05
2940,0.91333,0.0005898124515045,13.8,2.537782827965605e-06,3.50132,6.074817644442668e-06,121.0,2.5536439706403904e-05
2941,0.88761,0.0006027076715889,13.8,2.492287474444589e-06,3.33463,6.0887529438962745e-06,121.0,2.4039532348440213e-05
2942,0.86398,0.0006059648046554,14.0,2.4002644620797123e-06,3.16676,6.024193159729473e-06,121.0,2.2371092306703723e-05
2943,0.84232,0.0006195834042772,14.2,2.3561270788218443e-06,3.00821,6.022947367054515e-06,121.0,2.175126587998444e-05
2944,0.82228,0.0006152683014925,14.4,2.3280925590002287e-06,2.99917,5.928875716920583e-06,121.0,2.0828668094522048e-05
2945,0.80372,0.000618810237888,14.7,2.315906578922421e-06,3.03253,5.866963333270135e-06,121.0,2.04571747804814e-05
2946,0.78577,0.0006370441423527,15.0,2.4085428420793184e-06,3.04742,5.990478350812664e-06,121.0,2.147617367520725e-05
2947,0.76775,0.0006399638171423,15.5,2.429836113514119e-06,3.04298,5.95997537277048e-06,121.0,2.168514116400336e-05
2948,1.8381,0.000273297877697,6.2,1.686914555594693e-05,3.31203,4.677998347447469e-06,124.0,1.157450197179048e-05
2949,1.77725,0.0002657064100334,6.1,1.661278922108356e-05,3.27058,4.381202224901471e-06,124.0,1.4101227337152852e-05
2950,1.72945,0.0002621159718528,6.0,1.6344462095969343e-05,3.18871,4.138234344451422e-06,124.0,1.713666816694745e-05
2951,1.68724,0.000256070380805,5.9,1.5740902295799232e-05,3.11422,3.86461539953758e-06,124.0,2.0218620673160063e-05
2952,1.64338,0.0002459206639586,5.9,1.498742203128107e-05,3.0956,3.606945602701296e-06,124.0,2.3354716844737622e-05
2953,1.59466,0.0002443693313537,5.9,1.4782598158074745e-05,2.98531,3.4758716620541715e-06,124.0,2.689066860731209e-05
2954,1.54019,0.0002376678243085,5.8,1.4256854382116974e-05,2.9629,3.3322927202739933e-06,124.0,2.975620182877832e-05
2955,1.4813,0.0002314842569881,5.8,1.4052660484963878e-05,2.99037,3.160024880172387e-06,124.0,3.178593756698059e-05
2956,1.42342,0.0002297200325829,5.8,1.4061608664852624e-05,3.08445,3.0423013139377405e-06,124.0,3.3797142134424986e-05
2957,1.37186,0.0002247150679777,5.8,1.3931298406131776e-05,2.96991,2.902218115469585e-06,124.0,3.4647468119248004e-05
