,per_capita-Meningitis,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),Maternal mortality ratio (per 100 000 live births),Mean hemoglobin level of children aged 6-59 months,per_capita-Malaria
771,0.0001407096456462,14.94714,51.9,256.0,108.0,0.0002135330587438
772,0.000138834562321,14.47546,51.9,247.0,108.0,0.0001738450171671
773,0.0001346424357525,14.03497,52.0,246.0,108.0,0.0002220419115918
774,0.0001317512397907,13.61768,52.0,248.0,108.0,0.0001652669060532
775,0.0001294398145312,13.19898,52.0,340.0,108.0,0.0001028584240471
776,0.0001218307394461,12.80593,52.0,340.0,108.0,0.0001074325611479
777,2.113156221380995e-05,5.08175,31.9,122.0,115.0,9.51322040347946e-05
778,1.8370247104370005e-05,4.99541,31.4,117.0,116.0,6.81757877450973e-05
779,1.8554207794186123e-05,4.91119,30.9,110.0,116.0,3.1963131074018113e-05
780,1.7744897366802555e-05,4.82921,30.5,100.0,116.0,1.583273170227642e-05
781,1.660632784870708e-05,4.74838,30.1,94.0,116.0,7.405524581180183e-06
782,1.5517132597850527e-05,4.67043,29.6,94.0,116.0,2.342208694015173e-06
783,1.4658271500935868e-05,4.59364,29.2,90.0,116.0,1.5089397133316331e-06
784,1.4007825705294023e-05,4.51193,28.5,85.0,117.0,9.904523225965472e-07
785,1.3236295957725778e-05,4.42215,27.8,82.0,117.0,2.786588622679111e-07
786,1.2420143111613653e-05,4.32333,27.1,80.0,117.0,4.117174512137122e-07
787,1.0547233758071338e-05,4.21676,26.3,78.0,117.0,2.0283141842444882e-07
788,8.862328261571685e-06,4.11575,25.6,76.0,118.0,1.999021412384591e-07
789,8.276579644343549e-06,4.00312,25.0,71.0,118.0,6.568714003447263e-08
790,7.96661586383797e-06,3.89188,24.5,67.0,118.0,1.295384693306987e-07
791,7.665571064922213e-06,3.78814,24.3,65.0,118.0,0.0
792,7.499182652109262e-06,3.68944,24.0,63.0,118.0,6.301834161436354e-08
793,7.337953424890263e-06,3.58707,23.8,61.0,118.0,1.865581379209389e-07
794,7.304685747201522e-06,3.49067,23.7,59.0,118.0,1.2276782768405921e-07
795,7.181917919517464e-06,3.39661,23.6,84.11111111111111,118.0,1.2276782768405921e-07
796,7.064491745141396e-06,3.29368,23.5,84.11111111111111,118.0,5.986857411136778e-08
797,2.021223677360029e-05,5.82564,39.6,64.0,113.0,0.0
798,1.9467034649699426e-05,5.5314,39.6,63.0,113.0,0.0
799,1.8508413021925488e-05,5.28409,39.8,60.0,113.0,0.0
800,1.782686206250377e-05,5.09761,40.0,57.0,113.0,0.0
801,1.6941403754293934e-05,4.98438,40.1,54.0,113.0,0.0
802,1.6210960395741523e-05,4.94672,40.2,52.0,113.0,0.0
803,1.5694881358032874e-05,4.9867,40.0,50.0,113.0,0.0
804,1.5235898218174256e-05,5.07738,39.7,47.0,113.0,0.0
805,1.472820991110684e-05,5.17385,39.1,45.0,113.0,0.0
806,1.4416743446074889e-05,5.24028,38.4,45.0,113.0,0.0
807,1.3806066298544664e-05,5.2619,37.7,45.0,113.0,0.0
808,1.358436889678063e-05,5.23136,36.9,42.0,114.0,0.0
809,1.316793199898289e-05,5.15097,36.2,42.0,114.0,0.0
810,1.2685477627694692e-05,5.03318,35.5,40.0,114.0,0.0
811,1.0645019599264842e-05,4.89104,34.9,39.0,114.0,0.0
812,1.045346663624124e-05,4.74289,34.1,39.0,114.0,0.0
813,9.459541319720594e-06,4.60546,33.5,38.0,115.0,0.0
814,8.981261705104865e-06,4.48413,33.0,37.0,115.0,0.0
815,8.62113821024647e-06,4.38338,32.5,47.72222222222222,115.0,0.0
816,8.06486005356587e-06,4.29934,32.2,47.72222222222222,115.0,0.0
817,1.5897919629007515e-05,3.7795,21.9,73.0,119.0,1.709453723549195e-07
818,1.4956580028410703e-05,5.26583,22.2,75.0,119.0,1.699611366864853e-07
819,1.2369044855578691e-05,3.55134,22.5,68.0,118.0,1.6943897062436565e-07
820,1.2331403947231727e-05,3.46603,22.9,66.0,118.0,1.689233417429004e-07
821,1.246815355575733e-05,3.39771,23.3,64.0,118.0,1.6848856156428828e-07
822,1.2256093251073122e-05,3.34312,23.7,62.0,118.0,1.678916883708647e-07
823,1.20584977824925e-05,3.2987,24.1,60.0,118.0,1.674791358679514e-07
824,1.153508202947899e-05,3.25995,24.3,58.0,118.0,1.6717510187650708e-07
825,1.1154677247738223e-05,3.22434,24.5,57.0,118.0,1.664877201154959e-07
826,1.1773297365633511e-05,3.19059,24.7,57.0,118.0,1.6582108965681006e-07
827,9.58350737863975e-06,3.15908,24.9,54.0,117.0,1.652328858386164e-07
828,9.387701189141757e-06,3.13288,24.9,53.0,117.0,1.646965120902063e-07
829,8.537682209736044e-06,3.11831,24.9,52.0,117.0,1.6418619634107778e-07
830,8.67630664359533e-06,3.12049,24.9,50.0,117.0,1.6370389893576094e-07
831,9.142092938516812e-06,3.13788,24.9,49.0,117.0,1.6325165961637165e-07
832,8.955685639151001e-06,3.16677,24.8,48.0,118.0,1.6283064798456365e-07
833,8.770975218746497e-06,3.2001,24.7,47.0,118.0,1.6242546701382405e-07
834,8.587152550441015e-06,3.22273,24.6,46.0,118.0,1.6202174623473612e-07
835,8.587152550441015e-06,3.22294,24.6,57.72222222222222,118.0,0.0
836,8.383946033184303e-06,3.2014,24.6,57.72222222222222,118.0,0.0
837,0.0002156737872927,30.62983,77.7,454.0,96.0,0.0023398571262892
838,0.0001937068977445,29.82101,76.8,421.0,97.0,0.0022454187330382
839,0.000174743261823,28.96256,75.9,392.0,97.0,0.0021660483443556
840,0.0001679333192766,28.12889,75.0,370.0,98.0,0.002175669447518
841,0.0001577759038111,27.24702,74.1,357.0,99.0,0.0019912407170642
842,0.0001551393433374,26.37883,73.1,344.0,99.0,0.0018317020196321
843,0.0001491373177567,25.49938,72.2,331.0,100.0,0.001693651378663
844,0.0001383879965919,24.5706,71.2,322.0,100.0,0.0016456500317625
845,0.0001265290960144,23.68444,70.3,314.0,101.0,0.0016140570581336
846,0.0001199796034674,22.81229,69.5,310.0,101.0,0.001417653735707
847,0.0001137233326468,22.00941,68.9,308.0,101.0,0.0014077104419534
848,0.0001122376445059,21.27993,68.3,308.0,102.0,0.0013752852706797
849,0.0001049576452169,20.57331,67.9,305.0,102.0,0.0013688226230373
850,9.51703193603418e-05,19.8818,67.5,300.0,102.0,0.0013025549679616
851,8.307326785313753e-05,19.24676,67.2,295.0,102.0,0.0012308689186906
852,8.639973648080374e-05,18.58378,66.8,296.0,103.0,0.0011636964507258
853,7.768769808717086e-05,17.96602,66.3,301.0,103.0,0.001048125553854
854,7.451583975497136e-05,17.35659,65.7,301.0,103.0,0.0009687059168146
855,7.19463280392827e-05,16.77065,65.0,334.94444444444446,103.0,0.0009353022645106
856,6.734122164322376e-05,16.22273,64.3,334.94444444444446,104.0,0.000940328331309
857,0.0002003664251627,19.58374,59.5,1280.0,104.0,0.0001100704975329
858,0.0002010147093435,18.23672,58.1,1180.0,105.0,0.0002434306571867
859,0.0002093031824293,16.99123,56.8,1130.0,106.0,5.215932966161247e-05
860,0.0002070203075645,15.84801,55.7,1060.0,106.0,6.234013372703361e-05
861,0.00021090868632,14.84232,54.7,938.0,107.0,1.874743878400852e-05
862,0.0002081047632911,13.92821,53.8,804.0,107.0,2.978561067011312e-05
863,0.000203861282274,13.09648,53.0,705.0,107.0,1.898614011771407e-05
864,0.0002008333463986,12.37292,52.1,635.0,108.0,2.557078852845898e-05
865,0.0001721184160162,11.67564,51.3,605.0,108.0,1.599410835208703e-05
866,0.0001634447567347,11.04054,50.6,583.0,108.0,1.859339052778313e-05
867,0.000159158043592,10.47852,49.9,567.0,109.0,5.731070550168963e-05
868,0.0001528752329326,10.00196,49.4,558.0,109.0,7.778453481817613e-05
869,0.0001477040562754,9.57686,49.0,549.0,109.0,4.501769902053645e-05
870,0.0001448582073965,9.21532,48.8,540.0,109.0,3.2244185699559264e-05
871,0.0001404211977708,8.86537,48.7,530.0,109.0,4.435178456379236e-05
872,0.0001075418881015,8.56973,48.6,518.0,109.0,3.431536030592144e-05
873,0.0001048769426393,8.26857,48.7,498.0,109.0,4.8093569410332384e-05
874,0.0001013004574499,8.00051,48.7,480.0,109.0,4.925753068480282e-05
875,0.0001007140582751,7.74577,48.8,731.1111111111111,109.0,5.321572511483162e-05
876,9.74105109455398e-05,7.48987,48.8,731.1111111111111,109.0,4.652652110097211e-05
877,1.2320313660691317e-05,3.11875,23.1,29.0,118.0,0.0
878,1.2408913103301282e-05,2.9412,22.4,27.0,119.0,0.0
879,1.1763650613694947e-05,2.77089,21.8,25.0,119.0,0.0
880,1.1105171900657574e-05,2.61075,21.3,20.0,119.0,0.0
881,1.0434803348677464e-05,2.4595,20.7,18.0,119.0,0.0
882,9.753221001235658e-06,2.3207,20.3,18.0,119.0,0.0
883,9.06116512991823e-06,2.19172,19.8,16.0,119.0,0.0
884,9.119150824675208e-06,2.07175,19.3,17.0,120.0,0.0
885,8.412326352377057e-06,1.96042,18.7,14.0,120.0,0.0
886,6.92642824874497e-06,1.85822,18.4,14.0,120.0,0.0
887,6.195930822432368e-06,1.76268,18.1,11.0,120.0,0.0
888,6.235565639850876e-06,1.67305,18.0,13.0,120.0,0.0
889,4.706956646575807e-06,1.58893,17.8,12.0,120.0,0.0
890,4.737933076695291e-06,1.50862,17.7,10.0,120.0,0.0
891,4.769774890474044e-06,1.43365,17.7,11.0,120.0,0.0
892,4.8026433749135525e-06,1.36386,17.7,10.0,120.0,0.0
893,4.836735977093219e-06,1.29688,17.7,11.0,120.0,0.0
894,4.872241702166361e-06,1.23175,17.7,9.0,120.0,0.0
895,4.872241702166361e-06,1.17072,17.8,15.833333333333334,120.0,0.0
896,4.948118972572576e-06,1.11526,18.0,15.833333333333334,120.0,0.0
897,0.0003730852245159,42.25764,68.5,1030.0,100.0,0.0002396167478563
898,0.0003536159659831,39.74553,66.5,988.0,101.0,0.0003733671614144
899,0.0003328480423736,37.313,64.4,985.0,102.0,0.0003774898048421
900,0.0003160614468929,34.93324,62.4,972.0,103.0,0.0004542104273446
901,0.0002958676495385,32.62172,60.4,929.0,103.0,0.0005374105238185
902,0.0002858217577588,30.30475,58.5,865.0,104.0,0.0003970109693885
903,0.000267880441382,28.03334,56.9,795.0,105.0,0.0003433086082928
904,0.000244658838718,25.87052,55.3,731.0,106.0,0.0002809629727856
905,0.000228978576977,23.8208,53.8,681.0,106.0,0.0002109156671695
906,0.0002097554996322,21.89475,52.6,638.0,107.0,0.0002560849625802
907,0.000191663804984,20.0838,51.6,597.0,107.0,0.00025379064627
908,0.0001615428246506,18.46037,51.0,558.0,107.0,0.0001924318375113
909,0.0001473735948984,16.94151,50.6,527.0,108.0,0.00019155582771
910,0.000134977368908,15.56515,50.4,498.0,108.0,0.0001880554559853
911,0.0001303037623537,14.31815,50.3,472.0,108.0,0.0001022578861441
912,0.0001208522488175,13.2655,50.5,446.0,108.0,9.90263171673412e-05
913,0.0001131166100403,12.41915,50.9,422.0,108.0,7.375086446763791e-05
914,0.0001094399349838,11.74034,51.2,401.0,108.0,6.781923721950346e-05
915,0.000106515828181,11.16447,51.6,696.3888888888889,108.0,9.40815422435234e-05
916,9.662058975776192e-05,10.65239,52.1,696.3888888888889,107.0,0.0001122145004152
917,3.1058485613088295e-05,8.03507,36.3,51.0,114.0,0.0
918,3.083648276610651e-05,7.64848,36.8,49.0,114.0,0.0
919,2.816318483988005e-05,7.27287,37.3,48.0,113.0,0.0
920,2.672568994798209e-05,6.91943,38.0,48.0,113.0,0.0
921,2.6511709740161144e-05,6.59095,38.7,47.0,113.0,0.0
922,2.5102861965338923e-05,6.29563,39.4,46.0,113.0,0.0
923,2.488313811919023e-05,6.03474,40.0,44.0,113.0,0.0
924,2.464458980840592e-05,5.80571,40.4,43.0,112.0,0.0
925,2.324135566827613e-05,5.60784,40.5,42.0,112.0,0.0
926,2.072543632800536e-05,5.44113,40.5,40.0,112.0,0.0
927,2.054834397471184e-05,5.29957,40.4,39.0,112.0,0.0
928,1.924982307147912e-05,5.18714,40.3,38.0,112.0,0.0
929,1.5729329694615065e-05,5.09819,40.1,38.0,112.0,0.0
930,1.5611792702155988e-05,5.02992,39.9,37.0,113.0,0.0
931,1.4393156828943974e-05,4.97572,39.8,36.0,113.0,0.0
932,1.5394951995240762e-05,4.93705,39.8,35.0,113.0,0.0
933,1.5295481387037954e-05,4.9058,39.9,34.0,113.0,0.0
934,1.411604255661076e-05,4.87321,39.9,34.0,113.0,0.0
935,1.411604255661076e-05,4.83227,39.9,41.61111111111112,113.0,0.0
936,1.395905701201016e-05,4.77097,39.9,41.61111111111112,113.0,0.0
937,5.610809127045164e-06,1.42337,10.7,6.0,123.0,0.0
938,5.405082978640849e-06,1.37824,10.5,5.0,123.0,0.0
939,5.391833182843418e-06,1.33364,10.4,5.0,123.0,0.0
940,5.1879129314494165e-06,1.28973,10.3,5.0,123.0,0.0
941,4.986084987435066e-06,1.24642,10.3,5.0,123.0,0.0
942,4.786116128024394e-06,1.20423,10.2,5.0,123.0,0.0
943,4.587706628394999e-06,1.16223,10.2,4.0,123.0,0.0
944,4.390603345257958e-06,1.12132,10.1,4.0,123.0,0.0
945,4.194671661122392e-06,1.08124,10.1,4.0,123.0,0.0
946,3.999790487164958e-06,1.04218,10.0,4.0,123.0,0.0
947,3.6155574009698826e-06,1.00431,10.0,4.0,123.0,0.0
948,3.6126824166943954e-06,0.96786,10.0,4.0,123.0,0.0
949,3.230139865056157e-06,0.93277,10.1,4.0,123.0,0.0
950,3.2281868565701388e-06,0.89924,10.2,4.0,123.0,0.0
951,3.036745186142041e-06,0.86666,10.4,3.0,123.0,0.0
952,3.035496719197202e-06,0.83548,10.5,3.0,123.0,0.0
953,2.844925932353352e-06,0.80592,10.8,3.0,123.0,0.0
954,3.0340582520221525e-06,0.77681,11.1,3.0,123.0,0.0
955,3.0340582520221525e-06,0.74896,11.4,4.166666666666667,122.0,0.0
956,3.03419634094885e-06,0.72272,11.8,4.166666666666667,122.0,0.0
957,5.136046007457015e-06,1.38907,10.9,10.0,123.0,0.0
958,5.172472349394196e-06,1.33491,10.7,10.0,123.0,0.0
959,4.900613615049717e-06,1.27442,10.7,10.0,123.0,0.0
960,4.873624190367171e-06,1.20892,10.7,9.0,123.0,0.0
961,4.6374653469399765e-06,1.14475,10.9,9.0,123.0,0.0
962,4.514276271546053e-06,1.08697,10.9,9.0,123.0,0.0
963,4.139509954067871e-06,1.03702,11.0,9.0,123.0,0.0
964,4.0513965823549055e-06,0.99582,11.1,9.0,122.0,0.0
965,3.965169451984858e-06,0.96358,11.2,9.0,122.0,0.0
966,3.958393588880186e-06,0.93748,11.3,9.0,122.0,0.0
967,3.890786968482217e-06,0.91413,11.4,9.0,122.0,0.0
968,3.824724988449024e-06,0.89227,11.5,9.0,122.0,0.0
969,3.744858996429147e-06,0.87041,11.7,9.0,122.0,0.0
970,3.681765923424624e-06,0.84828,11.9,9.0,122.0,0.0
971,3.5139938139168213e-06,0.82617,12.3,8.0,122.0,0.0
972,3.499194973997663e-06,0.80579,12.7,8.0,122.0,0.0
973,3.4100694091836923e-06,0.78737,13.1,8.0,122.0,0.0
974,3.38211925627856e-06,0.77086,13.6,8.0,122.0,0.0
975,3.367154126826e-06,0.75591,14.2,8.944444444444445,121.0,0.0
976,3.358270921998125e-06,0.7411,14.7,8.944444444444445,121.0,0.0
977,9.948003484227562e-05,17.4283,68.3,380.0,101.0,0.0007966490595092
978,9.849080568630756e-05,17.32511,67.9,370.0,102.0,0.000782410960372
979,9.842951101295502e-05,17.24283,67.4,361.0,102.0,0.0007243796826109
980,9.830237058793073e-05,17.12203,67.0,356.0,102.0,0.0006445934071376
981,9.52791385593208e-05,17.04234,66.4,354.0,103.0,0.0005350290088331
982,9.5293367438328e-05,16.93772,65.9,348.0,103.0,0.0004406422629667
983,9.88508067908401e-05,16.81278,65.4,340.0,103.0,0.0003680615146467
984,9.269106890654064e-05,16.64972,64.8,336.0,103.0,0.0003323146470427
985,8.951213865362975e-05,16.3968,64.2,332.0,104.0,0.0003418959882409
986,8.58089773352088e-05,16.10012,63.7,324.0,104.0,0.0003874605361212
987,7.24799466754678e-05,15.77214,63.2,314.0,104.0,0.0004348796800528
988,6.723051504282774e-05,15.38103,62.8,304.0,104.0,0.0004985206115439
989,6.155487617210743e-05,14.98738,62.3,292.0,105.0,0.0005434238563072
990,5.7916729155769176e-05,14.60635,61.9,277.0,105.0,0.0005566102496759
991,5.560215640707235e-05,14.23438,61.5,267.0,105.0,0.0005428683657808
992,5.394831282515586e-05,13.8185,60.9,261.0,105.0,0.0004943307359957
993,5.176754531529599e-05,13.4206,60.1,256.0,106.0,0.0004630319330979
994,5.021850693043608e-05,13.08054,59.4,252.0,106.0,0.0004277036882389
995,4.909000115671842e-05,12.69159,58.6,318.0,106.0,0.0004158543776149
996,4.670552276514073e-05,12.33839,57.9,318.0,106.0,0.0003883075439194
997,1.1512998489285273e-05,2.30983,36.9,31.0,113.0,2.093272452597322e-07
998,1.0113430551493796e-05,2.28381,35.7,33.0,114.0,2.106964698227874e-07
999,9.940027794009632e-06,2.27453,34.4,42.0,114.0,2.114899530640349e-07
1000,9.127726828787832e-06,2.27974,33.2,37.0,115.0,2.1227271694855425e-07
1001,8.521712898379425e-06,2.29575,31.9,38.0,115.0,2.1304282245948565e-07
1002,7.482787984181814e-06,2.32046,30.7,39.0,116.0,2.137939424051947e-07
1003,7.079307334827425e-06,2.3546,29.6,33.0,116.0,2.1452446469174014e-07
1004,7.102879615015316e-06,2.3934,28.5,36.0,116.0,2.152387762125853e-07
1005,7.342078901003079e-06,2.85602,27.5,39.0,117.0,2.1594349708832586e-07
1006,7.365992555581289e-06,2.47917,26.6,43.0,117.0,0.0
1007,6.737922003119006e-06,2.51619,25.7,32.0,117.0,0.0
1008,6.541828231652244e-06,2.54496,24.9,32.0,118.0,0.0
1009,6.344436388711803e-06,2.56437,24.3,30.0,118.0,0.0
1010,6.365357005437552e-06,2.57143,23.9,30.0,118.0,0.0
1011,5.946303557475209e-06,2.56746,23.7,29.0,118.0,0.0
1012,5.745904606491723e-06,2.55146,23.6,27.0,118.0,0.0
1013,5.3229193373675145e-06,2.52441,23.7,26.0,118.0,0.0
1014,5.120007408428111e-06,2.49414,23.9,25.0,118.0,0.0
1015,4.897398390670367e-06,2.45726,24.2,33.44444444444444,118.0,0.0
1016,4.7109443087866965e-06,2.41668,24.6,33.44444444444444,118.0,0.0
1017,4.246585623480051e-06,1.24092,11.7,7.0,122.0,0.0
1018,4.190928702025892e-06,1.20154,11.6,7.0,122.0,0.0
1019,4.171799759044607e-06,1.16298,11.6,7.0,122.0,0.0
1020,4.011899852507532e-06,1.12475,11.7,6.0,122.0,0.0
1021,3.7702815689918855e-06,1.08674,11.7,6.0,122.0,0.0
1022,3.5905154883678457e-06,1.04995,11.7,6.0,122.0,0.0
1023,3.4852781849467846e-06,1.01457,11.7,6.0,122.0,0.0
1024,3.416959090268812e-06,0.98239,11.7,6.0,122.0,0.0
1025,3.3266164114441065e-06,0.95378,11.8,6.0,122.0,0.0
1026,3.2625551921696327e-06,0.92839,11.8,6.0,122.0,0.0
1027,3.1845395601631543e-06,0.90492,11.9,6.0,122.0,0.0
1028,3.068545212043348e-06,0.88366,12.0,6.0,122.0,0.0
1029,2.9518169023397284e-06,0.86436,12.1,5.0,122.0,0.0
1030,2.883646206482082e-06,0.84757,12.4,5.0,122.0,0.0
1031,2.740852811166797e-06,0.83385,12.7,5.0,122.0,0.0
1032,2.7580438162381944e-06,0.82336,13.1,5.0,122.0,0.0
1033,2.75015264585992e-06,0.81572,13.5,5.0,121.0,0.0
1034,2.7049154617136835e-06,0.81021,14.0,7.0,121.0,0.0
1035,2.680099723532824e-06,0.80485,14.5,5.944444444444445,121.0,0.0
1036,2.6894683110407954e-06,0.79788,15.1,5.944444444444445,121.0,0.0
1037,0.0002320316004459,19.09887,76.4,484.0,97.0,0.0011565633603724
1038,0.0002103356190001,18.53218,76.2,445.0,97.0,0.0012508235421805
1039,0.0002113113217857,17.96836,76.0,415.0,98.0,0.001294535942236
1040,0.0002148817790659,17.4059,75.7,398.0,98.0,0.0013745431988071
1041,0.0002126755753999,16.85438,75.3,384.0,98.0,0.0013755396978358
1042,0.0002085450058343,16.30524,74.8,371.0,98.0,0.0013748287583064
1043,0.0002073309378248,15.78212,74.2,359.0,99.0,0.0013422791379437
1044,0.0002064775735329,15.28673,73.5,349.0,99.0,0.0013622733228712
1045,0.0001961631729395,14.80814,72.6,342.0,100.0,0.0013898269616359
1046,0.0001917295732233,14.34154,71.7,339.0,100.0,0.0013686058815265
1047,0.0001850053398054,13.91299,70.5,339.0,101.0,0.0013350129939237
1048,0.0001828480833745,13.49071,69.4,339.0,101.0,0.0012640841025349
1049,0.0001531574481544,13.08746,68.4,336.0,102.0,0.0011964583786117
1050,0.0001474394883118,12.70075,67.5,331.0,102.0,0.0011040835600455
1051,0.0001452955793341,12.33313,66.5,325.0,103.0,0.0010269390551992
1052,0.0001454597924984,11.99161,65.4,320.0,103.0,0.0009154525394451
1053,0.0001442964283748,11.64607,64.1,314.0,104.0,0.0008203066957686
1054,0.0001386231056177,11.3215,62.6,308.0,104.0,0.000747465395916
1055,0.0001303231927813,10.99649,61.0,361.0,105.0,0.000797483291693
1056,0.0001229999717809,10.69049,59.5,361.0,106.0,0.0007618096904365
1057,4.829952524407833e-06,1.45366,14.0,3.0,121.0,0.0
1058,4.630716868047723e-06,1.41622,13.7,3.0,121.0,0.0
1059,4.620957475591678e-06,1.37999,13.5,3.0,122.0,0.0
1060,4.517245289713056e-06,1.34504,13.3,3.0,122.0,0.0
1061,4.226332701230492e-06,1.31047,13.3,3.0,122.0,0.0
1062,4.030612407499789e-06,1.27643,13.3,3.0,122.0,0.0
1063,4.023181760428321e-06,1.24262,13.3,3.0,122.0,0.0
1064,4.109733623879047e-06,1.20918,13.3,3.0,122.0,0.0
1065,3.91688153559662e-06,1.17667,13.3,3.0,122.0,0.0
1066,3.818419085091886e-06,1.14446,13.4,3.0,121.0,0.0
1067,3.7209499622463112e-06,1.11274,13.6,3.0,121.0,0.0
1068,3.624489504593622e-06,1.0817,13.8,3.0,121.0,0.0
1069,3.436162189455681e-06,1.05198,14.1,3.0,121.0,0.0
1070,3.156047911406393e-06,1.02342,14.5,3.0,121.0,0.0
1071,2.78407881838498e-06,0.99605,15.0,3.0,121.0,0.0
1072,2.691254712131796e-06,0.97038,15.4,3.0,121.0,0.0
1073,2.877496704105993e-06,0.94607,15.8,3.0,121.0,0.0
1074,2.785909279464496e-06,0.92297,16.2,3.0,121.0,0.0
1075,2.785909279464496e-06,0.89952,16.5,3.0,120.0,0.0
1076,2.7900161318732746e-06,0.87636,16.7,3.0,120.0,0.0
1077,9.841647885521953e-06,3.804,24.5,38.0,118.0,0.0
1078,9.775744422937808e-06,3.77471,24.3,36.0,118.0,0.0
1079,9.72431565128604e-06,3.75117,24.2,34.0,118.0,0.0
1080,9.67866821525358e-06,3.73387,24.0,34.0,118.0,0.0
1081,9.618251594225202e-06,3.72298,24.1,38.0,118.0,0.0
1082,9.560960685329664e-06,3.71746,24.1,33.0,118.0,0.0
1083,9.505522708693752e-06,3.71619,24.1,31.0,118.0,0.0
1084,9.444029956463022e-06,3.716,24.1,31.0,118.0,0.0
1085,9.38482473839801e-06,3.72038,24.0,30.0,118.0,0.0
1086,9.328445228033845e-06,3.72758,24.0,30.0,118.0,0.0
1087,9.274889165074477e-06,3.7375,24.1,29.0,118.0,0.0
1088,9.223475590071853e-06,3.75103,23.9,28.0,118.0,0.0
1089,9.173386172037683e-06,3.76353,23.8,28.0,118.0,0.0
1090,9.124920156948626e-06,3.78193,23.8,27.0,118.0,0.0
1091,9.078364441862154e-06,3.79239,23.7,26.0,118.0,0.0
1092,9.033913310567871e-06,3.80431,23.7,25.0,118.0,0.0
1093,8.991269477337506e-06,3.81449,23.6,25.0,118.0,0.0
1094,0.0,3.82642,23.6,25.0,118.0,0.0
1095,0.0,3.82544,23.6,30.444444444444443,118.0,0.0
1096,0.0,3.80753,23.6,30.444444444444443,119.0,0.0
1097,3.0220951238269647e-05,6.54735,32.7,161.0,115.0,2.8867774317153096e-06
1098,2.782614860404011e-05,6.25727,32.8,147.0,115.0,1.6837478454673952e-06
1099,2.581111875209064e-05,5.98939,32.9,145.0,115.0,2.433371464843561e-06
1100,2.4818323052350115e-05,5.75283,33.0,137.0,115.0,1.2792950026984596e-06
1101,2.453939225724385e-05,5.55149,32.8,137.0,115.0,6.700175360339618e-07
1102,2.3065782297759057e-05,6.04621,32.2,142.0,115.0,7.387617106043826e-07
1103,2.2882841377669094e-05,5.20428,31.4,137.0,115.0,4.817440290035599e-07
1104,2.184141857342382e-05,5.03245,30.1,132.0,116.0,7.856625386123677e-08
1105,2.091952704025763e-05,4.85973,28.4,125.0,116.0,0.0
1106,2.1089868675647382e-05,4.68711,26.4,131.0,117.0,7.532095955588353e-08
1107,2.125392238185624e-05,4.52474,24.0,129.0,118.0,0.0
1108,2.141131991890029e-05,4.38497,21.5,122.0,119.0,7.233554026655501e-08
1109,1.90083971722314e-05,4.27089,19.1,118.0,120.0,7.092685512026641e-08
1110,1.788016145298784e-05,4.17669,16.7,113.0,121.0,6.957261265754022e-08
1111,1.802406663497435e-05,4.09446,14.7,107.0,122.0,0.0
1112,1.675715642852446e-05,4.01782,13.1,103.0,123.0,6.702862571409785e-08
1113,1.6721573555371252e-05,3.93678,11.8,98.0,124.0,0.0
1114,1.6040637661916656e-05,3.84865,10.8,95.0,125.0,0.0
1115,1.571723770905543e-05,3.75794,10.2,126.61111111111111,125.0,0.0
1116,1.5126189296633448e-05,3.66533,9.8,126.61111111111111,126.0,0.0
1117,0.0003913578885259,31.6542,80.9,1020.0,95.0,0.0013686748188383
1118,0.0003861268083209,30.67649,80.2,1070.0,95.0,0.0014556386632456
1119,0.0003830849227914,29.74535,79.6,1090.0,95.0,0.0014899703109184
1120,0.0003774753761562,28.84848,78.9,1080.0,96.0,0.0015229218353001
1121,0.000389769079932,27.99319,78.3,1020.0,96.0,0.0015511627925121
1122,0.0003853074102032,27.17098,77.7,920.0,97.0,0.0014887920006379
1123,0.0003840256870277,26.37321,77.2,831.0,97.0,0.0014553171828543
1124,0.0003765198737284,25.63677,76.8,772.0,97.0,0.0014664733244604
1125,0.0003539485865969,24.94436,76.5,754.0,98.0,0.0014714716521445
1126,0.0003198456945856,24.28659,76.3,750.0,98.0,0.0014475080719528
1127,0.0003209988352411,23.67816,76.2,747.0,98.0,0.0014565055780085
1128,0.0003111967926826,23.08642,76.1,748.0,98.0,0.001424298385182
1129,0.0003016088808059,22.50541,76.1,744.0,98.0,0.0013498444366987
1130,0.000309949171557,21.94235,76.1,731.0,98.0,0.0012992990531697
1131,0.0003090362244314,21.4159,76.1,767.0,98.0,0.0011851617642534
1132,0.0003010994246089,20.87342,75.9,699.0,98.0,0.0010884400401284
1133,0.0002945420660563,20.32873,75.6,621.0,99.0,0.001004022955097
1134,0.0002808149950374,19.80423,75.1,576.0,99.0,0.0009317805644284
1135,0.0002748539194112,19.28801,74.4,830.0,99.0,0.0008853002855596
1136,0.0002492894867282,18.7772,73.8,830.0,100.0,0.0008668544851384
1137,0.0004058305098529,30.37046,79.7,1210.0,95.0,0.0011823039130975
1138,0.0004010853799021,29.45117,79.2,1180.0,96.0,0.0010325652242136
1139,0.000391562650024,28.71256,78.6,1150.0,96.0,0.0008611377820451
1140,0.0003794349213959,27.97281,78.0,1110.0,96.0,0.0006801885703318
1141,0.0003662776528812,27.30577,77.3,1050.0,97.0,0.0004657782751206
1142,0.0003394243504443,26.60788,76.6,979.0,97.0,0.0003054819153998
