,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Mean total cholesterol,  age-standardized","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
1131,50.3,32.36306,0.0002020152194675,4.0,25.2,107.0,49.8
1132,49.9,31.85069,0.0001972808183792,4.0,26.3,107.0,49.4
1133,49.5,31.43485,0.00019076601527,4.0,27.4,107.0,48.9
1134,49.0,31.07984,0.0001832627979661,4.1,28.6,107.0,48.4
1135,48.5,30.69021,0.0001815711413695,4.1,29.8,108.0,47.9
1136,48.0,30.29119,0.0001700674289827,4.010526315789474,31.0,108.0,47.5
1137,53.8,55.25767,0.0001626449827541,3.9,18.3,106.0,53.5
1138,53.6,54.18201,0.0001576786035492,4.0,18.7,106.0,53.2
1139,53.4,53.26652,0.000155274843975,4.0,19.1,106.0,53.0
1140,53.2,52.52839,0.0001522151719553,4.0,19.6,106.0,52.8
1141,53.0,51.73091,0.0001506929713625,4.0,20.1,106.0,52.6
1142,52.7,50.8645,0.0001456696170656,4.0,20.6,107.0,52.3
1143,52.4,49.8167,0.0001427831768147,4.0,21.2,107.0,52.0
1144,52.1,48.71442,0.0001398715354635,4.0,21.8,107.0,51.7
1145,51.6,47.50521,0.0001357121093786,4.0,22.5,107.0,51.2
1146,51.2,46.20887,0.0001303811562722,4.0,23.3,107.0,50.7
1147,50.7,44.8445,0.0001245906080405,4.0,24.1,107.0,50.2
1148,50.3,43.57128,0.0001183708414413,4.0,25.1,107.0,49.8
1149,49.9,42.30398,0.0001117522195403,4.0,26.0,107.0,49.4
1150,49.6,41.22443,0.0001065706527301,4.0,27.1,108.0,49.1
1151,49.3,40.16979,0.0001021614528893,4.0,28.1,108.0,48.9
1152,49.1,39.24903,9.79046096270935e-05,4.0,29.2,108.0,48.6
1153,48.8,38.36361,9.379481900157972e-05,4.0,30.4,108.0,48.4
1154,48.5,37.48001,8.926887674088258e-05,4.0,31.6,108.0,48.1
1155,48.3,36.70576,8.647922434273e-05,4.0,32.8,108.0,47.9
1156,48.1,35.90823,8.176021128559864e-05,3.994736842105264,34.1,108.0,47.7
1157,44.1,26.97262,3.309723969020984e-05,4.5,41.5,114.0,44.5
1158,43.1,26.43075,3.815526905187972e-05,4.5,42.2,114.0,43.4
1159,42.1,25.96685,3.832758845368622e-05,4.5,42.9,114.0,42.4
1160,41.6,25.53,3.718859361715497e-05,4.6,43.6,114.0,41.8
1161,41.0,25.15297,3.848724596814026e-05,4.6,44.4,114.0,41.3
1162,40.3,24.7515,3.734721447732573e-05,4.6,45.1,114.0,40.5
1163,39.5,24.33543,3.76518733754515e-05,4.6,45.8,114.0,39.6
1164,38.7,23.93847,3.7967607085017325e-05,4.6,46.6,114.0,38.8
1165,37.9,23.55619,3.825559751945429e-05,4.6,47.3,114.0,38.0
1166,36.9,23.15582,3.453130395516243e-05,4.7,48.1,115.0,37.0
1167,35.9,22.77955,3.74088493305152e-05,4.7,48.9,115.0,36.0
1168,35.1,22.41643,3.3567500214832004e-05,4.7,49.6,115.0,35.2
1169,34.4,21.91364,3.369690042431137e-05,4.7,50.3,115.0,34.4
1170,33.8,21.38471,2.973362724573356e-05,4.8,51.0,115.0,33.8
1171,33.2,20.77515,3.3838703084330106e-05,4.8,51.7,115.0,33.2
1172,32.7,20.21721,3.249368742426602e-05,4.8,52.4,115.0,32.6
1173,32.3,19.60862,3.2457082270589285e-05,4.8,53.0,115.0,32.2
1174,32.0,19.05615,3.1022264544384095e-05,4.9,53.6,115.0,31.9
1175,31.8,18.44147,3.237105865500949e-05,4.9,54.2,115.0,31.7
1176,31.7,17.85809,3.205029760036751e-05,4.678947368421053,54.8,116.0,31.6
1177,53.8,29.83907,0.0001570210270292,4.4,33.3,107.0,53.8
1178,53.1,29.49784,0.0001658384856857,4.4,34.0,107.0,53.1
1179,52.5,29.34467,0.0001664529068959,4.5,34.6,107.0,52.4
1180,51.9,29.33765,0.0001712131198103,4.5,35.2,108.0,51.8
1181,51.3,29.36819,0.0001803068444411,4.5,35.8,108.0,51.2
1182,50.8,29.37115,0.0001844715980552,4.5,36.4,108.0,50.6
1183,50.2,29.32652,0.0001813506746042,4.5,36.9,108.0,50.1
1184,49.7,29.19296,0.0001791485978675,4.5,37.5,108.0,49.6
1185,49.1,28.96779,0.0001801002129041,4.5,38.1,108.0,49.0
1186,48.6,28.70441,0.0001746783305701,4.5,38.6,109.0,48.5
1187,48.2,30.57822,0.000178361856721,4.5,39.2,109.0,48.0
1188,47.8,28.29124,0.0001796308863066,4.5,39.7,109.0,47.7
1189,47.6,28.07389,0.0001773168311013,4.6,40.2,109.0,47.4
1190,47.4,27.79757,0.0001757642612129,4.6,40.7,109.0,47.3
1191,47.3,27.46208,0.0001731566048941,4.6,41.1,109.0,47.2
1192,47.4,27.0691,0.0001686445890952,4.6,41.5,109.0,47.2
1193,47.4,26.64723,0.000161999763404,4.6,41.9,109.0,47.3
1194,47.5,26.23156,0.0001561911927111,4.6,42.3,109.0,47.4
1195,47.6,25.71229,0.0001529049918743,4.6,42.7,110.0,47.5
1196,47.7,25.23162,0.0001476533654805,4.526315789473684,43.0,110.0,47.6
1197,21.5,17.65961,5.708089258791244e-05,4.9,38.7,118.0,21.1
1198,20.7,17.14662,5.592171939829456e-05,4.9,39.3,118.0,20.3
1199,20.0,16.60655,5.393141328538368e-05,4.9,39.9,119.0,19.6
1200,19.4,16.09044,5.304537273846737e-05,4.9,40.6,119.0,19.0
1201,18.9,15.61976,5.12131906970101e-05,4.9,41.4,119.0,18.5
1202,18.4,15.16131,5.018722894899462e-05,4.9,42.3,119.0,18.0
1203,18.0,14.70951,4.8809291222471526e-05,4.9,43.1,119.0,17.6
1204,17.7,14.24704,4.763036283958919e-05,4.9,44.1,119.0,17.3
1205,17.3,13.7469,4.546728316307421e-05,4.9,45.1,119.0,17.0
1206,17.0,13.2165,4.327459222313452e-05,4.9,46.1,120.0,16.7
1207,16.8,12.6866,4.067882316790403e-05,4.9,47.2,120.0,16.5
1208,16.7,12.1795,3.610212923972845e-05,4.8,48.2,120.0,16.4
1209,16.6,11.72017,2.9770897874611003e-05,4.8,49.3,120.0,16.3
1210,16.6,11.30189,2.9236080163674705e-05,4.8,50.3,120.0,16.3
1211,16.7,10.87883,2.8609438253679888e-05,4.8,51.3,120.0,16.4
1212,16.9,10.49505,2.8239308820622424e-05,4.8,52.3,120.0,16.6
1213,17.1,10.12423,2.7773845336113568e-05,4.8,53.3,119.0,16.8
1214,17.3,9.76814,2.7548084406888083e-05,4.8,54.3,119.0,17.1
1215,17.6,9.43684,2.7879989038296373e-05,4.7,55.2,119.0,17.4
1216,18.0,9.12504,2.723859129298054e-05,4.852631578947369,56.1,119.0,17.8
1217,19.3,5.76331,8.869245153327076e-07,5.4,37.9,119.0,19.2
1218,19.0,5.4693,6.910216251268888e-07,5.3,38.5,119.0,18.9
1219,18.8,5.1225,7.910784545135327e-07,5.3,39.2,119.0,18.7
1220,18.8,4.75121,7.927081158546875e-07,5.3,39.8,119.0,18.7
1221,18.9,4.41221,5.956749235153398e-07,5.3,40.4,119.0,18.7
1222,18.9,4.13571,6.959894305056542e-07,5.2,41.1,119.0,18.8
1223,19.1,3.92229,8.958549686455738e-07,5.2,41.7,119.0,18.9
1224,19.2,3.76412,9.96588875596608e-07,5.2,42.4,119.0,19.1
1225,19.2,3.63906,1.3971385205959674e-06,5.2,43.1,119.0,19.1
1226,19.3,3.51695,1.3989971988078946e-06,5.2,43.9,119.0,19.2
1227,19.5,3.38844,1.3009966935669417e-06,5.1,44.6,119.0,19.4
1228,19.6,3.26724,1.102639498431345e-06,5.1,45.5,119.0,19.5
1229,19.6,3.15516,1.004172033547781e-06,5.1,46.3,119.0,19.5
1230,19.6,3.03573,1.207307834321146e-06,5.1,47.1,119.0,19.6
1231,19.6,2.88595,9.073378224376176e-07,5.1,47.9,119.0,19.5
1232,19.6,2.70247,1.3134575547603188e-06,5.0,48.7,119.0,19.5
1233,19.5,2.52203,1.1139484164919456e-06,5.0,49.6,119.0,19.5
1234,19.4,2.3726,1.3196837428667287e-06,5.0,50.4,119.0,19.4
1235,19.5,2.25765,1.0151413406667143e-06,5.0,51.1,119.0,19.4
1236,19.7,2.1763,1.020475743750785e-06,5.163157894736842,51.9,119.0,19.6
1237,10.2,2.08463,0.0,5.4,65.8,121.0,9.9
1238,9.9,1.9741,0.0,5.4,66.9,121.0,9.7
1239,9.7,1.87551,0.0,5.3,68.0,121.0,9.5
1240,9.6,1.78306,0.0,5.3,69.1,121.0,9.4
1241,9.5,1.69968,0.0,5.2,70.2,121.0,9.3
1242,9.4,1.62268,0.0,5.2,71.3,121.0,9.2
1243,9.4,1.55291,0.0,5.1,72.3,121.0,9.2
1244,9.4,1.48872,0.0,5.1,73.4,121.0,9.2
1245,9.3,1.43272,0.0,5.0,74.4,121.0,9.1
1246,9.3,1.38403,0.0,5.0,75.4,121.0,9.1
1247,9.3,1.34072,0.0,5.0,76.4,121.0,9.1
1248,9.3,1.30225,0.0,4.9,77.3,121.0,9.1
1249,9.4,1.2638,0.0,4.9,78.2,121.0,9.2
1250,9.5,1.2289,0.0,4.8,79.0,121.0,9.3
1251,9.5,1.19435,0.0,4.8,79.8,121.0,9.3
1252,9.6,1.15978,0.0,4.8,80.5,121.0,9.4
1253,9.7,1.12503,0.0,4.7,81.1,121.0,9.5
1254,9.9,1.0916,0.0,4.7,81.7,121.0,9.7
1255,10.1,1.05697,0.0,4.7,82.3,121.0,9.9
1256,10.3,1.02393,0.0,5.015789473684211,82.8,121.0,10.1
1257,54.1,44.68307,9.719762695725274e-05,4.4,17.5,107.0,54.1
1258,54.0,43.27519,9.238195280175992e-05,4.4,18.1,107.0,54.0
1259,54.0,41.87693,8.507574079713556e-05,4.4,18.7,107.0,54.0
1260,54.1,40.47023,7.711980363386433e-05,4.4,19.4,107.0,54.1
1261,54.1,39.10798,7.243155039277911e-05,4.4,20.0,107.0,54.2
1262,54.2,37.85298,7.071668688397012e-05,4.4,20.7,108.0,54.2
1263,54.1,36.62747,6.68900083378451e-05,4.4,21.4,108.0,54.2
1264,54.1,35.43864,6.16678720262783e-05,4.4,22.1,108.0,54.2
1265,54.0,34.25859,5.846657194506274e-05,4.4,22.8,108.0,54.1
1266,53.7,33.06259,5.506795884696442e-05,4.4,23.5,108.0,53.8
1267,53.5,31.84083,5.331478577085242e-05,4.4,24.2,108.0,53.6
1268,53.4,30.61344,5.033498645323948e-05,4.4,25.0,108.0,53.5
1269,53.2,29.3963,4.566193888708201e-05,4.3,25.8,108.0,53.3
1270,53.0,28.20716,4.3486224853612106e-05,4.3,26.6,108.0,53.1
1271,52.9,27.03107,3.824661903964223e-05,4.3,27.4,109.0,53.0
1272,52.7,25.89666,3.523620234521937e-05,4.3,28.3,109.0,52.8
1273,52.6,24.80065,3.3022765886593095e-05,4.3,29.1,109.0,52.8
1274,52.8,23.73431,3.144385057039733e-05,4.2,30.0,109.0,52.9
1275,52.9,22.66687,3.259991463909983e-05,4.2,30.8,109.0,53.0
1276,53.0,21.43815,3.190324997979809e-05,4.352631578947369,31.7,109.0,53.1
1277,33.3,22.81786,7.592966417650791e-05,4.3,20.6,111.0,32.7
1278,32.4,22.05466,7.125122929920615e-05,4.3,21.2,112.0,31.9
1279,31.7,21.41485,6.739428006364842e-05,4.3,21.7,112.0,31.1
1280,30.9,20.85004,6.382311133081726e-05,4.3,22.3,112.0,30.3
1281,30.2,20.46575,5.9193609065406095e-05,4.3,22.8,112.0,29.6
1282,29.5,19.93417,5.498573184480005e-05,4.4,23.4,112.0,28.9
1283,28.9,19.53224,5.0737588745486586e-05,4.4,24.0,112.0,28.2
1284,28.3,19.14294,4.7828235915703e-05,4.4,24.5,112.0,27.6
1285,27.7,18.73937,4.470083307498887e-05,4.5,25.1,113.0,27.1
1286,27.3,18.10993,4.193172790516329e-05,4.5,25.6,113.0,26.6
1287,27.0,17.45782,3.8449454582427565e-05,4.5,26.1,113.0,26.3
1288,26.9,16.78135,3.510399936420314e-05,4.6,26.6,113.0,26.2
1289,27.0,16.10198,3.2874567667205205e-05,4.6,27.0,113.0,26.3
1290,27.2,15.42988,3.044155034118462e-05,4.6,27.3,112.0,26.6
1291,27.6,14.78509,2.7683684483947064e-05,4.6,27.7,112.0,27.0
1292,28.2,14.1782,2.5492708365981204e-05,4.7,28.0,112.0,27.6
1293,28.9,13.61559,2.375009876508781e-05,4.7,28.2,112.0,28.3
1294,29.6,13.08841,2.2357744418730268e-05,4.7,28.5,112.0,29.0
1295,30.4,12.58927,2.113739379649268e-05,4.8,28.8,112.0,29.8
1296,31.2,12.15311,1.984519062361189e-05,4.5,29.0,111.0,30.6
1297,27.4,19.50068,7.955524596034197e-06,5.0,30.2,116.0,27.3
1298,26.5,18.80678,7.392329994531402e-06,5.0,31.0,117.0,26.4
1299,26.0,18.09309,6.90060073072951e-06,5.0,31.8,117.0,25.9
1300,25.5,17.39623,6.5243341281535125e-06,5.0,32.7,117.0,25.4
1301,25.0,16.71425,6.117063746691186e-06,5.0,33.7,117.0,24.9
1302,24.5,16.03144,5.699841478000992e-06,4.9,34.8,118.0,24.5
1303,24.1,15.38321,5.315340427741432e-06,4.9,35.9,118.0,24.0
1304,23.8,14.7116,5.088181285879776e-06,4.9,37.0,118.0,23.7
1305,23.4,14.01494,4.838363987856906e-06,4.8,38.2,118.0,23.4
1306,23.2,13.25859,4.673044332263298e-06,4.8,39.3,118.0,23.1
1307,23.0,12.55995,4.666986708421855e-06,4.8,40.5,118.0,22.9
1308,22.8,11.92415,4.531961601421141e-06,4.7,41.6,118.0,22.8
1309,22.8,11.32083,4.336320339553662e-06,4.7,42.7,118.0,22.7
1310,22.8,10.82686,4.120023987806532e-06,4.6,43.8,118.0,22.8
1311,22.9,10.36202,3.822331500494454e-06,4.6,44.8,118.0,22.8
1312,23.0,9.98544,3.3975248811257374e-06,4.5,45.8,118.0,22.9
1313,23.1,9.61067,3.0434182746542965e-06,4.5,46.8,118.0,23.1
1314,23.4,9.23755,2.81728960123128e-06,4.4,47.6,118.0,23.4
1315,23.7,8.882,2.6859752554111777e-06,4.4,48.3,118.0,23.7
1316,24.1,8.56829,2.498689472400083e-06,4.7631578947368425,49.0,118.0,24.1
1317,37.3,22.96933,2.941035876586681e-05,4.9,40.7,113.0,37.1
1318,36.6,22.59771,2.770306663095874e-05,4.9,41.7,113.0,36.4
1319,35.9,22.24065,2.6384325747021564e-05,4.8,42.8,113.0,35.7
1320,34.9,21.84835,2.482808881959425e-05,4.8,43.9,113.0,34.7
1321,33.9,21.43806,2.199987520070795e-05,4.8,45.0,114.0,33.7
1322,32.9,21.00938,2.002024276865288e-05,4.8,46.1,114.0,32.7
1323,32.1,20.49956,1.8932086597851527e-05,4.8,47.3,114.0,31.8
1324,31.2,19.88638,1.7997004813086613e-05,4.8,48.3,114.0,30.9
1325,30.5,19.27258,1.7006818385469374e-05,4.8,49.4,115.0,30.2
1326,29.8,18.68046,1.5805083994384183e-05,4.8,50.4,115.0,29.5
1327,29.3,18.10039,1.4752744010385932e-05,4.7,51.3,115.0,29.0
1328,28.8,17.53784,1.4024560227231018e-05,4.7,52.2,115.0,28.6
1329,28.6,16.96632,1.311924802031448e-05,4.7,53.1,115.0,28.4
1330,28.5,16.4171,1.234147086825186e-05,4.7,53.9,115.0,28.2
1331,28.4,15.91525,1.1567839334797444e-05,4.7,54.6,115.0,28.2
1332,28.4,15.38669,1.073334346238668e-05,4.7,55.2,115.0,28.2
1333,28.6,14.86693,9.728759961199936e-06,4.775,55.9,115.0,28.4
1334,11.0,4.02463,5.232594037563746e-07,5.2,33.6,120.0,10.8
1335,10.8,3.90074,1.0328711235055646e-06,5.2,34.5,120.0,10.6
1336,10.7,3.72137,1.0170027606539935e-06,5.1,35.3,120.0,10.4
1337,10.6,3.50332,2.498644485366689e-07,5.1,36.2,120.0,10.4
1338,10.5,3.25519,2.444293332798848e-07,5.1,37.1,120.0,10.3
1339,10.5,2.99634,7.144243466291673e-07,5.0,38.0,120.0,10.3
1340,10.6,2.76213,4.641422280312201e-07,5.0,38.9,120.0,10.3
1341,10.6,2.59318,6.787354886352529e-07,5.0,39.8,120.0,10.4
1342,10.7,2.50154,8.854051148968083e-07,5.0,40.7,120.0,10.5
1343,10.7,2.47073,1.091704010221843e-06,4.9,41.6,120.0,10.5
1344,10.8,2.48366,1.0815681960113062e-06,4.9,42.4,120.0,10.6
1345,10.9,2.51099,8.563520771675984e-07,4.9,43.2,120.0,10.6
1346,10.9,2.52398,8.470936639935215e-07,4.8,43.9,120.0,10.7
1347,11.0,2.50683,6.281430708909707e-07,4.8,44.6,120.0,10.8
1348,11.1,2.46417,4.1384176553174013e-07,4.8,45.2,120.0,10.9
1349,11.2,2.40156,4.08805256417987e-07,4.7,45.7,120.0,11.0
1350,11.4,2.32389,4.038386478835927e-07,4.7,46.2,120.0,11.2
1351,11.6,2.23878,3.991138077013799e-07,4.7,46.7,120.0,11.4
1352,11.8,2.15215,3.991138077013799e-07,4.6,47.1,120.0,11.6
1353,12.1,2.06533,3.903795640982749e-07,4.921052631578948,47.5,120.0,11.9
1354,12.8,3.58439,1.3083503827742589e-06,5.2,49.0,119.0,12.4
1355,12.3,3.46589,1.5996565217516497e-06,5.1,49.7,119.0,12.0
1356,12.0,3.32765,1.098980460127419e-06,5.1,50.5,120.0,11.6
1357,11.7,3.14942,7.701882910122569e-07,5.1,51.2,120.0,11.3
1358,11.5,2.93957,1.0577648401384886e-06,5.0,52.0,120.0,11.1
1359,11.4,2.73773,8.898228733418707e-07,5.0,52.7,120.0,11.0
1360,11.3,2.58617,1.4562662846977286e-06,5.0,53.4,120.0,11.0
1361,11.3,2.49268,1.1444819802742808e-06,5.0,54.2,120.0,11.0
1362,11.3,2.44098,1.124802614716158e-06,4.9,54.8,120.0,11.0
1363,11.3,2.4145,9.67692748152018e-07,4.9,55.5,120.0,11.0
1364,11.4,2.38731,1.0878455694429618e-06,4.9,56.2,120.0,11.0
1365,11.4,2.33748,6.690706822326407e-07,4.9,56.8,120.0,11.1
1366,11.5,2.26981,1.1856523419663754e-06,4.9,57.4,120.0,11.2
1367,11.6,2.20042,1.6867690613337776e-06,4.9,58.0,120.0,11.2
1368,11.7,2.14003,1.406316919910251e-06,4.9,58.5,120.0,11.4
1369,11.9,2.08672,1.008172625365951e-06,4.8,58.9,120.0,11.5
1370,12.1,2.03747,1.1184428491859352e-06,4.8,59.4,120.0,11.7
1371,12.3,1.99495,1.225925129074592e-06,4.8,59.8,120.0,12.0
1372,12.6,1.96103,1.1033326161671328e-06,4.8,60.2,120.0,12.3
1373,12.9,1.93339,1.0748904865742596e-06,4.947368421052632,60.5,120.0,12.6
1374,12.0,3.47033,4.6725436420767883e-07,5.3,41.4,119.0,11.8
1375,11.8,3.24281,3.9702368947140817e-07,5.3,42.3,120.0,11.6
1376,11.7,3.06476,4.649024159497757e-07,5.3,43.4,120.0,11.6
1377,11.7,2.94348,5.485461641023848e-07,5.3,44.4,120.0,11.5
1378,11.6,2.83912,4.428094556849922e-07,5.2,45.5,120.0,11.4
1379,11.6,2.72305,4.065191580283604e-07,5.2,46.6,120.0,11.4
1380,11.6,2.61048,4.386491764867845e-07,5.2,47.7,120.0,11.4
1381,11.5,2.5314,4.360461216045424e-07,5.2,48.8,120.0,11.4
1382,11.5,2.4896,4.659576034495773e-07,5.2,49.9,120.0,11.4
1383,11.5,2.45857,5.788799711234823e-07,5.2,51.0,120.0,11.3
1384,11.5,2.41522,4.773743960473136e-07,5.1,52.0,120.0,11.4
1385,11.6,2.35615,4.588899805371648e-07,5.1,53.0,120.0,11.5
1386,11.8,2.29518,4.080882703416985e-07,5.1,54.0,120.0,11.6
1387,12.0,2.23937,4.066211190291267e-07,5.1,54.9,119.0,11.9
1388,12.3,2.18752,3.0804090523818693e-07,5.0,55.7,119.0,12.1
1389,12.5,2.13805,3.718366402005202e-07,5.0,56.5,119.0,12.3
1390,12.7,2.08286,2.902872779665183e-07,5.0,57.2,119.0,12.6
1391,13.0,2.01018,3.0577200995207424e-07,5.0,57.9,119.0,12.9
1392,13.3,1.91447,3.0577200995207424e-07,4.9,58.6,119.0,13.2
1393,13.6,1.80964,2.887632590463112e-07,5.142105263157895,59.3,119.0,13.5
1394,24.8,16.96802,1.4910354361775662e-05,4.4,40.4,118.0,24.7
1395,24.1,16.53595,1.401242333878934e-05,4.4,41.0,118.0,23.9
1396,23.5,16.06157,1.4634234201781325e-05,4.4,41.6,118.0,23.3
1397,23.0,15.56482,1.2271535615343138e-05,4.4,42.2,119.0,22.8
1398,22.5,15.09496,1.142646095596721e-05,4.5,42.8,119.0,22.4
1399,22.0,14.6597,1.2424570977736996e-05,4.5,43.4,119.0,21.9
1400,21.6,14.24919,9.783977034469311e-06,4.5,44.0,119.0,21.5
1401,21.2,13.89983,9.345052028577169e-06,4.5,44.5,119.0,21.0
1402,20.7,13.5697,1.2480690588703475e-05,4.5,45.1,119.0,20.6
1403,20.3,13.22734,6.723455091566381e-06,4.5,45.7,119.0,20.2
1404,20.0,12.88525,1.0887767487861896e-05,4.5,46.3,119.0,19.8
1405,19.7,12.53725,1.011023644008116e-05,4.5,46.9,119.0,19.6
1406,19.5,12.16894,7.614598847357405e-06,4.5,47.5,119.0,19.3
1407,19.3,11.78771,8.591909720336776e-06,4.6,48.0,119.0,19.2
1408,19.4,11.40664,1.399293527414208e-05,4.6,48.6,119.0,19.2
1409,19.4,11.0186,1.050772656861715e-05,4.6,49.1,119.0,19.2
1410,19.4,10.67732,9.763192092487727e-06,4.6,49.6,119.0,19.3
1411,19.5,10.32303,9.362791797258106e-06,4.6,50.1,119.0,19.4
1412,19.6,9.96995,9.02840637592746e-06,4.6,50.5,119.0,19.5
1413,19.9,9.58746,9.238161790566913e-06,4.510526315789474,51.0,119.0,19.7
1414,21.3,1.75995,8.282349817176199e-07,5.0,48.2,116.0,21.2
1415,21.4,1.71295,7.631269638718388e-07,5.0,49.4,116.0,21.3
1416,21.4,1.66574,8.243610401131256e-07,5.0,50.5,116.0,21.3
1417,21.4,1.59851,6.820734355069931e-07,5.0,51.6,116.0,21.3
1418,21.3,1.50687,5.951739909717745e-07,5.0,52.8,116.0,21.2
1419,21.2,1.41484,6.185630295369327e-07,5.0,53.8,116.0,21.1
1420,21.1,1.34263,5.636997291798601e-07,5.0,54.9,116.0,21.0
1421,20.9,1.28478,4.773865885985682e-07,5.0,55.9,116.0,20.8
1422,20.6,1.22375,4.851795793611994e-07,5.0,56.9,116.0,20.5
1423,20.4,1.1552,5.246495716729575e-07,5.0,57.9,116.0,20.2
1424,20.1,1.09159,4.781345766044644e-07,5.0,58.9,116.0,20.0
1425,19.9,1.04469,4.471656382484588e-07,5.0,59.8,116.0,19.8
1426,19.7,1.00667,4.475218313711359e-07,5.0,60.6,117.0,19.6
1427,19.5,0.97532,4.08634535754076e-07,5.0,61.5,117.0,19.4
1428,19.3,0.94486,3.5404247905516165e-07,5.0,62.3,117.0,19.2
1429,19.2,0.91811,3.939500119666256e-07,5.0,63.0,117.0,19.1
1430,19.1,0.899,3.551637045803237e-07,5.0,63.8,117.0,19.0
1431,19.1,0.88527,3.400515929440085e-07,5.0,64.5,117.0,19.0
1432,19.0,0.87358,3.242352397838221e-07,5.0,65.2,117.0,18.9
1433,19.0,0.86149,3.1783103962088097e-07,5.0,65.8,117.0,18.9
1434,30.4,15.98136,2.58126725289166e-05,5.1,40.0,116.0,30.2
1435,29.9,15.60637,2.232259275871781e-05,5.1,40.9,116.0,29.6
1436,29.5,15.17203,1.9787619681949714e-05,5.1,41.9,116.0,29.2
1437,29.3,14.71556,1.934669984193547e-05,5.0,42.9,116.0,29.0
1438,29.1,14.24281,1.7939797549384654e-05,5.0,44.0,116.0,28.8
1439,29.0,13.77289,1.582337604501007e-05,5.0,45.1,117.0,28.7
1440,29.0,13.32467,1.317378807825586e-05,5.0,46.2,117.0,28.8
1441,29.0,12.90689,1.2005616627645632e-05,5.0,47.4,117.0,28.7
1442,29.0,12.51911,1.1414361712969568e-05,5.0,48.5,117.0,28.8
1443,29.1,12.15731,1.036800847305554e-05,4.9,49.7,117.0,28.9
1444,29.3,11.81802,1.0145019146772674e-05,4.9,50.8,117.0,29.1
1445,29.9,11.48594,9.987291555622069e-06,4.9,51.9,117.0,29.8
1446,30.5,11.16965,1.0293618555676265e-05,4.9,52.9,117.0,30.4
1447,31.2,10.85605,1.0490458234014663e-05,4.9,53.9,116.0,31.2
1448,32.2,10.55135,1.072293901665441e-05,4.9,54.9,116.0,32.2
1449,33.2,10.24338,1.0417800609033684e-05,4.9,55.8,116.0,33.3
1450,34.4,9.9536,1.0676774012732052e-05,4.8,56.6,116.0,34.5
1451,35.6,9.66564,1.0760812726376965e-05,4.8,57.4,116.0,35.7
1452,36.6,9.36692,1.0760812726376965e-05,4.8,58.1,115.0,36.8
1453,37.7,9.07961,1.0638497418624594e-05,4.947368421052632,58.8,115.0,38.0
1454,34.9,23.92259,8.541968251798865e-06,4.5,62.0,114.0,34.8
1455,34.1,23.30375,8.070184424048413e-06,4.4,63.1,114.0,34.0
1456,33.3,22.65659,7.593911530804101e-06,4.4,64.1,114.0,33.2
1457,32.4,21.75965,6.862896824972079e-06,4.4,65.2,114.0,32.3
1458,31.6,20.75165,5.62900398089416e-06,4.4,66.2,115.0,31.5
1459,30.8,19.72852,6.450546482234792e-06,4.4,67.3,115.0,30.7
1460,30.0,18.51981,7.123678918350418e-06,4.4,68.4,115.0,29.9
1461,29.3,16.99363,7.351231130726275e-06,4.4,69.5,115.0,29.1
1462,28.5,15.26564,6.246380552807082e-06,4.4,70.6,116.0,28.3
1463,27.9,13.51637,6.22654667419387e-06,4.4,71.6,116.0,27.7
1464,27.5,11.8163,4.858114948384577e-06,4.4,72.7,116.0,27.3
1465,27.3,10.17437,3.987399355728726e-06,4.4,73.7,116.0,27.1
1466,27.3,8.61286,3.5384068380282857e-06,4.4,74.7,116.0,27.1
1467,27.4,7.26083,3.495538339966587e-06,4.4,75.7,116.0,27.1
1468,27.5,6.24992,3.175696937335588e-06,4.4,76.6,116.0,27.3
1469,27.7,5.57853,2.9189648006991416e-06,4.4,77.4,116.0,27.5
1470,27.9,5.14089,2.9411200831008035e-06,4.4,78.2,116.0,27.7
1471,28.2,4.85045,2.802222679918593e-06,4.4,79.0,116.0,28.0
1472,28.4,4.68964,2.9100004753000777e-06,4.4,79.7,116.0,28.3
1473,28.7,4.667,2.853659279000788e-06,4.405263157894737,80.3,116.0,28.6
1474,39.8,28.19641,0.0001063847166722,3.9,16.9,111.0,38.9
1475,38.7,28.02496,0.000108646221616,3.9,17.3,111.0,37.8
1476,37.6,27.77194,0.0001126155260757,3.9,17.8,111.0,36.6
1477,36.6,27.45538,0.0001166497306979,3.9,18.2,111.0,35.5
1478,35.5,27.0646,0.0001171127157293,3.9,18.6,112.0,34.4
1479,34.3,26.62291,0.0001145651907711,3.9,19.0,112.0,33.2
1480,33.2,26.14305,0.0001117684617873,3.9,19.4,112.0,32.1
1481,32.1,25.62057,0.0001086907823694,3.9,19.9,112.0,30.9
1482,31.0,25.1241,0.0001052650478941,3.9,20.4,113.0,29.8
1483,30.1,24.64138,0.0001029271400761,3.9,20.9,113.0,28.9
1484,29.3,24.2172,0.0001007758072249,3.9,21.4,113.0,28.1
1485,28.7,23.88431,9.813200156095684e-05,4.0,22.0,113.0,27.6
1486,28.4,23.52767,9.336638354519784e-05,4.0,22.6,113.0,27.2
1487,28.2,23.20846,9.024095197074068e-05,4.0,23.3,113.0,27.1
