,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Mean total cholesterol,  age-standardized","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
1558,22.1,5.59452,1.3007814227600328e-06,5.4,50.9,118.0,22.0
1559,21.7,5.37449,8.732720674759861e-07,5.4,51.6,118.0,21.6
1560,21.3,5.18366,1.3188349412129324e-06,5.4,52.4,118.0,21.2
1561,21.1,4.9982,2.212575393506533e-06,5.3,53.2,119.0,21.0
1562,20.8,4.78073,1.3360511582895515e-06,5.3,54.0,119.0,20.7
1563,20.7,4.5158,1.7925138348458416e-06,5.3,54.8,119.0,20.6
1564,20.7,4.20379,1.352588787309471e-06,5.3,55.7,119.0,20.6
1565,20.8,3.85506,4.535748044639018e-07,5.3,56.5,119.0,20.7
1566,20.9,3.50992,1.3688754232106516e-06,5.2,57.4,119.0,20.8
1567,20.9,3.19577,9.180869088610536e-07,5.2,58.2,119.0,20.9
1568,21.0,2.92527,1.3855756951548727e-06,5.2,59.1,119.0,21.0
1569,21.2,2.71231,3.253335365893333e-06,5.2,59.9,119.0,21.1
1570,21.3,2.55596,1.403345950972706e-06,5.2,60.7,119.0,21.2
1571,21.3,2.44962,1.4128278172610825e-06,5.1,61.5,119.0,21.3
1572,21.4,2.37526,1.4128278172610825e-06,5.1,62.3,119.0,21.4
1573,21.6,2.31535,9.554561562667652e-07,5.294736842105263,63.1,119.0,21.6
1574,26.6,11.66342,7.121201531322078e-06,5.0,32.9,117.0,26.4
1575,26.3,10.9404,6.81679343280608e-06,5.0,33.7,117.0,26.1
1576,26.0,10.24916,6.257393175217698e-06,5.0,34.5,117.0,25.8
1577,25.8,9.55291,5.965531676713833e-06,5.0,35.4,117.0,25.7
1578,25.8,8.86147,5.678162278264537e-06,5.0,36.3,117.0,25.6
1579,25.6,8.19694,5.652057297473941e-06,5.0,37.3,117.0,25.5
1580,25.4,7.59769,5.452988874085034e-06,5.0,38.3,117.0,25.3
1581,25.3,7.04719,5.390753932875872e-06,5.0,39.3,117.0,25.2
1582,25.2,6.6033,4.952917565621205e-06,5.0,40.3,117.0,25.1
1583,25.1,6.22422,4.634920712362919e-06,5.0,41.3,117.0,25.0
1584,25.0,5.91627,4.605784817248519e-06,5.0,42.2,117.0,24.9
1585,25.2,5.63401,4.585936958814183e-06,5.0,43.2,117.0,25.1
1586,25.4,5.38497,4.830580667194971e-06,5.0,44.1,117.0,25.4
1587,25.9,5.16108,5.082797562096658e-06,5.0,44.9,117.0,25.8
1588,26.3,4.95043,4.83454378223281e-06,5.0,45.7,117.0,26.2
1589,26.7,4.76642,4.817844525266463e-06,5.0,46.4,117.0,26.6
1590,27.1,4.60391,4.556722076407116e-06,5.0,47.2,117.0,27.1
1591,27.5,4.43541,4.296251353617528e-06,5.0,47.8,117.0,27.5
1592,27.9,4.28218,4.296251353617528e-06,5.0,48.3,117.0,27.9
1593,28.3,4.12243,4.022101685355244e-06,5.0,48.9,117.0,28.3
1594,36.5,39.59505,6.575088554962522e-05,3.8,24.6,115.0,36.5
1595,35.7,39.86437,6.91863683086898e-05,3.8,25.2,115.0,35.6
1596,34.8,40.0508,7.478048810886378e-05,3.8,25.8,115.0,34.7
1597,34.0,40.18526,8.565443884662404e-05,3.8,26.5,115.0,33.9
1598,33.3,40.30597,9.091404985726494e-05,3.8,27.1,115.0,33.1
1599,32.6,40.53552,9.57278332837352e-05,3.8,27.8,116.0,32.4
1600,31.9,40.7878,9.587338044328932e-05,3.8,28.6,116.0,31.7
1601,31.2,41.09626,0.0001006856536507,3.8,29.3,116.0,30.9
1602,30.5,41.39835,0.0001065013320497,3.8,30.1,116.0,30.2
1603,29.9,41.72462,0.0001028111812639,3.8,31.0,116.0,29.5
1604,29.4,42.02553,0.0001015862034474,3.8,31.9,116.0,29.1
1605,28.8,42.41463,9.87071442152938e-05,3.8,32.8,116.0,28.5
1606,28.3,42.84727,9.945646008558435e-05,3.8,33.8,116.0,27.9
1607,28.0,43.47992,9.91642826781174e-05,3.8,34.8,116.0,27.5
1608,27.7,44.09503,9.474729249313082e-05,3.8,35.8,116.0,27.3
1609,27.5,44.69212,9.34435008248186e-05,3.8,36.8,116.0,27.1
1610,27.4,45.08873,8.704245111542342e-05,3.8,37.8,116.0,27.0
1611,27.3,45.2471,8.069285541372452e-05,3.8,38.8,116.0,26.9
1612,27.5,45.06983,7.711785549033167e-05,3.8,39.8,116.0,27.1
1613,27.9,44.83549,7.628723261960694e-05,3.8,40.8,115.0,27.5
1614,53.0,48.10196,0.0002860803455112,4.0,18.8,107.0,52.6
1615,51.9,45.9982,0.0002716626725785,4.0,19.2,107.0,51.5
1616,50.8,43.93647,0.0002637087696242,4.0,19.7,107.0,50.3
1617,50.1,41.93206,0.0002635680689811,4.0,20.2,107.0,49.6
1618,49.5,40.03021,0.0002632388391739,4.0,20.7,107.0,48.8
1619,48.7,38.36558,0.0002583544561706,4.0,21.3,107.0,48.0
1620,47.9,36.86899,0.0002452048296984,4.0,21.9,108.0,47.2
1621,47.1,35.60928,0.0002486286433041,4.0,22.6,108.0,46.3
1622,46.3,34.4968,0.0002447410468231,4.0,23.3,108.0,45.5
1623,45.5,33.54872,0.0002464145703288,4.0,24.1,108.0,44.7
1624,44.8,32.88546,0.0002496556380384,4.0,25.0,109.0,44.0
1625,44.1,32.50465,0.0002424233461604,4.0,26.0,109.0,43.3
1626,43.6,32.30464,0.0002309738505707,4.0,27.1,109.0,42.8
1627,43.2,32.27732,0.0002140510208403,4.0,28.1,109.0,42.4
1628,42.9,32.25158,0.000201597630678,4.0,29.3,109.0,42.1
1629,42.7,32.19795,0.0001887662173299,4.1,30.5,109.0,41.9
1630,42.5,32.01981,0.0001781418548706,4.1,31.7,109.0,41.8
1631,42.4,31.79293,0.0001666159706174,4.1,33.0,110.0,41.7
1632,42.5,31.44554,0.0001629840148546,4.1,34.3,110.0,41.8
1633,42.6,31.07083,0.0001543580049238,4.021052631578947,35.6,110.0,41.9
1634,32.6,15.13917,5.6580475092592e-06,4.7,24.5,116.0,32.6
1635,32.1,14.69166,5.71331717099387e-06,4.7,25.2,116.0,32.1
1636,31.8,14.26627,5.576997043633868e-06,4.7,25.8,116.0,31.8
1637,31.4,13.77618,5.263029900906221e-06,4.6,26.6,116.0,31.4
1638,31.1,13.18059,4.961828476323484e-06,4.6,27.4,116.0,31.1
1639,30.7,12.49485,4.673275717036271e-06,4.6,28.2,116.0,30.7
1640,30.3,11.71597,4.566033983468928e-06,4.6,29.1,116.0,30.3
1641,29.8,10.89749,5.950516496567296e-06,4.6,30.0,116.0,29.8
1642,29.5,10.14047,6.4651281493457534e-06,4.5,30.9,116.0,29.5
1643,29.1,9.49346,6.957229011581731e-06,4.5,31.8,117.0,29.1
1644,28.8,8.95077,6.19055710990127e-06,4.5,32.7,117.0,28.8
1645,28.7,8.55177,5.759355922133508e-06,4.5,33.6,117.0,28.7
1646,22.2,4.54978,1.0945748219879283e-06,5.6,50.5,118.0,22.0
1647,21.7,4.43692,1.0971688381009431e-06,5.6,51.3,118.0,21.6
1648,21.2,4.42305,1.37618517066898e-06,5.5,52.1,118.0,21.1
1649,20.9,4.46364,5.524718418913984e-07,5.5,52.8,118.0,20.8
1650,20.3,4.46543,1.1086784857336638e-06,5.5,53.5,119.0,20.2
1651,19.5,4.35622,8.34117171775588e-07,5.5,54.2,119.0,19.4
1652,19.0,4.11127,2.788695520741481e-07,5.4,54.9,119.0,19.0
1653,18.8,3.78077,5.593718701395829e-07,5.4,55.6,120.0,18.7
1654,18.6,3.44648,8.414663392427644e-07,5.4,56.4,120.0,18.5
1655,18.5,3.16048,2.812797892876842e-07,5.4,57.1,120.0,18.4
1656,18.5,2.9381,5.641241310020339e-07,5.3,57.9,120.0,18.4
1657,18.6,2.76298,5.656833299062352e-07,5.3,58.6,120.0,18.5
1658,18.8,2.60802,8.508801362315823e-07,5.3,59.4,120.0,18.7
1659,18.9,2.48971,5.688511879603784e-07,5.3,60.2,120.0,18.9
1660,19.0,2.43696,5.704932884317082e-07,5.3,61.0,120.0,19.0
1661,19.1,2.41626,8.582914963911704e-07,5.2,61.8,120.0,19.0
1662,19.2,2.37164,5.739706052433937e-07,5.2,62.5,120.0,19.1
1663,19.4,2.28433,5.75840828381582e-07,5.2,63.3,120.0,19.3
1664,19.6,2.17263,5.75840828381582e-07,5.2,64.0,120.0,19.6
1665,19.9,2.04729,5.799313593243104e-07,5.373684210526315,64.7,120.0,19.9
1666,8.8,2.29289,0.0,5.4,37.6,122.0,8.7
1667,8.7,2.16125,0.0,5.3,38.4,122.0,8.5
1668,8.6,2.03375,0.0,5.3,39.2,122.0,8.4
1669,8.6,1.91465,0.0,5.3,40.1,122.0,8.4
1670,8.6,1.81183,0.0,5.2,41.0,122.0,8.4
1671,8.6,1.72602,0.0,5.2,41.9,122.0,8.4
1672,8.6,1.66151,0.0,5.2,43.0,122.0,8.5
1673,8.7,1.61271,0.0,5.1,44.0,122.0,8.5
1674,8.7,1.58166,0.0,5.1,45.1,122.0,8.6
1675,8.8,1.56061,0.0,5.1,46.3,122.0,8.6
1676,8.8,1.54966,0.0,5.0,47.6,122.0,8.6
1677,8.9,1.54401,0.0,5.0,48.8,122.0,8.7
1678,9.0,1.54596,0.0,5.0,50.1,121.0,8.8
1679,9.0,1.55552,0.0,5.0,51.4,121.0,8.9
1680,9.2,1.57184,0.0,4.9,52.7,121.0,9.0
1681,9.3,1.59635,0.0,4.9,53.9,121.0,9.2
1682,9.5,1.62496,0.0,4.9,55.2,121.0,9.4
1683,9.7,1.6583,0.0,4.8,56.4,121.0,9.6
1684,10.0,1.68032,0.0,4.8,57.6,121.0,9.8
1685,10.2,1.68734,0.0,5.078947368421052,58.8,121.0,10.1
1686,42.6,30.67677,0.0001670696029752,3.9,14.9,112.0,42.3
1687,42.3,29.91493,0.0001645423651603,3.9,15.2,112.0,42.0
1688,42.0,29.20794,0.000165731140684,3.9,15.6,112.0,41.8
1689,41.6,28.54137,0.0001621854524521,3.9,16.0,112.0,41.4
1690,41.1,27.90253,0.0001570225551925,4.0,16.4,112.0,40.9
1691,40.5,27.27832,0.0001487535825913,4.0,16.8,113.0,40.3
1692,39.9,26.6567,0.0001402594848158,4.0,17.3,113.0,39.8
1693,39.5,26.04812,0.0001317818010104,4.0,17.8,113.0,39.3
1694,38.9,25.47404,0.0001312208145948,4.0,18.3,113.0,38.7
1695,38.3,24.94738,0.0001283072028855,4.0,18.9,113.0,38.1
1696,37.9,24.44246,0.000124425308258,4.0,19.5,113.0,37.7
1697,37.7,23.98059,0.0001199933230625,4.0,20.1,114.0,37.4
1698,37.5,23.55175,0.0001144981589085,4.0,20.8,114.0,37.3
1699,37.4,23.13807,0.000109718090716,4.0,21.5,114.0,37.2
1700,37.4,22.71442,0.0001050184189362,4.0,22.3,114.0,37.2
1701,37.4,22.28794,0.0001004021440543,4.0,23.1,114.0,37.2
1702,37.5,21.88807,9.654004271256312e-05,4.0,24.0,114.0,37.3
1703,37.5,21.47004,9.272465497998834e-05,4.0,24.9,114.0,37.4
1704,37.7,21.07412,9.119201605469928e-05,4.0,25.8,114.0,37.5
1705,37.8,20.66635,8.506541813239672e-05,3.978947368421052,26.7,114.0,37.7
1706,37.9,39.1337,0.00011752738316,3.6,12.8,112.0,37.1
1707,37.6,36.97879,0.0001122134763685,3.6,13.1,112.0,36.7
1708,37.3,34.78883,0.0001093892931397,3.6,13.5,112.0,36.4
1709,37.0,32.73859,0.0001077613405917,3.6,13.8,112.0,36.1
1710,36.6,31.02767,0.0001054022415898,3.6,14.2,112.0,35.7
1711,36.0,29.81808,0.0001001325663272,3.6,14.6,112.0,35.0
1712,35.2,29.19854,9.519560965642902e-05,3.6,15.1,112.0,34.2
1713,34.3,28.93774,9.23220059478136e-05,3.6,15.6,113.0,33.3
1714,33.3,28.7685,9.060646221700268e-05,3.6,16.1,113.0,32.3
1715,32.4,28.46163,8.843046700402435e-05,3.6,16.7,113.0,31.3
1716,31.5,27.90323,8.622754491017964e-05,3.6,17.4,114.0,30.5
1717,31.0,27.05387,8.186783609202751e-05,3.7,18.2,114.0,29.9
1718,30.6,25.96588,7.713022154446192e-05,3.7,19.0,114.0,29.6
1719,30.4,24.78545,7.30738484550901e-05,3.7,19.9,114.0,29.4
1720,30.3,23.65979,6.9308493787813e-05,3.7,20.9,114.0,29.4
1721,30.4,22.67737,6.598899152337816e-05,3.7,22.0,114.0,29.5
1722,30.5,21.75898,6.429607231230878e-05,3.7,23.1,114.0,29.6
1723,30.8,20.98671,6.180664846893427e-05,3.8,24.2,114.0,29.9
1724,31.0,20.25462,6.143206272063769e-05,3.8,25.4,114.0,30.2
1725,31.4,19.66836,5.845250670350207e-05,3.6526315789473687,26.7,114.0,30.6
1726,35.1,4.84107,1.537711688042875e-05,4.9,33.8,113.0,35.0
1727,34.7,4.51384,1.3649371901403004e-05,5.0,34.5,113.0,34.6
1728,34.2,4.26873,1.264279355825371e-05,5.0,35.3,114.0,34.1
1729,33.5,4.11939,1.2057685898568496e-05,5.0,36.0,114.0,33.4
1730,32.9,4.04222,1.1304995269173509e-05,5.0,36.7,114.0,32.8
1731,32.5,4.00307,1.0743942957749734e-05,5.0,37.4,114.0,32.4
1732,32.0,3.99371,1.0176997277331653e-05,5.1,38.2,114.0,31.9
1733,31.5,4.02587,9.815746539577535e-06,5.1,38.9,115.0,31.4
1734,31.1,4.08506,9.79612437539655e-06,5.1,39.6,115.0,31.0
1735,30.7,4.13964,9.77788878557399e-06,5.1,40.4,115.0,30.6
1736,30.4,4.1608,9.08938894124817e-06,5.1,41.1,115.0,30.4
1737,30.2,4.14751,8.841361196477046e-06,5.1,41.8,115.0,30.2
1738,30.1,4.12508,8.464715774720945e-06,5.1,42.4,115.0,30.0
1739,30.2,4.10588,7.796575662965441e-06,5.1,43.1,115.0,30.1
1740,30.4,4.12211,8.1799993562407e-06,5.1,43.7,115.0,30.4
1741,30.7,4.19645,8.160229414526807e-06,5.1,44.3,115.0,30.7
1742,30.9,4.31153,7.948313474504427e-06,5.2,44.9,115.0,30.9
1743,31.3,4.43377,8.093813802514513e-06,5.2,45.5,115.0,31.3
1744,31.6,4.53897,8.125679211185829e-06,5.2,46.1,115.0,31.6
1745,32.0,4.61001,7.911141561594814e-06,5.078947368421052,46.6,115.0,32.0
1746,48.0,22.42115,4.33360779516036e-05,4.4,25.4,109.0,47.9
1747,47.1,20.03624,3.595793575297552e-05,4.4,26.1,109.0,47.0
1748,46.3,17.50651,3.527280306552725e-05,4.4,26.8,109.0,46.2
1749,45.7,15.34755,3.139816006782003e-05,4.4,27.4,110.0,45.6
1750,45.2,13.59099,2.7556728587656426e-05,4.5,28.1,110.0,45.0
1751,44.8,12.07985,2.676595845923247e-05,4.5,28.9,110.0,44.7
1752,44.5,10.87636,2.2980647422289502e-05,4.5,29.6,110.0,44.4
1753,44.3,9.88615,2.191972994892703e-05,4.5,30.4,110.0,44.2
1754,44.2,9.04941,2.072941633737125e-05,4.5,31.2,110.0,44.1
1755,44.3,8.32065,2.018499548360726e-05,4.5,32.0,110.0,44.1
1756,44.5,7.6514,2.0219891318084166e-05,4.6,32.8,110.0,44.4
1757,44.9,7.03228,1.7721563852060385e-05,4.6,33.6,110.0,44.8
1758,45.6,6.52135,1.7746183936661335e-05,4.6,34.3,110.0,45.5
1759,46.4,6.15316,1.7767038590007818e-05,4.6,35.1,110.0,46.3
1760,47.3,5.89943,1.7784778770055514e-05,4.6,35.8,110.0,47.3
1761,48.3,5.69369,1.7800245643389878e-05,4.6,36.6,110.0,48.3
1762,49.3,5.47728,1.7813517915309445e-05,4.6,37.3,110.0,49.4
1763,50.3,5.21345,1.7824903427219645e-05,4.6,38.0,110.0,50.4
1764,51.3,4.87317,1.7824903427219645e-05,4.7,38.7,110.0,51.4
1765,52.2,4.49877,1.784726312220021e-05,4.531578947368421,39.4,110.0,52.3
1766,62.9,50.96314,0.0002432015378095,3.9,25.0,103.0,63.1
1767,62.5,49.26884,0.0002352158632216,3.9,25.6,104.0,62.7
1768,62.2,47.61776,0.0002262986077421,3.9,26.1,104.0,62.3
1769,61.8,46.08792,0.0002148782535917,3.9,26.8,104.0,62.0
1770,61.4,44.74308,0.0002085847814277,3.9,27.4,104.0,61.5
1771,61.0,43.58541,0.0002010083548269,3.9,28.1,104.0,61.0
1772,60.5,42.59088,0.0001989308990704,3.9,28.8,104.0,60.5
1773,60.0,41.65933,0.0001954765810676,3.9,29.6,104.0,60.0
1774,59.5,40.79796,0.0001960183692416,3.9,30.5,104.0,59.4
1775,59.1,39.84684,0.0001936291328903,4.0,31.4,104.0,58.9
1776,58.6,38.88607,0.0001942542210789,4.0,32.4,105.0,58.5
1777,58.4,37.97395,0.0001969646121894,4.0,33.4,105.0,58.2
1778,58.2,37.14437,0.0002005021360633,4.0,34.5,105.0,58.0
1779,58.2,36.38872,0.0001986253357039,4.0,35.6,105.0,58.0
1780,58.2,35.60852,0.00019859825291,4.0,36.8,105.0,58.0
1781,58.3,34.92811,0.0001988156187768,4.0,38.0,105.0,58.2
1782,58.5,34.19784,0.0002028610787746,4.0,39.2,105.0,58.4
1783,58.6,33.55165,0.000204047840553,4.0,40.5,105.0,58.6
1784,58.8,32.89395,0.0002083957081233,4.0,41.7,105.0,58.8
1785,59.0,32.26398,0.0002018565758564,3.952631578947368,43.0,105.0,59.0
1786,13.7,5.17907,0.0,5.5,51.9,119.0,13.5
1787,13.4,5.00954,0.0,5.4,52.7,119.0,13.2
1788,13.2,4.86842,0.0,5.4,53.7,119.0,13.0
1789,13.0,4.75238,0.0,5.4,54.6,119.0,12.8
1790,12.7,4.66347,0.0,5.4,55.6,119.0,12.6
1791,12.6,4.59332,0.0,5.3,56.6,119.0,12.4
1792,12.5,4.54263,2.498663215179879e-06,5.3,57.7,119.0,12.3
1793,12.4,4.50884,2.488304966656713e-06,5.3,58.7,119.0,12.2
1794,12.3,4.48324,2.4781182161513835e-06,5.3,59.7,119.0,12.2
1795,12.3,4.46257,2.4681302679155405e-06,5.2,60.8,119.0,12.1
1796,12.3,4.44504,2.4583856764616945e-06,5.2,61.8,119.0,12.1
1797,12.2,4.43028,0.0,5.2,62.8,119.0,12.1
1798,12.3,4.41699,2.4400003904000624e-06,5.2,63.8,119.0,12.1
1799,12.3,4.40501,0.0,5.2,64.7,119.0,12.2
1800,12.4,4.39725,2.423331838945366e-06,5.1,65.6,119.0,12.2
1801,12.6,4.38649,0.0,5.1,66.5,119.0,12.4
1802,12.7,4.37996,0.0,5.1,67.3,119.0,12.6
1803,13.0,4.37372,0.0,5.1,68.1,119.0,12.8
1804,13.3,4.36311,0.0,5.1,68.8,119.0,13.2
1805,13.7,4.33956,0.0,5.252631578947368,69.5,119.0,13.6
1806,48.7,42.4737,0.0002683069511493,4.1,18.2,107.0,48.0
1807,48.4,42.07952,0.0002622972798641,4.1,18.6,107.0,47.8
1808,48.2,41.7545,0.0002526744546126,4.1,19.0,108.0,47.6
1809,48.0,41.54213,0.0002411788198316,4.1,19.5,108.0,47.4
1810,47.9,41.28496,0.0002351917698054,4.1,20.0,108.0,47.2
1811,47.7,40.85474,0.0002258682979925,4.1,20.5,108.0,47.1
1812,47.4,40.39931,0.0002182804928395,4.1,21.1,108.0,46.8
1813,47.1,39.87252,0.0002042628893572,4.1,21.7,108.0,46.5
1814,46.7,39.30743,0.0001924755796608,4.2,22.4,108.0,46.1
1815,46.3,38.62426,0.0001885293623297,4.2,23.2,108.0,45.7
1816,45.9,37.89985,0.0001797158243527,4.2,24.0,108.0,45.3
1817,45.5,37.18948,0.0001739986848015,4.2,24.9,109.0,44.9
1818,45.1,36.49922,0.0001708747806387,4.2,25.9,109.0,44.5
1819,44.8,35.84649,0.0001652310762419,4.2,26.9,109.0,44.2
1820,44.5,35.22263,0.0001555388611143,4.2,27.9,109.0,43.8
1821,44.2,34.55705,0.000150137542671,4.2,29.0,109.0,43.6
1822,43.9,33.80513,0.0001435838808601,4.2,30.2,109.0,43.3
1823,43.7,33.12647,0.0001410110385037,4.2,31.3,109.0,43.1
1824,43.5,32.4116,0.0001362219843658,4.2,32.5,110.0,42.9
1825,43.3,31.79324,0.0001274613422495,4.157894736842105,33.7,110.0,42.8
1826,18.6,12.38879,4.216093334187795e-06,4.9,41.2,115.0,17.9
1827,18.6,11.28767,5.008857329377449e-06,4.8,41.9,115.0,18.0
1828,18.6,10.5679,2.480179234285997e-06,4.8,42.7,115.0,18.0
1829,18.7,10.21329,4.913988815761455e-06,4.8,43.4,115.0,18.1
1830,18.7,10.13223,4.869896652676536e-06,4.8,44.2,116.0,18.2
1831,18.7,10.1778,4.827726599405707e-06,4.8,45.0,116.0,18.3
1832,18.7,10.1605,4.786883938009853e-06,4.8,45.8,116.0,18.3
1833,18.7,9.99676,5.538417231123689e-06,4.8,46.7,116.0,18.3
1834,18.7,9.71721,6.278503424531212e-06,4.7,47.6,117.0,18.3
1835,18.6,9.44223,7.007904916746089e-06,4.7,48.7,117.0,18.3
1836,18.7,9.28881,5.409147951014756e-06,4.7,49.8,117.0,18.4
1837,18.9,9.3259,5.369263421432719e-06,4.7,50.9,118.0,18.6
1838,19.2,9.45588,6.854035694294777e-06,4.7,52.2,118.0,19.0
1839,19.7,9.46035,6.050347970637661e-06,4.7,53.4,118.0,19.4
1840,20.2,9.25567,6.0098185410414265e-06,4.7,54.7,118.0,20.0
1841,20.7,9.05223,4.478190094691329e-06,4.7,56.0,118.0,20.5
1842,21.4,9.05986,5.191946252972389e-06,4.7,57.4,118.0,21.2
1843,22.0,9.30946,6.635269554139376e-06,4.7,58.7,118.0,21.9
1844,22.7,9.71025,5.160765208775071e-06,4.7,59.9,118.0,22.6
1845,23.5,10.14734,5.1022416334170585e-06,4.747368421052632,61.2,118.0,23.4
1846,23.5,14.38923,1.532124211461402e-05,4.8,29.7,118.0,23.2
1847,22.6,13.39169,1.441030920829623e-05,4.8,30.0,118.0,22.3
1848,21.8,12.39548,1.452967453294854e-05,4.8,30.4,119.0,21.5
1849,21.1,11.42925,1.4336943273449457e-05,4.8,30.9,119.0,20.8
1850,20.4,10.54969,1.3405158815785031e-05,4.8,31.5,119.0,20.2
1851,19.8,9.85622,1.3304720933054713e-05,4.8,32.2,119.0,19.5
1852,19.1,9.42743,1.2359291145513454e-05,4.8,33.0,119.0,18.9
1853,18.5,9.26008,1.1895027021306397e-05,4.8,33.9,120.0,18.2
1854,17.9,9.20818,1.195939444538422e-05,4.8,34.8,120.0,17.6
1855,17.3,9.13984,1.2453715339826554e-05,4.8,35.8,120.0,17.0
1856,16.8,9.0196,1.082077335258038e-05,4.8,36.8,120.0,16.5
1857,16.3,8.85143,1.0217699968653996e-05,4.8,37.9,120.0,16.0
1858,15.9,8.6539,1.0080416500892086e-05,4.8,39.0,120.0,15.6
1859,15.6,8.46829,9.80029898913917e-06,4.8,40.1,120.0,15.3
1860,15.3,8.33687,9.654402363206997e-06,4.8,41.3,120.0,15.1
1861,15.1,8.30718,9.015145106764594e-06,4.8,42.4,121.0,14.9
1862,15.0,8.39746,8.581517376396794e-06,4.8,43.6,121.0,14.8
1863,15.0,8.57202,8.74361443682206e-06,4.8,44.7,121.0,14.8
1864,15.1,8.68002,8.760127400819836e-06,4.8,45.8,121.0,14.9
1865,15.3,8.59312,8.251595303026759e-06,4.8,46.9,120.0,15.1
1866,29.0,20.41866,3.109887888541618e-06,5.0,39.2,115.0,28.9
1867,28.6,18.70471,4.111152007668992e-06,5.0,39.9,115.0,28.5
1868,28.2,17.05082,3.179346962133978e-06,5.0,40.6,115.0,28.1
1869,27.7,15.62713,2.4746649984125026e-06,5.0,41.3,116.0,27.6
1870,27.2,14.54886,2.5033726688280785e-06,4.9,42.0,116.0,27.1
1871,26.9,13.80424,2.532760625500695e-06,4.9,42.6,116.0,26.8
1872,26.7,13.32612,2.3070534313574704e-06,4.9,43.3,116.0,26.6
1873,26.4,13.02042,2.5937363342516888e-06,4.9,44.0,116.0,26.3
1874,26.2,12.83554,3.9351869463028e-06,4.9,44.7,116.0,26.1
1875,26.0,12.69943,2.3868259934898e-06,4.8,45.5,117.0,26.0
1876,26.0,12.55706,4.019509089315904e-06,4.8,46.3,117.0,25.9
1877,26.0,12.38306,2.165603129946204e-06,4.8,47.1,117.0,26.0
1878,26.0,12.1818,2.7345992157716367e-06,4.8,47.9,117.0,25.9
1879,25.9,11.95927,2.209990538478007e-06,4.7,48.8,117.0,25.8
1880,25.9,11.73572,2.232586384348676e-06,4.7,49.6,117.0,25.9
1881,25.9,11.54107,2.819405517069104e-06,4.7,50.5,117.0,25.9
1882,26.0,11.34572,2.2788873902039178e-06,4.7,51.3,117.0,25.9
1883,26.0,11.15446,1.7270555631194194e-06,4.7,52.2,117.0,26.0
1884,26.0,10.97044,1.7270555631194194e-06,4.6,53.0,117.0,26.0
1885,26.1,10.77847,1.7640848207263502e-06,4.8315789473684205,53.8,117.0,26.0
1886,15.4,23.72005,3.303604645618951e-05,4.5,48.3,117.0,14.9
1887,15.5,22.41162,2.847138256294209e-05,4.5,49.2,117.0,15.0
1888,15.8,21.15637,2.477634791530716e-05,4.5,50.2,117.0,15.3
1889,16.2,19.94144,2.2269443019679003e-05,4.5,51.1,117.0,15.7
1890,16.5,18.72606,2.088815737066956e-05,4.5,52.1,117.0,16.0
1891,16.5,17.56063,1.9190549596405296e-05,4.6,53.0,117.0,16.0
1892,16.0,16.46138,1.7535396573308444e-05,4.6,54.0,117.0,15.5
1893,15.7,15.0167,1.6600119385348396e-05,4.6,54.9,117.0,15.2
1894,15.5,13.60857,1.60209286731567e-05,4.6,55.8,117.0,14.9
1895,15.1,12.39112,1.6441192157419812e-05,4.6,56.7,117.0,14.6
1896,14.8,11.43675,1.6197385223708565e-05,4.7,57.6,117.0,14.2
1897,14.5,10.75769,1.6276675396496622e-05,4.7,58.5,117.0,13.9
1898,14.3,10.29114,1.5723285273539568e-05,4.7,59.3,117.0,13.7
1899,14.3,9.98944,1.518665954236706e-05,4.7,60.1,117.0,13.7
1900,14.2,9.78015,1.405629546333064e-05,4.7,60.8,117.0,13.5
1901,14.1,9.58587,1.3260600946324704e-05,4.8,61.5,117.0,13.4
1902,14.1,9.33603,1.3082762746476276e-05,4.8,62.1,117.0,13.4
1903,14.1,9.01965,1.2618496485602002e-05,4.8,62.7,117.0,13.5
1904,14.3,8.65949,1.2325043078960095e-05,4.8,63.3,117.0,13.6
1905,14.5,8.26859,1.1734583190467169e-05,4.642105263157895,63.9,117.0,13.9
1906,16.0,3.9293,1.5110145404929232e-06,5.1,50.8,121.0,15.9
1907,16.1,3.45426,1.521157783612263e-06,5.1,51.6,121.0,15.9
1908,16.1,3.0167,1.5302827656494367e-06,5.1,52.4,121.0,16.0
1909,16.2,2.61589,1.538376336079848e-06,5.1,53.2,121.0,16.1
1910,16.3,2.25179,0.0,5.1,54.0,121.0,16.2
1911,16.5,1.92972,0.0,5.0,54.8,121.0,16.4
1912,16.7,1.65265,0.0,5.0,55.5,121.0,16.5
1913,16.9,1.4313,0.0,5.0,56.2,121.0,16.8
1914,17.2,1.26058,0.0,5.0625,56.9,121.0,17.1
1915,35.3,28.41668,5.396073195367445e-05,4.5,22.3,115.0,35.2
1916,34.8,27.69004,4.5158496490349074e-05,4.5,23.0,115.0,34.7
1917,34.3,26.96952,3.9495270554046174e-05,4.5,23.6,115.0,34.2
1918,33.9,26.23092,3.438702389898161e-05,4.5,24.3,115.0,33.8
1919,33.6,25.47345,3.1436635991638736e-05,4.5,25.0,115.0,33.5
