,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Medical doctors (per 10,000)","Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)","Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)"
1845,10.28633,30.7,1.4,25.912,4.335294117647059,10.047058823529412
1846,9.59209,30.7,3.7,16.265,16.1,2.0
1847,9.25947,30.0,3.7,15.161,16.6,1.9
1848,8.90991,29.4,3.4,15.267,17.1,1.8
1849,8.57341,28.9,3.4,15.788,17.6,1.7
1850,8.25361,28.4,2.7,16.531,18.1,1.7
1851,7.95307,28.0,2.7,17.651,18.6,1.6
1852,7.76641,27.5,2.5,18.81,19.1,1.5
1853,7.60042,26.9,2.2,19.215,19.6,1.5
1854,7.5115,26.3,2.4,19.494,20.1,1.4
1855,7.42397,25.7,2.2,19.79,20.6,1.3
1856,7.30384,25.1,2.3,19.986,21.1,1.3
1857,7.17017,24.5,2.4,21.004,21.6,1.2
1858,7.01106,23.9,2.1,21.118,22.2,1.2
1859,6.87761,23.4,2.1,21.555,22.7,1.1
1860,6.7669,22.9,2.0,22.263,23.2,1.1
1861,6.73251,22.5,1.9,23.246,23.8,1.0
1862,6.74404,22.2,1.8,23.244,24.3,1.0
1863,6.79353,21.9,1.8,23.827,20.14117647058824,1.4294117647058824
1864,6.84154,21.7,1.7,24.248,20.14117647058824,1.4294117647058824
1865,6.8139,21.7,1.8,24.253,20.14117647058824,1.4294117647058824
1866,11.73106,38.6,18.0,24.553,10.3,1.8
1867,11.24959,37.0,16.0,22.925,10.6,1.8
1868,10.65646,35.5,16.0,23.103,10.9,1.7
1869,10.01645,34.0,16.0,22.824,11.2,1.7
1870,9.52184,32.7,18.0,21.814,11.6,1.7
1871,9.095,31.7,19.0,23.783,11.9,1.6
1872,8.7877,30.8,19.0,23.768,12.2,1.6
1873,8.58726,29.9,18.0,23.871,12.6,1.5
1874,8.41201,29.0,16.0,23.545,12.9,1.5
1875,8.22992,28.4,16.0,23.912,13.3,1.5
1876,8.07786,27.8,15.0,23.808,13.7,1.4
1877,7.90605,27.4,13.0,24.142,14.1,1.4
1878,7.73991,26.8,13.0,24.135,14.5,1.4
1879,7.5619,26.4,9.1,25.028,14.9,1.3
1880,7.41654,26.3,9.0,24.746,15.3,1.3
1881,7.30364,26.3,7.7,24.836,15.7,1.3
1882,7.2,26.3,6.9,24.35805555555556,16.2,1.2
1883,7.06757,26.5,5.5,32.066,13.052941176470588,1.511764705882353
1884,6.98674,26.7,5.3,24.35805555555556,13.052941176470588,1.511764705882353
1885,6.88052,27.0,5.3,25.586,13.052941176470588,1.511764705882353
1886,12.10091,32.6,20.0,30.145545454545456,8.6,3.5
1887,11.73951,30.8,20.0,30.145545454545456,8.9,3.4
1888,11.40868,29.4,19.0,27.553,9.3,3.3
1889,10.96567,28.5,18.0,30.145545454545456,9.7,3.2
1890,10.2914,27.7,18.0,30.145545454545456,10.2,3.1
1891,9.56326,26.9,17.0,30.145545454545456,10.6,2.9
1892,8.86518,25.9,16.0,30.145545454545456,11.2,2.8
1893,8.17043,25.0,15.0,30.145545454545456,11.7,2.7
1894,7.5092,24.3,14.0,28.816,12.3,2.6
1895,7.02292,23.6,13.0,26.704,12.9,2.5
1896,6.73792,22.9,12.0,27.564,13.5,2.4
1897,6.48283,22.2,12.0,28.671,14.1,2.3
1898,6.25698,21.7,12.0,30.435,14.8,2.2
1899,6.02956,21.4,11.0,30.922,15.4,2.1
1900,5.8325,21.0,11.0,31.632,16.1,2.0
1901,5.71081,20.8,11.0,32.194,16.8,1.9
1902,5.60296,20.7,11.0,28.592,17.5,1.8
1903,5.48266,20.8,11.0,30.145545454545456,12.56470588235294,2.6294117647058823
1904,5.35318,21.2,10.0,38.518,12.56470588235294,2.6294117647058823
1905,5.23039,21.7,10.0,30.145545454545456,12.56470588235294,2.6294117647058823
1906,4.40302,16.7,0.2,20.134,20.7,0.7
1907,4.36231,16.1,0.2,20.387,21.2,0.6
1908,4.30134,15.5,0.2,21.523,21.7,0.6
1909,4.20475,15.1,0.2,21.861,22.2,0.6
1910,4.09346,14.7,0.2,23.764,22.7,0.6
1911,3.95124,14.5,0.2,25.761,23.3,0.6
1912,3.8346,14.4,0.2,26.434,18.99411764705882,0.7588235294117647
1913,3.6994,14.5,0.2,27.557,18.99411764705882,0.7588235294117647
1914,3.57469,14.7,0.2,27.197,18.99411764705882,0.7588235294117647
1915,21.02033,36.0,9.3,6.735333333333333,10.6,5.1
1916,20.53531,35.3,9.1,6.735333333333333,11.0,4.9
1917,20.17561,34.7,9.5,6.735333333333333,11.4,4.8
1918,19.68652,34.5,8.4,6.735333333333333,11.9,4.6
1919,19.28065,34.2,8.0,5.31,12.3,4.5
1920,18.80044,34.0,8.0,6.735333333333333,12.8,4.3
1921,18.29089,33.7,7.9,6.735333333333333,13.3,4.2
1922,17.8042,33.3,7.7,5.862,13.8,4.0
1923,17.3877,32.8,8.0,6.735333333333333,14.4,3.9
1924,17.0803,32.3,8.1,6.477,14.9,3.8
1925,16.7737,31.8,8.1,6.735333333333333,15.5,3.6
1926,16.47046,31.3,8.1,6.735333333333333,16.1,3.5
1927,16.2335,30.9,8.1,6.735333333333333,16.7,3.4
1928,15.96722,30.6,8.0,6.32,17.4,3.3
1929,15.68661,30.3,8.1,9.135,18.0,3.2
1930,15.40345,30.1,8.2,6.735333333333333,18.7,3.0
1931,15.01942,30.1,8.4,6.735333333333333,19.4,2.9
1932,14.61495,30.1,8.1,7.308,14.6,3.941176470588236
1933,14.24924,30.2,8.0,6.735333333333333,14.6,3.941176470588236
1934,13.97765,30.4,7.9,6.735333333333333,14.6,3.941176470588236
1935,27.82764,76.7,36.0,0.5543,1.5,15.5
1936,27.0534,75.2,39.0,0.5543,1.6,15.3
1937,26.64884,73.7,38.0,0.5543,1.7,15.2
1938,26.27596,72.3,36.0,0.5543,1.7,15.0
1939,26.05208,71.0,34.0,0.258,1.8,14.8
1940,25.82322,69.8,32.0,0.5543,1.9,14.6
1941,25.73926,68.7,29.0,0.26,2.0,14.4
1942,25.64456,67.5,42.0,0.5543,2.1,14.2
1943,25.64752,66.4,32.0,0.5543,2.2,14.1
1944,25.54009,65.5,26.0,0.455,2.3,13.9
1945,25.50108,65.1,31.0,0.487,2.5,13.7
1946,25.43051,64.7,31.0,0.524,2.6,13.5
1947,25.47783,64.6,33.0,0.546,2.7,13.3
1948,25.33918,64.7,33.0,0.568,2.8,13.1
1949,24.69556,65.1,32.0,0.5543,3.0,12.9
1950,24.06604,65.5,33.0,0.5543,3.1,12.8
1951,23.36662,66.1,29.0,0.5543,3.3,12.6
1952,22.71809,66.9,22.0,0.761,2.2823529411764705,14.052941176470588
1953,22.09357,67.7,19.0,0.838,2.2823529411764705,14.052941176470588
1954,21.70609,68.2,19.0,0.846,2.2823529411764705,14.052941176470588
1955,19.98934,57.5,188.0,5.472769230769231,1.2,20.5
1956,19.53918,56.6,181.0,5.472769230769231,1.3,20.2
1957,19.02734,55.8,171.0,5.472769230769231,1.4,19.9
1958,18.46619,55.0,156.0,5.472769230769231,1.5,19.6
1959,18.05581,54.2,139.0,3.663,1.7,19.2
1960,17.62356,53.5,130.0,3.797,1.8,18.9
1961,17.27674,52.7,118.0,4.158,1.9,18.6
1962,16.99251,51.9,112.0,4.393,2.1,18.2
1963,16.83342,51.1,114.0,4.748,2.2,17.9
1964,16.54761,50.5,110.0,4.883,2.4,17.5
1965,16.31484,50.0,99.0,5.224,2.6,17.2
1966,16.10384,49.6,88.0,5.506,2.8,16.8
1967,15.83744,49.3,77.0,5.802,3.0,16.4
1968,15.53488,49.3,74.0,5.472769230769231,3.2,16.0
1969,15.30393,49.4,62.0,5.472769230769231,3.5,15.7
1970,15.00681,49.5,57.0,5.472769230769231,3.8,15.3
1971,14.77063,49.6,51.0,6.195,4.0,14.9
1972,14.55502,49.6,50.0,8.638,2.376470588235294,17.811764705882354
1973,14.3497,49.6,39.0,6.77,2.376470588235294,17.811764705882354
1974,14.12696,49.6,36.0,7.369,2.376470588235294,17.811764705882354
1975,17.52143,47.7,46.0,4.702,2.8,15.4
1976,17.23758,47.7,54.0,4.702,3.0,15.2
1977,17.00091,47.8,69.0,4.702,3.2,15.0
1978,16.69992,48.2,71.0,4.702,3.4,14.7
1979,16.39155,48.7,72.0,3.135,3.6,14.5
1980,16.17298,48.5,69.0,4.702,3.8,14.2
1981,15.97435,47.9,63.0,4.702,4.0,14.0
1982,15.87809,47.2,57.0,3.857,4.3,13.7
1983,15.78047,46.4,79.0,4.702,4.6,13.4
1984,15.74011,45.8,79.0,4.702,4.9,13.1
1985,15.84254,45.6,77.0,4.702,5.2,12.9
1986,15.84241,46.2,76.0,4.702,5.5,12.6
1987,15.79164,47.2,75.0,4.702,5.9,12.3
1988,15.68686,47.0,74.0,4.702,6.3,12.0
1989,15.50209,46.7,73.0,4.702,6.7,11.7
1990,15.37198,47.0,65.0,4.702,7.1,11.5
1991,15.23757,46.7,68.0,4.702,7.5,11.2
1992,15.09643,46.3,64.0,5.914,4.811764705882353,13.376470588235296
1993,14.9131,46.1,64.0,5.902,4.811764705882353,13.376470588235296
1994,14.73131,46.1,57.0,4.702,4.811764705882353,13.376470588235296
1995,31.0821,61.7,127.0,6.265833333333333,0.9,21.2
1996,30.3915,59.8,122.0,6.265833333333333,1.0,20.9
1997,29.62475,58.0,117.0,6.265833333333333,1.1,20.6
1998,28.90608,56.3,108.0,6.265833333333333,1.1,20.3
1999,28.21802,54.6,106.0,2.118,1.2,19.9
2000,27.42985,53.1,99.0,6.265833333333333,1.3,19.6
2001,26.56904,51.7,96.0,6.265833333333333,1.4,19.3
2002,25.66403,50.4,94.0,6.265833333333333,1.5,18.9
2003,24.75389,49.3,88.0,6.265833333333333,1.6,18.6
2004,23.911,48.3,82.0,6.265833333333333,1.7,18.3
2005,23.04937,47.5,80.0,6.265833333333333,1.8,17.9
2006,22.20938,46.7,74.0,6.265833333333333,2.0,17.6
2007,21.38531,46.0,71.0,5.159,2.1,17.3
2008,20.61247,45.5,69.0,5.64,2.2,17.0
2009,19.87206,45.1,64.0,6.265833333333333,2.4,16.6
2010,19.23901,44.8,64.0,6.265833333333333,2.5,16.3
2011,18.68327,44.6,65.0,6.265833333333333,2.7,16.0
2012,18.22483,44.5,63.0,9.101,1.6764705882352942,18.605882352941176
2013,17.80003,44.5,60.0,7.486,1.6764705882352942,18.605882352941176
2014,17.45543,44.6,58.0,8.091,1.6764705882352942,18.605882352941176
2015,5.16363,11.8,0.6,24.427,12.0,1.0
2016,5.13921,11.9,0.58,25.193,12.4,0.9
2017,4.91679,12.0,0.48,25.815,13.0,0.9
2018,4.58487,12.1,0.47,26.2,13.5,0.9
2019,4.33459,12.3,0.5,26.469,14.0,0.8
2020,4.10793,12.4,0.45,26.997,14.6,0.8
2021,3.82962,12.4,0.49,27.791,15.1,0.7
2022,3.57719,12.4,0.35,27.724,15.7,0.7
2023,3.37756,12.4,0.32,28.49,16.3,0.7
2024,3.15072,12.4,0.39,29.057,16.8,0.6
2025,2.97494,12.4,0.34,29.516,17.4,0.6
2026,2.84444,12.5,0.22,31.243,18.0,0.6
2027,2.64379,12.7,0.21,32.463,18.5,0.6
2028,2.4533,13.0,0.24,33.058,19.1,0.5
2029,2.38648,13.4,0.21,34.194,19.7,0.5
2030,2.35628,13.7,0.22,34.917,20.2,0.5
2031,2.34221,14.1,0.18,35.47,20.8,0.5
2032,2.3289,14.6,0.14,36.266,16.3,0.6941176470588236
2033,2.32579,15.1,0.16,37.092,16.3,0.6941176470588236
2034,2.31055,15.5,0.12,37.689,16.3,0.6941176470588236
2035,3.63105,12.7,0.65,22.324,20.2,0.6
2036,3.63166,12.5,0.28,21.728,20.8,0.6
2037,3.6335,12.4,0.41,21.177,21.4,0.6
2038,3.64158,12.3,0.68,21.775,22.0,0.6
2039,3.61424,12.3,0.75,21.922,22.6,0.6
2040,3.51004,12.2,0.51,21.052,23.2,0.6
2041,3.41164,12.2,0.53,22.707,23.8,0.5
2042,3.36292,12.3,0.38,22.927,24.4,0.5
2043,3.36383,12.4,0.37,24.531,25.0,0.5
2044,3.38042,12.4,0.37,25.689,25.6,0.5
2045,3.32603,12.5,0.39,26.114,26.2,0.5
2046,3.23115,12.7,0.34,26.329,26.9,0.5
2047,3.12595,13.0,0.23,26.783,27.5,0.5
2048,3.04546,13.1,0.27,27.817,28.1,0.5
2049,2.98822,13.4,0.29,28.604,28.8,0.5
2050,2.92384,13.8,0.47,30.302,29.4,0.4
2051,2.85707,14.1,0.26,31.524,30.1,0.4
2052,2.7929,14.5,0.26,33.296,25.058823529411764,0.5235294117647059
2053,2.73743,14.9,0.26,34.205,25.058823529411764,0.5235294117647059
2054,2.67728,15.3,0.26,35.149,25.058823529411764,0.5235294117647059
2055,15.38629,28.8,6.3,7.993533333333333,10.5,3.7
2056,14.96753,26.7,6.1,7.993533333333333,10.9,3.6
2057,14.66618,24.7,5.1,7.993533333333333,11.3,3.4
2058,14.38184,23.0,6.2,3.864,11.7,3.3
2059,14.12221,21.4,5.5,7.993533333333333,12.1,3.2
2060,13.88761,20.2,5.6,4.996,12.6,3.1
2061,13.65198,19.2,4.5,4.924,13.0,3.0
2062,13.39881,18.4,4.2,5.265,13.4,2.9
2063,13.10525,18.0,3.4,6.486,13.9,2.8
2064,12.86845,17.8,3.4,7.032,14.3,2.7
2065,12.60218,17.5,4.5,7.278,14.8,2.6
2066,12.40041,17.4,3.6,8.137,15.3,2.5
2067,12.18435,17.6,3.2,8.605,15.8,2.4
2068,11.95535,17.8,2.6,8.981,16.3,2.3
2069,11.76697,18.2,2.3,8.946,16.8,2.2
2070,11.53455,18.5,2.9,9.312,17.4,2.1
2071,11.34271,19.0,2.7,9.537,17.9,2.1
2072,11.18097,19.6,2.7,9.895,14.0,2.817647058823529
2073,10.99411,20.2,2.2,16.645,14.0,2.817647058823529
2074,10.82985,20.9,2.2,7.993533333333333,14.0,2.817647058823529
2075,27.29145,83.9,58.0,0.3105454545454545,1.0,16.5
2076,26.86436,83.6,53.0,0.3105454545454545,1.1,16.3
2077,26.42289,83.2,50.0,0.3105454545454545,1.1,16.1
2078,25.8762,82.7,42.0,0.3105454545454545,1.2,16.0
2079,25.31485,82.1,40.0,0.226,1.3,15.8
2080,24.74041,81.5,35.0,0.3105454545454545,1.3,15.7
2081,24.17232,80.8,31.0,0.3105454545454545,1.4,15.5
2082,23.57572,80.0,28.0,0.3105454545454545,1.5,15.3
2083,22.90187,79.3,26.0,0.189,1.6,15.2
2084,22.34228,78.5,23.0,0.277,1.7,15.0
2085,21.85993,77.8,21.0,0.3105454545454545,1.7,14.8
2086,21.48172,77.1,21.0,0.3105454545454545,1.8,14.6
2087,21.18373,76.5,19.0,0.535,2.0,14.5
2088,20.92801,76.0,18.0,0.511,2.1,14.3
2089,20.62026,75.6,18.0,0.272,2.2,14.1
2090,20.41196,75.1,19.0,0.317,2.3,13.9
2091,20.18545,74.5,20.0,0.328,2.5,13.7
2092,19.95391,73.8,18.0,0.218,1.6352941176470588,15.13529411764706
2093,19.76881,72.9,18.0,0.162,1.6352941176470588,15.13529411764706
2094,19.5504,72.0,16.0,0.381,1.6352941176470588,15.13529411764706
2095,27.4757,79.3,65.0,3.601,1.7,14.5
2096,26.99381,78.7,63.0,3.601,1.8,14.3
2097,26.65843,78.1,66.0,3.601,1.9,14.1
2098,26.25794,77.4,66.0,2.648,2.1,13.9
2099,25.88536,76.6,63.0,3.601,2.2,13.7
2100,25.43534,75.8,61.0,2.824,2.4,13.5
2101,25.0829,75.0,58.0,3.481,2.5,13.3
2102,24.6899,74.3,56.0,3.784,2.7,13.1
2103,24.32572,73.6,52.0,3.762,2.8,12.8
2104,23.98924,73.1,53.0,3.782,3.0,12.6
2105,23.69173,72.6,55.0,3.601,3.2,12.4
2106,23.36886,72.2,54.0,3.601,3.4,12.2
2107,23.2469,71.9,55.0,3.601,3.6,11.9
2108,23.01676,71.8,56.0,3.828,3.9,11.7
2109,22.93393,71.5,60.0,3.601,4.1,11.5
2110,22.86275,71.3,62.0,3.601,4.3,11.3
2111,22.74875,70.9,62.0,4.494,4.6,11.1
2112,22.68839,70.4,63.0,3.601,2.9529411764705884,12.81764705882353
2113,22.4313,69.7,64.0,3.806,2.9529411764705884,12.81764705882353
2114,22.24612,68.9,63.0,3.601,2.9529411764705884,12.81764705882353
2115,3.66789,12.2,1.2,33.738,15.0,0.9
2116,3.57851,12.0,1.2,35.325,15.6,0.8
2117,3.40704,11.9,0.78,32.123,16.1,0.8
2118,3.26779,11.8,1.2,32.266,16.6,0.8
2119,3.17111,11.7,1.0,33.959,17.1,0.7
2120,3.10506,11.7,0.96,35.56,17.6,0.7
2121,3.10063,11.7,0.86,37.216,18.1,0.7
2122,3.10336,11.7,0.77,38.357,18.6,0.7
2123,3.04753,11.7,0.56,39.526,19.2,0.6
2124,2.96945,11.7,0.59,40.495,19.7,0.6
2125,2.89233,11.7,0.58,41.167,20.2,0.6
2126,2.82632,11.7,0.6,41.921,20.8,0.6
2127,2.75625,11.8,0.45,42.36,21.3,0.5
2128,2.71571,11.9,0.41,43.063,21.9,0.5
2129,2.70081,12.0,0.25,44.249,22.4,0.5
2130,2.6215,12.2,0.22,44.432,23.0,0.5
2131,2.55531,12.5,0.34,45.679,23.6,0.5
2132,2.50632,12.8,0.34,47.176,19.223529411764705,0.6470588235294118
2133,2.47745,13.1,0.34,48.34,19.223529411764705,0.6470588235294118
2134,2.44082,13.5,0.34,49.4,19.223529411764705,0.6470588235294118
2135,8.02281,39.6,0.87,14.365,13.3,5.7
2136,7.76423,38.7,0.81,14.802,13.8,5.5
2137,7.55417,38.0,0.77,15.144,14.2,5.3
2138,7.34073,37.4,0.73,15.615,14.7,5.2
2139,7.17159,36.6,0.69,15.829,15.2,5.0
2140,7.00336,35.8,0.65,16.653,15.6,4.9
2141,6.84644,35.1,0.63,17.743,16.2,4.7
2142,6.70655,34.1,0.62,18.471,16.7,4.6
2143,6.55361,33.0,0.6,18.88,17.3,4.4
2144,6.39569,31.8,0.58,19.341,17.9,4.3
2145,6.18993,30.5,0.56,19.274,18.6,4.1
2146,6.0014,29.4,0.52,19.464,19.3,4.0
2147,5.82283,28.4,0.49,20.169,20.0,3.8
2148,5.63553,27.6,0.46,20.381,20.7,3.7
2149,5.50455,26.8,0.43,21.481,21.4,3.5
2150,5.45322,26.1,0.42,20.889,22.2,3.4
2151,5.46351,25.6,0.4,19.249,22.9,3.3
2152,5.47587,25.2,0.39,19.572,17.647058823529413,4.435294117647059
2153,5.53449,24.7,0.37,20.031,17.647058823529413,4.435294117647059
2154,5.56309,24.3,0.36,19.301,17.647058823529413,4.435294117647059
2155,39.88439,61.7,38.0,6.451,2.4,20.8
2156,39.31384,60.8,36.0,6.593,2.6,20.5
2157,38.92901,60.3,36.0,8.48894117647059,2.7,20.1
2158,38.62369,60.0,35.0,8.48894117647059,2.9,19.8
2159,38.54374,59.8,34.0,7.423,3.0,19.4
2160,38.57723,59.7,32.0,7.882,3.2,19.1
2161,38.26382,59.7,31.0,8.48894117647059,3.4,18.7
2162,37.98163,59.6,29.0,7.619,3.6,18.4
2163,37.66842,59.5,29.0,7.806,3.8,18.0
2164,37.26067,59.3,28.0,7.951,4.0,17.7
2165,36.49655,59.0,26.0,8.076,4.3,17.3
2166,35.62989,58.7,26.0,8.311,4.5,17.0
2167,34.82981,58.2,25.0,8.59,4.8,16.6
2168,34.24593,57.5,24.0,8.771,5.1,16.3
2169,33.65653,56.8,23.0,8.972,5.4,15.9
2170,32.87443,56.1,23.0,9.262,5.7,15.6
2171,32.41625,55.4,22.0,9.62,6.0,15.2
2172,31.89944,54.6,21.0,10.005,3.964705882352941,18.023529411764702
2173,31.29862,53.8,20.0,9.801,3.964705882352941,18.023529411764702
2174,30.6252,53.0,19.0,11.179,3.964705882352941,18.023529411764702
2175,11.49833,31.0,6.2,14.43511111111111,10.3,3.5
2176,11.31844,30.8,6.1,12.439,10.7,3.3
2177,11.12904,30.6,5.9,13.346,11.2,3.2
2178,10.96909,30.3,6.4,13.403,11.6,3.0
2179,10.7873,30.1,5.6,13.216,12.1,2.9
2180,10.5697,29.7,6.6,13.477,12.5,2.8
2181,10.35502,29.1,5.3,13.489,13.0,2.7
2182,10.11015,28.4,5.3,13.032,13.4,2.6
2183,9.90163,27.4,6.0,13.808,13.9,2.5
2184,9.72368,26.3,6.9,13.092,14.3,2.4
2185,9.51175,25.2,5.2,14.058,14.8,2.3
2186,9.27014,24.1,4.5,14.976,15.3,2.2
2187,9.03229,22.9,5.2,15.979,15.7,2.2
2188,8.82372,21.8,5.5,15.821,16.2,2.1
2189,8.61749,20.6,5.6,14.43511111111111,16.7,2.0
2190,8.40485,19.5,5.7,15.759,17.3,1.9
2191,8.22826,18.5,4.6,15.699,17.8,1.9
2192,8.06597,17.6,5.2,15.859,13.929411764705884,2.5588235294117645
2193,7.89089,16.7,4.9,16.055,13.929411764705884,2.5588235294117645
2194,7.7144,16.0,4.9,16.324,13.929411764705884,2.5588235294117645
2195,17.05079,31.3,4.0,12.602,9.6,2.6
2196,16.8099,31.4,3.6,12.602,10.0,2.5
2197,16.54199,31.7,3.7,11.488,10.5,2.4
2198,16.29602,32.0,3.9,12.602,10.9,2.3
2199,15.98843,32.3,4.6,12.602,11.3,2.2
2200,15.60991,32.6,5.0,12.602,11.8,2.1
2201,15.16507,32.8,4.4,12.602,12.3,2.0
2202,14.62186,32.7,3.5,12.602,12.7,2.0
2203,14.1489,32.3,4.3,12.602,13.2,1.9
2204,13.74223,31.8,3.6,12.602,13.6,1.8
2205,13.36143,31.1,4.0,12.602,14.1,1.7
2206,13.0263,30.8,4.3,12.602,14.6,1.7
2207,12.65922,30.5,3.8,12.774,15.1,1.6
2208,12.26199,30.1,3.9,12.602,15.6,1.5
2209,11.92534,29.8,4.0,12.602,16.1,1.5
2210,11.50817,29.5,3.8,12.602,16.6,1.4
2211,11.24188,29.2,4.3,12.602,17.1,1.4
2212,10.97448,29.0,3.8,12.602,13.241176470588234,1.9176470588235293
2213,10.72705,28.4,3.7,13.544,13.241176470588234,1.9176470588235293
2214,10.53607,27.9,4.1,12.602,13.241176470588234,1.9176470588235293
2215,13.60428,44.1,14.0,12.8546,9.3,1.9
2216,13.10325,44.2,13.0,12.8546,9.6,1.8
2217,12.63412,44.3,12.0,12.8546,9.9,1.7
2218,12.22321,44.4,11.0,12.8546,10.3,1.7
2219,11.78947,44.4,11.0,12.8546,10.6,1.6
2220,11.15113,44.2,10.0,12.8546,10.9,1.5
2221,10.54035,43.7,10.0,12.8546,11.3,1.5
2222,10.00585,43.0,9.1,16.648,11.6,1.4
2223,9.55582,42.0,8.8,12.8546,12.0,1.4
2224,9.23958,40.9,9.4,9.472,12.4,1.3
2225,8.99154,39.6,9.0,12.8546,12.8,1.3
2226,8.75688,38.3,8.4,12.8546,13.1,1.2
2227,8.49365,37.0,8.3,11.411,13.5,1.2
2228,8.2559,35.8,7.5,12.8546,13.9,1.1
2229,8.04372,34.7,7.2,12.8546,14.3,1.1
2230,7.85725,33.6,8.0,12.8546,14.8,1.1
2231,7.64842,32.5,9.2,13.048,15.2,1.0
2232,7.39998,31.5,6.9,12.8546,12.088235294117649,1.4
2233,7.20322,30.5,7.4,13.694,12.088235294117649,1.4
2234,7.05049,29.6,7.3,12.8546,12.088235294117649,1.4
2235,14.02695,35.0,42.0,12.185,2.3,15.2
2236,13.98959,34.0,40.0,12.201,2.4,14.9
2237,13.98767,32.9,42.0,11.107,2.6,14.6
2238,13.91404,31.8,38.0,12.256,2.7,14.4
2239,13.82969,30.6,37.0,11.08,2.8,14.1
2240,13.68454,29.2,36.0,12.289,3.0,13.8
2241,13.44764,27.9,34.0,12.361,3.1,13.5
2242,13.13526,26.3,31.0,12.441,3.3,13.3
2243,12.90376,24.6,31.0,12.558,3.5,13.0
2244,12.59297,23.0,31.0,12.632,3.7,12.7
2245,12.28655,21.5,29.0,12.717,3.8,12.4
2246,11.98855,19.9,28.0,11.652583333333332,4.0,12.2
2247,11.71564,18.5,28.0,11.652583333333332,4.3,11.9
2248,11.47314,17.1,27.0,11.652583333333332,4.5,11.6
2249,11.24615,16.1,26.0,11.652583333333332,4.7,11.4
2250,11.07568,15.3,26.0,11.652583333333332,5.0,11.1
2251,10.94018,14.7,26.0,11.652583333333332,5.2,10.9
2252,10.7709,14.2,26.0,6.004,3.5823529411764703,13.0
2253,10.59426,13.8,26.0,11.652583333333332,3.5823529411764703,13.0
2254,10.41557,13.5,26.0,11.652583333333332,3.5823529411764703,13.0
2255,4.28561,20.6,3.1,22.053,16.0,1.2
2256,4.07612,20.0,3.0,22.504,16.4,1.2
2257,3.90965,19.6,2.6,22.882,16.9,1.1
2258,3.7991,19.4,2.6,24.188,17.3,1.1
2259,3.70371,19.2,2.4,22.771,17.8,1.1
2260,3.58448,19.0,2.3,21.267,18.2,1.0
2261,3.52985,18.8,2.1,21.671,18.7,1.0
2262,3.4456,18.6,2.2,21.776,19.2,1.0
2263,3.27584,18.3,2.3,21.482,19.6,1.0
2264,2.99853,17.9,2.1,21.593,20.1,0.9
2265,2.95721,17.7,1.6,21.707,20.6,0.9
2266,2.98215,17.4,1.8,21.997,21.1,0.9
2267,2.92747,17.1,1.8,22.242,21.6,0.8
2268,2.73086,16.9,1.5,22.34,22.1,0.8
2269,2.51943,16.9,1.5,23.02,22.6,0.8
2270,2.38472,16.9,1.5,23.252,23.2,0.8
2271,2.32633,16.9,1.6,24.146,23.7,0.7
2272,2.30955,17.1,1.5,23.788,19.71176470588236,0.9588235294117649
2273,2.33756,17.4,1.5,22.482166666666664,19.71176470588236,0.9588235294117649
2274,2.33555,17.9,1.3,22.482166666666664,19.71176470588236,0.9588235294117649
2275,4.00076,14.0,3.8,32.026,12.0,1.0
2276,3.83624,13.6,3.8,32.618,12.5,1.0
2277,3.65047,13.2,3.7,32.996,13.0,0.9
2278,3.41581,13.0,3.8,33.497,13.4,0.9
2279,3.20161,12.7,3.5,34.206,13.9,0.9
2280,3.10434,12.6,3.3,34.999,14.4,0.8
2281,3.03559,12.5,3.0,35.654,14.9,0.8
2282,2.91783,12.4,2.8,36.483,15.4,0.8
2283,2.81588,12.4,2.6,37.405,16.0,0.8
2284,2.77141,12.4,2.7,38.479,16.5,0.7
2285,2.65831,12.5,2.2,39.756,17.0,0.7
2286,2.6016,12.6,2.2,41.178,17.5,0.7
2287,2.59761,12.7,2.2,42.361,18.1,0.7
2288,2.56173,12.8,2.2,43.932,18.6,0.6
2289,2.57215,13.0,2.1,45.567,19.2,0.6
2290,2.56174,13.2,2.2,47.487,19.8,0.6
2291,2.51465,13.4,2.0,49.397,20.3,0.6
2292,2.47801,13.6,2.0,51.24,16.029411764705884,0.7705882352941176
2293,2.4988,13.9,2.3,53.117,16.029411764705884,0.7705882352941176
2294,2.47917,14.3,2.4,54.837,16.029411764705884,0.7705882352941176
2295,6.3301,25.2,0.89,27.117875,22.3,2.3
2296,6.14648,24.6,0.78,27.117875,22.9,2.2
2297,6.01827,24.2,0.59,27.117875,23.4,2.2
2298,6.00294,24.0,0.48,27.117875,24.0,2.1
2299,6.04016,23.8,0.4,27.117875,24.6,2.0
2300,6.14761,23.5,0.37,24.844,25.2,1.9
2301,6.22116,23.3,0.33,22.617,25.8,1.8
2302,6.37017,23.0,0.32,27.117875,26.4,1.8
2303,6.54599,22.8,0.34,32.087,27.0,1.7
2304,6.59592,22.6,0.29,30.975,27.7,1.6
2305,6.58767,22.3,0.27,37.273,28.3,1.5
2306,6.51494,22.1,0.28,27.117875,29.0,1.5
