,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Medical doctors (per 10,000)","Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)","Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)"
935,8.58304,39.9,4.3,5.9512,20.023529411764702,2.394117647058824
936,8.57639,39.9,4.4,5.9512,20.023529411764702,2.394117647058824
937,2.6601,10.7,2.5,24.934,16.4,0.4
938,2.5796,10.5,1.9,24.936,16.8,0.4
939,2.48611,10.4,1.9,25.206,17.3,0.4
940,2.38651,10.3,1.6,25.569,17.7,0.4
941,2.30116,10.3,1.3,25.835,18.2,0.4
942,2.26313,10.2,1.5,29.913,18.6,0.4
943,2.27478,10.2,1.2,30.262,19.1,0.3
944,2.26599,10.1,1.1,30.351,19.5,0.3
945,2.19804,10.1,1.2,30.618,20.0,0.3
946,2.13172,10.0,1.0,30.861,20.4,0.3
947,2.06191,10.0,0.9,32.653,20.9,0.3
948,2.00792,10.0,1.1,32.635,21.3,0.3
949,1.97986,10.1,0.92,32.854,21.8,0.3
950,1.97643,10.2,0.58,32.966,22.2,0.3
951,1.99671,10.4,0.75,33.922,22.7,0.3
952,2.02202,10.5,0.61,33.309,23.2,0.3
953,2.0384,10.8,0.48,45.343,23.7,0.3
954,2.02824,11.1,0.64,45.885,19.988235294117647,0.3352941176470588
955,2.02552,11.4,0.55,46.404,19.988235294117647,0.3352941176470588
956,2.02448,11.8,0.54,32.33978947368421,19.988235294117647,0.3352941176470588
957,5.00412,10.9,2.0,33.547,14.8,0.9
958,4.98271,10.7,1.9,33.871,15.2,0.8
959,4.90909,10.7,1.7,34.105,15.6,0.8
960,4.8119,10.7,1.7,34.238,16.1,0.8
961,4.70788,10.9,1.5,34.395,16.5,0.8
962,4.59467,10.9,1.5,34.41,16.9,0.7
963,4.52737,11.0,1.3,34.357,17.4,0.7
964,4.49352,11.1,1.2,34.189,17.8,0.7
965,4.49641,11.2,1.1,34.156,18.2,0.7
966,4.49138,11.3,1.1,33.693,18.7,0.6
967,4.4538,11.4,1.0,33.736,19.2,0.6
968,4.41467,11.5,1.0,31.491,19.6,0.6
969,4.34704,11.7,0.88,31.636,20.1,0.6
970,4.17959,11.9,0.88,31.811,20.5,0.6
971,4.19145,12.3,0.75,31.941,21.0,0.5
972,4.2855,12.7,0.74,32.071,21.5,0.5
973,4.26377,13.1,0.68,32.206,22.0,0.5
974,4.26712,13.6,0.68,32.392,18.3,0.6705882352941177
975,4.30716,14.2,0.68,32.4,18.3,0.6705882352941177
976,4.34598,14.7,0.68,32.735,18.3,0.6705882352941177
977,17.56353,68.3,75.0,4.1442,4.7,15.1
978,17.46958,67.9,88.0,4.1442,5.0,14.8
979,17.34152,67.4,106.0,4.1442,5.2,14.6
980,17.19001,67.0,111.0,4.1442,5.5,14.3
981,17.02844,66.4,121.0,2.918,5.8,14.0
982,16.8436,65.9,105.0,4.1442,6.1,13.7
983,16.66121,65.4,90.0,4.1442,6.4,13.4
984,16.53159,64.8,96.0,4.1442,6.7,13.2
985,16.40987,64.2,72.0,0.968,7.0,12.9
986,16.19568,63.7,88.0,4.1442,7.3,12.6
987,15.98356,63.2,79.0,4.1442,7.6,12.4
988,15.68231,62.8,73.0,4.1442,7.9,12.1
989,15.42312,62.3,104.0,4.1442,8.3,11.9
990,15.15233,61.9,107.0,4.1442,8.6,11.7
991,14.86438,61.5,65.0,4.1442,8.9,11.4
992,14.58866,60.9,67.0,4.1442,9.3,11.2
993,14.36729,60.1,72.0,3.561,9.6,11.0
994,14.14324,59.4,80.0,6.819,7.052941176470589,12.958823529411765
995,13.9583,58.6,77.0,6.455,7.052941176470589,12.958823529411765
996,13.80085,57.9,84.0,4.1442,7.052941176470589,12.958823529411765
997,15.19092,36.9,7.8,38.371,11.1,2.6
998,15.05148,35.7,7.0,37.156,11.5,2.5
999,14.67399,34.4,7.3,38.069,11.8,2.4
1000,14.18235,33.2,6.6,38.267,12.2,2.4
1001,13.54042,31.9,6.8,38.009,12.6,2.3
1002,12.78714,30.7,5.3,38.164,13.0,2.2
1003,11.97654,29.6,5.1,38.683,13.5,2.2
1004,11.09329,28.5,4.7,39.027,14.0,2.1
1005,10.43762,27.5,4.9,40.001,14.5,2.0
1006,9.81249,26.6,5.2,42.219,15.0,1.9
1007,9.27502,25.7,5.5,44.466,15.5,1.9
1008,8.73471,24.9,5.6,45.004,16.1,1.8
1009,8.1953,24.3,5.7,44.868,16.6,1.8
1010,7.58608,23.9,5.1,45.145,17.3,1.7
1011,7.01849,23.7,4.6,47.754,17.9,1.6
1012,6.57934,23.6,4.0,50.055,18.5,1.6
1013,6.27243,23.7,4.4,59.973,19.2,1.5
1014,5.91427,23.9,4.2,61.297,14.723529411764709,2.0294117647058822
1015,5.70521,24.2,4.0,71.201,14.723529411764709,2.0294117647058822
1016,5.72846,24.6,3.8,70.784,14.723529411764709,2.0294117647058822
1017,2.94344,11.7,0.76,32.785,16.5,0.6
1018,2.88858,11.6,0.67,33.29,17.0,0.6
1019,2.82843,11.6,0.63,33.6,17.4,0.6
1020,2.76824,11.7,0.64,33.896,17.8,0.6
1021,2.69081,11.7,0.55,34.104,18.3,0.5
1022,2.61021,11.7,0.55,34.314,18.7,0.5
1023,2.52463,11.7,0.53,34.748,19.2,0.5
1024,2.43687,11.7,0.55,35.287,19.7,0.5
1025,2.34195,11.8,0.45,35.863,20.1,0.5
1026,2.28186,11.8,0.43,36.638,20.6,0.5
1027,2.28573,11.9,0.43,37.567,21.1,0.4
1028,2.28625,12.0,0.42,38.491,21.6,0.4
1029,2.2998,12.1,0.44,39.197,22.1,0.4
1030,2.32507,12.4,0.47,40.087,22.6,0.4
1031,2.36754,12.7,0.39,40.846,23.1,0.4
1032,2.52391,13.1,0.39,41.342,23.6,0.4
1033,2.65818,13.5,0.36,41.944,24.2,0.4
1034,2.72422,14.0,0.37,42.488,20.21176470588236,0.4823529411764705
1035,2.73228,14.5,0.37,42.996,20.21176470588236,0.4823529411764705
1036,2.71055,15.1,0.32,43.716,20.21176470588236,0.4823529411764705
1037,28.69334,76.4,46.0,1.0563571428571428,1.9,14.2
1038,28.25351,76.2,47.0,1.0563571428571428,2.0,14.0
1039,27.76267,76.0,49.0,1.0563571428571428,2.1,13.7
1040,27.42345,75.7,49.0,1.0563571428571428,2.2,13.5
1041,27.16726,75.3,49.0,1.523,2.4,13.3
1042,26.9034,74.8,48.0,1.0563571428571428,2.5,13.0
1043,26.62143,74.2,46.0,1.0563571428571428,2.7,12.8
1044,26.33031,73.5,44.0,0.725,2.8,12.5
1045,25.95992,72.6,42.0,0.787,3.0,12.3
1046,25.5031,71.7,43.0,0.841,3.2,12.0
1047,25.11357,70.5,40.0,0.938,3.3,11.8
1048,24.6655,69.4,40.0,0.979,3.5,11.6
1049,24.30185,68.4,39.0,0.956,3.7,11.3
1050,24.14495,67.5,38.0,1.026,3.9,11.1
1051,23.90942,66.5,38.0,1.108,4.1,10.8
1052,23.47698,65.4,37.0,1.172,4.3,10.6
1053,22.89314,64.1,36.0,1.27,4.5,10.4
1054,22.43831,62.6,36.0,0.92,3.0647058823529414,12.288235294117648
1055,21.99329,61.0,36.0,1.48,3.0647058823529414,12.288235294117648
1056,21.65028,59.5,34.0,1.064,3.0647058823529414,12.288235294117648
1057,4.56047,14.0,0.81,58.67586666666667,16.0,0.6
1058,4.448,13.7,1.0,58.67586666666667,16.5,0.6
1059,4.2241,13.5,0.83,58.67586666666667,16.9,0.6
1060,3.94896,13.3,1.0,58.67586666666667,17.4,0.6
1061,3.65653,13.3,0.73,58.67586666666667,17.9,0.5
1062,3.32855,13.3,0.88,49.494,18.4,0.5
1063,3.11406,13.3,0.78,53.284,18.8,0.5
1064,3.05342,13.3,0.94,55.94,19.3,0.5
1065,3.03584,13.3,0.78,57.285,19.9,0.5
1066,3.15872,13.4,0.85,58.695,20.4,0.5
1067,3.25684,13.6,0.71,58.812,20.9,0.4
1068,3.27479,13.8,0.68,59.234,21.4,0.4
1069,3.28084,14.1,1.0,59.213,22.0,0.4
1070,3.23337,14.5,0.71,59.342,22.5,0.4
1071,3.18904,15.0,0.51,59.717,23.0,0.4
1072,3.16002,15.4,0.42,59.914,23.6,0.4
1073,3.20204,15.8,0.45,62.149,24.2,0.4
1074,3.26049,16.2,0.54,61.725,19.94705882352941,0.4823529411764705
1075,3.20258,16.5,0.49,62.262,19.94705882352941,0.4823529411764705
1076,3.09987,16.7,0.41,63.072,19.94705882352941,0.4823529411764705
1077,10.22267,24.5,1.3,5.642,7.1,7.0
1078,10.18577,24.3,1.3,5.62,7.4,6.8
1079,10.1095,24.2,0.94,5.598,7.7,6.6
1080,10.01301,24.0,1.0,5.577,8.1,6.4
1081,9.90915,24.1,2.5,8.206428571428571,8.4,6.2
1082,9.85639,24.1,2.1,8.206428571428571,8.8,6.0
1083,9.81067,24.1,1.1,6.578,9.1,5.9
1084,9.74017,24.1,1.5,8.206428571428571,9.5,5.7
1085,9.77674,24.0,1.8,8.206428571428571,9.9,5.5
1086,9.81332,24.0,2.3,8.206428571428571,10.3,5.4
1087,9.87826,24.1,1.1,8.206428571428571,10.7,5.2
1088,9.98174,23.9,1.4,8.206428571428571,11.1,5.1
1089,10.08128,23.8,1.4,8.206428571428571,11.5,4.9
1090,10.12728,23.8,1.6,8.206428571428571,11.9,4.8
1091,10.2005,23.7,1.6,8.206428571428571,12.4,4.6
1092,10.19547,23.7,1.9,8.206428571428571,12.9,4.5
1093,10.21425,23.6,1.9,8.206428571428571,13.3,4.4
1094,10.10456,23.6,1.9,14.067,10.005882352941176,5.588235294117647
1095,9.96689,23.6,1.8,14.363,10.005882352941176,5.588235294117647
1096,9.83834,23.6,1.9,8.206428571428571,10.005882352941176,5.588235294117647
1097,19.90315,32.7,5.1,5.129333333333333,8.2,3.1
1098,19.49606,32.8,4.8,5.129333333333333,8.5,3.0
1099,19.08854,32.9,4.1,5.129333333333333,8.9,2.9
1100,18.68402,33.0,3.7,5.129333333333333,9.3,2.8
1101,18.30566,32.8,3.4,5.129333333333333,9.6,2.7
1102,17.92917,32.2,3.3,5.129333333333333,10.0,2.6
1103,17.49854,31.4,3.0,5.129333333333333,10.4,2.5
1104,17.09586,30.1,2.7,5.129333333333333,10.8,2.4
1105,16.6925,28.4,2.9,5.129333333333333,11.3,2.3
1106,16.30276,26.4,3.1,9.039,11.7,2.2
1107,15.9448,24.0,2.8,5.129333333333333,12.1,2.1
1108,15.46478,21.5,2.4,5.129333333333333,12.6,2.0
1109,15.02349,19.1,2.0,5.129333333333333,13.1,2.0
1110,14.72427,16.7,2.5,5.129333333333333,13.5,1.9
1111,14.39107,14.7,2.4,5.129333333333333,14.0,1.8
1112,14.07299,13.1,2.3,5.129333333333333,14.5,1.8
1113,13.74196,11.8,2.4,5.129333333333333,15.1,1.7
1114,13.37625,10.8,2.3,2.8,11.388235294117647,2.341176470588235
1115,13.04729,10.2,2.1,3.549,11.388235294117647,2.341176470588235
1116,12.74328,9.8,2.3,5.129333333333333,11.388235294117647,2.341176470588235
1117,30.90532,80.9,52.0,0.927,1.5,14.7
1118,30.23126,80.2,57.0,1.2358571428571428,1.6,14.5
1119,29.78478,79.6,51.0,1.2358571428571428,1.7,14.3
1120,29.41427,78.9,49.0,1.2358571428571428,1.8,14.1
1121,29.14039,78.3,47.0,1.106,1.9,13.9
1122,28.52574,77.7,47.0,1.032,2.0,13.7
1123,28.09705,77.2,39.0,1.2358571428571428,2.2,13.5
1124,27.72599,76.8,35.0,1.2358571428571428,2.3,13.3
1125,27.36395,76.5,32.0,1.2358571428571428,2.4,13.1
1126,27.05482,76.3,37.0,1.2358571428571428,2.5,13.0
1127,26.7871,76.2,30.0,1.2358571428571428,2.7,12.8
1128,26.50315,76.1,27.0,1.2358571428571428,2.8,12.6
1129,26.27419,76.1,26.0,1.2358571428571428,3.0,12.4
1130,26.02431,76.1,27.0,1.2358571428571428,3.1,12.2
1131,25.71992,76.1,26.0,1.654,3.3,12.0
1132,25.60056,75.9,25.0,0.855,3.5,11.8
1133,25.52346,75.6,25.0,0.832,3.7,11.6
1134,25.40344,75.1,23.0,1.2358571428571428,2.4705882352941178,13.147058823529411
1135,25.31545,74.4,22.0,2.245,2.4705882352941178,13.147058823529411
1136,25.2023,73.8,19.0,1.2358571428571428,2.4705882352941178,13.147058823529411
1137,44.79614,79.7,53.0,1.207857142857143,1.8,13.9
1138,44.2212,79.2,55.0,1.207857142857143,2.0,13.7
1139,43.7772,78.6,58.0,1.207857142857143,2.1,13.5
1140,43.24031,78.0,61.0,1.207857142857143,2.2,13.2
1141,42.4623,77.3,60.0,1.431,2.4,13.0
1142,41.84933,76.6,63.0,1.207857142857143,2.6,12.8
1143,41.22575,75.9,55.0,1.207857142857143,2.7,12.6
1144,40.42266,75.2,55.0,1.207857142857143,2.9,12.3
1145,39.66908,74.5,55.0,0.539,3.1,12.1
1146,38.8715,73.8,56.0,0.836,3.3,11.9
1147,38.16615,73.2,56.0,1.207857142857143,3.5,11.6
1148,37.3833,72.6,59.0,0.64,3.7,11.4
1149,36.52433,72.2,65.0,1.207857142857143,4.0,11.2
1150,35.93077,71.8,62.0,1.207857142857143,4.2,11.0
1151,35.12434,71.3,64.0,1.207857142857143,4.5,10.7
1152,34.50002,70.9,79.0,2.038,4.7,10.5
1153,33.77039,70.4,72.0,1.274,5.0,10.3
1154,33.27191,69.7,73.0,1.207857142857143,3.217647058823529,12.1
1155,32.69818,68.9,72.0,1.697,3.217647058823529,12.1
1156,32.18564,68.0,72.0,1.207857142857143,3.217647058823529,12.1
1157,18.12711,39.7,11.0,4.902,6.3,8.0
1158,17.86591,39.4,11.0,8.029250000000001,6.6,7.8
1159,17.64485,39.2,16.0,8.029250000000001,6.9,7.6
1160,17.43131,39.1,14.0,8.029250000000001,7.2,7.4
1161,17.2756,39.1,20.0,8.029250000000001,7.5,7.2
1162,17.02452,38.9,15.0,8.029250000000001,7.9,7.0
1163,16.94958,38.6,16.0,8.029250000000001,8.2,6.8
1164,16.75414,38.2,15.0,8.029250000000001,8.6,6.7
1165,16.56729,37.6,14.0,8.029250000000001,9.0,6.5
1166,16.33952,36.9,13.0,2.153,9.4,6.3
1167,16.09464,36.0,20.0,6.872,9.8,6.1
1168,15.93105,35.1,17.0,8.029250000000001,10.2,6.0
1169,15.60489,34.1,18.0,8.029250000000001,10.6,5.8
1170,15.29759,33.4,18.0,8.029250000000001,11.1,5.7
1171,14.98673,32.5,13.0,8.029250000000001,11.6,5.5
1172,14.7182,31.7,12.0,8.029250000000001,12.1,5.4
1173,14.4474,31.0,12.0,8.029250000000001,12.7,5.2
1174,14.2304,30.3,12.0,8.029250000000001,9.158823529411764,6.529411764705882
1175,14.01505,29.8,12.0,18.19,9.158823529411764,6.529411764705882
1176,13.82662,29.3,12.0,8.029250000000001,9.158823529411764,6.529411764705882
1177,23.80285,64.4,18.0,1.7182499999999998,6.9,7.1
1178,23.53099,64.1,17.0,1.7182499999999998,7.3,6.9
1179,23.40045,63.8,16.0,1.7182499999999998,7.8,6.6
1180,23.28831,63.7,15.0,1.7182499999999998,8.3,6.4
1181,23.2156,63.6,14.0,1.7182499999999998,8.8,6.1
1182,23.11682,63.5,13.0,1.7182499999999998,9.4,5.9
1183,22.8674,63.5,12.0,1.7182499999999998,10.0,5.6
1184,22.64714,63.4,11.0,1.7182499999999998,10.7,5.3
1185,22.39902,63.2,11.0,1.7182499999999998,11.4,5.1
1186,22.19342,63.1,11.0,1.7182499999999998,12.2,4.8
1187,22.59277,62.9,10.0,1.7182499999999998,12.9,4.6
1188,21.73252,62.7,11.0,1.378,13.7,4.4
1189,21.49951,62.5,11.0,1.7182499999999998,14.5,4.2
1190,21.23354,62.4,11.0,2.3,15.4,4.0
1191,20.96569,62.2,10.0,1.7182499999999998,16.2,3.8
1192,20.77184,62.0,10.0,0.852,17.1,3.6
1193,20.5493,61.7,9.8,1.7182499999999998,17.9,3.4
1194,20.37803,61.3,9.5,1.7182499999999998,11.794117647058824,5.164705882352941
1195,20.09817,60.7,9.2,2.343,11.794117647058824,5.164705882352941
1196,19.8617,60.1,8.9,1.7182499999999998,11.794117647058824,5.164705882352941
1197,13.89427,35.5,6.4,5.591,8.1,4.2
1198,13.64749,35.6,6.2,4.2410000000000005,8.4,4.0
1199,13.37731,35.7,6.0,4.2410000000000005,8.8,3.9
1200,13.0423,35.8,5.9,4.2410000000000005,9.2,3.7
1201,12.66561,35.9,5.6,4.2410000000000005,9.7,3.6
1202,12.28131,35.8,5.4,3.593,10.1,3.4
1203,11.82792,35.6,5.1,4.2410000000000005,10.5,3.3
1204,11.40193,35.3,4.9,4.2410000000000005,11.0,3.2
1205,10.99021,34.7,4.7,4.2410000000000005,11.4,3.1
1206,10.53073,34.1,4.6,4.2410000000000005,11.9,2.9
1207,10.05598,33.3,4.4,2.95,12.4,2.8
1208,9.59543,32.5,4.3,4.2410000000000005,12.9,2.7
1209,9.23339,31.7,3.8,4.2410000000000005,13.4,2.6
1210,9.17836,30.9,3.8,4.2410000000000005,14.0,2.5
1211,9.18445,30.0,3.8,4.2410000000000005,14.5,2.4
1212,9.06555,29.2,3.7,4.2410000000000005,15.1,2.3
1213,8.93494,28.4,4.1,5.982,15.6,2.2
1214,8.80509,27.6,4.2,3.089,11.588235294117649,3.105882352941176
1215,8.64237,26.9,4.4,4.2410000000000005,11.588235294117649,3.105882352941176
1216,8.51092,26.2,4.6,4.2410000000000005,11.588235294117649,3.105882352941176
1217,4.2957,20.6,4.0,26.799,19.1,0.9
1218,4.22446,19.9,3.7,28.889,19.5,0.9
1219,4.16755,19.4,3.2,31.918,20.0,0.9
1220,4.009,19.1,3.0,32.431,20.4,0.8
1221,3.91554,18.9,3.0,33.345,20.9,0.8
1222,3.83421,18.7,2.5,27.816,21.5,0.8
1223,3.76524,18.7,1.9,30.406,22.0,0.7
1224,3.68785,18.6,2.2,28.121,22.6,0.7
1225,3.69287,18.4,1.9,31.049,23.2,0.7
1226,3.57413,18.3,1.7,30.399,23.8,0.7
1227,3.50086,18.3,1.5,28.896,24.4,0.6
1228,3.4901,18.4,1.2,29.811,25.0,0.6
1229,3.57172,18.4,1.3,31.062,25.6,0.6
1230,3.75204,18.4,0.96,32.284,26.3,0.6
1231,3.90628,18.4,0.85,33.443,26.9,0.5
1232,3.80768,18.3,1.0,31.178,27.5,0.5
1233,3.67088,18.1,0.65,32.313,28.2,0.5
1234,3.5344,17.9,0.64,33.447,23.34705882352941,0.6941176470588236
1235,3.40631,17.9,0.86,34.075,23.34705882352941,0.6941176470588236
1236,3.29874,18.1,0.63,35.248,23.34705882352941,0.6941176470588236
1237,2.6949,10.2,0.71,34.522,16.4,0.6
1238,2.6095,9.9,1.1,34.995,16.8,0.6
1239,2.52614,9.7,1.4,36.067,17.3,0.6
1240,2.47201,9.6,2.4,36.354,17.7,0.5
1241,2.41089,9.5,1.4,36.276,18.2,0.5
1242,2.35739,9.4,1.0,36.339,18.7,0.5
1243,2.30053,9.4,0.66,36.537,19.1,0.5
1244,2.2359,9.4,1.6,36.894,19.6,0.5
1245,2.17385,9.4,0.67,37.182,20.1,0.5
1246,2.11965,9.4,2.6,36.761,20.6,0.4
1247,2.07542,9.4,1.1,35.654,21.1,0.4
1248,2.04501,9.6,0.8,34.56,21.6,0.4
1249,2.01445,9.7,0.87,35.074,22.1,0.4
1250,1.99124,9.8,0.53,35.697,22.6,0.4
1251,1.98308,9.9,0.6,36.306,23.1,0.4
1252,1.9742,10.0,0.61,37.826,23.7,0.4
1253,1.95511,10.1,0.58,38.892,24.2,0.4
1254,1.93785,10.4,0.6,39.773,20.17058823529412,0.4705882352941176
1255,1.92005,10.6,0.59,40.778,20.17058823529412,0.4705882352941176
1256,1.90289,11.0,0.58,41.416,20.17058823529412,0.4705882352941176
1257,29.63789,69.5,58.0,6.857,1.0,29.1
1258,28.94958,68.3,57.0,6.857,1.0,28.8
1259,28.28987,67.3,55.0,6.857,1.1,28.4
1260,27.6962,66.3,53.0,6.857,1.2,28.1
1261,26.88168,65.3,51.0,6.857,1.3,27.7
1262,25.85684,64.4,49.0,6.857,1.3,27.3
1263,24.82704,63.4,47.0,6.857,1.4,27.0
1264,23.67104,62.5,46.0,6.857,1.5,26.6
1265,22.45882,61.5,44.0,6.857,1.6,26.2
1266,21.27075,60.6,42.0,6.857,1.7,25.8
1267,20.16935,59.7,40.0,6.857,1.9,25.5
1268,19.3146,58.8,39.0,6.857,2.0,25.1
1269,18.80296,58.0,37.0,6.857,2.1,24.7
1270,18.28673,57.2,36.0,6.857,2.3,24.3
1271,17.77421,56.4,35.0,6.857,2.4,23.9
1272,16.95295,55.7,34.0,6.857,2.6,23.5
1273,16.05746,55.0,34.0,6.857,2.7,23.1
1274,15.1706,54.5,33.0,6.857,1.711764705882353,26.18235294117647
1275,14.43921,53.9,32.0,6.857,1.711764705882353,26.18235294117647
1276,13.92757,53.4,32.0,6.857,1.711764705882353,26.18235294117647
1277,15.2092,43.9,56.0,2.69825,1.3,19.5
1278,14.82287,43.0,55.0,2.69825,1.5,19.1
1279,14.51757,42.1,54.0,2.69825,1.6,18.8
1280,14.17005,41.2,52.0,1.339,1.7,18.4
1281,13.75427,40.5,51.0,2.69825,1.9,18.0
1282,13.36507,39.8,50.0,2.69825,2.1,17.6
1283,13.10164,39.1,50.0,2.69825,2.2,17.2
1284,12.83874,38.5,49.0,2.69825,2.4,16.8
1285,12.55872,37.9,48.0,2.69825,2.6,16.4
1286,12.23098,37.5,48.0,1.448,2.8,16.0
1287,11.85718,37.1,46.0,1.395,3.1,15.6
1288,11.54789,36.9,45.0,2.69825,3.3,15.1
1289,11.25764,36.9,43.0,2.007,3.6,14.7
1290,10.94835,37.0,41.0,2.69825,3.8,14.3
1291,10.67452,37.2,40.0,2.69825,4.1,13.9
1292,10.39072,37.5,37.0,2.738,4.5,13.5
1293,10.12712,37.8,37.0,2.69825,4.8,13.1
1294,9.86634,38.0,36.0,3.767,2.7823529411764705,16.352941176470587
1295,9.64727,38.2,35.0,4.241,2.7823529411764705,16.352941176470587
1296,9.46173,38.4,34.0,4.651,2.7823529411764705,16.352941176470587
1297,11.30108,40.9,0.89,10.964714285714283,10.3,5.8
1298,11.06073,39.6,0.89,10.964714285714283,10.8,5.6
1299,10.78217,38.5,0.89,10.964714285714283,11.3,5.4
1300,10.52943,37.5,0.89,10.964714285714283,11.8,5.2
1301,10.22778,36.5,0.89,8.817,12.3,5.1
1302,9.96355,35.5,0.89,8.869,12.8,4.9
1303,9.66747,34.5,0.89,5.361,13.3,4.8
1304,9.36176,33.5,0.89,10.964714285714283,13.8,4.6
1305,9.07074,32.5,0.89,10.964714285714283,14.4,4.5
1306,8.75403,31.6,0.89,10.964714285714283,14.9,4.3
1307,8.4392,30.7,0.89,10.964714285714283,15.5,4.2
1308,8.19318,29.8,0.89,10.964714285714283,16.1,4.0
1309,7.94815,29.0,0.89,10.964714285714283,16.7,3.9
1310,7.73809,28.3,0.86,10.964714285714283,17.3,3.8
1311,7.56433,27.7,0.79,15.044,18.0,3.7
1312,7.35387,27.2,1.1,11.526,18.6,3.6
1313,7.1844,26.8,0.96,10.964714285714283,19.3,3.5
1314,7.02163,26.5,1.0,11.292,14.541176470588235,4.523529411764706
1315,6.88783,26.4,1.0,15.844,14.541176470588235,4.523529411764706
1316,6.75437,26.5,1.0,10.964714285714283,14.541176470588235,4.523529411764706
1317,15.84483,34.7,5.8,8.198,16.2,3.4
1318,15.63005,34.1,5.2,8.198,16.7,3.3
1319,15.39829,33.5,5.0,8.198,17.2,3.2
1320,15.20356,32.8,5.0,8.198,17.6,3.1
1321,15.02126,32.0,4.5,8.198,18.1,3.0
1322,14.79868,31.1,4.0,8.198,18.7,2.9
1323,14.60116,30.3,3.7,8.198,19.2,2.8
1324,14.35292,29.5,3.4,6.636,19.7,2.7
1325,14.08911,29.0,3.3,8.198,20.3,2.7
1326,13.9003,28.4,3.1,8.198,20.9,2.6
1327,13.65496,28.2,2.9,8.198,21.5,2.5
1328,13.2784,28.0,2.8,10.364,22.1,2.4
1329,13.00127,28.1,2.7,8.198,22.8,2.3
1330,12.63169,28.3,2.5,8.536,23.4,2.3
1331,12.29245,28.6,2.4,8.375,18.858823529411765,2.9529411764705884
1332,11.96902,28.9,2.2,7.079,18.858823529411765,2.9529411764705884
1333,11.6649,29.4,2.1,8.198,18.858823529411765,2.9529411764705884
1334,4.95389,12.7,1.3,22.304,15.4,0.7
1335,4.87926,12.5,0.82,23.856,15.9,0.7
1336,4.8035,12.3,1.0,24.166,16.5,0.7
1337,4.67075,12.1,0.92,25.803,17.0,0.7
1338,4.46502,12.0,0.97,27.454,17.6,0.7
1339,4.27436,11.9,0.59,35.427,18.2,0.6
1340,4.17212,11.9,0.95,36.638,18.8,0.6
1341,4.11714,12.0,1.2,38.986,19.4,0.6
1342,3.97399,12.1,0.72,40.144,19.9,0.6
1343,3.83931,12.2,0.79,40.388,20.6,0.6
1344,3.68661,12.4,0.78,41.326,21.2,0.6
1345,3.50827,12.5,0.63,40.938,21.8,0.5
1346,3.38807,12.6,0.58,39.423,22.4,0.5
1347,3.33037,12.7,0.49,39.347,23.1,0.5
1348,3.28239,12.9,0.52,30.321,23.7,0.5
1349,3.21137,13.0,0.37,31.524,24.4,0.5
1350,3.0787,13.2,0.37,32.323,25.1,0.5
1351,2.95029,13.5,0.37,32.946,20.058823529411764,0.5941176470588235
1352,2.88268,13.8,0.37,33.125,20.058823529411764,0.5941176470588235
1353,2.83111,14.1,0.37,33.52,20.058823529411764,0.5941176470588235
1354,4.1279,14.0,1.3,37.993,18.8,0.7
1355,3.9069,13.5,0.87,38.146,19.3,0.7
1356,3.56323,13.2,0.94,38.286,19.7,0.7
1357,3.29563,12.8,0.77,38.314,20.1,0.7
1358,3.0533,12.6,0.64,37.952,20.5,0.6
1359,3.02337,12.5,0.7,37.366,21.0,0.6
1360,3.08673,12.4,0.52,36.805,21.4,0.6
1361,3.08736,12.4,0.58,36.176,21.8,0.6
1362,2.99624,12.4,0.41,35.51,22.3,0.6
1363,2.84549,12.4,0.34,35.334,22.7,0.5
1364,2.74482,12.5,0.39,35.107,23.1,0.5
1365,2.75209,12.5,0.29,35.123,23.6,0.5
1366,2.79744,12.6,0.3,34.997,24.0,0.5
1367,2.81204,12.7,0.19,34.788,24.5,0.5
1368,2.78829,12.8,0.19,34.612,24.9,0.5
1369,2.7714,13.0,0.18,34.627,25.4,0.5
1370,2.84,13.3,0.18,34.641,25.9,0.4
1371,2.83261,13.5,0.15,34.789,22.294117647058822,0.5705882352941176
1372,2.79831,13.9,0.24,35.303,22.294117647058822,0.5705882352941176
1373,2.76621,14.3,0.24,35.781,22.294117647058822,0.5705882352941176
1374,2.81285,12.3,0.89,34.586,14.0,0.7
1375,2.73605,12.1,0.79,35.129,14.4,0.7
1376,2.66566,12.0,0.8,35.584,14.7,0.7
1377,2.60211,12.0,0.88,36.149,15.1,0.6
1378,2.52146,12.0,0.71,36.809,15.5,0.6
1379,2.46478,12.0,0.68,37.017,15.9,0.6
1380,2.40793,12.1,0.71,36.985,16.3,0.6
1381,2.36118,12.1,0.68,37.751,16.6,0.5
1382,2.34075,12.2,0.66,37.806,17.0,0.5
1383,2.34287,12.2,0.69,37.898,17.4,0.5
1384,2.36059,12.3,0.62,38.16,17.8,0.5
1385,2.40293,12.5,0.65,38.846,18.2,0.5
1386,2.45488,12.7,0.56,38.514,18.5,0.5
1387,2.52662,13.0,0.45,39.044,18.9,0.4
1388,2.60726,13.3,0.49,39.048,19.3,0.4
1389,2.65721,13.6,0.56,38.479,19.7,0.4
