,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Maternal mortality ratio (per 100 000 live births),per_capita-Lower Respiratory Infections,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Mean Non-HDL cholesterol, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),per_capita-Tuberculosis
1455,4.80457,57.0,0.0002888744755253,28.0,3.2,25.1,0.0002820751862862
1456,4.73759,52.0,0.0002832529000989,29.0,3.2,25.1,0.0002675588162686
1457,4.69035,49.0,0.0002805602591933,26.0,3.2,25.2,0.0002554382790725
1458,4.65408,46.0,0.0002766968179052,24.0,3.2,25.3,0.0002423598936218
1459,4.60724,43.0,0.0002738381030679,25.0,3.2,25.3,0.0002340804079226
1460,4.53039,40.0,0.0002679363027651,21.0,3.2,25.4,0.0002138331896008
1461,4.41487,36.0,0.0002613028520103,19.0,3.1,25.5,0.000186939985035
1462,4.25829,30.0,0.0002431884120991,17.0,3.1,25.6,0.0001542976119246
1463,4.06791,24.0,0.0002305008278342,14.0,3.1,25.7,0.0001255390410406
1464,3.8636,22.0,0.0002261072053687,12.0,3.1,25.7,0.0001088686000481
1465,3.66338,19.0,0.0002233521523172,10.0,3.1,25.8,9.448402821183284e-05
1466,3.47823,17.0,0.0002237756969662,9.5,3.1,25.9,8.223942344514128e-05
1467,3.31687,14.0,0.0002265898159407,6.1,3.1,26.0,6.883955343708392e-05
1468,3.18087,13.0,0.0002287616074508,5.3,3.1,26.1,5.771968468560823e-05
1469,3.06749,12.0,0.0002332418100181,4.1,3.1,26.2,4.929195276652324e-05
1470,2.9713,10.0,0.0002278823412535,3.4,3.1,26.3,4.466145311375294e-05
1471,2.889,10.0,0.0002311294821955,3.2,3.1,25.6,4.0470562165747374e-05
1472,2.8159,30.83333333333333,0.0002225611474627,2.7,3.1,25.6,4.095556224496406e-05
1473,2.74983,30.83333333333333,0.0002120691608635,2.4,3.136842105263158,25.6,4.058537641245565e-05
1474,16.39824,708.0,0.0006699688622128,41.0,2.6,21.3,0.0004643875854002
1475,15.7995,702.0,0.0006479311869074,52.0,2.6,21.4,0.0004669177983451
1476,15.13712,692.0,0.0006414040652502,61.0,2.6,21.5,0.000475312411376
1477,14.43645,678.0,0.0006443408667562,73.0,2.6,21.5,0.0004846468439931
1478,13.7954,653.0,0.0006325781394272,78.0,2.6,21.6,0.000482154920721
1479,13.1765,618.0,0.0006242923372286,77.0,2.6,21.6,0.0004747731308482
1480,12.63041,583.0,0.000612399751207,78.0,2.7,21.7,0.0004663214832145
1481,12.1649,545.0,0.0006013011457494,81.0,2.7,21.7,0.0004584206165403
1482,11.78757,513.0,0.0005825254104688,78.0,2.7,21.8,0.000450587335896
1483,11.4969,472.0,0.0005694109706681,80.0,2.7,21.8,0.0004425589998917
1484,11.3046,432.0,0.0005649174441453,79.0,2.7,21.9,0.0004322880593693
1485,11.15429,398.0,0.000549405695814,77.0,2.7,21.9,0.0004214240183652
1486,11.07352,373.0,0.0005279524910179,74.0,2.7,22.0,0.000408663916822
1487,11.00431,364.0,0.000510585758697,70.0,2.8,22.0,0.0003989313146003
1488,10.9253,358.0,0.0004943117600209,69.0,2.8,22.1,0.0003930677180228
1489,10.79533,353.0,0.0004755766429397,64.0,2.8,22.1,0.0003857133214154
1490,10.62021,346.0,0.0004584238426561,60.0,2.8,22.1,0.0003742832986683
1491,10.39704,342.0,0.0004495992291624,50.0,2.8,21.764705882352946,0.0003622121592565
1492,10.16775,507.22222222222223,0.0004490741926934,38.0,2.8,21.764705882352946,0.0003559327230869
1493,9.89903,507.22222222222223,0.0004375844329989,37.0,2.7,21.764705882352946,0.0003414762076894
1494,2.77853,10.0,9.582919890338948e-05,1.1,4.1,27.5,1.723911514664149e-05
1495,2.73734,10.0,8.876903972611792e-05,1.2,4.1,27.6,1.578116261797652e-05
1496,2.70043,10.0,9.936135131437788e-05,1.5,4.1,27.7,1.680022848310737e-05
1497,2.66543,10.0,0.000102812482183,0.99,4.0,27.8,1.5889201791928097e-05
1498,2.62549,10.0,0.0001078603822444,1.2,4.0,27.9,1.592874843272493e-05
1499,2.57891,10.0,0.0001165440738224,1.1,4.0,27.9,1.5509667618960258e-05
1500,2.52403,10.0,0.0001281896343358,0.74,4.0,28.0,1.5106522564828564e-05
1501,2.46614,10.0,0.0001359543193486,1.2,4.0,28.1,1.4310980984073562e-05
1502,2.40344,10.0,0.0001594613166572,0.83,3.9,28.2,1.4795379896037798e-05
1503,2.33361,10.0,0.0001675368942757,1.1,3.9,28.3,1.4061849639454176e-05
1504,2.26215,10.0,0.0001643616711728,1.1,3.9,28.4,1.2189501929086982e-05
1505,2.18998,10.0,0.0001718273959134,0.52,3.9,28.5,1.0402106927495004e-05
1506,2.12485,11.0,0.0001881862847719,0.63,3.8,28.6,9.824986755162083e-06
1507,2.06589,11.0,0.0002007185799364,0.17,3.8,28.7,8.162308241408429e-06
1508,2.01514,11.0,0.0002114696006979,0.14,3.8,28.8,7.656657956306735e-06
1509,1.97454,11.0,0.0002069187608973,0.45,3.8,28.9,7.889450155529751e-06
1510,1.94449,12.0,0.0002128654012883,0.46,3.7,29.0,8.119244161910436e-06
1511,1.91728,12.0,0.0002163160746492,0.5,3.7,28.22941176470588,8.346600951095179e-06
1512,1.8851,10.444444444444445,0.0002236193504814,0.35,3.7,28.22941176470588,8.694375990724144e-06
1513,1.84746,10.444444444444445,0.0002259889299255,0.37,3.905263157894737,28.22941176470588,8.795976314465626e-06
1514,4.61717,79.0,0.0004281543763479,24.0,3.1,24.4,0.000184083706345
1515,4.3815,76.0,0.000394790882228,27.0,3.1,24.5,0.0001905605602072
1516,4.15713,83.0,0.0003659891062283,22.0,3.1,24.6,0.00018753160815
1517,3.95774,82.0,0.0003400974268551,20.0,3.1,24.6,0.000182102547244
1518,3.78848,79.0,0.000314084876518,17.0,3.1,24.7,0.0001664885999587
1519,3.64856,82.0,0.0002974963862253,16.0,3.1,24.8,0.0001630303514324
1520,3.54,85.0,0.0002850074934338,16.0,3.1,24.9,0.0001639847960201
1521,3.45663,84.0,0.0002638078525037,14.0,3.1,25.0,0.0001487467518421
1522,3.39119,81.0,0.0002342786429908,12.0,3.1,25.1,0.0001325401087836
1523,3.33748,80.0,0.0002126387698101,11.0,3.1,25.2,0.0001194827373218
1524,3.29369,79.0,0.0001966007494427,11.0,3.1,25.3,0.0001134584195768
1525,3.26018,79.0,0.000180762470418,12.0,3.1,25.4,0.0001082785095078
1526,3.23238,74.0,0.0001723766201549,11.0,3.1,25.5,0.0001039199890187
1527,3.20662,70.0,0.0001680215067528,11.0,3.1,25.6,9.722983672344842e-05
1528,3.18042,69.0,0.0001589719334794,9.0,3.2,25.7,8.883221309853276e-05
1529,3.15086,66.0,0.0001488172747092,7.8,3.2,25.8,8.201861162952887e-05
1530,3.11616,63.0,0.0001366076468256,7.0,3.2,25.9,7.222357884679794e-05
1531,3.07512,60.0,0.0001283600928471,6.2,3.2,25.11764705882353,6.763589507714359e-05
1532,3.02939,76.16666666666667,0.0001281955286255,5.7,3.2,25.11764705882353,6.697763819074803e-05
1533,2.97996,76.16666666666667,0.0001237937724035,4.7,3.1263157894736846,25.11764705882353,6.494362412362188e-05
1534,24.38397,544.0,0.001495162676293,123.0,3.0,20.9,0.0008366982213307
1535,23.14839,517.0,0.0014123805723651,117.0,3.0,21.0,0.0008120369888759
1536,21.96801,491.0,0.0013425894137837,110.0,3.1,21.1,0.0007719575398254
1537,20.80926,465.0,0.001259992479663,104.0,3.1,21.2,0.0007347008366816
1538,19.69227,437.0,0.0011693264390816,96.0,3.1,21.3,0.0006933467083347
1539,18.60514,410.0,0.0010868080893612,88.0,3.1,21.4,0.0006569166348117
1540,17.54207,385.0,0.0010066116003472,81.0,3.2,21.5,0.0006184675628263
1541,16.5191,360.0,0.0009247087275205,77.0,3.2,21.6,0.0005746084692781
1542,15.55573,336.0,0.0008870362363496,73.0,3.2,21.7,0.0005383078095477
1543,14.64842,314.0,0.000821977140309,70.0,3.2,21.9,0.0004991317536817
1544,13.77462,292.0,0.000757361386221,66.0,3.2,22.0,0.0004618287034783
1545,12.94101,272.0,0.000700610185464,61.0,3.2,22.1,0.0004287339103203
1546,12.1636,254.0,0.0006553030199509,59.0,3.3,22.2,0.0004002267749283
1547,11.41583,238.0,0.0006120834046534,56.0,3.3,22.3,0.0003786313886765
1548,10.71258,223.0,0.0005745404080927,51.0,3.3,22.5,0.0003603921925411
1549,10.07264,209.0,0.0005477791937662,48.0,3.3,22.6,0.0003437726794476
1550,9.48107,196.0,0.0005210089708427,43.0,3.3,22.7,0.0003271087221916
1551,8.96151,185.0,0.0004939168249679,37.0,3.3,21.764705882352946,0.0003102415056829
1552,8.51924,340.44444444444446,0.0004835333462612,30.0,3.3,21.764705882352946,0.000300840247935
1553,8.15537,340.44444444444446,0.0004620509340321,27.0,3.194736842105263,21.764705882352946,0.0002851039519249
1554,3.55632,34.0,0.0001839087812445,13.0,4.1,25.5,8.374793470859507e-05
1555,3.40155,35.0,0.0001976056639041,13.0,4.1,25.6,8.396120483480845e-05
1556,3.25546,33.0,0.0002046829230772,9.7,4.1,25.7,7.520708655865618e-05
1557,3.11685,34.0,0.0002036210100721,10.0,4.1,25.8,6.84476545485619e-05
1558,2.98307,32.0,0.0002050898709884,8.7,4.0,25.9,6.243750829248158e-05
1559,2.85454,30.0,0.0002205011970376,8.8,4.0,26.0,6.156568075705702e-05
1560,2.72911,32.0,0.0002281584448298,9.0,4.0,26.1,6.022679564872392e-05
1561,2.60498,32.0,0.0002172749036423,7.2,4.0,26.2,5.398683960155942e-05
1562,2.48309,29.0,0.0001950634691102,5.8,4.0,26.3,4.498038899574824e-05
1563,2.36334,28.0,0.0001828364111542,5.3,3.9,26.4,3.9883432825319975e-05
1564,2.24371,26.0,0.0001785417199248,4.3,3.9,26.5,3.651989725735572e-05
1565,2.12788,26.0,0.0001764405989364,3.9,3.9,26.6,3.311096072586483e-05
1566,2.01587,23.0,0.0001761286377864,3.1,3.9,26.7,3.148413473384499e-05
1567,1.90928,27.0,0.0001822402514089,5.2,3.8,26.7,3.1673998355706346e-05
1568,1.8075,24.0,0.0001768918304147,3.4,3.8,26.8,2.909708959825233e-05
1569,1.71216,23.0,0.0001728915365874,5.0,3.8,26.9,2.8815256097912385e-05
1570,1.6214,26.0,0.0001655948222147,4.1,3.8,27.0,2.6195791084823844e-05
1571,1.53752,19.0,0.0001657717972253,3.8,3.7,26.27647058823529,2.590184331645318e-05
1572,1.45886,28.5,0.0001657717972253,3.4,3.7,26.27647058823529,2.5430900710699485e-05
1573,1.38937,28.5,0.0001672048273466,3.4,3.926315789473684,26.27647058823529,2.531958814106928e-05
1574,3.70503,28.0,0.0001643151316301,1.4,4.0,26.3,1.5033647677235498e-05
1575,3.55494,27.0,0.0001659627016525,1.2,4.0,26.4,1.4420139954012862e-05
1576,3.40484,26.0,0.0001679067168683,0.98,4.0,26.5,1.3818409928605752e-05
1577,3.24707,25.0,0.0001706660801425,0.81,4.0,26.6,1.322791806575676e-05
1578,3.09369,24.0,0.0001749906374846,0.81,4.0,26.7,1.31630125541587e-05
1579,2.93759,24.0,0.0001798381867378,0.78,4.0,26.8,1.284558476698623e-05
1580,3.75062,24.0,0.0001877386169506,0.74,4.0,26.9,1.2983306843059603e-05
1581,2.65606,23.0,0.0001922702236059,0.93,4.0,27.0,1.2578425843377036e-05
1582,2.53941,23.0,0.0001916779097895,1.0,4.0,27.1,1.2134648035771952e-05
1583,2.44449,23.0,0.0001949106131146,0.97,4.0,27.2,1.1465330183213535e-05
1584,2.3616,23.0,0.0001982911568689,0.97,3.9,27.3,1.090843772506228e-05
1585,3.22877,25.0,0.0002032294168063,0.89,3.9,27.4,1.0861429639296748e-05
1586,2.22324,25.0,0.0002086810848228,1.1,3.9,27.5,1.0627277467828936e-05
1587,2.36518,27.0,0.000213477497608,1.1,3.9,27.6,1.0649671082488236e-05
1588,2.34626,28.0,0.0002161041070658,1.0,3.9,27.7,1.039426913180054e-05
1589,2.24154,29.0,0.0002153576502794,0.94,3.9,27.8,1.0358365729322896e-05
1590,1.98618,29.0,0.0002151252475019,0.9,3.9,27.9,1.031258154134242e-05
1591,2.21056,29.0,0.0002150512483116,0.85,3.9,27.1,1.002458649177423e-05
1592,1.89661,25.666666666666668,0.0002160059708346,0.89,3.9,27.1,1.002458649177423e-05
1593,1.85471,25.666666666666668,0.0002153007372748,1.0,3.952631578947368,27.1,9.936957104995308e-06
1594,12.84309,614.0,0.0009820886238444,54.0,2.4,21.5,0.0011287235352685
1595,12.60094,633.0,0.0010102250169584,84.0,2.4,21.6,0.0011876126229228
1596,12.36026,653.0,0.0010401758172364,75.0,2.4,21.7,0.001280096549919
1597,12.11811,671.0,0.0010735356335443,66.0,2.4,21.8,0.0013881210271265
1598,11.88631,680.0,0.0011044758285516,82.0,2.4,21.8,0.0014826782759579
1599,11.65227,679.0,0.0011263628209743,91.0,2.4,21.9,0.0015436113117002
1600,11.43161,668.0,0.001140059545706,83.0,2.5,22.0,0.0015777423694689
1601,11.21125,652.0,0.0011503205507766,76.0,2.5,22.1,0.0015963632133226
1602,10.98993,623.0,0.0011600292147771,70.0,2.5,22.2,0.0016131819413417
1603,10.78435,607.0,0.0011418825614492,67.0,2.5,22.2,0.0016006187458705
1604,10.56838,594.0,0.0011341187943853,64.0,2.5,22.3,0.0016019362851331
1605,10.35275,585.0,0.0011314955794784,64.0,2.5,22.4,0.0015917825782929
1606,10.1407,586.0,0.0011199211807553,60.0,2.5,22.4,0.0015933753709544
1607,9.93416,583.0,0.0010995872803214,58.0,2.5,22.5,0.0015866285228498
1608,9.73016,579.0,0.0010834146924214,54.0,2.5,22.6,0.0015700244283236
1609,9.51394,574.0,0.0010566303554806,52.0,2.5,22.6,0.001535656653665
1610,9.29526,559.0,0.0010183966780504,47.0,2.5,22.7,0.0014689693661773
1611,9.07052,544.0,0.000996403550077,46.0,2.5,22.13529411764706,0.0014039535413438
1612,8.84915,615.7777777777778,0.0009912964073293,50.0,2.5,22.13529411764706,0.0013549249709658
1613,8.61006,615.7777777777778,0.0009871567900977,57.0,2.468421052631579,22.13529411764706,0.0013212948689715
1614,28.04697,894.0,0.0012623679762276,48.0,2.7,22.9,0.0005994613691559
1615,27.22333,913.0,0.0011325497407636,51.0,2.7,22.9,0.0005168307713204
1616,30.32083,1010.0,0.0010123365577723,41.0,2.7,23.0,0.0004449631443384
1617,33.57011,878.0,0.0009329587537635,53.0,2.7,23.0,0.0004152099716826
1618,24.85484,837.0,0.0008637524410395,40.0,2.7,23.0,0.0003919969670307
1619,24.07654,816.0,0.000817041701549,50.0,2.7,23.1,0.0003638122196538
1620,23.30562,782.0,0.0007552437471159,43.0,2.8,23.1,0.0003417421642254
1621,22.51439,754.0,0.0007000134864983,44.0,2.8,23.2,0.0003235536342137
1622,21.72442,738.0,0.0006624285578503,45.0,2.8,23.2,0.0003092689712824
1623,21.01905,724.0,0.0006474312606602,42.0,2.8,23.2,0.0003058554576222
1624,20.34602,708.0,0.0006341795935823,41.0,2.8,23.2,0.0003004008601179
1625,19.72272,694.0,0.000616093318728,36.0,2.8,23.2,0.0002891651024463
1626,19.17713,683.0,0.0006103574024547,38.0,2.8,23.2,0.0002857594075546
1627,18.65055,674.0,0.000583000789783,45.0,2.8,23.2,0.0002797200693886
1628,23.05469,688.0,0.0005388154856303,65.0,2.8,23.1,0.000271484809313
1629,17.57884,691.0,0.0005114801797855,70.0,2.8,23.1,0.0002659887607831
1630,17.07686,661.0,0.0004818667405901,60.0,2.8,23.1,0.0002576777744082
1631,16.55985,661.0,0.0004485465367031,57.0,2.8,23.1,0.0002460650029282
1632,16.03092,767.0,0.0004406016334721,56.0,2.8,23.1,0.0002422060499303
1633,15.53356,767.0,0.0004199923275628,56.0,2.768421052631579,23.1,0.000229913325707
1634,4.85639,70.0,0.0001182336824348,7.1,3.6,25.8,1.3462250970306371e-05
1635,4.70032,68.0,0.0001165516702882,5.5,3.5,25.9,1.31406294932859e-05
1636,4.55134,66.0,0.0001152579389017,3.9,3.5,25.9,1.2827093200357894e-05
1637,4.42901,64.0,0.000110523627919,3.5,3.5,26.0,1.1977930119303814e-05
1638,4.33135,61.0,0.0001024263164041,5.5,3.5,26.0,1.0986905911859142e-05
1639,4.23219,57.0,9.813879005776169e-05,2.7,3.4,26.1,1.0211972863153333e-05
1640,4.11941,55.0,9.673227550163802e-05,3.4,3.4,26.2,9.63940507621218e-06
1641,4.001,53.0,0.0001036381623152,2.9,3.4,26.2,1.0082819619183473e-05
1642,3.88499,52.0,0.0001058664734455,3.8,3.3,26.3,9.859320427752274e-06
1643,3.77138,53.0,0.0001081532873618,3.4,3.3,26.4,9.645249311511036e-06
1644,3.66043,53.0,0.0001046204151573,5.2,3.3,26.4,8.976307809356842e-06
1645,7.61542,56.0,0.0001036684065984,6.8,3.3,26.5,9.093719877052907e-06
1646,2.95639,17.0,0.000132169909755,10.0,4.2,25.9,9.221792875248298e-05
1647,2.85587,16.0,0.000141534780115,10.0,4.2,26.0,9.572798112430733e-05
1648,2.76796,14.0,0.0001478022873298,10.0,4.2,26.1,9.495677677615963e-05
1649,2.69,14.0,0.0001560732953343,10.0,4.1,26.1,9.530139272626622e-05
1650,2.61872,13.0,0.0001651930943743,9.2,4.1,26.2,9.479201053022826e-05
1651,2.54959,14.0,0.0001843398949624,11.0,4.1,26.3,0.0001031524902429
1652,2.47773,14.0,0.0001954875560039,11.0,4.0,26.4,0.0001056915602361
1653,2.40421,14.0,0.0002061285341464,11.0,4.0,26.4,0.0001071197131317
1654,2.32357,13.0,0.0001935372580258,11.0,4.0,26.5,9.424422999518962e-05
1655,2.23828,11.0,0.0001712993916761,8.4,4.0,26.6,7.707066226482548e-05
1656,2.14981,10.0,0.0001641601221215,7.0,3.9,26.6,7.248995083376137e-05
1657,2.05962,10.0,0.0001603712240284,7.0,3.9,26.7,6.816484125370134e-05
1658,1.97007,10.0,0.0001591145854753,8.4,3.9,26.8,6.551777048983184e-05
1659,1.88195,10.0,0.0001661045468844,7.0,3.9,26.8,6.371133305156238e-05
1660,1.79608,9.0,0.0001603086140493,7.7,3.8,26.9,5.9331301996897655e-05
1661,1.71178,9.0,0.0001659363559689,6.4,3.8,27.0,5.6933335927280966e-05
1662,1.62918,8.0,0.0001681733873363,6.1,3.8,27.0,5.45272074981224e-05
1663,1.54989,8.0,0.0001569166257339,5.5,3.8,26.488235294117647,4.721894792728973e-05
1664,1.47381,11.88888888888889,0.0001551891032488,4.1,3.7,26.488235294117647,4.549142544214498e-05
1665,1.40095,11.88888888888889,0.0001539717759006,4.3,3.9684210526315793,26.488235294117647,4.407478330864759e-05
1666,1.01772,10.0,0.0002552549472738,0.72,3.9,26.0,6.837186087693748e-06
1667,0.96008,10.0,0.0002563070648569,1.2,3.9,26.1,6.744922759392867e-06
1668,0.90513,9.0,0.0002639833535202,0.74,3.9,26.2,6.65504252572174e-06
1669,0.85434,8.0,0.0002627177273165,0.98,3.8,26.3,4.378628788608559e-06
1670,0.80709,8.0,0.000257191640191,0.42,3.8,26.4,4.322548574639607e-06
1671,0.76318,9.0,0.0002539636469179,0.24,3.7,26.4,4.2682965868566345e-06
1672,0.72177,9.0,0.0002487284286054,0.23,3.7,26.5,4.215736078058569e-06
1673,0.68222,8.0,0.0002436373177405,0.44,3.6,26.6,4.16474047419735e-06
1674,0.64563,6.0,0.0002386801809031,0.39,3.6,26.7,4.115175532812352e-06
1675,0.61178,7.0,0.0002379136800366,0.29,3.6,26.7,4.0669005134461895e-06
1676,0.5798,8.0,0.0002351579175861,0.21,3.5,26.8,4.01979346301187e-06
1677,0.54993,8.0,0.000234451681098,0.4,3.5,26.8,3.973757306746248e-06
1678,0.52259,7.0,0.0002337577640971,0.2,3.5,26.9,3.928701917599406e-06
1679,0.49592,6.0,0.0002330721630262,0.2,3.4,26.9,3.884536050436816e-06
1680,0.47068,6.0,0.000230471390818,0.19,3.4,26.9,3.841189846966996e-06
1681,0.44768,5.0,0.000233613796509,0.18,3.4,27.0,3.7985983172209457e-06
1682,0.42753,5.0,0.000231038848337,0.18,3.3,27.0,3.756729241253395e-06
1683,0.4107,5.0,0.0002377966652733,0.52,3.3,26.6,3.715572894895732e-06
1684,0.39581,7.444444444444445,0.0002452278110631,0.35,3.3,26.6,3.715572894895732e-06
1685,0.38105,7.444444444444445,0.000249015298991,0.35,3.5842105263157893,26.6,3.6352598392851615e-06
1686,26.85981,559.0,0.0011044380674252,84.0,2.6,20.8,0.0007116656890236
1687,26.05521,552.0,0.0010367401532179,82.0,2.6,20.8,0.0006711109949796
1688,25.26598,547.0,0.0009894842634634,79.0,2.7,20.9,0.0006492929970521
1689,24.52084,543.0,0.0009367428010193,72.0,2.7,20.9,0.0006244952006795
1690,23.82676,539.0,0.0008859111259091,70.0,2.7,21.0,0.0005917330269873
1691,23.19701,526.0,0.0008615584700967,71.0,2.7,21.0,0.000557662109186
1692,22.61649,513.0,0.0008240178497812,63.0,2.7,21.1,0.0005424391182696
1693,22.07321,503.0,0.0007963980943621,63.0,2.7,21.1,0.0005427579756011
1694,21.57753,491.0,0.0007830839106716,62.0,2.7,21.2,0.0005481337905472
1695,21.1058,474.0,0.0007610795932671,60.0,2.7,21.2,0.0005464918486676
1696,20.70767,453.0,0.0007222118534465,57.0,2.8,21.2,0.000536654624477
1697,20.34638,432.0,0.0006988436675359,54.0,2.8,21.3,0.0005304607907792
1698,19.98098,413.0,0.0006611759501089,54.0,2.8,21.3,0.0005229900437076
1699,19.69289,394.0,0.0006268376812852,53.0,2.8,21.4,0.0005136371590065
1700,19.45553,378.0,0.0006087727752171,51.0,2.8,21.4,0.0005088069323013
1701,19.20856,363.0,0.000584766426886,50.0,2.8,21.5,0.0005023758189772
1702,18.97896,348.0,0.0005581898753817,52.0,2.8,21.5,0.0004917668570188
1703,18.75863,335.0,0.0005368067835824,50.0,2.9,21.15294117647059,0.0004783366085827
1704,18.49304,464.6111111111111,0.0005301781202306,48.0,2.9,21.15294117647059,0.0004734321640217
1705,18.19443,464.6111111111111,0.0004953937510827,44.0,2.747368421052632,21.15294117647059,0.0004444559410767
1706,24.93081,749.0,0.0012870392377921,20.0,2.2,21.5,0.0008758204991651
1707,23.86356,735.0,0.0012087889618216,18.0,2.2,21.6,0.000828697759721
1708,22.8425,714.0,0.0011366695221846,29.0,2.2,21.7,0.0007881165507204
1709,21.8904,687.0,0.0010730028772043,27.0,2.2,21.7,0.0007505784455282
1710,21.00801,654.0,0.0009916943033627,30.0,2.2,21.8,0.000712549594228
1711,20.17332,610.0,0.0009123848197547,31.0,2.2,21.9,0.0006653516268836
1712,19.40376,566.0,0.0008592143540256,27.0,2.2,22.0,0.0006299221236401
1713,18.68236,526.0,0.0007956273937237,29.0,2.2,22.0,0.0005959476822293
1714,17.99519,493.0,0.0007384597626274,33.0,2.3,22.1,0.0005662732932973
1715,17.35344,466.0,0.0007188884616339,32.0,2.3,22.1,0.0005458867955613
1716,16.7276,444.0,0.0007043858229486,20.0,2.3,22.2,0.0005258456060851
1717,16.11055,428.0,0.0006886974273095,34.0,2.3,22.3,0.0005053134744634
1718,15.51243,413.0,0.0006564951978319,29.0,2.4,22.3,0.0004832431990013
1719,14.9351,396.0,0.000622081367313,30.0,2.4,22.4,0.0004680064095182
1720,14.36053,381.0,0.0005923411272426,27.0,2.4,22.4,0.0004591180224471
1721,13.82661,370.0,0.0005684423820705,22.0,2.5,22.5,0.0004519314509291
1722,13.32063,358.0,0.0005371194963935,19.0,2.5,22.6,0.0004410600652808
1723,12.87111,349.0,0.0005022124639661,16.0,2.5,22.064705882352943,0.0004251013120668
1724,12.44677,518.8333333333334,0.000499376314729,16.0,2.5,22.064705882352943,0.0004218370648316
1725,12.04442,518.8333333333334,0.0004675184854148,14.0,2.3157894736842106,22.064705882352943,0.0003992138620297
1726,3.35388,38.0,0.0002865499814178,6.7,4.0,23.5,0.0001022405495954
1727,3.25159,36.0,0.0002895436206121,7.1,4.0,23.6,9.845241399252722e-05
1728,3.16445,34.0,0.0002986911455309,6.4,4.0,23.8,9.274127391917704e-05
1729,3.09221,33.0,0.0003071092598365,6.1,4.1,23.9,9.00307213759781e-05
1730,3.02742,32.0,0.0003110443837254,5.8,4.1,24.0,8.466970415141408e-05
1731,2.96336,31.0,0.0003269778482231,5.6,4.1,24.1,8.086838785403025e-05
1732,2.89957,30.0,0.0003499146759034,6.0,4.1,24.2,7.733004622626726e-05
1733,2.8371,30.0,0.0003789844866587,5.7,4.1,24.3,7.480788650617426e-05
1734,2.77894,29.0,0.0004288728630467,5.4,4.2,24.4,7.581030580064346e-05
1735,2.72643,29.0,0.0004828911031493,5.7,4.2,24.5,7.531131252124084e-05
1736,2.68176,30.0,0.0005133913224558,5.2,4.2,24.6,7.098211519488357e-05
1737,2.64574,30.0,0.0005478859261123,5.2,4.2,24.8,6.815505993189785e-05
1738,2.62117,30.0,0.0005831400956382,4.9,4.2,24.9,6.518173847578639e-05
1739,2.60862,30.0,0.0005840681465264,4.4,4.2,25.0,6.105630032166443e-05
1740,2.6052,30.0,0.0006170246668878,4.7,4.2,25.1,6.18155235904531e-05
1741,2.60815,30.0,0.0006302712132537,4.8,4.2,25.2,6.131642262883397e-05
1742,2.61373,29.0,0.0006496615407799,4.8,4.2,25.3,6.197099692723371e-05
1743,2.61974,29.0,0.0006549934752389,4.8,4.2,24.423529411764704,6.140464250962781e-05
1744,2.62214,31.11111111111111,0.0006649354827443,4.8,4.2,24.423529411764704,6.143650791829913e-05
1745,2.61632,31.11111111111111,0.0006735638997795,4.8,4.142105263157895,24.423529411764704,6.179997643410537e-05
1746,4.9471,125.0,8.333861144539155e-05,5.1,3.2,22.3,9.333924481883852e-05
1747,4.7194,111.0,8.172258125676254e-05,5.9,3.2,22.4,8.826038775730355e-05
1748,4.51132,105.0,7.375222459155698e-05,8.5,3.2,22.5,7.695884305205945e-05
1749,4.31977,97.0,6.907595214920406e-05,2.5,3.2,22.7,7.221576815598606e-05
1750,6.89274,89.0,6.736089210316015e-05,0.92,3.3,22.8,6.429903337119832e-05
1751,3.97384,75.0,6.542789845590159e-05,1.6,3.3,22.9,5.947990768718327e-05
1752,3.81187,71.0,6.606936133908232e-05,1.9,3.3,23.1,5.457903762793757e-05
1753,3.65235,71.0,6.301922360316521e-05,1.9,3.3,23.2,4.657942614146994e-05
1754,3.496,72.0,5.959707196994235e-05,2.3,3.4,23.4,4.14588326747425e-05
1755,3.33768,71.0,6.055498645082178e-05,2.2,3.4,23.5,3.5323742096312705e-05
1756,3.1784,67.0,6.0659673954252496e-05,2.3,3.4,23.7,3.538480980664729e-05
1757,3.02154,62.0,6.329129947164423e-05,2.6,3.4,23.9,3.2911475725255e-05
1758,2.86236,60.0,6.59143974790278e-05,1.5,3.4,24.0,3.29571987395139e-05
1759,2.70055,58.0,6.853000599003015e-05,2.1,3.5,24.2,3.299592881001452e-05
1760,2.54408,56.0,7.367979776165856e-05,2.0,3.5,24.3,3.302887485867453e-05
1761,2.39068,54.0,7.628676704309948e-05,1.6,3.5,24.5,3.305759905200977e-05
1762,2.24253,54.0,8.143322475570033e-05,2.8,3.5,24.6,3.308224755700326e-05
1763,2.10046,53.0,8.403168758546405e-05,2.4,3.5,23.41176470588235,3.564980685443929e-05
1764,1.96849,75.05555555555556,8.657810236078114e-05,2.2,3.5,23.41176470588235,3.564980685443929e-05
1765,1.85108,75.05555555555556,8.923631561100105e-05,2.1,3.3684210526315788,23.41176470588235,3.569452624440042e-05
1766,32.71536,836.0,0.0012431242368174,13.0,2.6,21.6,0.0005640806864177
1767,32.00219,797.0,0.0011873454964726,13.0,2.6,21.7,0.000530518021721
