,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Maternal mortality ratio (per 100 000 live births),per_capita-Lower Respiratory Infections,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Mean Non-HDL cholesterol, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),per_capita-Tuberculosis
1053,11.64607,314.0,0.0006308343855872,36.0,3.3,22.5,0.0004337032649767
1054,11.3215,308.0,0.0006224206564735,36.0,3.3,22.37058823529412,0.000409280350961
1055,10.99649,361.0,0.0005993774774147,36.0,3.3,22.37058823529412,0.0003859459468904
1056,10.69049,361.0,0.0005751756638541,34.0,3.1,22.37058823529412,0.0003606047351638
1057,1.45366,3.0,0.0002870507078721,0.81,3.7,26.7,1.155400407799521e-05
1058,1.41622,3.0,0.0002896560653176,1.0,3.7,26.8,1.2096566512451197e-05
1059,1.37999,3.0,0.0002961184994562,0.83,3.6,26.9,1.2165377843904622e-05
1060,1.34504,3.0,0.000301055576704,1.0,3.6,26.9,1.2422424546710904e-05
1061,1.31047,3.0,0.0002990365182381,0.73,3.6,27.0,1.230332408580432e-05
1062,1.27643,3.0,0.0002949845871256,0.88,3.6,27.1,1.2747983428371423e-05
1063,1.24262,3.0,0.0002835875329269,0.78,3.6,27.1,1.3285856046065618e-05
1064,1.20918,3.0,0.0002673194916259,0.94,3.6,27.2,1.5037888941921055e-05
1065,1.17667,3.0,0.0002776322936064,0.78,3.6,27.2,1.473493530057776e-05
1066,1.14446,3.0,0.000259279969095,0.85,3.5,27.3,1.564620503159602e-05
1067,1.11274,3.0,0.0002664200172968,0.71,3.5,27.3,1.5721013590490665e-05
1068,1.0817,3.0,0.0002882863190576,0.68,3.5,27.4,1.6263734956509843e-05
1069,1.05198,3.0,0.0003181700448939,1.0,3.5,27.4,1.615924921527807e-05
1070,1.02342,3.0,0.0003515280423675,0.71,3.5,27.4,1.44806904170411e-05
1071,0.99605,3.0,0.0004282841248948,0.51,3.5,27.4,1.271395993729141e-05
1072,0.97038,3.0,0.0004918499991137,0.42,3.5,27.5,1.197144337465523e-05
1073,0.94607,3.0,0.0005308517306703,0.45,3.5,27.5,1.1509986816423972e-05
1074,0.92297,3.0,0.0005245867173231,0.54,3.5,27.18235294117647,1.207227354434615e-05
1075,0.89952,3.0,0.0005454810369191,0.49,3.5,27.18235294117647,1.2536591757590234e-05
1076,0.87636,3.0,0.0005540042032523,0.41,3.5578947368421048,27.18235294117647,1.2741073668887953e-05
1077,3.804,38.0,0.0005216073379326,1.3,3.3,23.8,9.841647885521953e-06
1078,3.77471,36.0,0.0005278901988386,1.3,3.3,23.9,9.775744422937808e-06
1079,3.75117,34.0,0.0005153887295181,0.94,3.3,24.0,9.72431565128604e-06
1080,3.73387,34.0,0.0005032907471931,1.0,3.3,24.1,9.67866821525358e-06
1081,3.72298,38.0,0.0004905308313054,2.5,3.3,24.2,9.618251594225202e-06
1082,3.71746,33.0,0.0004684870735811,2.1,3.3,24.3,9.560960685329664e-06
1083,3.71619,31.0,0.0004562650900173,1.1,3.3,24.3,9.505522708693752e-06
1084,3.716,31.0,0.0004533134379102,1.5,3.4,24.4,9.444029956463022e-06
1085,3.72038,30.0,0.0004410867627047,1.8,3.4,24.5,9.38482473839801e-06
1086,3.72758,30.0,0.0004291084804895,2.3,3.4,24.6,9.328445228033845e-06
1087,3.7375,29.0,0.0004266449015934,1.1,3.4,24.7,9.274889165074477e-06
1088,3.75103,28.0,0.0004150564015532,1.4,3.4,24.8,9.223475590071853e-06
1089,3.76353,28.0,0.0003944556053976,1.4,3.4,24.8,9.173386172037683e-06
1090,3.78193,27.0,0.0004014964869057,1.6,3.4,24.9,9.124920156948626e-06
1091,3.79239,26.0,0.0004085263998837,1.6,3.5,25.0,9.078364441862154e-06
1092,3.80431,25.0,0.0004065260989755,1.9,3.5,25.1,9.033913310567871e-06
1093,3.81449,25.0,0.0004225896654348,1.9,3.5,25.2,8.991269477337506e-06
1094,3.82642,25.0,0.0004206795317031,1.9,3.5,24.50588235294118,8.950628334109055e-06
1095,3.82544,30.444444444444443,0.0004206795317031,1.8,3.5,24.50588235294118,8.950628334109055e-06
1096,3.80753,30.444444444444443,0.0004171659344073,1.9,3.3894736842105258,24.50588235294118,8.875870944836462e-06
1097,6.54735,161.0,0.0010527716446286,5.1,3.4,24.4,6.991414092435516e-05
1098,6.25727,147.0,0.0010181357366618,4.8,3.5,24.5,6.167834212870037e-05
1099,5.98939,145.0,0.0009650055980579,4.1,3.5,24.5,5.4055608969024834e-05
1100,5.75283,137.0,0.0009300474669617,3.7,3.5,24.6,5.159823177550454e-05
1101,5.55149,137.0,0.0009098838139341,3.4,3.5,24.7,4.824126259444525e-05
1102,6.04621,142.0,0.0008703433797264,3.3,3.5,24.8,4.391527946370497e-05
1103,5.20428,137.0,0.0008324536821181,3.0,3.5,24.9,4.102853313680318e-05
1104,5.03245,132.0,0.0007867624661664,2.7,3.5,25.0,3.802606686883859e-05
1105,4.85973,125.0,0.0007577175750022,2.9,3.5,25.1,3.584007206161785e-05
1106,4.68711,131.0,0.0007316678011258,3.1,3.5,25.1,3.4421678517038766e-05
1107,4.52474,129.0,0.0007156963168723,2.8,3.5,25.2,3.284026201363203e-05
1108,4.38497,122.0,0.0006929021402133,2.4,3.5,25.3,3.081494015355244e-05
1109,4.27089,118.0,0.0006663578038549,2.0,3.5,25.4,2.929279116467003e-05
1110,4.17669,113.0,0.0006482080321303,2.5,3.5,25.5,2.859434380224903e-05
1111,4.09446,107.0,0.000632549156716,2.4,3.5,25.6,2.8128467627308454e-05
1112,4.01782,103.0,0.0006192774729725,2.3,3.5,25.6,2.8420137302777484e-05
1113,3.93678,98.0,0.0006157357380448,2.4,3.5,25.7,2.8374008670728384e-05
1114,3.84865,95.0,0.0006072804314828,2.3,3.5,25.052941176470583,2.74243160026317e-05
1115,3.75794,126.61111111111111,0.0006214453494181,2.1,3.5,25.052941176470583,2.703623605919823e-05
1116,3.66533,126.61111111111111,0.0006172360301828,2.3,3.494736842105264,25.052941176470583,2.618955915408849e-05
1117,31.6542,1020.0,0.0019240964488822,52.0,2.7,21.5,0.0005945813698076
1118,30.67649,1070.0,0.001837844799359,57.0,2.7,21.6,0.0005814475692069
1119,29.74535,1090.0,0.0017701246340506,51.0,2.7,21.7,0.0005627733470542
1120,28.84848,1080.0,0.0017125161240805,49.0,2.7,21.7,0.0005368031067879
1121,27.99319,1020.0,0.0017174583221828,47.0,2.7,21.8,0.0005206209243244
1122,27.17098,920.0,0.0016692648789072,47.0,2.7,21.9,0.0004992500325004
1123,26.37321,831.0,0.0016297284032096,39.0,2.7,22.0,0.0004919894424501
1124,25.63677,772.0,0.001581947779212,35.0,2.7,22.0,0.0004836341869595
1125,24.94436,754.0,0.0015301061774378,32.0,2.8,22.1,0.0004707077717462
1126,24.28659,750.0,0.0014329922275607,37.0,2.8,22.1,0.0004594364173702
1127,23.67816,747.0,0.0014142739871319,30.0,2.8,22.2,0.0004536990175827
1128,23.08642,748.0,0.0013640211040288,27.0,2.8,22.2,0.0004454292982866
1129,22.50541,744.0,0.0013107078594147,26.0,2.8,22.3,0.0004363820237064
1130,21.94235,731.0,0.0013100363223922,27.0,2.8,22.3,0.0004355752214606
1131,21.4159,767.0,0.0012886095923414,26.0,2.8,22.3,0.0004340102644299
1132,20.87342,699.0,0.0012655174012038,25.0,2.9,22.4,0.0004250365996664
1133,20.32873,621.0,0.0012281957628114,25.0,2.9,22.4,0.0004091505173628
1134,19.80423,576.0,0.0011644236240004,23.0,2.9,22.029411764705884,0.0003861004794074
1135,19.28801,830.0,0.001138243224291,22.0,2.9,22.029411764705884,0.0003707144598858
1136,18.7772,830.0,0.0010360807532763,19.0,2.7789473684210524,22.029411764705884,0.0003361584612445
1137,30.37046,1210.0,0.0012292207350458,53.0,2.7,21.7,0.0007193912698741
1138,29.45117,1180.0,0.001200194419249,55.0,2.7,21.8,0.0006973068341427
1139,28.71256,1150.0,0.0011619359097455,58.0,2.7,21.9,0.0006758581373019
1140,27.97281,1110.0,0.0011199212893139,61.0,2.7,22.0,0.0006573930614883
1141,27.30577,1050.0,0.0010779234075934,60.0,2.7,22.1,0.0006445909875508
1142,26.60788,979.0,0.0010055446381913,63.0,2.7,22.1,0.0006166209033071
1143,25.87983,912.0,0.0009648261268261,55.0,2.7,22.2,0.0005953919848733
1144,25.09816,860.0,0.0010103341979114,55.0,2.7,22.3,0.0005873246513396
1145,24.25825,827.0,0.0009626246189749,55.0,2.7,22.4,0.000560810334344
1146,23.29154,800.0,0.0009087566592175,56.0,2.7,22.4,0.0005365184580602
1147,22.27766,779.0,0.0008676617729179,56.0,2.8,22.5,0.0005130577346488
1148,21.27582,762.0,0.0008192013788637,59.0,2.8,22.5,0.0004922723882162
1149,20.2437,744.0,0.0007613887485163,65.0,2.8,22.6,0.0004740258982698
1150,19.34349,726.0,0.0007568322626093,62.0,2.8,22.6,0.000467827102663
1151,18.53062,711.0,0.0007405229012907,64.0,2.8,22.7,0.0004606123309464
1152,17.81618,694.0,0.0007056083699751,79.0,2.8,22.7,0.0004495501601812
1153,17.23281,679.0,0.0006980608347511,72.0,2.8,22.8,0.0004399829691346
1154,16.64972,667.0,0.0006689586450769,73.0,2.8,22.311764705882357,0.0004240271645191
1155,16.04503,880.0,0.000637156607738,72.0,2.8,22.311764705882357,0.0004089630415691
1156,15.5331,880.0,0.0006029815582312,72.0,2.747368421052632,22.311764705882357,0.0003851336268453
1157,4.4498,231.0,0.0003207886308435,11.0,3.4,23.6,0.0001336619295181
1158,4.4491,216.0,0.0003421255791651,11.0,3.4,23.7,0.0001182813340608
1159,4.45415,227.0,0.0003500586412103,16.0,3.4,23.8,0.0001162603516428
1160,4.4707,226.0,0.0003449562649315,14.0,3.4,23.9,0.0001154128767428
1161,4.49599,220.0,0.0003425364891164,20.0,3.4,24.0,0.0001167446461033
1162,4.53258,223.0,0.00033226142535,15.0,3.5,24.1,0.0001120416434319
1163,4.57711,221.0,0.0003245851153056,16.0,3.5,24.2,0.0001129556201263
1164,4.63008,208.0,0.0003273069576294,15.0,3.5,24.2,0.000111284365594
1165,4.68806,192.0,0.0003297896337883,14.0,3.5,24.3,0.0001094901584177
1166,4.74862,185.0,0.0003267192604988,13.0,3.6,24.4,0.0001035939118654
1167,4.81048,179.0,0.0003326715529749,20.0,3.6,24.5,0.0001068824266586
1168,4.87192,180.0,0.0003303042021139,17.0,3.6,24.6,0.000102045200653
1169,4.93165,185.0,0.0003369690042431,18.0,3.7,24.7,9.974282525596164e-05
1170,4.99085,175.0,0.0003432882418371,18.0,3.7,24.8,9.460699578187952e-05
1171,5.0388,174.0,0.0003559831564471,13.0,3.7,24.9,9.47483686361243e-05
1172,5.06718,172.0,0.0003493071398108,12.0,3.8,25.0,9.206544770208704e-05
1173,5.05985,170.0,0.0003489136344088,12.0,3.8,25.1,8.925697624412054e-05
1174,5.02082,169.0,0.0003506864687626,12.0,3.9,24.34117647058824,8.63228230800253e-05
1175,4.95427,197.38888888888889,0.0003533840569838,12.0,3.9,24.34117647058824,8.362523485877452e-05
1176,4.86211,197.38888888888889,0.0003498824154706,12.0,3.594736842105263,24.34117647058824,8.146117306760075e-05
1177,20.28312,437.0,0.0008078084024911,18.0,3.3,24.3,0.0001843600400623
1178,19.57996,437.0,0.0007851944628385,17.0,3.3,24.5,0.0001775090335876
1179,18.90391,441.0,0.0007623359716654,16.0,3.3,24.6,0.0001686310096721
1180,18.25695,446.0,0.0007434994453302,15.0,3.3,24.7,0.0001625455259737
1181,21.07242,513.0,0.0007300713676821,14.0,3.3,24.9,0.0001578652200257
1182,17.03534,459.0,0.0007165928508673,13.0,3.3,25.0,0.0001529658480929
1183,16.45656,467.0,0.0007058463204247,12.0,3.4,25.1,0.000149184173098
1184,15.90497,473.0,0.0006970164600931,11.0,3.4,25.3,0.0001469397430217
1185,15.37434,484.0,0.0006891737985728,11.0,3.4,25.4,0.0001443084079203
1186,14.86916,484.0,0.0006793841627502,11.0,3.4,25.6,0.0001413380871475
1187,159.23756,506.0,0.0006844286471735,10.0,3.4,25.7,0.000141466551089
1188,13.91982,496.0,0.0006815891304589,11.0,3.4,25.8,0.0001412561322445
1189,13.47916,500.0,0.0006779461120071,11.0,3.5,26.0,0.0001398742091138
1190,13.06531,496.0,0.0006731397237943,11.0,3.5,26.1,0.0001384686819216
1191,12.63197,492.0,0.0006726198794385,10.0,3.5,26.2,0.0001358444075368
1192,12.24594,488.0,0.0006611263539662,10.0,3.5,26.3,0.0001336298181041
1193,11.88475,489.0,0.0006475102190858,9.8,3.5,26.5,0.0001307143534527
1194,11.53184,480.0,0.000624958076776,9.5,3.5,25.41176470588235,0.0001273886089067
1195,11.17281,477.1111111111111,0.0006165492687526,9.2,3.5,25.41176470588235,0.0001256488555225
1196,10.85334,477.1111111111111,0.0005977030921469,8.9,3.405263157894737,25.41176470588235,0.0001215635262535
1197,5.85578,85.0,0.0001756456116272,6.4,3.8,24.5,8.051079064741368e-05
1198,5.73234,83.0,0.0001662330562935,6.2,3.9,24.6,7.798398677734776e-05
1199,5.61349,80.0,0.0001571630104604,6.0,3.9,24.7,7.604179878742463e-05
1200,5.50303,78.0,0.0001506838335482,5.9,3.9,24.8,7.403035536027863e-05
1201,5.40467,77.0,0.000144677263719,5.6,3.9,24.9,7.24097612910504e-05
1202,5.31576,77.0,0.0001397179088469,5.4,3.9,24.9,7.048455700038857e-05
1203,5.22464,77.0,0.0001360949875033,5.1,3.9,25.0,6.797951423742552e-05
1204,5.14794,77.0,0.000132646569137,4.9,3.9,25.1,6.585762459663868e-05
1205,5.09251,76.0,0.0001288456820867,4.7,3.9,25.2,6.370630792763119e-05
1206,5.0485,75.0,0.0001279089717037,4.6,3.9,25.3,6.191202722188862e-05
1207,5.02222,74.0,0.0001284199156008,4.4,3.9,25.4,6.095565194698235e-05
1208,5.01481,72.0,0.0001297957503618,4.3,3.8,25.5,6.11525862632135e-05
1209,5.00661,70.0,0.0001308955266875,3.8,3.8,25.5,6.074709525831557e-05
1210,4.9854,69.0,0.0001297277079327,3.8,3.8,25.6,6.0721089570709e-05
1211,4.93362,68.0,0.0001278120839056,3.8,3.8,25.7,6.082413092144139e-05
1212,4.8585,67.0,0.0001257621040594,3.7,3.8,25.8,6.04801391340456e-05
1213,4.75674,65.0,0.0001238016344739,4.1,3.8,25.9,6.027036882654604e-05
1214,4.64982,65.0,0.0001221409043582,4.2,3.7,25.2,5.985346853062833e-05
1215,4.53762,74.16666666666667,0.0001229153484982,4.4,3.7,25.2,6.051727779344491e-05
1216,4.43127,74.16666666666667,0.0001202144127536,4.6,3.842105263157895,25.2,5.983911000583914e-05
1217,1.87475,16.0,0.0001086975267124,4.0,4.1,26.4,2.5425169439537618e-05
1218,1.81312,15.0,0.0001014814615186,3.7,4.0,26.5,2.290243100420546e-05
1219,1.75287,16.0,0.0001003680789164,3.2,4.0,26.6,2.0963579044608617e-05
1220,1.69412,15.0,0.0001001784881411,3.0,4.0,26.7,1.922317180947617e-05
1221,1.63659,15.0,9.828636238003108e-05,3.0,3.9,26.8,1.7473131089783302e-05
1222,1.58027,15.0,9.972534268531017e-05,2.5,3.9,26.9,1.6107183963130855e-05
1223,1.52552,14.0,9.74491127004463e-05,1.9,3.9,27.0,1.3935521734486704e-05
1224,1.47206,15.0,9.916059312186248e-05,2.2,3.9,27.2,1.3254632045434886e-05
1225,1.4198,14.0,9.789949205033172e-05,1.9,3.8,27.3,1.1875677425065723e-05
1226,1.36928,13.0,9.962858622939076e-05,1.7,3.8,27.4,1.0692335733746051e-05
1227,1.32039,13.0,0.000100777205417,1.5,3.8,27.5,9.707436867384104e-06
1228,1.27319,13.0,0.0001030466731261,1.2,3.8,27.6,8.620636078645061e-06
1229,1.22805,12.0,0.000105036394709,1.3,3.7,27.7,8.334627878446582e-06
1230,1.18493,12.0,0.0001062430894202,0.96,3.7,27.8,7.64628295070059e-06
1231,1.14383,12.0,0.0001105943990237,0.85,3.7,28.0,7.15788726589676e-06
1232,1.10372,12.0,0.0001166956519806,1.0,3.7,28.1,7.173498952921741e-06
1233,1.06546,12.0,0.0001189899444889,0.65,3.6,28.2,6.278618347500057e-06
1234,1.02817,12.0,0.0001253699555723,0.64,3.6,27.27647058823529,6.090848044000286e-06
1235,0.99261,13.666666666666666,0.0001255729838404,0.86,3.6,27.27647058823529,6.3953904462003005e-06
1236,0.95846,13.666666666666666,0.0001241918980144,0.63,3.8157894736842106,27.27647058823529,6.224902036879789e-06
1237,1.50435,6.0,0.0003131193447266,0.71,4.1,26.0,1.0674523115679808e-05
1238,1.41593,6.0,0.0002949313933401,1.1,4.0,26.1,1.0533264047863151e-05
1239,1.3337,6.0,0.0002881644273165,1.4,3.9,26.2,6.943721140159011e-06
1240,1.25757,6.0,0.0002782893109419,2.4,3.9,26.3,6.87134101091169e-06
1241,1.1843,6.0,0.0002789438234353,1.4,3.8,26.4,6.803507888667397e-06
1242,1.11691,5.0,0.0002830789554386,1.0,3.7,26.4,6.739975129491772e-06
1243,1.05162,5.0,0.0002772322203962,0.66,3.7,26.5,6.680294467380122e-06
1244,0.98947,5.0,0.0002782092597315,1.6,3.6,26.6,6.624029993607811e-06
1245,0.93009,5.0,0.0002792681203941,0.67,3.6,26.6,6.5710145975089285e-06
1246,0.87349,5.0,0.0002738886316654,2.6,3.5,26.7,6.521157896796155e-06
1247,0.8224,5.0,0.000275161050144,1.1,3.5,26.7,6.474377650448351e-06
1248,0.77268,5.0,0.0002764757697921,0.8,3.4,26.8,6.429669064933228e-06
1249,0.72536,4.0,0.0002745998346014,0.87,3.4,26.8,6.386042665151046e-06
1250,0.68152,4.0,0.000279116090091,0.53,3.3,26.9,6.343547502069582e-06
1251,0.63827,5.0,0.0002741444016246,0.6,3.3,26.9,3.1510850761459707e-06
1252,0.59877,4.0,0.0002786518261087,0.61,3.3,27.0,3.130919394480189e-06
1253,0.56198,4.0,0.0002862387604617,0.58,3.2,27.0,3.111290874583865e-06
1254,0.5285,4.0,0.0003030377993271,0.6,3.2,26.58235294117647,3.092222442113596e-06
1255,0.49975,5.0,0.0003092222442113,0.59,3.1,26.58235294117647,3.092222442113596e-06
1256,0.475,5.0,0.0003116864068057,0.58,3.5526315789473686,26.58235294117647,3.0557490863310232e-06
1257,14.72446,370.0,0.0005779904934301,58.0,3.4,20.6,0.0005919525285875
1258,14.1292,354.0,0.0005581224788113,57.0,3.4,20.7,0.0005641041354967
1259,13.54224,336.0,0.0005387418906822,55.0,3.4,20.8,0.0005349131314809
1260,12.95374,319.0,0.0005172725584094,53.0,3.4,20.8,0.0005050682679048
1261,12.37146,303.0,0.0004960848551341,51.0,3.4,20.9,0.0004671636240183
1262,11.79676,286.0,0.0004889900782297,49.0,3.4,21.0,0.0004573064359895
1263,11.22924,270.0,0.0004791877448122,47.0,3.4,21.0,0.0004439754446706
1264,10.6643,255.0,0.0004672562467384,46.0,3.4,21.1,0.0004366469279185
1265,10.10846,240.0,0.0004572658448732,44.0,3.4,21.2,0.0004316654034812
1266,9.55975,225.0,0.000432988984389,42.0,3.4,21.2,0.000410139947782
1267,9.02644,210.0,0.000414243201185,40.0,3.4,21.3,0.0003920466082794
1268,8.50709,197.0,0.0004038647488007,39.0,3.3,21.4,0.0003812801433047
1269,8.00614,185.0,0.0003983557307248,37.0,3.3,21.4,0.0003830404844031
1270,7.52987,175.0,0.0003974515460178,36.0,3.3,21.5,0.0003823082021573
1271,7.08398,166.0,0.000384078200542,35.0,3.3,21.6,0.0003742071660125
1272,6.67072,158.0,0.0003699365836877,34.0,3.3,21.6,0.0003561928269947
1273,6.30595,150.0,0.0003472813173653,34.0,3.2,21.7,0.0003474865453777
1274,5.99448,145.0,0.0003342811519358,33.0,3.2,21.16470588235294,0.0003439532426158
1275,5.72441,241.33333333333331,0.0003387922980284,32.0,3.2,21.16470588235294,0.0003386729472845
1276,5.49017,241.33333333333331,0.0003306453956334,32.0,3.3421052631578947,21.16470588235294,0.0003222378450866
1277,9.49032,272.0,0.0003058652270347,56.0,3.0,21.1,0.0005497979249558
1278,9.14513,269.0,0.0002926477028717,55.0,3.0,21.2,0.0005394479109768
1279,8.80642,265.0,0.000279889881346,54.0,3.1,21.2,0.0005298141241394
1280,8.47863,261.0,0.0002680552744276,52.0,3.1,21.3,0.0005186854990735
1281,15.40151,264.0,0.0002570616763247,51.0,3.1,21.4,0.0005053049296515
1282,7.88165,252.0,0.0002471692964286,50.0,3.2,21.5,0.0004894542731209
1283,7.60747,249.0,0.0002386159206806,50.0,3.2,21.6,0.0004755969539156
1284,7.3434,243.0,0.0002310540533631,49.0,3.2,21.7,0.0004646816706008
1285,7.09992,239.0,0.0002240767671737,48.0,3.3,21.8,0.0004500986963406
1286,6.87755,234.0,0.0002153813319198,48.0,3.3,21.8,0.0004353782753777
1287,6.6668,228.0,0.0002062902550396,46.0,3.4,21.9,0.0004182890728609
1288,6.47286,221.0,0.0001987109479203,45.0,3.4,22.0,0.0003969007508721
1289,6.28745,214.0,0.0001934482984897,43.0,3.4,22.1,0.0003739200059921
1290,6.11267,207.0,0.0001886506818301,41.0,3.5,22.2,0.0003572276455023
1291,5.94033,199.0,0.0001835564093999,40.0,3.5,22.3,0.0003432942693857
1292,5.772,192.0,0.0001799816490035,37.0,3.5,22.4,0.0003280778629265
1293,5.60864,184.0,0.0001751899000884,37.0,3.6,22.5,0.0003196619212946
1294,5.44898,177.0,0.0001716434662918,36.0,3.6,21.764705882352946,0.0003099613828872
1295,5.30052,231.66666666666663,0.0001705919692148,35.0,3.6,21.764705882352946,0.0003012270495028
1296,5.13699,231.66666666666663,0.0001670743375506,34.0,3.3157894736842106,21.764705882352946,0.00028858843029
1297,5.58375,48.0,0.0001413635524372,0.89,4.0,24.2,1.45705578681945e-05
1298,5.481,44.0,0.0001359095689656,0.89,3.9,24.3,1.3130734017523676e-05
1299,5.41153,41.0,0.0001334590409365,0.89,3.9,24.4,1.2734098255676108e-05
1300,9.08466,39.0,0.0001328026799592,0.89,3.9,24.5,1.2610888260694991e-05
1301,5.37536,36.0,0.00013387550955,0.89,3.9,24.5,1.2010161772679722e-05
1302,5.40808,34.0,0.0001339186055996,0.89,3.8,24.6,1.1247502722366034e-05
1303,5.46901,32.0,0.0001343182426855,0.89,3.8,24.7,1.093129136810577e-05
1304,5.54486,30.0,0.0001341957202267,0.89,3.8,24.7,1.101314570100238e-05
1305,5.5925,28.0,0.0001335281830037,0.89,3.7,24.8,1.110291240188651e-05
1306,5.56588,25.0,0.0001334384518201,0.89,3.7,24.9,1.1491740005819325e-05
1307,5.45014,22.0,0.0001334576199126,0.89,3.6,24.9,1.141396749302058e-05
1308,5.25183,19.0,0.0001320431305116,0.89,3.6,25.0,1.1079554849933272e-05
1309,4.99144,18.0,0.0001305460649591,0.89,3.5,25.0,1.1195821227561064e-05
1310,4.70762,17.0,0.0001295991740115,0.86,3.5,25.1,1.1495993984213972e-05
1311,4.43111,17.0,0.0001269038798173,0.79,3.4,25.1,1.1516474520907235e-05
1312,4.17954,17.0,0.0001248284861,1.1,3.3,25.2,1.1292492770360364e-05
1313,3.95787,16.0,0.0001214589586833,0.96,3.3,25.2,1.0845196867617294e-05
1314,3.76825,16.0,0.0001204033174492,1.0,3.2,24.77058823529412,1.0433521658797197e-05
1315,3.60396,27.72222222222222,0.0001203794421136,1.0,3.2,24.77058823529412,1.0039578621336893e-05
1316,3.46006,27.72222222222222,0.0001193182603666,1.0,3.631578947368421,24.77058823529412,9.55106536646387e-06
1317,16.68245,136.0,0.0002646932288928,5.8,3.8,26.3,6.33983629043823e-05
1318,14.89907,122.0,0.0002456233489484,5.2,3.8,26.4,5.950445321870227e-05
1319,16.26236,127.0,0.0002283701450923,5.0,3.7,26.5,5.552980186291747e-05
1320,22.62655,158.0,0.0002095266683542,5.0,3.7,26.6,5.0925583684100094e-05
1321,19.30747,138.0,0.0001926170891539,4.5,3.7,26.7,4.738154939921068e-05
1322,10.12349,90.0,0.000177205724046,4.0,3.7,26.8,4.461147901899818e-05
1323,7.19883,75.0,0.0001633410683113,3.7,3.7,26.9,4.266629005172744e-05
1324,6.34887,70.0,0.0001496043152908,3.4,3.7,27.0,4.010568488309563e-05
1325,6.14831,67.0,0.0001372387742827,3.3,3.6,27.2,3.746763276798766e-05
1326,6.16806,66.0,0.0001264727961095,3.1,3.6,27.3,3.4983204207082064e-05
1327,8.44131,75.0,0.0001181788961683,2.9,3.6,27.4,3.327214606597678e-05
1328,12.83583,92.0,0.0001114906505591,2.8,3.6,27.5,3.274443274060284e-05
1329,11.2288,83.0,0.000104984005325,2.7,3.6,27.6,3.179241110643715e-05
1330,12.33048,78.0,9.964268503390966e-05,2.5,3.5,27.8,3.055983262614746e-05
1331,9.33126,79.0,9.444191218110748e-05,2.4,3.5,26.852941176470587,2.912102837516172e-05
1332,4.26955,93.61111111111111,9.242761179942632e-05,2.2,3.5,26.852941176470587,2.7854896706676422e-05
1333,3.78838,93.61111111111111,8.783522487696988e-05,2.1,3.64375,26.852941176470587,2.603548830525665e-05
1334,1.4692,7.0,0.0006035797222329,1.3,3.8,26.7,1.360474449766574e-05
1335,1.42012,7.0,0.0005621401089679,0.82,3.8,26.8,1.1878017920313993e-05
