,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),"Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Nursing and midwifery personnel (per 10,000)",Out-of-pocket expenditure (OOP) per capita in PPP int$,per_capita-Parkinson's Disease
1143,2.49,1.207857142857143,19.2,6.255222222222222,33.65,1.3862444350949958e-05
1144,2.53,1.207857142857143,19.7,6.255222222222222,31.87,1.4258748760846834e-05
1145,2.21,0.539,20.3,6.586,35.78,1.397036420074216e-05
1146,2.67,0.836,21.0,7.022,34.03,1.434192718994709e-05
1147,1.04,1.207857142857143,21.7,6.255222222222222,34.67,1.4695302486828536e-05
1148,0.44,0.64,22.5,5.624,33.72,1.4404917212435577e-05
1149,0.5,1.207857142857143,23.3,6.255222222222222,50.17,1.4736556422897416e-05
1150,0.55,1.207857142857143,24.2,5.339,65.55,1.445025799731466e-05
1151,0.6,1.207857142857143,25.1,5.229,81.9,1.4763215735462071e-05
1152,0.54,2.038,26.1,5.549,95.56,1.44829304182091e-05
1153,0.48,1.274,27.1,5.936,99.22,1.4779789660854989e-05
1154,0.5,1.207857142857143,28.2,6.255222222222222,100.39,1.450619247039342e-05
1155,0.55,1.697,29.3,6.851,100.39,1.5064122950023936e-05
1156,0.53,1.207857142857143,30.4,6.255222222222222,121.47,1.5061091552610276e-05
1157,1.79,4.902,39.2,23.276,64.79,2.164050287436797e-05
1158,1.63,8.029250000000001,39.9,11.9674,68.66,2.1621319129398507e-05
1159,1.74,8.029250000000001,40.6,11.9674,71.37,2.299655307221173e-05
1160,1.73,8.029250000000001,41.3,11.9674,70.54,2.3082575348578947e-05
1161,1.74,8.029250000000001,42.1,11.9674,73.28,2.4375255779822164e-05
1162,1.78,8.029250000000001,42.9,11.9674,76.25,2.446886465755824e-05
1163,1.65,8.029250000000001,43.6,11.9674,86.01,2.466846876322684e-05
1164,1.68,8.029250000000001,44.4,11.9674,94.44,2.487532877983894e-05
1165,1.69,8.029250000000001,45.3,11.9674,104.06,2.6383170703071925e-05
1166,1.88,2.153,46.1,13.227,104.08,2.65625415039711e-05
1167,1.82,6.872,47.0,10.061,115.15,2.80566369978864e-05
1168,2.03,8.029250000000001,47.9,11.9674,130.8,2.8196700180458883e-05
1169,1.8,8.029250000000001,48.8,11.9674,151.15,2.9653272373394007e-05
1170,1.89,8.029250000000001,49.7,7.164,159.09,3.108515575690327e-05
1171,2.18,8.029250000000001,50.6,6.275,155.44,3.11316068375837e-05
1172,2.36,8.029250000000001,51.4,6.972,151.87,3.1139783781588264e-05
1173,2.53,8.029250000000001,52.2,7.324,135.89,3.2457082270589285e-05
1174,2.79,8.029250000000001,53.0,7.869,149.55,3.237105865500949e-05
1175,2.95,18.19,53.8,10.398,211.46,3.371985276563488e-05
1176,2.93,8.029250000000001,54.5,27.108,234.61,3.338572666704949e-05
1177,0.86,1.7182499999999998,32.2,6.220666666666666,36.82,1.937503967128521e-05
1178,0.72,1.7182499999999998,32.8,6.220666666666666,35.39,1.9723225954178163e-05
1179,0.49,1.7182499999999998,33.4,6.220666666666666,34.71,2.0061472938563288e-05
1180,0.5,1.7182499999999998,34.0,6.220666666666666,35.94,2.0487039977306664e-05
1181,0.59,1.7182499999999998,34.6,6.220666666666666,35.03,2.0783376305911844e-05
1182,0.59,1.7182499999999998,35.1,6.220666666666666,35.62,2.11849008367384e-05
1183,0.29,1.7182499999999998,35.7,6.220666666666666,36.04,2.15868216087504e-05
1184,0.81,1.7182499999999998,36.2,6.220666666666666,37.82,2.19988583750338e-05
1185,0.84,1.7182499999999998,36.7,6.220666666666666,38.05,2.2305037888478542e-05
1186,0.8,1.7182499999999998,37.3,6.220666666666666,38.82,2.2601821461360146e-05
1187,0.83,1.7182499999999998,37.8,6.220666666666666,40.5,2.300774677052073e-05
1188,0.42,1.378,38.2,11.863,43.27,2.314831009105825e-05
1189,0.46,1.7182499999999998,38.6,6.220666666666666,43.72,2.36694504116852e-05
1190,0.49,2.3,39.0,6.220666666666666,43.92,2.395407125214298e-05
1191,0.48,1.7182499999999998,39.3,6.220666666666666,41.58,2.430794626763489e-05
1192,0.56,0.852,39.7,2.822,49.97,2.462903383267628e-05
1193,0.54,1.7182499999999998,40.0,6.220666666666666,52.32,2.4832794148846204e-05
1194,0.56,1.7182499999999998,40.3,6.220666666666666,57.0,2.5226424070299955e-05
1195,0.56,2.343,40.7,3.977,62.18,2.599964779659268e-05
1196,0.52,1.7182499999999998,41.0,6.220666666666666,62.11,2.6089839227037467e-05
1197,3.02,5.591,37.2,12.971,74.63,2.3429898059501248e-05
1198,2.49,4.2410000000000005,37.7,8.257222222222222,82.5,2.3747579470508647e-05
1199,2.54,4.2410000000000005,38.3,8.257222222222222,88.08,2.420190845493672e-05
1200,2.61,4.2410000000000005,39.0,8.257222222222222,94.04,2.462820877143128e-05
1201,2.45,4.2410000000000005,39.7,8.257222222222222,103.17,2.51798187593633e-05
1202,2.92,3.593,40.4,10.452,118.15,2.558019425655128e-05
1203,3.27,4.2410000000000005,41.2,8.257222222222222,135.02,2.6376051524121103e-05
1204,3.33,4.2410000000000005,42.1,8.257222222222222,147.82,2.7141324076190488e-05
1205,3.32,4.2410000000000005,43.0,8.257222222222222,168.84,2.84007671333816e-05
1206,3.97,4.2410000000000005,44.0,8.257222222222222,148.44,3.025391845688165e-05
1207,3.7,2.95,45.0,8.598,152.52,3.2543058534323225e-05
1208,3.89,4.2410000000000005,45.9,8.257222222222222,158.16,3.597933288177019e-05
1209,3.38,4.2410000000000005,46.9,8.257222222222222,174.05,4.0257003603725e-05
1210,3.49,4.2410000000000005,47.9,6.985,172.97,4.059909107749159e-05
1211,3.19,4.2410000000000005,48.9,6.767,171.58,4.093708237924928e-05
1212,2.95,4.2410000000000005,49.9,6.626,182.88,4.115850678309341e-05
1213,3.07,5.982,50.8,7.324,197.48,4.149210092723039e-05
1214,2.84,3.089,51.8,7.305,193.7,4.193061843458066e-05
1215,2.83,4.2410000000000005,52.7,7.287,219.4,4.314760208307772e-05
1216,2.85,4.2410000000000005,53.6,8.257222222222222,229.21,4.300265790742204e-05
1217,4.67,26.799,39.7,54.776,219.71,6.376001793558464e-05
1218,4.57,28.889,40.4,57.167,260.04,6.40675763867644e-05
1219,4.93,31.918,41.1,58.813,284.67,6.565951172462322e-05
1220,5.68,32.431,41.7,59.646,331.0,6.797472093453945e-05
1221,5.41,33.345,42.4,59.681,325.96,6.939612858953709e-05
1222,5.61,27.816,43.0,61.465,352.09,7.278060901859127e-05
1223,5.48,30.406,43.6,64.031,357.47,7.355964686989767e-05
1224,4.89,28.121,44.2,61.28,370.76,7.663768453337915e-05
1225,4.81,31.049,44.9,63.486,395.58,7.69424142413922e-05
1226,4.92,30.399,45.7,64.241,393.11,7.964291196070657e-05
1227,4.97,28.896,46.6,64.305,444.19,8.116217834482997e-05
1228,4.96,29.811,47.5,64.332,485.93,8.279820233675372e-05
1229,4.82,31.062,48.4,65.344,506.29,8.455128522472316e-05
1230,4.8,32.284,49.4,66.362,503.29,8.511520231964079e-05
1231,4.71,33.443,50.3,66.248,512.88,8.730606158121964e-05
1232,4.65,31.178,51.3,66.852,504.26,9.072960647498202e-05
1233,4.74,32.313,52.3,66.427,539.74,9.02298217358476e-05
1234,4.62,33.447,53.2,68.037,544.32,9.30884609391377e-05
1235,4.55,34.075,54.1,69.157,550.56,9.49157153523378e-05
1236,4.32,35.248,55.0,69.2,607.09,9.459810144569778e-05
1237,7.19,34.522,66.0,140.3,518.22,7.472166180975865e-05
1238,7.07,34.995,67.2,140.12,549.56,7.724393635099645e-05
1239,7.71,36.067,68.4,141.045,577.45,8.332465368190814e-05
1240,7.91,36.354,69.5,144.583,555.61,8.245609213094027e-05
1241,7.55,36.276,70.7,145.07,589.7,8.504384860834246e-05
1242,7.25,36.339,71.8,148.407,590.82,8.761967668339304e-05
1243,6.98,36.537,72.9,147.047,582.72,9.018397530963164e-05
1244,6.85,36.894,74.0,150.917,581.71,9.604843490731326e-05
1245,6.86,37.182,75.1,160.051,606.2,9.527971166387946e-05
1246,7.16,36.761,76.2,162.006,625.16,9.781736845194233e-05
1247,6.68,35.654,77.2,152.201,616.69,0.0001003528535819
1248,6.56,34.56,78.3,154.745,612.77,0.0001028747050389
1249,6.54,35.074,79.3,157.217,628.4,0.0001053697039749
1250,6.56,35.697,80.2,160.972,655.9,0.0001046685337841
1251,6.62,36.306,81.1,160.956,678.06,0.0001008347224366
1252,6.52,37.826,81.9,163.144,701.63,0.0001033203400178
1253,6.6,38.892,82.6,151.565,737.55,0.0001057838897358
1254,6.81,39.773,83.3,157.087,778.94,0.0001082277854739
1255,6.96,40.778,84.0,162.132,841.26,0.000111320007916
1256,7.16,41.416,84.6,171.888,871.52,0.0001130627161942
1257,0.83,6.857,16.5,11.654,61.69,1.948523739267776e-05
1258,0.8,6.857,17.0,11.817,70.92,2.0404671065444675e-05
1259,0.77,6.857,17.6,14.251571428571427,72.42,2.091446496190274e-05
1260,0.75,6.857,18.2,12.441,74.04,2.0724498895218025e-05
1261,0.71,6.857,18.8,12.592,78.69,1.999703999122007e-05
1262,0.76,6.857,19.5,12.907,83.28,2.116734219327961e-05
1263,0.75,6.857,20.1,14.251571428571427,85.82,2.2490477637760787e-05
1264,0.74,6.857,20.8,14.251571428571427,89.4,2.3368194253830686e-05
1265,0.8,6.857,21.5,14.251571428571427,90.6,2.435544578333805e-05
1266,0.89,6.857,22.2,14.251571428571427,92.63,2.3548320507123936e-05
1267,0.86,6.857,22.9,14.251571428571427,92.14,2.3109552351109765e-05
1268,0.94,6.857,23.6,14.251571428571427,90.77,2.404780740102728e-05
1269,0.93,6.857,24.4,14.251571428571427,101.96,2.540840524086003e-05
1270,0.87,6.857,25.2,14.251571428571427,130.97,2.803570546714376e-05
1271,0.86,6.857,26.0,14.251571428571427,126.95,2.9687516500254376e-05
1272,0.92,6.857,26.9,14.251571428571427,127.06,2.9919414529610368e-05
1273,0.94,6.857,27.7,14.251571428571427,129.35,3.052608818080636e-05
1274,0.97,6.857,28.6,21.079,100.05,3.156632159521939e-05
1275,0.89,6.857,29.5,17.271,108.19,3.397205815923996e-05
1276,0.99,6.857,30.4,14.251571428571427,115.59,3.454285639975032e-05
1277,0.55,2.69825,19.3,22.1828,43.21,1.856619652505152e-05
1278,0.77,2.69825,19.8,22.1828,46.24,1.8977894224288785e-05
1279,0.67,2.69825,20.3,22.1828,51.86,1.950289019106524e-05
1280,0.82,1.339,20.8,8.168,61.5,2.005203181728915e-05
1281,0.75,2.69825,21.3,22.1828,61.57,2.0658914690266188e-05
1282,0.73,2.69825,21.8,22.1828,95.3,2.1306643429770366e-05
1283,0.83,2.69825,22.3,22.1828,102.01,2.189627618364988e-05
1284,1.02,2.69825,22.8,22.1828,110.01,2.251868390329536e-05
1285,0.9,2.69825,23.3,22.1828,106.15,2.305564301767345e-05
1286,0.92,1.448,23.8,22.1828,111.06,2.351090133362456e-05
1287,0.66,1.395,24.3,22.1828,143.82,2.3949622801878185e-05
1288,0.7,2.69825,24.7,22.1828,152.88,2.4558956641715765e-05
1289,0.77,2.007,25.2,22.1828,151.79,2.5058800354168675e-05
1290,0.82,2.69825,25.6,22.1828,147.03,2.5488916659792e-05
1291,0.99,2.69825,26.0,22.1828,137.86,2.5914960774761625e-05
1292,1.16,2.738,26.4,12.99,128.99,2.634116200331524e-05
1293,1.38,2.69825,26.7,22.1828,122.13,2.6995790670688537e-05
1294,1.35,3.767,27.1,20.532,116.22,2.750777754779584e-05
1295,1.4,4.241,27.5,31.154,119.05,2.837123317673753e-05
1296,1.42,4.651,27.9,38.07,124.55,2.871219068948104e-05
1297,1.8,10.964714285714283,28.6,18.309125,297.49,1.706212326365576e-05
1298,2.07,10.964714285714283,29.2,18.309125,326.07,1.803498407226144e-05
1299,1.88,10.964714285714283,29.9,18.309125,296.63,1.899443706293587e-05
1300,2.04,10.964714285714283,30.7,18.309125,345.28,1.999666044473025e-05
1301,1.88,8.817,31.5,13.961,381.96,2.095479274324189e-05
1302,1.99,8.869,32.4,14.051,415.33,2.195545734365916e-05
1303,2.21,5.361,33.5,16.89,402.3,2.2873727187761327e-05
1304,2.02,10.964714285714283,34.6,18.309125,435.24,2.361887864798305e-05
1305,1.96,10.964714285714283,35.7,18.309125,479.15,2.432510820341281e-05
1306,2.38,10.964714285714283,36.8,18.309125,598.91,2.5247602899383115e-05
1307,2.17,10.964714285714283,37.9,18.309125,691.37,2.635092495256573e-05
1308,2.19,10.964714285714283,39.1,19.971,681.02,2.7153254354123832e-05
1309,2.26,10.964714285714283,40.2,18.309125,577.19,2.7831061828421897e-05
1310,2.29,10.964714285714283,41.2,18.309125,463.21,2.904053382286732e-05
1311,3.4,15.044,42.2,15.641,434.51,3.018281184856462e-05
1312,3.91,11.526,43.2,18.907,420.86,3.155542893189444e-05
1313,4.34,10.964714285714283,44.2,18.309125,507.91,3.229404946994282e-05
1314,4.35,11.292,44.9,26.286,508.13,3.2637583770196265e-05
1315,3.89,15.844,45.6,20.766,418.43,3.3150903485674844e-05
1316,3.32,10.964714285714283,46.4,18.309125,342.88,3.325358699717494e-05
1317,1.36,8.198,38.0,18.64166666666667,97.97,1.7905480130183372e-05
1318,2.73,8.198,38.8,18.64166666666667,101.83,1.7890742888272074e-05
1319,2.02,8.198,39.7,18.64166666666667,84.1,1.771738153361041e-05
1320,1.61,8.198,40.7,18.64166666666667,86.82,1.7360994437761395e-05
1321,2.04,8.198,41.6,18.64166666666667,103.89,1.7636263590650177e-05
1322,2.38,8.198,42.6,18.64166666666667,77.55,1.792963334679355e-05
1323,2.92,8.198,43.6,18.64166666666667,102.17,1.8241134532236507e-05
1324,2.39,6.636,44.7,18.64166666666667,107.13,1.846883639994656e-05
1325,2.09,8.198,45.5,18.64166666666667,94.83,1.8684473584035987e-05
1326,1.01,8.198,46.4,18.64166666666667,251.86,1.892112697701684e-05
1327,1.15,8.198,47.2,20.85,255.57,1.9335511298718585e-05
1328,1.04,10.364,48.0,18.776,246.72,1.973258692802964e-05
1329,0.73,8.198,48.8,16.498,249.77,1.9904030749355835e-05
1330,0.72,8.536,49.6,17.152,261.9,2.0216504660374475e-05
1331,1.75,8.375,50.3,18.126,262.7,2.0545863893147696e-05
1332,2.04,7.079,50.9,20.448,230.26,2.2186079918230915e-05
1333,2.21,8.198,51.6,18.64166666666667,242.14,2.327163604355212e-05
1334,4.58,22.304,33.9,140.287,217.58,5.991320173010489e-05
1335,5.02,23.856,34.8,148.502,223.69,5.939008960156997e-05
1336,5.27,24.166,35.7,153.746,248.04,5.924041080809514e-05
1337,5.52,25.803,36.5,148.19,336.68,5.971760320026386e-05
1338,5.7,27.454,37.4,123.703,344.91,5.964075732029189e-05
1339,6.03,35.427,38.3,122.67,424.06,5.977350366797367e-05
1340,5.85,36.638,39.2,126.696,469.69,6.0570560758074216e-05
1341,6.18,38.986,40.1,138.683,427.78,6.0407458488537513e-05
1342,7.23,40.144,41.0,137.798,481.58,6.0871601649155566e-05
1343,8.1,40.388,42.0,130.434,556.37,6.222712858264505e-05
1344,8.0,41.326,42.9,134.653,629.31,6.229832809025125e-05
1345,7.68,40.938,43.8,133.65,667.17,6.572502192261318e-05
1346,7.64,39.423,44.7,129.606,686.19,6.819103995147847e-05
1347,7.27,39.347,45.5,125.775,706.75,7.014264291615839e-05
1348,6.77,30.321,46.3,122.598,700.96,7.138770455422517e-05
1349,5.27,31.524,47.0,124.774,670.9,7.378934878344666e-05
1350,5.4,32.323,47.7,117.073,685.32,7.450823053452285e-05
1351,5.16,32.946,48.4,145.415,703.92,7.603118036711286e-05
1352,5.09,33.125,49.0,130.118,705.67,7.862542011717183e-05
1353,4.98,33.52,49.7,179.781,704.11,7.944224129399894e-05
1354,4.28,37.993,49.5,59.851,528.92,5.756741684206739e-05
1355,4.52,38.146,50.2,60.711,580.24,5.7427669130884216e-05
1356,4.56,38.286,51.0,60.018,534.61,5.840296159534284e-05
1357,4.42,38.314,51.7,58.666,515.09,5.915046074974133e-05
1358,4.33,37.952,52.5,57.211,541.59,5.923483104775536e-05
1359,4.27,37.366,53.3,57.767,567.82,6.050795538724721e-05
1360,4.3,36.805,54.1,57.317,482.19,6.087193070036506e-05
1361,4.17,36.176,54.8,55.733,529.12,6.25173281724826e-05
1362,4.27,35.51,55.6,53.038,504.4,6.228594478990726e-05
1363,4.33,35.334,56.3,51.442,514.02,6.220881952405829e-05
1364,4.41,35.107,57.1,51.041,499.78,6.295906233151142e-05
1365,4.38,35.123,57.8,52.092,525.21,6.516748444945921e-05
1366,4.45,34.997,58.4,52.363,548.34,6.626479200100964e-05
1367,4.49,34.788,59.0,52.997,570.6,6.695175658832533e-05
1368,4.51,34.612,59.6,53.219,589.11,6.763105914841118e-05
1369,4.5,34.627,60.1,53.728,595.2,6.918584641573838e-05
1370,4.54,34.641,60.7,55.056,652.1,6.909491379415333e-05
1371,4.66,34.789,61.3,56.216,671.14,6.975513984434429e-05
1372,4.86,35.303,61.8,55.83,690.74,7.232958261540093e-05
1373,4.83,35.781,62.3,55.888,697.85,7.225652715304744e-05
1374,5.5,34.586,43.7,57.658,542.53,8.80168776429724e-05
1375,5.77,35.129,44.7,57.987,531.28,8.965830622236931e-05
1376,5.9,35.584,45.8,58.41,546.09,9.222286443803698e-05
1377,5.9,36.149,46.9,54.702,543.62,9.508704913362275e-05
1378,6.23,36.809,48.1,53.483,552.37,9.4028884801417e-05
1379,6.46,37.017,49.3,52.102,543.78,9.637891704922378e-05
1380,6.56,36.985,50.5,53.714,583.7,9.91347138860133e-05
1381,6.3,37.751,51.7,55.091,599.14,0.0001026385486238
1382,6.63,37.806,53.0,55.295,648.74,0.0001060386374707
1383,7.01,37.898,54.2,55.396,641.56,0.0001091106048429
1384,6.99,38.16,55.4,55.16,645.6,0.0001108167046272
1385,6.76,38.846,56.6,54.829,707.49,0.0001139030487404
1386,6.66,38.514,57.7,53.825,709.49,0.0001168275100334
1387,6.65,39.044,58.7,53.357,714.81,0.0001175135033994
1388,6.69,39.048,59.7,55.676,723.55,0.0001193415317609
1389,6.59,38.479,60.7,57.152,766.1,0.0001243227723105
1390,6.49,39.504,61.6,58.359,812.02,0.0001236301262717
1391,6.4,39.805,62.4,60.605,860.99,0.0001242399956226
1392,6.41,39.636,63.3,59.998,908.53,0.00012720115614
1393,6.41,39.958,64.1,63.573,932.13,0.0001289167527608
1394,3.19,4.782375,39.5,13.898555555555555,106.3,4.205484563577751e-05
1395,2.4,4.782375,40.2,13.898555555555555,129.42,4.317341244924284e-05
1396,2.76,4.782375,40.8,13.898555555555555,85.96,4.202651873332072e-05
1397,2.05,8.315,41.4,16.144,102.94,4.164884814904338e-05
1398,2.47,4.782375,42.1,13.898555555555555,96.65,4.128269764736541e-05
1399,2.23,4.782375,42.8,13.898555555555555,100.06,4.05625699567296e-05
1400,2.0,4.782375,43.4,13.898555555555555,96.99,4.058538621705789e-05
1401,2.66,4.782375,44.0,13.898555555555555,136.84,4.456870967475265e-05
1402,2.95,3.965,44.7,10.532,140.66,4.849639771610494e-05
1403,2.95,4.782375,45.4,13.898555555555555,94.16,5.024898015802242e-05
1404,3.05,4.782375,46.1,13.898555555555555,98.24,4.530716148174789e-05
1405,3.1,4.782375,46.7,13.898555555555555,94.19,4.741352261555303e-05
1406,2.78,3.54,47.4,15.119,86.99,4.3610884307592414e-05
1407,2.97,4.677,48.0,14.349,81.48,4.364690137931082e-05
1408,3.06,3.798,48.6,14.271,94.51,4.675688128188939e-05
1409,3.56,4.147,49.2,14.507,93.82,4.745424901956132e-05
1410,3.63,4.549,49.7,16.066,93.98,4.746931327726792e-05
1411,4.07,4.782375,50.3,14.674,98.88,4.748272982895183e-05
1412,3.89,5.268,50.8,9.425,99.97,4.848588609294376e-05
1413,3.98,4.782375,51.4,13.898555555555555,98.27,4.91602180998025e-05
1414,5.66,19.237,50.9,102.30744444444446,303.84,6.03112825734564e-05
1415,5.86,21.8423,52.3,102.30744444444446,317.74,6.300124460500705e-05
1416,5.94,19.695,53.6,85.725,335.09,6.637284031539394e-05
1417,5.99,21.8423,54.9,102.30744444444446,370.77,7.053580114087837e-05
1418,6.05,20.228,56.2,89.341,384.16,7.466301092006444e-05
1419,6.22,21.8423,57.4,102.30744444444446,384.47,7.996688886912271e-05
1420,6.17,20.746,58.6,92.821,422.41,8.359197233963008e-05
1421,6.32,21.8423,59.8,102.30744444444446,420.75,8.755739595476691e-05
1422,6.57,21.394,60.9,97.394,433.19,9.16441621596614e-05
1423,7.28,21.8423,62.1,102.30744444444446,454.07,9.496940306342728e-05
1424,7.43,22.059,63.2,102.738,465.07,0.0001002358191084
1425,8.78,21.8423,64.2,102.30744444444446,495.8,0.0001061194664664
1426,8.96,22.74,65.2,106.891,517.38,0.0001102316932008
1427,8.99,21.8423,66.1,102.30744444444446,530.59,0.0001138204349204
1428,9.03,23.413,67.1,111.207,542.37,0.0001167238715391
1429,9.04,21.8423,67.9,102.30744444444446,565.49,0.0001193274586246
1430,8.96,24.115,68.8,115.17,553.24,0.0001228866417847
1431,8.97,21.8423,69.6,102.30744444444446,556.57,0.0001255660277387
1432,9.0,24.796,70.4,119.48,588.88,0.000128950727315
1433,9.01,21.8423,71.2,102.30744444444446,592.06,0.0001330917478412
1434,4.2,18.692,36.1,30.391,223.69,1.30130002005282e-05
1435,4.37,20.369,36.9,30.499,238.48,1.3351831182784483e-05
1436,4.44,22.031,37.7,28.22,252.05,1.346374122689362e-05
1437,4.12,22.773,38.6,29.788,263.04,1.3163733913069492e-05
1438,3.44,20.426,39.6,32.608,273.58,1.3454848162038492e-05
1439,4.44,22.39,40.6,30.228,285.68,1.4488874450852592e-05
1440,4.01,22.911,41.6,33.07,272.11,1.4419957220793578e-05
1441,4.56,24.426,42.6,30.176,274.43,1.3339574030717373e-05
1442,5.14,22.231,43.7,29.568,259.36,1.3534171745378205e-05
1443,6.19,21.287,44.8,34.992,201.71,1.419619621695297e-05
1444,5.45,22.326,45.9,35.338,168.93,1.529556732898034e-05
1445,5.5,22.611,47.0,31.8035,160.13,1.6286967767629837e-05
1446,5.04,22.611,48.0,31.8035,155.06,1.720724295874241e-05
1447,4.41,21.947,49.1,34.346,147.86,1.789548757567207e-05
1448,4.65,22.038,50.1,34.352,138.27,1.9148105386882872e-05
1449,3.99,28.078,51.1,31.8035,207.4,2.053363598302291e-05
1450,3.47,22.611,52.0,31.8035,207.01,2.2094990665237166e-05
1451,3.58,23.237,52.9,33.598,242.96,2.341203849927961e-05
1452,3.77,22.611,53.7,28.212,249.11,2.573870071038814e-05
1453,3.88,26.614,54.5,33.47,241.55,2.687620400494634e-05
1454,2.12,32.804,60.8,61.736,155.67,2.836698411977981e-05
1455,1.97,34.399,61.9,64.542,132.75,2.872223117850301e-05
1456,1.93,35.83,62.9,66.463,164.96,2.948968977795593e-05
1457,2.04,36.168,64.0,66.749,182.11,3.066266746570094e-05
1458,2.32,35.907,65.0,67.799,200.01,3.095952189491788e-05
1459,2.53,36.038,66.1,68.81,183.99,3.169451204251903e-05
1460,2.31,36.983,67.2,72.726,163.5,3.248643230868424e-05
1461,1.79,36.547,68.3,73.84,151.88,3.3232425028985724e-05
1462,2.27,37.161,69.4,71.01,133.38,3.345417276839946e-05
1463,2.66,37.808,70.5,76.328,144.47,3.320824892903397e-05
1464,1.84,39.278,71.6,77.215,144.21,3.3889741627887594e-05
1465,1.84,39.483,72.7,79.204,133.55,3.4673037875901964e-05
1466,2.07,39.108,73.8,80.644,186.62,3.538406838028285e-05
1467,1.85,39.508,74.8,80.253,169.46,3.60265967619137e-05
1468,2.13,39.8,75.8,72.002,174.93,3.638122982596735e-05
1469,1.92,39.678,76.7,72.936,226.26,3.734071952592487e-05
1470,2.04,41.844,77.5,72.0160625,290.19,3.89426085077236e-05
1471,1.89,39.897,78.3,72.0160625,250.95,4.111722893803628e-05
1472,1.71,39.781,79.0,72.0160625,246.21,4.041667326805664e-05
1473,1.67,39.914,79.7,72.0160625,259.22,3.915854677295526e-05
1474,1.33,1.7094444444444443,14.6,8.85525,34.33,9.704011318079194e-06
1475,1.4,1.7094444444444443,14.9,8.85525,36.39,9.833533239410891e-06
1476,1.5,1.335,15.2,8.85525,35.74,1.0088667628659294e-05
1477,1.49,1.7094444444444443,15.5,8.85525,38.74,1.0317394953428242e-05
