,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),"Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Nursing and midwifery personnel (per 10,000)",Out-of-pocket expenditure (OOP) per capita in PPP int$,per_capita-Parkinson's Disease
755,8.45,42.247,59.0,105.355,798.29,0.0001039966835225
756,8.29,35.75815789473684,60.1,99.76068421052632,852.35,0.000106568188188
757,1.41,2.00625,18.2,6.0585,36.36,7.469197031442332e-06
758,1.25,2.00625,18.6,6.0585,37.7,7.215111329167809e-06
759,1.29,2.00625,19.0,7.364,38.79,6.979818552636905e-06
760,1.5,2.00625,19.5,6.0585,38.35,8.685871127730078e-06
761,1.44,1.672,20.0,3.836,37.24,9.126682922303028e-06
762,1.4,1.788,20.5,5.746,38.18,1.050420168067227e-05
763,1.73,2.328,20.9,6.0585,39.79,1.0307137987546033e-05
764,1.74,2.00625,21.3,6.0585,39.38,1.1521085747120808e-05
765,1.83,2.00625,21.8,6.0585,34.54,1.1280379471965436e-05
766,1.91,2.00625,22.4,6.0585,33.52,1.1040238910770027e-05
767,1.86,2.00625,22.9,6.0585,31.9,1.2153490482466564e-05
768,2.14,2.00625,23.6,6.0585,31.65,1.3208748418252376e-05
769,1.89,2.00625,24.3,6.0585,29.97,1.291340656956646e-05
770,1.81,2.00625,25.1,6.0585,28.83,1.3885417534505265e-05
771,1.76,2.237,25.9,7.288,28.84,1.3577246509721926e-05
772,1.69,2.00625,26.7,6.0585,29.08,1.4487084763932954e-05
773,1.32,2.00625,27.6,6.0585,29.84,1.4172887973950232e-05
774,1.14,2.00625,28.4,6.0585,31.67,1.5024264186661458e-05
775,1.12,2.00625,29.3,6.0585,35.39,1.6179976816404648e-05
776,0.97,2.00625,30.3,6.0585,25.15,1.6613282651745723e-05
777,0.96,14.459,39.6,16.234,123.67,2.3300962136900703e-05
778,1.26,15.439,40.4,15.832,139.48,2.3992176175103928e-05
779,1.41,15.667,41.1,16.273,177.44,2.736355855361063e-05
780,1.67,14.974,41.8,15.237,219.9,2.9523837860283563e-05
781,1.73,17.743100000000002,42.6,20.62276923076923,241.18,3.126777045387188e-05
782,1.68,17.743100000000002,43.3,20.62276923076923,267.11,3.3230085846340275e-05
783,1.82,17.743100000000002,43.9,20.62276923076923,279.42,3.4849321950754384e-05
784,2.05,17.743100000000002,44.5,20.62276923076923,245.32,3.579777680241806e-05
785,2.1,17.743100000000002,45.1,20.62276923076923,260.64,3.6713305103797294e-05
786,2.38,15.983,45.7,18.792,261.43,3.698595103403181e-05
787,2.83,21.111,46.3,16.594,263.27,3.806469619098823e-05
788,3.07,16.582,46.8,20.753,296.58,3.8781015400261057e-05
789,3.44,17.743100000000002,47.3,20.62276923076923,301.06,4.092308824147644e-05
790,3.83,17.743100000000002,47.8,19.461,288.5,4.3071541052457314e-05
791,4.11,17.743100000000002,48.2,21.932,261.19,4.33104765168105e-05
792,4.31,20.648,48.6,25.124,300.49,4.203323385678049e-05
793,4.42,20.368,48.9,28.54,266.26,4.309492985973689e-05
794,4.54,22.2,49.2,28.265,279.88,4.401226622473523e-05
795,4.93,17.743100000000002,49.5,25.059,283.77,4.5178560587733786e-05
796,4.83,17.743100000000002,49.8,20.62276923076923,288.56,4.418300769418941e-05
797,1.73,7.534,35.3,19.954875,187.4,2.019688959305846e-05
798,1.85,7.534,35.9,19.954875,218.0,2.1299579578143352e-05
799,1.9,7.534,36.6,19.954875,226.86,2.237474552769705e-05
800,1.67,5.285,37.3,19.954875,227.59,2.3668432681855288e-05
801,1.58,7.534,38.0,19.787,219.19,2.3503909281726165e-05
802,1.59,7.534,38.7,19.954875,235.12,2.2772539603541664e-05
803,1.74,7.534,39.3,23.362,233.98,2.2361494763766528e-05
804,1.57,7.534,39.9,19.954875,231.75,2.206760626569905e-05
805,1.54,7.534,40.4,19.954875,256.1,2.241586956593765e-05
806,1.53,7.534,40.8,19.954875,254.09,2.2772622013324976e-05
807,1.37,7.534,41.2,19.954875,260.44,2.2952119219992795e-05
808,1.47,7.534,41.5,19.954875,268.45,2.312388535075304e-05
809,1.35,7.534,41.7,19.954875,318.12,2.376680285478854e-05
810,1.44,7.534,41.9,19.744,319.68,2.3026134991490177e-05
811,1.48,7.876,41.9,19.549,301.81,2.362618944571969e-05
812,1.67,8.217,42.0,19.412,365.27,2.502051365690606e-05
813,1.66,8.214,41.9,19.252,354.19,2.5491909471923102e-05
814,1.74,7.993,41.8,19.271,349.92,2.50558649756024e-05
815,1.42,7.69,41.7,19.262,358.66,2.58197632980293e-05
816,1.32,7.463,41.6,19.954875,365.34,2.5746326794040783e-05
817,3.94,18.7216,45.2,17.33657142857143,205.16,2.906071330033632e-05
818,3.83,18.7216,45.8,17.33657142857143,203.43,2.974319892013492e-05
819,4.0,13.314,46.5,17.33657142857143,201.78,2.982125882988836e-05
820,3.89,18.7216,47.2,17.33657142857143,196.5,3.192651158940817e-05
821,4.02,18.7216,48.1,17.33657142857143,193.37,3.4034689435986226e-05
822,4.25,17.11,48.9,17.33657142857143,188.17,3.508936286951072e-05
823,4.56,18.7216,49.8,17.33657142857143,145.47,3.617549334747751e-05
824,4.15,18.7216,50.7,13.676,157.43,3.677852241283156e-05
825,4.14,18.823,51.6,17.33657142857143,160.74,3.6627298425409086e-05
826,4.17,18.7216,52.6,17.33657142857143,165.88,3.880213497969355e-05
827,4.44,18.7216,53.5,17.33657142857143,165.25,3.767309797120454e-05
828,4.87,18.7216,54.5,17.33657142857143,161.06,3.903307336537888e-05
829,4.52,18.7216,55.4,17.33657142857143,158.18,3.792701135478897e-05
830,4.84,18.7216,56.4,17.749,149.85,4.059856693606872e-05
831,4.78,18.7216,57.3,17.591,157.08,4.440445141565309e-05
832,4.91,18.7216,58.1,17.582,161.35,4.542975078769326e-05
833,4.97,15.662,59.0,18.039,168.28,4.564155623088455e-05
834,4.6,18.7216,59.8,18.375,178.03,4.666226291560401e-05
835,4.53,28.699,60.5,18.344,180.22,4.779641513924716e-05
836,4.55,18.7216,61.3,17.33657142857143,186.32,4.917506807925409e-05
837,0.32,3.0755,18.0,3.968666666666666,142.9,1.220795022411762e-05
838,0.19,3.0755,18.3,3.968666666666666,243.36,1.3836206981750042e-05
839,0.16,3.0755,18.7,3.968666666666666,324.32,1.3441789371001068e-05
840,0.2,3.0755,19.1,3.968666666666666,395.6,1.3061480388187196e-05
841,0.16,2.134,19.4,3.78,400.8,1.4508129086078544e-05
842,0.21,3.0755,19.8,3.968666666666666,324.33,1.4103576667042762e-05
843,0.26,3.0755,20.2,3.968666666666666,323.58,1.542799838863128e-05
844,0.29,3.0755,20.6,3.968666666666666,372.64,1.5005927341299814e-05
845,0.3,3.0755,21.0,3.968666666666666,538.99,1.6221678976217395e-05
846,0.59,3.0755,21.4,3.968666666666666,398.85,1.578678992992244e-05
847,0.45,3.0755,21.9,3.968666666666666,396.84,1.690481971778172e-05
848,0.4,3.0755,22.5,3.968666666666666,342.66,1.6461521194208536e-05
849,0.52,3.0755,23.0,3.968666666666666,230.99,1.7492940869486624e-05
850,0.43,3.0755,23.6,3.968666666666666,467.33,1.8465882860961845e-05
851,0.47,3.0755,24.2,3.968666666666666,550.36,1.7999208034846465e-05
852,0.55,3.0755,24.8,3.968666666666666,540.74,1.8899942355175816e-05
853,0.69,3.0755,25.6,3.968666666666666,478.39,1.8434369037633765e-05
854,0.59,4.017,26.3,5.024,503.47,1.9271337867665007e-05
855,0.62,3.0755,27.0,3.102,479.61,2.0556093725509343e-05
856,0.67,3.0755,27.7,3.968666666666666,458.4,1.959017356893782e-05
857,2.05,0.436,20.2,12.655,46.46,7.147434904736605e-06
858,1.79,0.4,20.7,12.655,44.87,7.376686581415222e-06
859,2.12,0.532,21.1,12.655,41.79,7.546456206360952e-06
860,1.67,0.4,21.5,12.655,36.68,7.659538614925632e-06
861,1.56,0.522,21.9,9.21,31.5,7.743507323829605e-06
862,0.85,0.432,22.3,12.655,31.49,7.69297229228087e-06
863,0.82,0.463,22.8,12.655,30.39,7.86294691743714e-06
864,1.21,0.414,23.3,12.655,30.37,8.025867932290046e-06
865,1.48,0.411,23.8,12.655,22.48,8.178805407317232e-06
866,1.03,0.41,24.3,12.655,28.91,8.322755760055306e-06
867,1.03,0.407,24.9,12.655,31.27,8.285885132774404e-06
868,0.77,0.423,25.6,12.655,31.45,8.41823969893681e-06
869,0.79,0.471,26.3,12.655,33.42,8.707803095213256e-06
870,0.78,0.524,27.0,12.988,37.05,8.823035887939103e-06
871,0.51,0.616,27.8,12.478,42.53,8.933044947477613e-06
872,0.74,0.634,28.6,11.852,29.82,9.191614367657527e-06
873,0.73,0.669,29.5,14.393,33.8,9.289100633771365e-06
874,1.01,0.656,30.3,13.267,23.46,9.52898659081007e-06
875,0.64,0.811,31.2,14.397,35.51,9.96878597192438e-06
876,0.78,0.709,32.0,12.655,35.35,9.980009057912446e-06
877,3.92,29.376,33.7,61.897,98.81,6.37757413024021e-05
878,3.74,27.757,34.3,61.098,94.62,6.715411797080694e-05
879,3.58,29.573,34.9,63.036,112.44,6.764099102874595e-05
880,3.7,29.915,35.5,64.207,130.4,6.959241057745414e-05
881,3.79,30.214,36.0,65.378,166.07,7.080759415173993e-05
882,3.74,31.401,36.6,65.759,189.78,7.277403362460453e-05
883,3.56,31.762,37.2,65.992,212.53,7.550970941598525e-05
884,3.74,32.508,37.8,66.838,249.77,7.903264048051846e-05
885,4.35,33.348,38.5,67.002,269.9,7.953472187701944e-05
886,5.03,32.767,39.2,64.404,272.66,8.080832956869131e-05
887,4.65,32.422,40.0,63.989,299.45,7.977260933881673e-05
888,4.32,32.929,40.8,65.256,307.53,8.418013613798683e-05
889,4.41,32.822,41.7,64.578,325.7,8.707869796165242e-05
890,4.51,33.318,42.6,59.579,372.92,8.923107294442799e-05
891,4.58,33.564,43.5,60.723,400.41,9.22156478824982e-05
892,4.78,34.152,44.4,63.522,425.13,9.365154581081429e-05
893,4.85,34.546,45.4,64.33,461.4,9.915308753041098e-05
894,4.85,34.629,46.3,65.272,557.7,0.0001006929951781
895,4.92,34.81,47.2,66.316,599.8,0.0001023170757454
896,5.01,34.724,48.1,66.076,629.22,0.0001047351849194
897,1.8,0.327875,18.4,3.4665555555555554,7.58,1.086262590282136e-05
898,2.02,0.327875,18.8,3.4665555555555554,8.48,1.0677139337273288e-05
899,2.08,0.327875,19.2,3.4665555555555554,9.19,1.0603151860951413e-05
900,2.28,0.268,19.6,2.154,8.51,1.051643303510624e-05
901,1.33,0.269,20.0,2.094,8.6,1.0421656074666309e-05
902,1.73,0.321,20.3,2.464,8.24,1.0322711982892143e-05
903,1.12,0.269,20.7,2.274,12.3,1.0192297258543316e-05
904,1.33,0.224,21.1,2.249,14.66,1.0045561563154431e-05
905,0.51,0.251,21.5,2.022,14.34,9.933994662779648e-06
906,0.91,0.252,22.0,2.521,17.92,9.890032227192084e-06
907,0.94,0.327875,22.4,3.4665555555555554,23.78,9.918934243351428e-06
908,0.38,0.327875,22.9,3.4665555555555554,23.6,9.980881604779625e-06
909,1.07,0.327875,23.4,3.4665555555555554,23.23,1.0019613713619316e-05
910,1.1,0.327875,23.9,3.4665555555555554,22.18,1.0078640659037356e-05
911,0.71,0.327875,24.4,3.4665555555555554,23.49,1.006569799031836e-05
912,0.97,0.327875,25.0,3.4665555555555554,23.28,1.0035468350944691e-05
913,0.9,0.327875,25.6,3.4665555555555554,23.97,1.0102214488112991e-05
914,0.86,0.327875,26.2,8.286,24.02,1.0184272291659483e-05
915,0.77,0.769,26.9,7.135,25.27,1.0694396842941176e-05
916,0.74,0.327875,27.5,3.4665555555555554,28.45,1.0532954480372876e-05
917,2.63,5.9512,33.4,28.132,23.46,3.478550388665889e-05
918,2.09,5.9512,34.0,28.132,25.14,3.453686069803929e-05
919,2.2,5.9512,34.7,28.132,25.26,3.42856163268105e-05
920,2.22,4.656,35.4,20.341,26.99,3.401451447924993e-05
921,2.22,5.9512,36.0,28.132,32.16,3.2537098317470495e-05
922,2.42,5.9512,36.7,28.132,31.01,3.34704826204519e-05
923,2.48,5.9512,37.3,28.132,39.41,3.43624288312627e-05
924,2.47,5.9512,37.9,28.132,44.02,3.638010876478969e-05
925,2.21,3.986,38.5,21.102,44.28,3.718616906924181e-05
926,2.19,4.358,39.1,22.926,72.09,3.68452201386762e-05
927,2.18,5.9512,39.6,28.132,65.53,3.767196395363837e-05
928,1.89,5.9512,40.1,28.132,71.22,3.9631988676574665e-05
929,1.91,5.9512,40.5,28.132,77.51,4.044684778615302e-05
930,1.87,8.156,40.9,29.032,74.54,4.125973785569797e-05
931,2.07,5.9512,41.4,28.132,76.05,4.207230457691316e-05
932,2.1,8.6,41.9,30.175,86.77,4.288593770102784e-05
933,2.1,5.9512,42.4,28.132,85.5,4.479390977632544e-05
934,2.11,5.9512,43.0,28.132,66.74,4.560567595212707e-05
935,2.32,5.9512,43.6,33.752,70.05,4.669152537955867e-05
936,2.5,5.9512,44.1,39.596,71.95,4.724603911757284e-05
937,5.37,24.934,52.3,109.68,410.1,7.85513277786323e-05
938,5.53,24.936,53.3,161.185,426.82,8.088320600180413e-05
939,5.86,25.206,54.2,166.11,451.52,8.395854527570465e-05
940,6.14,25.569,55.2,170.796,467.26,8.627307060076992e-05
941,6.27,25.835,56.2,124.473,497.64,8.744825977963039e-05
942,6.45,29.913,57.1,128.995,518.76,8.978753856173765e-05
943,6.52,30.262,58.1,135.157,535.22,9.30922136678485e-05
944,6.36,30.351,59.0,137.494,579.41,9.678416939329498e-05
945,6.58,30.618,60.0,135.137,620.42,0.0001004814529732
946,7.24,30.861,61.0,139.318,637.28,0.0001047564175209
947,7.18,32.653,62.0,142.57,669.89,0.0001096084769978
948,7.3,32.635,63.0,144.892,684.79,0.0001135142843561
949,7.65,32.854,63.9,146.192,684.06,0.0001174250845061
950,7.79,32.966,64.9,146.031,723.98,0.0001211519537936
951,7.78,33.922,65.8,146.757,720.39,0.0001246963492059
952,7.58,33.309,66.7,213.37,763.38,0.0001269217065714
953,7.3,45.343,67.6,215.47,811.79,0.0001302976077017
954,7.12,45.885,68.5,219.258,826.42,0.0001323607912444
955,7.1,46.404,69.3,223.08,827.57,0.0001352052208557
956,7.34,32.33978947368421,70.1,158.20868421052631,821.88,0.0001378662962418
957,6.97,33.547,45.9,71.139,183.07,8.420498358722521e-05
958,7.06,33.871,46.7,73.127,197.02,8.637052885309176e-05
959,7.32,34.105,47.5,74.886,205.32,8.958580466587585e-05
960,7.32,34.238,48.5,76.822,210.61,9.243801393412584e-05
961,7.38,34.395,49.5,78.869,215.28,9.204569150685002e-05
962,7.41,34.41,50.5,81.181,231.06,9.452958093973373e-05
963,7.4,34.357,51.6,83.198,317.12,9.672549594963172e-05
964,7.33,34.189,52.7,81.853,336.93,9.947905949309428e-05
965,7.42,34.156,53.9,84.741,371.75,0.0001030787948482
966,7.98,33.693,55.1,87.688,400.46,0.0001057744859397
967,7.91,33.736,56.3,90.124,415.17,0.0001072282360956
968,7.85,31.491,57.5,92.862,431.22,0.0001086436941497
969,7.94,31.636,58.7,96.893,433.31,0.0001113063804571
970,8.04,31.811,59.8,99.812,451.6,0.000112187363303
971,8.14,31.941,61.0,102.787,458.42,0.0001119934062935
972,8.28,32.071,62.1,105.95,455.01,0.000115081282981
973,8.62,32.206,63.2,108.889,472.17,0.0001134035857706
974,8.6,32.392,64.2,111.622,485.05,0.0001149022639367
975,8.49,32.4,65.2,114.709,486.4,0.0001172817195197
976,8.33,32.735,66.2,117.833,508.67,0.0001188322679788
977,1.06,4.1442,17.6,33.420500000000004,213.82,2.507220390333776e-05
978,1.26,4.1442,18.0,33.420500000000004,226.09,2.442571981020428e-05
979,1.2,4.1442,18.3,33.420500000000004,251.54,2.460737775323876e-05
980,1.44,4.1442,18.7,33.420500000000004,251.57,2.401279281537239e-05
981,1.36,2.918,19.1,50.066,238.19,2.4186242865058354e-05
982,1.05,4.1442,19.4,33.420500000000004,222.88,2.364421898845732e-05
983,1.22,4.1442,19.8,33.420500000000004,227.42,2.383636475807492e-05
984,1.23,4.1442,20.1,33.420500000000004,242.74,2.403101786465868e-05
985,1.06,0.968,20.5,33.420500000000004,210.81,2.4228849560380984e-05
986,1.54,4.1442,20.9,33.420500000000004,277.62,2.37624860312886e-05
987,1.57,4.1442,21.4,33.420500000000004,93.68,2.329712571711465e-05
988,1.59,4.1442,21.9,33.420500000000004,110.92,2.3467255250798363e-05
989,1.48,4.1442,22.5,33.420500000000004,104.11,2.362712418727356e-05
990,1.82,4.1442,23.1,33.420500000000004,122.77,2.316669166230767e-05
991,1.52,4.1442,23.8,33.420500000000004,109.51,2.271916068245967e-05
992,1.57,4.1442,24.4,33.420500000000004,101.19,2.286939348022912e-05
993,2.01,3.561,25.2,25.444,100.12,2.300779791790933e-05
994,1.76,6.819,26.0,29.46,104.98,2.3134368361212127e-05
995,1.61,6.455,26.9,28.712,95.86,2.369862124807096e-05
996,1.67,4.1442,27.8,33.420500000000004,99.78,2.3352761382570367e-05
997,0.82,38.371,47.3,47.013,173.82,5.295979305071224e-05
998,1.14,37.156,48.3,43.074,177.74,5.499177862374752e-05
999,1.12,38.069,49.3,42.638,211.34,6.006314667018586e-05
1000,1.15,38.267,50.3,42.329,253.46,6.453090595236049e-05
1001,1.18,38.009,51.3,41.649,279.06,6.753457471965695e-05
1002,1.21,38.164,52.3,41.414,316.65,6.713129791523113e-05
1003,1.19,38.683,53.2,39.943,329.04,6.585901066036423e-05
1004,1.09,39.027,54.1,39.067,364.94,6.284972265407491e-05
1005,1.53,40.001,55.0,39.374,382.78,6.327144464687948e-05
1006,2.05,42.219,55.9,38.959,438.41,6.62939330002316e-05
1007,1.93,44.466,56.7,39.499,461.11,6.933539093532139e-05
1008,1.4,45.004,57.5,39.363,466.34,7.021562301973407e-05
1009,1.56,44.868,58.3,37.221,532.77,6.935125293867731e-05
1010,1.86,45.145,59.0,37.837,530.6,6.80434714374359e-05
1011,2.18,47.754,59.7,38.203,556.37,6.805214071332739e-05
1012,2.64,50.055,60.3,40.174,476.21,6.872985894688176e-05
1013,2.93,59.973,60.8,40.002,529.94,7.008510460867227e-05
1014,2.63,61.297,61.2,48.564,488.48,6.98992315759316e-05
1015,2.81,71.201,61.7,47.293,461.01,6.878618648714288e-05
1016,2.72,70.784,62.1,52.162,453.74,6.819652713672169e-05
1017,7.73,32.785,54.7,102.824,330.84,8.794934351436621e-05
1018,7.76,33.29,56.3,103.862,346.18,8.998956470900815e-05
1019,7.93,33.6,57.8,105.108,373.89,9.363507540576572e-05
1020,8.05,33.896,59.3,107.334,399.05,9.720675775562056e-05
1021,7.7,34.104,60.8,108.272,445.39,9.887593722410874e-05
1022,7.8,34.314,62.2,110.045,462.75,0.0001027663757346
1023,7.66,34.748,63.6,111.204,503.4,0.000106477070124
1024,7.56,35.287,64.9,112.946,524.71,0.0001110815704256
1025,7.72,35.863,66.1,115.215,546.32,0.0001166874679706
1026,8.5,36.638,67.4,118.171,574.54,0.0001226574120561
1027,8.4,37.567,68.6,119.143,603.64,0.0001276755399043
1028,8.13,38.491,69.7,120.585,642.55,0.000130720026033
1029,8.19,39.197,70.7,121.399,667.64,0.0001354883958173
1030,8.41,40.087,71.6,125.286,659.62,0.0001402265392459
1031,8.49,40.846,72.5,127.562,675.42,0.0001424626152615
1032,8.61,41.342,73.2,129.115,700.79,0.000148761215344
1033,8.68,41.944,73.9,131.397,739.51,0.0001518406350464
1034,8.81,42.488,74.5,134.046,770.23,0.000153547379994
1035,8.88,42.996,75.0,140.633,834.54,0.0001559172829903
1036,9.09,43.716,75.6,141.887,863.65,0.000160309743077
1037,0.78,1.0563571428571428,15.6,19.2438,37.35,1.2454674603905907e-05
1038,1.06,1.0563571428571428,16.0,19.2438,39.17,1.2725106893373606e-05
1039,0.7,1.0563571428571428,16.3,19.2438,42.8,1.3164608228519014e-05
1040,0.82,1.0563571428571428,16.7,19.2438,41.18,1.3199475200220426e-05
1041,0.72,1.523,17.2,9.264,39.83,1.347161350487126e-05
1042,1.47,1.0563571428571428,17.7,19.2438,43.22,1.3779109274863495e-05
1043,1.48,1.0563571428571428,18.3,19.2438,48.27,1.420683085737869e-05
1044,1.65,0.725,19.0,19.2438,50.3,1.4316358628525915e-05
1045,1.76,0.787,19.8,9.69,52.72,1.472183916992382e-05
1046,2.18,0.841,20.7,11.92,51.33,1.4944859746886822e-05
1047,2.38,0.938,21.8,10.608,46.67,1.520141588452643e-05
1048,2.37,0.979,22.9,19.2438,77.82,1.552978427072456e-05
1049,1.98,0.956,24.1,19.2438,78.72,1.5727756574578605e-05
1050,1.87,1.026,25.4,19.2438,94.53,1.5880493989233024e-05
1051,1.44,1.108,26.8,13.739,100.75,1.5876162565477693e-05
1052,1.62,1.172,28.3,20.017,84.68,1.6174737722866256e-05
1053,1.33,1.27,29.8,21.16,64.02,1.631659613161255e-05
1054,1.09,0.92,31.3,23.406,69.49,1.6636228799183173e-05
1055,1.38,1.48,32.9,45.524,69.45,1.721867882278696e-05
1056,1.38,1.064,34.5,27.11,69.98,1.728419448598922e-05
1057,4.46,58.67586666666667,46.5,28.847,514.41,7.936274932262283e-05
1058,5.05,58.67586666666667,47.5,30.928,583.79,8.089578855201736e-05
1059,4.98,58.67586666666667,48.6,34.345,696.95,8.31772345606502e-05
1060,5.06,58.67586666666667,49.7,34.516,765.29,8.563944195081003e-05
1061,4.75,58.67586666666667,50.8,34.409,803.31,8.809555719453781e-05
1062,5.21,49.494,51.9,34.899,809.08,9.111058744394872e-05
1063,5.09,53.284,53.0,34.236,849.93,9.505936438593428e-05
1064,5.32,55.94,54.1,34.379,842.62,0.0001015291011171
1065,5.77,57.285,55.2,35.126,878.66,0.0001055692832927
1066,6.43,58.695,56.3,36.437,844.11,0.0001097096995667
1067,6.61,58.812,57.4,37.637,757.69,0.0001134889738485
1068,6.04,59.234,58.3,38.018,734.14,0.0001192364111382
1069,5.68,59.213,59.1,36.693,674.39,0.0001250020082974
1070,5.11,59.342,59.9,36.108,737.24,0.0001260562665791
1071,4.51,59.717,60.7,35.361,779.14,0.0001283460335275
1072,4.59,59.914,61.5,35.01,789.94,0.0001325210941008
1073,4.34,62.149,62.2,35.534,796.88,0.0001353351675673
1074,4.22,61.725,63.0,36.331,815.93,0.0001370667365496
1075,4.11,62.262,63.7,37.019,868.1,0.0001426385551085
1076,3.77,63.072,64.4,37.337,850.86,0.0001457318426215
1077,1.86,5.642,40.0,35.603,242.82,3.936659154208781e-05
1078,2.15,5.62,40.7,35.465,240.48,3.910297769175123e-05
1079,2.71,5.598,41.4,35.328,251.2,3.889726260514416e-05
1080,2.16,5.577,42.2,35.192,251.59,3.871467286101432e-05
1081,2.59,8.206428571428571,42.9,38.99057142857144,228.43,3.847300637690081e-05
1082,2.42,8.206428571428571,43.7,38.99057142857144,262.32,3.824384274131865e-05
1083,2.04,6.578,44.6,37.941,279.56,3.802209083477501e-05
1084,2.01,8.206428571428571,45.5,38.99057142857144,326.42,3.7776119825852086e-05
1085,1.96,8.206428571428571,46.4,38.99057142857144,343.52,3.753929895359204e-05
1086,2.17,8.206428571428571,47.3,38.99057142857144,321.41,3.731378091213537e-05
1087,2.06,8.206428571428571,48.2,38.99057142857144,333.04,3.709955666029791e-05
1088,2.42,8.206428571428571,48.9,38.99057142857144,350.14,3.689390236028741e-05
1089,2.39,8.206428571428571,49.6,38.99057142857144,356.04,3.669354468815074e-05
1090,2.28,8.206428571428571,50.2,38.99057142857144,368.69,3.6499680627794506e-05
1091,2.09,8.206428571428571,50.8,38.99057142857144,323.05,3.631345776744862e-05
1092,1.93,8.206428571428571,51.4,38.99057142857144,354.99,3.6135653242271486e-05
1093,1.77,8.206428571428571,51.9,38.99057142857144,371.76,3.5965077909350025e-05
1094,1.89,14.067,52.5,30.568,416.17,3.580251333643622e-05
1095,1.86,14.363,53.0,62.837,432.43,4.475314167054527e-05
1096,2.06,8.206428571428571,53.6,38.99057142857144,478.64,4.437935472418231e-05
1097,1.91,5.129333333333333,31.6,10.447833333333334,161.63,1.5426216900728685e-05
1098,1.98,5.129333333333333,32.1,10.447833333333334,196.31,1.6039913685768344e-05
1099,1.94,5.129333333333333,32.7,10.447833333333334,199.85,1.642525738769404e-05
1100,2.04,5.129333333333333,33.3,10.447833333333334,206.57,1.6801407702106437e-05
1101,2.02,5.129333333333333,33.9,10.447833333333334,209.81,1.7420455936883008e-05
1102,1.88,5.129333333333333,34.6,10.447833333333334,221.62,1.8058619592551574e-05
1103,2.07,5.129333333333333,35.3,10.447833333333334,239.63,1.846685444513646e-05
1104,1.98,5.129333333333333,36.1,10.447833333333334,247.25,1.8698768418974348e-05
1105,2.05,5.129333333333333,36.9,10.447833333333334,240.01,1.9150596444941726e-05
1106,2.26,9.039,37.7,8.698,233.9,1.9884733322753248e-05
1107,2.06,5.129333333333333,38.6,10.447833333333334,237.72,2.044214062421589e-05
1108,1.99,5.129333333333333,39.4,10.447833333333334,238.55,2.09049711370344e-05
1109,2.03,5.129333333333333,40.2,10.447833333333334,248.56,2.120712968095965e-05
1110,2.21,5.129333333333333,41.1,10.447833333333334,226.45,2.163708253649501e-05
1111,2.24,5.129333333333333,41.9,9.435,243.98,2.2052172435972404e-05
1112,2.28,5.129333333333333,42.7,9.646,262.69,2.2454589614222777e-05
1113,2.29,5.129333333333333,43.6,10.054,267.04,2.2844039463440254e-05
1114,2.2,2.8,44.3,12.025,262.9,2.3414156587152536e-05
1115,2.21,3.549,45.1,12.829,288.83,2.477243638916968e-05
1116,2.39,5.129333333333333,45.9,10.447833333333334,296.25,2.537699526625281e-05
1117,0.3,0.927,14.7,4.617,35.08,2.371140205879637e-05
1118,0.37,1.2358571428571428,15.0,4.399666666666667,36.28,2.4593307483826632e-05
1119,0.64,1.2358571428571428,15.3,4.399666666666667,39.56,2.570330823876707e-05
1120,0.42,1.2358571428571428,15.7,4.399666666666667,38.01,2.581223449661232e-05
1121,0.24,1.106,16.1,4.939,43.51,2.608120237463775e-05
1122,0.26,1.032,16.5,4.399666666666667,42.96,2.643731025494525e-05
1123,0.25,1.2358571428571428,17.0,4.399666666666667,37.68,2.685718791974388e-05
1124,0.24,1.2358571428571428,17.5,4.399666666666667,38.77,2.6543449327510217e-05
1125,0.27,1.2358571428571428,18.0,4.399666666666667,37.95,2.6309056566409107e-05
1126,0.26,1.2358571428571428,18.6,4.399666666666667,41.42,2.6048981032464288e-05
1127,0.36,1.2358571428571428,19.3,4.399666666666667,39.28,2.576514489261698e-05
1128,0.51,1.2358571428571428,20.1,4.399666666666667,39.64,2.528061243981587e-05
1129,0.51,1.2358571428571428,20.9,4.399666666666667,37.97,2.471300302674572e-05
1130,0.49,1.2358571428571428,21.7,4.399666666666667,38.81,2.4069378507172405e-05
1131,0.61,1.654,22.6,5.64,50.42,2.326922502063945e-05
1132,0.43,0.855,23.5,4.168,52.16,2.283500006196859e-05
1133,0.66,0.832,24.4,1.238,55.82,2.199556136186924e-05
1134,0.6,1.2358571428571428,25.3,4.399666666666667,61.15,2.126654007167952e-05
1135,0.6,2.245,26.3,5.796,69.74,2.1347095147708608e-05
1136,0.9,1.2358571428571428,27.3,4.399666666666667,70.82,2.018786027492501e-05
1137,3.15,1.207857142857143,16.7,6.255222222222222,28.77,1.3293099552022545e-05
1138,2.89,1.207857142857143,17.1,6.255222222222222,30.19,1.3777742057705776e-05
1139,1.73,1.207857142857143,17.4,6.255222222222222,26.79,1.3502160345655304e-05
1140,2.25,1.207857142857143,17.8,6.255222222222222,25.24,1.3971440904114e-05
1141,3.22,1.431,18.2,8.161,28.05,1.3699361032960662e-05
1142,2.69,1.207857142857143,18.7,6.255222222222222,30.64,1.4142681268513651e-05
