,Mean BMI (kg/m²) (age-standardized estimate),Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),Maternal mortality ratio (per 100 000 live births),per_capita-Tuberculosis,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),"Mean Non-HDL cholesterol, age-standardized"
1558,25.9,1.58645,32.0,6.243750829248158e-05,4.90606,24.3,4.0
1559,26.0,1.51502,30.0,6.156568075705702e-05,4.65906,23.5,4.0
1560,26.1,1.44233,32.0,6.022679564872392e-05,4.46467,22.8,4.0
1561,26.2,1.36964,32.0,5.398683960155942e-05,4.32506,22.3,4.0
1562,26.3,1.2976,29.0,4.498038899574824e-05,4.29577,21.7,4.0
1563,26.4,1.22461,28.0,3.9883432825319975e-05,4.26457,21.3,3.9
1564,26.5,1.15263,26.0,3.651989725735572e-05,4.22009,20.9,3.9
1565,26.6,1.08165,26.0,3.311096072586483e-05,4.16594,20.6,3.9
1566,26.7,1.01249,23.0,3.148413473384499e-05,4.04966,20.3,3.9
1567,26.7,0.94513,27.0,3.1673998355706346e-05,3.90403,20.0,3.8
1568,26.8,0.88251,24.0,2.909708959825233e-05,3.76335,19.7,3.8
1569,26.9,0.82211,23.0,2.8815256097912385e-05,3.64535,19.5,3.8
1570,27.0,0.76643,26.0,2.6195791084823844e-05,3.56017,19.3,3.8
1571,26.27647058823529,0.71523,19.0,2.590184331645318e-05,3.45336,19.2,3.7
1572,26.27647058823529,0.66865,28.5,2.5430900710699485e-05,3.35109,19.2,3.7
1573,26.27647058823529,0.62566,28.5,2.531958814106928e-05,3.23825,19.4,3.926315789473684
1574,26.3,2.00189,28.0,1.5033647677235498e-05,10.80581,26.1,4.0
1575,26.4,1.90811,27.0,1.4420139954012862e-05,10.49259,25.3,4.0
1576,26.5,1.81538,26.0,1.3818409928605752e-05,10.20764,24.6,4.0
1577,26.6,1.72109,25.0,1.322791806575676e-05,9.91865,24.0,4.0
1578,26.7,1.62267,24.0,1.31630125541587e-05,9.58221,23.6,4.0
1579,26.8,1.52816,24.0,1.284558476698623e-05,9.21484,23.0,4.0
1580,26.9,1.44004,24.0,1.2983306843059603e-05,8.83982,22.5,4.0
1581,27.0,1.36099,23.0,1.2578425843377036e-05,8.47252,22.1,4.0
1582,27.1,1.29528,23.0,1.2134648035771952e-05,8.16579,21.7,4.0
1583,27.2,1.23814,23.0,1.1465330183213535e-05,7.90956,21.5,4.0
1584,27.3,1.19026,23.0,1.090843772506228e-05,7.64212,21.2,3.9
1585,27.4,1.14908,25.0,1.0861429639296748e-05,7.43798,21.2,3.9
1586,27.5,1.10982,25.0,1.0627277467828936e-05,7.2718,21.3,3.9
1587,27.6,1.07622,27.0,1.0649671082488236e-05,7.11971,21.5,3.9
1588,27.7,1.0439,28.0,1.039426913180054e-05,6.96446,21.6,3.9
1589,27.8,1.01295,29.0,1.0358365729322896e-05,6.85204,21.8,3.9
1590,27.9,0.98561,29.0,1.031258154134242e-05,6.73207,22.0,3.9
1591,27.1,0.95785,29.0,1.002458649177423e-05,6.59279,22.3,3.9
1592,27.1,0.93274,25.666666666666668,1.002458649177423e-05,6.46392,22.5,3.9
1593,27.1,0.91103,25.666666666666668,9.936957104995308e-06,6.33558,22.8,3.952631578947368
1594,21.5,7.4035,614.0,0.0011287235352685,35.61408,48.5,2.4
1595,21.6,7.26502,633.0,0.0011876126229228,35.28258,48.7,2.4
1596,21.7,7.13021,653.0,0.001280096549919,34.68515,48.8,2.4
1597,21.8,6.99147,671.0,0.0013881210271265,34.00716,49.0,2.4
1598,21.8,6.85323,680.0,0.0014826782759579,33.30741,49.2,2.4
1599,21.9,6.72273,679.0,0.0015436113117002,32.69903,49.5,2.4
1600,22.0,6.58001,668.0,0.0015777423694689,32.16833,49.9,2.5
1601,22.1,6.44699,652.0,0.0015963632133226,31.68452,49.8,2.5
1602,22.2,6.30485,623.0,0.0016131819413417,31.22226,49.9,2.5
1603,22.2,6.16568,607.0,0.0016006187458705,30.80348,49.2,2.5
1604,22.3,6.02122,594.0,0.0016019362851331,30.36912,48.7,2.5
1605,22.4,5.88239,585.0,0.0015917825782929,29.86678,48.7,2.5
1606,22.4,5.7437,586.0,0.0015933753709544,29.55377,49.0,2.5
1607,22.5,5.60099,583.0,0.0015866285228498,29.19957,49.3,2.5
1608,22.6,5.45997,579.0,0.0015700244283236,29.00441,49.7,2.5
1609,22.6,5.32486,574.0,0.001535656653665,28.84927,50.3,2.5
1610,22.7,5.18856,559.0,0.0014689693661773,28.62425,50.3,2.5
1611,22.13529411764706,5.03596,544.0,0.0014039535413438,28.37379,50.5,2.5
1612,22.13529411764706,4.8962,615.7777777777778,0.0013549249709658,28.18944,50.7,2.5
1613,22.13529411764706,4.74874,615.7777777777778,0.0013212948689715,27.90086,51.4,2.468421052631579
1614,22.9,16.40231,894.0,0.0005994613691559,29.78768,81.0,2.7
1615,22.9,15.81528,913.0,0.0005168307713204,29.37079,79.6,2.7
1616,23.0,15.19546,1010.0,0.0004449631443384,29.02912,78.2,2.7
1617,23.0,16.83222,878.0,0.0004152099716826,28.62091,76.9,2.7
1618,23.0,14.0313,837.0,0.0003919969670307,28.3289,75.6,2.7
1619,23.1,13.47781,816.0,0.0003638122196538,28.00285,74.4,2.7
1620,23.1,12.96833,782.0,0.0003417421642254,27.48123,73.3,2.8
1621,23.2,12.48067,754.0,0.0003235536342137,26.83287,72.5,2.8
1622,23.2,12.0538,738.0,0.0003092689712824,26.27318,71.8,2.8
1623,23.2,11.66163,724.0,0.0003058554576222,25.83422,71.4,2.8
1624,23.2,11.32962,708.0,0.0003004008601179,25.44671,71.3,2.8
1625,23.2,11.0583,694.0,0.0002891651024463,25.05614,71.4,2.8
1626,23.2,10.82457,683.0,0.0002857594075546,24.91422,71.6,2.8
1627,23.2,10.64609,674.0,0.0002797200693886,24.79333,71.9,2.8
1628,23.1,12.17152,688.0,0.000271484809313,24.7658,72.2,2.8
1629,23.1,12.36518,691.0,0.0002659887607831,24.76842,72.5,2.8
1630,23.1,10.29509,661.0,0.0002576777744082,24.72298,72.7,2.8
1631,23.1,10.19324,661.0,0.0002460650029282,24.67336,72.7,2.8
1632,23.1,10.07875,767.0,0.0002422060499303,24.55692,72.6,2.8
1633,23.1,9.9438,767.0,0.000229913325707,24.18432,72.3,2.768421052631579
1634,25.8,3.46653,70.0,1.3462250970306371e-05,13.84592,33.2,3.6
1635,25.9,3.364,68.0,1.31406294932859e-05,13.65655,32.7,3.5
1636,25.9,3.28606,66.0,1.2827093200357894e-05,13.4142,32.3,3.5
1637,26.0,3.20671,64.0,1.1977930119303814e-05,13.15235,32.0,3.5
1638,26.0,3.14505,61.0,1.0986905911859142e-05,12.7899,31.6,3.5
1639,26.1,3.08544,57.0,1.0211972863153333e-05,12.36935,31.0,3.4
1640,26.2,3.01391,55.0,9.63940507621218e-06,11.92759,30.4,3.4
1641,26.2,2.94561,53.0,1.0082819619183473e-05,11.49801,29.5,3.4
1642,26.3,2.86828,52.0,9.859320427752274e-06,11.08834,28.8,3.3
1643,26.4,2.78283,53.0,9.645249311511036e-06,10.72617,28.1,3.3
1644,26.4,2.71971,53.0,8.976307809356842e-06,10.37571,27.5,3.3
1645,26.5,3.84046,56.0,9.093719877052907e-06,10.1281,27.1,3.3
1646,25.9,1.52383,17.0,9.221792875248298e-05,4.54532,23.8,4.2
1647,26.0,1.46088,16.0,9.572798112430733e-05,4.45745,23.2,4.2
1648,26.1,1.40498,14.0,9.495677677615963e-05,4.3856,22.6,4.2
1649,26.1,1.35386,14.0,9.530139272626622e-05,4.33475,22.1,4.1
1650,26.2,1.30683,13.0,9.479201053022826e-05,4.30505,21.5,4.1
1651,26.3,1.26102,14.0,0.0001031524902429,4.21016,20.7,4.1
1652,26.4,1.21535,14.0,0.0001056915602361,4.05694,20.0,4.0
1653,26.4,1.16812,14.0,0.0001071197131317,3.86782,19.3,4.0
1654,26.5,1.11955,13.0,9.424422999518962e-05,3.68675,18.6,4.0
1655,26.6,1.06943,11.0,7.707066226482548e-05,3.54485,18.0,4.0
1656,26.6,1.01954,10.0,7.248995083376137e-05,3.42576,17.5,3.9
1657,26.7,0.96937,10.0,6.816484125370134e-05,3.32517,17.1,3.9
1658,26.8,0.92011,10.0,6.551777048983184e-05,3.21787,17.0,3.9
1659,26.8,0.8727,10.0,6.371133305156238e-05,3.13979,17.1,3.9
1660,26.9,0.82633,9.0,5.9331301996897655e-05,3.08485,17.3,3.8
1661,27.0,0.78137,9.0,5.6933335927280966e-05,3.0403,17.5,3.8
1662,27.0,0.73752,8.0,5.45272074981224e-05,2.99234,17.5,3.8
1663,26.488235294117647,0.6958,8.0,4.721894792728973e-05,2.91022,17.6,3.8
1664,26.488235294117647,0.6557,11.88888888888889,4.549142544214498e-05,2.83629,17.6,3.7
1665,26.488235294117647,0.61714,11.88888888888889,4.407478330864759e-05,2.75295,17.8,3.9684210526315793
1666,26.0,0.40423,10.0,6.837186087693748e-06,3.64655,9.9,3.9
1667,26.1,0.38156,10.0,6.744922759392867e-06,3.55826,9.7,3.9
1668,26.2,0.36078,9.0,6.65504252572174e-06,3.45394,9.5,3.9
1669,26.3,0.34177,8.0,4.378628788608559e-06,3.38152,9.4,3.8
1670,26.4,0.32423,8.0,4.322548574639607e-06,3.32466,9.4,3.8
1671,26.4,0.30874,9.0,4.2682965868566345e-06,3.28832,9.3,3.7
1672,26.5,0.29329,9.0,4.215736078058569e-06,3.27281,9.3,3.7
1673,26.6,0.27885,8.0,4.16474047419735e-06,3.28764,9.3,3.6
1674,26.7,0.26619,6.0,4.115175532812352e-06,3.33726,9.4,3.6
1675,26.7,0.25385,7.0,4.0669005134461895e-06,3.41637,9.4,3.6
1676,26.8,0.24231,8.0,4.01979346301187e-06,3.47673,9.5,3.5
1677,26.8,0.23172,8.0,3.973757306746248e-06,3.53859,9.6,3.5
1678,26.9,0.22126,7.0,3.928701917599406e-06,3.56961,9.7,3.5
1679,26.9,0.21135,6.0,3.884536050436816e-06,3.55518,9.9,3.4
1680,26.9,0.20248,6.0,3.841189846966996e-06,3.53548,10.1,3.4
1681,27.0,0.19382,5.0,3.7985983172209457e-06,3.51367,10.3,3.4
1682,27.0,0.18522,5.0,3.756729241253395e-06,3.47322,10.6,3.3
1683,26.6,0.17737,5.0,3.715572894895732e-06,3.43868,11.0,3.3
1684,26.6,0.17028,7.444444444444445,3.715572894895732e-06,3.39545,11.3,3.3
1685,26.6,0.16354,7.444444444444445,3.6352598392851615e-06,3.35103,11.7,3.5842105263157893
1686,20.8,16.12396,559.0,0.0007116656890236,20.23331,64.4,2.6
1687,20.8,15.57126,552.0,0.0006711109949796,19.94008,62.5,2.6
1688,20.9,15.05736,547.0,0.0006492929970521,19.69648,61.0,2.7
1689,20.9,14.5576,543.0,0.0006244952006795,19.3962,59.6,2.7
1690,21.0,14.06572,539.0,0.0005917330269873,18.90568,58.4,2.7
1691,21.0,13.60716,526.0,0.000557662109186,18.52458,57.2,2.7
1692,21.1,13.19204,513.0,0.0005424391182696,18.1267,56.2,2.7
1693,21.1,12.78474,503.0,0.0005427579756011,17.89355,55.2,2.7
1694,21.2,12.42296,491.0,0.0005481337905472,17.69559,54.1,2.7
1695,21.2,12.07582,474.0,0.0005464918486676,17.5622,53.2,2.7
1696,21.2,11.76219,453.0,0.000536654624477,17.47387,52.3,2.8
1697,21.3,11.45512,432.0,0.0005304607907792,17.35006,51.6,2.8
1698,21.3,11.17587,413.0,0.0005229900437076,17.27781,51.0,2.8
1699,21.4,10.89313,394.0,0.0005136371590065,17.19813,50.6,2.8
1700,21.4,10.6539,378.0,0.0005088069323013,17.06888,50.2,2.8
1701,21.5,10.42729,363.0,0.0005023758189772,16.96181,49.9,2.8
1702,21.5,10.19584,348.0,0.0004917668570188,16.80894,49.7,2.8
1703,21.15294117647059,9.95851,335.0,0.0004783366085827,16.70516,49.6,2.9
1704,21.15294117647059,9.72288,464.6111111111111,0.0004734321640217,16.58548,49.5,2.9
1705,21.15294117647059,9.47833,464.6111111111111,0.0004444559410767,16.47522,49.5,2.747368421052632
1706,21.5,17.0172,749.0,0.0008758204991651,22.17793,76.4,2.2
1707,21.6,16.1982,735.0,0.000828697759721,21.61173,75.3,2.2
1708,21.7,15.43023,714.0,0.0007881165507204,21.05054,74.0,2.2
1709,21.7,14.71328,687.0,0.0007505784455282,20.66445,72.5,2.2
1710,21.8,14.02693,654.0,0.000712549594228,20.40094,71.2,2.2
1711,21.9,13.39704,610.0,0.0006653516268836,20.28554,69.9,2.2
1712,22.0,12.8136,566.0,0.0006299221236401,20.26725,68.9,2.2
1713,22.0,12.27078,526.0,0.0005959476822293,20.28641,68.0,2.2
1714,22.1,11.78047,493.0,0.0005662732932973,20.36334,67.0,2.3
1715,22.1,11.32006,466.0,0.0005458867955613,20.29417,65.9,2.3
1716,22.2,10.88729,444.0,0.0005258456060851,19.96726,64.8,2.3
1717,22.3,10.4613,428.0,0.0005053134744634,19.48185,63.4,2.3
1718,22.3,10.04988,413.0,0.0004832431990013,18.94035,61.7,2.4
1719,22.4,9.65781,396.0,0.0004680064095182,18.324,60.0,2.4
1720,22.4,9.26977,381.0,0.0004591180224471,17.72306,58.6,2.4
1721,22.5,8.89933,370.0,0.0004519314509291,17.28656,57.6,2.5
1722,22.6,8.53469,358.0,0.0004410600652808,16.91678,56.8,2.5
1723,22.064705882352943,8.17844,349.0,0.0004251013120668,16.80616,56.2,2.5
1724,22.064705882352943,7.84697,518.8333333333334,0.0004218370648316,16.56855,55.6,2.5
1725,22.064705882352943,7.53454,518.8333333333334,0.0003992138620297,16.28914,55.1,2.3157894736842106
1726,23.5,1.56376,38.0,0.0001022405495954,4.92703,20.2,4.0
1727,23.6,1.51179,36.0,9.845241399252722e-05,4.75604,19.8,4.0
1728,23.8,1.46701,34.0,9.274127391917704e-05,4.62062,19.6,4.0
1729,23.9,1.42871,33.0,9.00307213759781e-05,4.52246,19.4,4.1
1730,24.0,1.39375,32.0,8.466970415141408e-05,4.46156,19.4,4.1
1731,24.1,1.35994,31.0,8.086838785403025e-05,4.4177,19.5,4.1
1732,24.2,1.32678,30.0,7.733004622626726e-05,4.38143,19.6,4.1
1733,24.3,1.29484,30.0,7.480788650617426e-05,4.35687,19.7,4.1
1734,24.4,1.26558,29.0,7.581030580064346e-05,4.35139,19.8,4.2
1735,24.5,1.23865,29.0,7.531131252124084e-05,4.42053,19.9,4.2
1736,24.6,1.21549,30.0,7.098211519488357e-05,4.47373,20.1,4.2
1737,24.8,1.19615,30.0,6.815505993189785e-05,4.44644,20.2,4.2
1738,24.9,1.18185,30.0,6.518173847578639e-05,4.35121,20.4,4.2
1739,25.0,1.17277,30.0,6.105630032166443e-05,4.31726,20.8,4.2
1740,25.1,1.16792,30.0,6.18155235904531e-05,4.34151,21.3,4.2
1741,25.2,1.1658,30.0,6.131642262883397e-05,4.56839,21.8,4.2
1742,25.3,1.16505,29.0,6.197099692723371e-05,5.05108,22.5,4.2
1743,24.423529411764704,1.16476,29.0,6.140464250962781e-05,5.3537,23.1,4.2
1744,24.423529411764704,1.16315,31.11111111111111,6.143650791829913e-05,5.4521,23.8,4.2
1745,24.423529411764704,1.15742,31.11111111111111,6.179997643410537e-05,5.47353,24.6,4.142105263157895
1746,22.3,2.72464,125.0,9.333924481883852e-05,13.66718,44.9,3.2
1747,22.4,2.56796,111.0,8.826038775730355e-05,13.03605,42.5,3.2
1748,22.5,2.42502,105.0,7.695884305205945e-05,12.36644,40.3,3.2
1749,22.7,2.29213,97.0,7.221576815598606e-05,11.66885,38.5,3.2
1750,22.8,4.01686,89.0,6.429903337119832e-05,10.99357,37.0,3.3
1751,22.9,2.05162,75.0,5.947990768718327e-05,10.37631,35.8,3.3
1752,23.1,1.93903,71.0,5.457903762793757e-05,9.80328,34.8,3.3
1753,23.2,1.82958,71.0,4.657942614146994e-05,9.14263,34.1,3.3
1754,23.4,1.72347,72.0,4.14588326747425e-05,8.54902,33.6,3.4
1755,23.5,1.61881,71.0,3.5323742096312705e-05,8.0506,33.4,3.4
1756,23.7,1.51635,67.0,3.538480980664729e-05,7.61619,33.4,3.4
1757,23.9,1.41475,62.0,3.2911475725255e-05,7.24099,33.6,3.4
1758,24.0,1.31687,60.0,3.29571987395139e-05,6.96546,33.9,3.4
1759,24.2,1.22084,58.0,3.299592881001452e-05,6.73683,34.4,3.5
1760,24.3,1.12829,56.0,3.302887485867453e-05,6.54177,35.0,3.5
1761,24.5,1.03904,54.0,3.305759905200977e-05,6.39338,35.6,3.5
1762,24.6,0.95571,54.0,3.308224755700326e-05,6.27615,36.3,3.5
1763,23.41176470588235,0.87643,53.0,3.564980685443929e-05,6.15998,36.8,3.5
1764,23.41176470588235,0.80329,75.05555555555556,3.564980685443929e-05,5.99219,37.3,3.5
1765,23.41176470588235,0.73619,75.05555555555556,3.569452624440042e-05,5.78872,37.8,3.3684210526315788
1766,21.6,22.22807,836.0,0.0005640806864177,28.2206,85.0,2.6
1767,21.7,21.61224,797.0,0.000530518021721,27.62242,84.5,2.6
1768,21.8,21.01048,764.0,0.000515789697914,27.01865,84.0,2.6
1769,21.9,20.43062,739.0,0.0004812196753498,26.43967,83.6,2.6
1770,22.0,19.88599,715.0,0.0004506513518483,25.87758,83.1,2.6
1771,22.1,19.35951,691.0,0.00042682339879,25.3637,82.7,2.7
1772,22.2,18.82268,675.0,0.0004191528677102,24.91634,82.3,2.7
1773,22.3,18.32112,663.0,0.0004196951113546,24.53299,82.0,2.7
1774,22.4,17.85206,661.0,0.0004301259776778,24.02323,81.9,2.7
1775,22.5,17.39138,661.0,0.0004353122111695,23.48594,81.8,2.7
1776,22.5,16.95474,660.0,0.0004258371450892,22.97,81.8,2.7
1777,22.6,16.53483,663.0,0.0004133502600017,22.4933,81.7,2.8
1778,22.7,16.13103,663.0,0.0004097426974115,22.0754,81.8,2.8
1779,22.7,15.7137,663.0,0.0003927593121463,21.68421,81.8,2.8
1780,22.8,15.3321,642.0,0.0003796942592631,21.31918,81.7,2.8
1781,22.8,14.95049,620.0,0.0003686836834598,20.9214,81.4,2.8
1782,22.9,14.59168,590.0,0.0003651251497285,20.48376,81.0,2.8
1783,22.323529411764707,14.21908,562.0,0.0003455346977344,20.13378,80.4,2.8
1784,22.323529411764707,13.84271,681.3888888888889,0.000343843860346,20.02698,79.8,2.9
1785,22.323529411764707,13.4377,681.3888888888889,0.0003233145950791,19.70362,79.0,2.721052631578948
1786,27.1,0.52295,9.0,5.128902132853952e-06,3.87961,15.1,4.1
1787,27.1,0.51552,10.0,5.10369430912566e-06,3.82374,14.9,4.1
1788,27.2,0.50715,9.0,5.082398383797314e-06,3.76859,14.7,4.1
1789,27.3,0.49716,10.0,2.5305052406763534e-06,3.69662,14.7,4.0
1790,27.4,0.4871,9.0,2.519837420089656e-06,3.62999,14.6,4.0
1791,27.4,0.47724,8.0,2.5091962040879824e-06,3.5631,14.6,4.0
1792,27.5,0.46615,8.0,2.498663215179879e-06,3.54498,14.6,4.0
1793,27.5,0.45516,8.0,2.488304966656713e-06,3.57739,14.7,3.9
1794,27.6,0.4435,8.0,2.4781182161513835e-06,3.6241,14.8,3.9
1795,27.6,0.43162,7.0,2.4681302679155405e-06,3.63364,14.9,3.9
1796,27.6,0.41929,8.0,2.4583856764616945e-06,3.61587,15.0,3.9
1797,27.7,0.40702,7.0,2.4489815910053804e-06,3.57553,15.0,3.8
1798,27.7,0.39488,7.0,2.4400003904000624e-06,3.50209,15.2,3.8
1799,27.7,0.38314,7.0,2.431451308971812e-06,3.43813,15.3,3.8
1800,27.7,0.37115,6.0,2.423331838945366e-06,3.36829,15.5,3.8
1801,27.7,0.35926,7.0,2.4156631599289795e-06,3.29016,15.8,3.7
1802,27.7,0.34787,6.0,2.408501045289454e-06,3.21372,16.1,3.7
1803,27.5,0.33648,6.0,2.401894614471896e-06,3.14634,16.4,3.7
1804,27.5,0.3266,7.777777777777778,2.401894614471896e-06,3.09455,16.9,3.7
1805,27.5,0.31618,7.777777777777778,2.390554441291569e-06,3.03994,17.4,3.889473684210527
1806,22.2,9.63746,834.0,0.0002811025136482,30.02636,73.8,2.9
1807,22.3,9.34552,835.0,0.0002771075274642,29.63491,73.6,2.9
1808,22.4,9.03813,836.0,0.0002682528796338,29.25312,73.3,2.9
1809,22.5,8.73759,836.0,0.0002530339999155,28.83637,73.0,2.9
1810,22.6,8.48954,830.0,0.00024386243413,28.35293,72.6,2.9
1811,22.7,8.22266,826.0,0.0002332680394244,27.89575,72.2,2.9
1812,22.8,7.98991,821.0,0.0002241242225691,27.21445,71.7,2.9
1813,22.8,7.76294,820.0,0.0002096294020497,26.86727,71.2,2.9
1814,22.9,7.52082,819.0,0.0002000043863482,26.42599,70.7,2.9
1815,23.0,7.31538,822.0,0.0001987546836764,25.9505,70.3,2.9
1816,23.0,7.07706,824.0,0.0001881400036192,25.44345,69.9,3.0
1817,23.1,6.89056,822.0,0.0001816168408786,24.93728,69.5,3.0
1818,23.1,6.71068,812.0,0.0001792101357918,24.48027,69.2,3.0
1819,23.1,6.49757,805.0,0.0001727944705769,24.03364,68.9,3.0
1820,23.2,6.29447,796.0,0.0001598040949657,23.66039,68.6,3.0
1821,23.2,6.12584,785.0,0.0001523618025624,23.25406,68.2,3.0
1822,23.2,5.96626,777.0,0.0001430400025235,22.87597,67.7,3.0
1823,22.829411764705885,5.76647,766.0,0.0001383504528715,22.5587,67.1,3.0
1824,22.829411764705885,5.60933,814.7777777777778,0.0001319650473544,22.26399,66.3,3.0
1825,22.829411764705885,5.38884,814.7777777777778,0.0001228727339285,21.97294,65.5,2.9473684210526314
1826,23.9,1.2742,59.0,1.0118624002050708e-05,12.52034,30.7,3.7
1827,24.0,1.24525,54.0,1.0017714658754898e-05,11.71978,29.6,3.7
1828,24.0,1.21748,54.0,1.0747443348572656e-05,10.95937,28.8,3.7
1829,24.1,1.18987,57.0,1.0646975767483152e-05,10.5226,28.3,3.7
1830,24.1,1.16266,54.0,1.0551442747465829e-05,10.11043,28.1,3.7
1831,24.2,1.13558,53.0,1.0460074298712365e-05,9.79465,27.9,3.7
1832,24.2,1.10966,55.0,9.573767876019708e-06,9.55682,27.6,3.7
1833,24.3,1.08401,56.0,1.028563200065828e-05,9.52252,27.3,3.7
1834,24.3,1.05863,53.0,1.098738099292962e-05,9.38094,27.0,3.7
1835,24.3,1.03369,59.0,1.1679841527910149e-05,9.0874,26.6,3.7
1836,24.4,1.00893,66.0,1.1591031323603048e-05,8.95488,26.5,3.7
1837,24.4,0.98465,54.0,1.1505564474498684e-05,9.21545,26.5,3.7
1838,24.4,0.96159,63.0,1.1423392823824629e-05,9.44546,26.7,3.7
1839,24.5,0.93829,60.0,1.1344402444945614e-05,9.56772,27.0,3.7
1840,24.5,0.91627,70.0,1.1268409764452676e-05,9.77152,27.1,3.7
1841,24.5,0.89546,73.0,1.1941840252510212e-05,9.81735,27.4,3.7
1842,24.6,0.87594,67.0,1.1867305721079749e-05,9.83653,27.9,3.7
1843,24.27647058823529,0.85669,61.0,1.1796034762914446e-05,9.93174,28.7,3.7
1844,24.27647058823529,0.83902,59.333333333333336,1.1058782590232294e-05,10.10203,29.6,3.7
1845,24.27647058823529,0.82098,59.333333333333336,1.093337492875084e-05,10.28633,30.7,3.7
1846,26.3,1.55634,55.0,3.7957851953449366e-05,9.59209,30.7,3.9
1847,26.4,1.51047,55.0,3.5181303221351044e-05,9.25947,30.0,3.9
1848,26.5,1.47095,56.0,3.335287276938758e-05,8.90991,29.4,3.9
1849,26.6,1.43754,55.0,3.169168294541248e-05,8.57341,28.9,3.9
1850,26.7,1.41073,54.0,2.8849197508313484e-05,8.25361,28.4,3.9
1851,26.7,1.38943,54.0,2.771110665674453e-05,7.95307,28.0,3.9
1852,26.8,1.37164,51.0,2.602151961058405e-05,7.76641,27.5,3.9
1853,26.9,1.35538,49.0,2.497679687768512e-05,7.60042,26.9,3.9
1854,26.9,1.33826,49.0,2.528297837123052e-05,7.5115,26.3,3.9
1855,27.0,1.31741,51.0,2.491642253188403e-05,7.42397,25.7,3.8
1856,27.1,1.2915,46.0,2.372212268256734e-05,7.30384,25.1,3.8
1857,27.1,1.26241,43.0,2.267766628154789e-05,7.17017,24.5,3.8
1858,27.2,1.2317,41.0,2.183075532117268e-05,7.01106,23.9,3.8
1859,27.3,1.20141,39.0,2.2104449607636983e-05,6.87761,23.4,3.8
1860,27.3,1.17391,38.0,2.1658553449734208e-05,6.7669,22.9,3.8
1861,27.4,1.15012,36.0,2.1240355901078075e-05,6.73251,22.5,3.8
1862,27.5,1.12921,34.0,2.0982602253658246e-05,6.74404,22.2,3.8
1863,26.923529411764704,1.10975,33.0,2.1384288377119107e-05,6.79353,21.9,3.8
1864,26.923529411764704,1.09144,46.61111111111112,2.1466853197107983e-05,6.84154,21.7,3.8
1865,26.923529411764704,1.0736,46.61111111111112,2.102172856394256e-05,6.8139,21.7,3.8473684210526313
1866,25.2,2.2595,44.0,0.0001054969660651,11.73106,38.6,3.6
1867,25.2,2.14869,39.0,0.0001093082769097,11.24959,37.0,3.6
1868,25.3,2.04257,38.0,0.0001151901860896,10.65646,35.5,3.6
1869,25.4,1.94127,36.0,0.0001212585849222,10.01645,34.0,3.5
1870,25.5,1.84578,32.0,0.0001249182961745,9.52184,32.7,3.5
1871,25.6,1.75827,34.0,0.0001375289019646,9.095,31.7,3.5
1872,25.7,1.6793,31.0,0.0001335527597485,8.7877,30.8,3.5
1873,25.8,1.60774,31.0,0.0001309836848797,8.58726,29.9,3.4
1874,25.9,1.54327,29.0,0.0001256636364852,8.41201,29.0,3.4
1875,26.0,1.48573,28.0,0.0001249105603259,8.22992,28.4,3.4
1876,26.1,1.4343,29.0,0.0001240688472235,8.07786,27.8,3.4
1877,26.2,1.38984,21.0,9.907634319503882e-05,7.90605,27.4,3.4
1878,26.3,1.35062,22.0,9.133561380677268e-05,7.73991,26.8,3.3
1879,26.3,1.31629,21.0,7.955965938520826e-05,7.5619,26.4,3.3
1880,26.4,1.28487,23.0,7.814052345220367e-05,7.41654,26.3,3.3
1881,26.5,1.25599,22.0,7.443230565062434e-05,7.30364,26.3,3.3
1882,26.6,1.22826,20.0,6.694231708724009e-05,7.2,26.3,3.3
1883,25.88235294117647,1.20025,19.0,5.756851877064731e-05,7.06757,26.5,3.2
1884,25.88235294117647,1.17185,28.83333333333333,5.497793542596818e-05,6.98674,26.7,3.2
1885,25.88235294117647,1.14252,28.83333333333333,5.4098601168941406e-05,6.88052,27.0,3.405263157894737
1886,23.8,3.60096,155.0,0.0002087277480641,12.10091,32.6,3.4
1887,23.9,3.28457,138.0,0.0002037367765218,11.73951,30.8,3.4
1888,24.0,3.0115,124.0,0.0001967533510921,11.40868,29.4,3.4
1889,24.1,2.78461,114.0,0.0001885718965376,10.96567,28.5,3.4
1890,24.2,2.60132,106.0,0.0001833909409831,10.2914,27.7,3.4
1891,24.3,2.45886,98.0,0.0001789954898719,9.56326,26.9,3.4
1892,24.4,2.35129,91.0,0.0001726033152902,8.86518,25.9,3.4
1893,24.6,2.27055,85.0,0.0001639685261736,8.17043,25.0,3.4
1894,24.7,2.2095,80.0,0.0001548689771738,7.5092,24.3,3.5
1895,24.8,2.1607,73.0,0.000148628377103,7.02292,23.6,3.5
1896,25.0,2.11831,66.0,0.0001444806761954,6.73792,22.9,3.5
1897,25.1,2.0767,59.0,0.000140107068609,6.48283,22.2,3.5
1898,25.3,2.03256,54.0,0.000134276856236,6.25698,21.7,3.6
1899,25.4,1.98426,51.0,0.000127072049232,6.02956,21.4,3.6
1900,25.6,1.93064,49.0,0.0001213119412813,5.8325,21.0,3.6
1901,25.7,1.86942,47.0,0.0001166330128688,5.71081,20.8,3.6
