,Mean BMI (kg/m²) (age-standardized estimate),Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),Maternal mortality ratio (per 100 000 live births),per_capita-Tuberculosis,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),"Mean Non-HDL cholesterol, age-standardized"
334,22.758823529411764,3.00761,183.0,0.0001503386576076,9.96096,45.7,3.1
335,22.758823529411764,2.87305,276.6666666666667,0.0001450636169898,9.81703,45.2,3.0
336,22.758823529411764,2.74762,276.6666666666667,0.000138169703387,9.65581,44.7,3.1578947368421053
337,23.7,4.68893,331.0,0.0003642420026305,15.54396,57.0,3.4
338,23.8,4.50046,320.0,0.0003331959756427,15.22882,56.9,3.4
339,23.9,4.31855,309.0,0.0003093946400627,14.90819,56.8,3.4
340,23.9,4.14261,297.0,0.0002848929655752,14.5625,56.7,3.3
341,24.0,3.97474,283.0,0.0002632654242681,14.30194,56.6,3.3
342,24.1,3.81033,271.0,0.0002499739885973,13.93524,56.4,3.3
343,24.2,3.65189,258.0,0.0002341695036925,13.56199,56.2,3.3
344,24.3,3.49762,246.0,0.0002201372892835,13.19552,55.6,3.3
345,24.4,3.34106,234.0,0.0002103891188414,12.77768,54.8,3.3
346,24.6,3.18622,222.0,0.0002025524472734,12.34585,53.8,3.3
347,24.7,3.04553,212.0,0.0001934170254029,11.97503,52.5,3.3
348,24.8,2.91258,202.0,0.0001843125236752,11.64363,51.1,3.3
349,24.9,2.79024,192.0,0.000177162241838,11.23778,49.5,3.3
350,25.0,2.67701,184.0,0.000173691883599,10.84702,47.7,3.3
351,25.1,2.57691,175.0,0.0001833233848965,10.48291,46.2,3.3
352,25.2,2.4806,168.0,0.0001707267980522,10.07493,44.3,3.3
353,25.3,2.39822,161.0,0.0001485006493826,9.74816,42.0,3.3
354,24.46470588235294,2.31659,155.0,0.0001448164942485,9.46196,40.1,3.3
355,24.46470588235294,2.23655,234.44444444444449,0.0001413150415047,9.16383,38.3,3.3
356,24.46470588235294,2.15665,234.44444444444449,0.0001350918397904,8.89921,36.9,3.3157894736842106
357,25.1,0.828,17.0,5.526016012560659e-05,3.97255,25.3,3.6
358,25.2,0.79364,16.0,5.2781448561316354e-05,3.87186,25.0,3.6
359,25.2,0.7631,14.0,5.065520466623262e-05,3.76318,24.8,3.6
360,25.3,0.73636,14.0,4.737012161394954e-05,3.6693,24.8,3.6
361,25.4,0.71266,14.0,4.464294960110144e-05,3.61028,24.8,3.6
362,25.5,0.6911,13.0,4.46902760730519e-05,3.57437,24.8,3.5
363,25.5,0.67154,13.0,4.156501390538647e-05,3.56247,24.7,3.5
364,25.6,0.65321,13.0,4.173807905543652e-05,3.54564,24.5,3.5
365,25.7,0.63598,11.0,3.790593663608776e-05,3.47728,24.2,3.5
366,25.8,0.61964,11.0,3.6632307440867e-05,3.35775,23.9,3.5
367,25.9,0.60481,11.0,3.483643536283337e-05,3.24692,23.6,3.4
368,25.9,0.5914,10.0,3.439947920486577e-05,3.13984,23.4,3.4
369,26.0,0.57981,10.0,3.201874740929392e-05,3.04261,23.2,3.4
370,26.1,0.56966,10.0,3.094024594682778e-05,2.97014,23.1,3.4
371,26.2,0.56123,10.0,2.9866916913916404e-05,2.93228,23.1,3.4
372,26.3,0.55339,10.0,2.966505768013186e-05,2.90058,23.2,3.3
373,26.4,0.54623,10.0,2.795252923802056e-05,2.85793,23.4,3.3
374,25.71176470588236,0.53796,10.0,2.732755984410278e-05,2.8245,23.6,3.3
375,25.71176470588236,0.52809,12.055555555555555,2.6893789052926545e-05,2.79211,23.9,3.3
376,25.71176470588236,0.51747,12.055555555555555,2.609075669717111e-05,2.76195,24.3,3.4578947368421056
377,21.7,8.80071,262.0,0.0006846542198514,11.78852,44.2,2.8
378,21.7,8.43833,271.0,0.0007012798649248,12.46746,43.6,2.8
379,21.8,8.07601,278.0,0.000721576335045,13.08806,42.9,2.8
380,21.9,7.73968,278.0,0.0007259050178606,13.73564,42.3,2.8
381,21.9,7.42078,264.0,0.0007036052022533,14.54209,41.5,2.8
382,22.0,7.12102,239.0,0.0006581106843264,15.26526,40.0,2.8
383,22.1,7.73437,221.0,0.0006157445070791,15.33133,38.4,2.8
384,22.1,6.54656,209.0,0.0005602527827107,15.26697,37.7,2.8
385,22.2,6.26937,203.0,0.0005337983492209,15.21773,37.6,2.8
386,22.2,6.02053,189.0,0.0005113326997763,15.28589,37.5,2.8
387,22.3,5.78677,179.0,0.0004947501782628,15.52074,37.5,2.8
388,22.3,5.564,176.0,0.0004720639799205,15.7229,38.3,2.8
389,22.3,5.36247,170.0,0.0004485185541782,15.88543,38.7,2.7
390,22.4,5.18065,164.0,0.0004262568585292,16.01991,39.1,2.7
391,22.4,5.01703,160.0,0.00040681255636,15.91617,40.0,2.7
392,22.5,4.86151,156.0,0.0003944621364454,15.6888,41.3,2.7
393,22.5,4.70776,151.0,0.000382490014521,15.43646,42.5,2.7
394,22.13529411764706,4.55367,144.0,0.0003753019973312,15.37053,43.1,2.7
395,22.13529411764706,4.40598,206.33333333333331,0.000367697546849,15.34035,43.2,2.7
396,22.13529411764706,4.26119,206.33333333333331,0.0003537140853408,15.22884,43.3,2.763157894736842
397,24.5,1.53801,69.0,4.720405017216008e-05,9.95702,25.9,3.7
398,24.6,1.50705,68.0,4.5412954988275706e-05,9.72301,25.0,3.7
399,24.7,1.47816,69.0,4.331994631788284e-05,9.54798,24.3,3.7
400,24.8,1.45135,70.0,4.141663031816931e-05,9.37645,23.7,3.7
401,24.9,1.42574,71.0,3.975578302398251e-05,9.15166,23.0,3.7
402,25.0,1.40202,71.0,3.723946029090421e-05,8.93773,22.2,3.7
403,25.1,1.3801,72.0,3.563500992285916e-05,8.7878,21.4,3.7
404,25.2,1.35892,71.0,3.438556603262186e-05,8.66998,20.6,3.6
405,25.3,1.33743,70.0,3.351285084389637e-05,8.58518,19.7,3.6
406,25.4,1.31431,69.0,3.2736359534872787e-05,8.54016,18.7,3.6
407,25.5,1.28892,65.0,3.1560889932164625e-05,8.46821,17.7,3.6
408,25.7,1.26007,61.0,3.049209472658516e-05,8.42015,16.7,3.6
409,25.8,1.22864,60.0,2.9307267012234133e-05,8.38228,15.9,3.6
410,25.9,1.19529,61.0,2.8644308033146884e-05,8.32989,15.1,3.5
411,26.1,1.16146,62.0,2.785310794246932e-05,8.28527,14.3,3.5
412,26.2,1.12907,63.0,2.7346869024141648e-05,8.17096,13.7,3.5
413,26.3,1.09997,62.0,2.7233381604008784e-05,8.22515,13.0,3.4
414,25.352941176470587,1.07429,60.0,2.6231482448058432e-05,7.79149,12.5,3.4
415,25.352941176470587,1.05168,66.33333333333333,2.563121969180996e-05,7.6142,11.9,3.4
416,25.352941176470587,1.03094,66.33333333333333,2.486029285923554e-05,7.47693,11.6,3.5894736842105264
417,25.1,1.47664,28.0,5.533404857714642e-05,5.08424,17.0,3.7
418,25.2,1.4431,28.0,5.411027674400428e-05,5.0384,16.7,3.7
419,25.3,1.41361,29.0,5.000161769939616e-05,4.96691,16.6,3.7
420,25.4,1.38502,30.0,4.895467373149801e-05,4.86333,16.7,3.8
421,25.5,1.35767,30.0,4.7981259084686925e-05,4.74701,16.6,3.8
422,25.7,1.33373,29.0,4.4307828639472734e-05,4.62589,16.7,3.8
423,25.8,1.31177,28.0,4.349965608084411e-05,4.52786,16.9,3.8
424,25.9,1.29032,27.0,4.271484901635712e-05,4.45251,17.0,3.8
425,26.1,1.26984,27.0,4.195389791043367e-05,4.38937,17.0,3.8
426,26.2,1.25155,27.0,4.121692985393751e-05,4.32779,16.9,3.8
427,26.3,1.23436,28.0,4.050356051611662e-05,4.28432,16.9,3.8
428,26.5,1.21807,28.0,3.981188882530046e-05,4.2517,17.0,3.8
429,26.6,1.20255,29.0,3.914028366920589e-05,4.25501,17.1,3.8
430,26.8,1.18931,28.0,4.089320379007835e-05,4.29759,17.2,3.8
431,26.9,1.17536,29.0,4.022002720766547e-05,4.33862,17.4,3.8
432,27.0,1.16092,30.0,4.189495538187252e-05,4.35262,17.8,3.8
433,27.2,1.14601,31.0,4.122577985433558e-05,4.40621,18.2,3.8
434,26.08823529411765,1.13104,31.0,4.283205551034394e-05,4.49694,18.8,3.8
435,26.08823529411765,1.11579,28.72222222222222,4.283205551034394e-05,4.57461,19.3,3.8
436,26.08823529411765,1.10249,28.72222222222222,4.152705925037101e-05,4.6087,20.0,3.784210526315789
437,25.6,1.60387,19.0,4.156810230101829e-05,7.61028,28.8,4.1
438,25.7,1.50132,18.0,3.915529999937972e-05,7.61849,28.4,4.1
439,25.8,1.43841,17.0,3.706701259064614e-05,7.83033,28.3,4.0
440,25.9,1.41013,16.0,3.584418795058088e-05,7.90427,28.1,4.0
441,26.0,1.40342,16.0,3.4317760917736735e-05,7.78927,27.8,4.0
442,26.1,1.40177,15.0,3.342125315203355e-05,7.57787,27.3,4.0
443,26.2,1.39429,14.0,3.195508090525494e-05,7.26416,26.8,3.9
444,26.2,1.37163,13.0,3.0042914938402464e-05,7.14075,26.3,3.9
445,26.3,1.32673,13.0,2.7675753079960207e-05,7.03039,25.9,3.9
446,26.4,1.26155,12.0,2.59553260259606e-05,6.90548,25.6,3.9
447,26.5,1.18381,12.0,2.4199916489305525e-05,6.77726,25.2,3.8
448,26.6,1.10402,12.0,2.2696403183981133e-05,6.61143,24.8,3.8
449,26.7,1.03024,11.0,2.131306981380192e-05,6.35852,24.4,3.8
450,26.8,0.96508,10.0,2.005258934789266e-05,6.02735,24.1,3.8
451,26.9,0.90866,11.0,1.9784204868474028e-05,5.86985,23.8,3.7
452,27.0,0.86213,10.0,1.863950812667992e-05,5.83079,23.7,3.7
453,27.1,0.82441,10.0,1.8799071267132303e-05,5.80621,23.6,3.7
454,26.34117647058824,0.79248,10.0,1.851900138433239e-05,5.52018,23.7,3.7
455,26.34117647058824,0.76496,13.27777777777778,1.837084937325773e-05,5.25179,23.9,3.6
456,26.34117647058824,0.73776,13.27777777777778,1.825091937120907e-05,5.01991,24.1,3.8631578947368426
457,21.0,24.35633,516.0,0.000464542296822,29.67065,88.2,2.4
458,21.1,23.62899,501.0,0.0004330794272985,29.38406,88.3,2.4
459,21.2,22.8401,486.0,0.0004061197825308,29.04506,88.4,2.4
460,21.3,22.02636,471.0,0.0003927168212454,28.48042,88.4,2.4
461,21.4,21.18353,454.0,0.0003848467286878,27.8577,88.3,2.5
462,21.5,20.32399,437.0,0.000377592278878,27.16646,88.1,2.5
463,21.6,19.48388,422.0,0.0003776615922064,26.36028,88.0,2.5
464,21.7,18.63685,410.0,0.000380005044207,25.67214,87.7,2.5
465,21.7,17.84038,401.0,0.0003865117868079,24.93167,87.4,2.5
466,21.8,17.1225,393.0,0.0003944435722781,24.25791,87.1,2.5
467,21.9,16.45909,385.0,0.0003847477353356,23.6573,86.6,2.5
468,21.9,15.8405,377.0,0.0003774000527118,23.00151,86.2,2.5
469,22.0,15.26565,369.0,0.0003811841263468,22.1607,85.6,2.5
470,22.0,14.73269,362.0,0.0003894355570326,21.51443,84.9,2.6
471,22.1,14.24061,353.0,0.0003915029378511,20.97855,84.0,2.6
472,22.2,13.73495,343.0,0.0003904565076771,20.18782,82.9,2.6
473,22.2,13.28375,331.0,0.0003886220404404,19.49313,81.6,2.6
474,21.68235294117647,12.85574,320.0,0.000382941536067,19.52317,80.1,2.6
475,21.68235294117647,12.4184,407.27777777777777,0.0003821458133946,19.63341,78.4,2.6
476,21.68235294117647,12.02365,407.27777777777777,0.0003538884145592,19.47057,76.6,2.5105263157894737
477,20.9,39.21964,1010.0,0.0013362744954343,30.41376,67.7,2.5
478,21.0,36.80165,956.0,0.001244920326093,30.24515,65.8,2.5
479,21.0,33.81025,925.0,0.0011737673898517,29.88697,63.8,2.5
480,21.1,30.4719,890.0,0.0010945831309208,29.59761,62.0,2.5
481,21.1,27.14522,844.0,0.0010262477658592,29.17995,60.3,2.6
482,21.2,23.99132,814.0,0.0009778314905111,28.73194,58.6,2.6
483,21.3,21.22323,785.0,0.0009340173342559,28.14876,57.0,2.6
484,21.3,18.91448,756.0,0.0008915014295902,27.56038,55.5,2.6
485,21.4,17.10771,733.0,0.0008476566184289,27.07139,54.2,2.6
486,21.4,15.76903,698.0,0.0008041987818738,26.8679,53.1,2.7
487,21.5,14.8038,665.0,0.0007795710017431,26.65565,52.4,2.7
488,21.5,14.15992,635.0,0.0007585998302694,26.43936,52.0,2.7
489,21.6,13.73639,608.0,0.000743658936472,26.27189,52.0,2.7
490,21.6,13.4765,591.0,0.0007325279994959,26.05968,52.3,2.7
491,21.7,13.27406,576.0,0.0007183543957098,25.86676,52.9,2.8
492,21.7,13.1156,568.0,0.0007025079646656,25.82037,53.7,2.8
493,21.8,12.92782,558.0,0.0006824121900393,25.76216,54.7,2.8
494,21.358823529411765,12.67699,548.0,0.0006718470775506,25.75904,55.9,2.8
495,21.358823529411765,12.38957,731.1111111111111,0.0006948683540909,25.85706,56.9,2.8
496,21.358823529411765,12.073,731.1111111111111,0.0006686727103556,26.10891,58.0,2.6578947368421053
497,20.7,12.54055,488.0,0.0008463987812634,25.53195,65.9,3.0
498,20.8,11.60052,456.0,0.0008147778711529,24.6972,64.8,3.0
499,20.9,10.70398,430.0,0.0007745967461908,23.75993,63.6,3.0
500,20.9,9.85068,404.0,0.0007292945702266,22.78055,62.4,3.0
501,21.0,9.06544,378.0,0.000688332932238,21.61387,61.3,3.0
502,21.1,8.31197,351.0,0.0006505031547898,20.64061,60.3,3.0
503,21.2,7.61053,326.0,0.0006159847410615,19.71746,59.3,3.1
504,21.3,6.95868,303.0,0.0005914557603993,18.84201,58.3,3.1
505,21.3,6.36331,284.0,0.0005698210641488,18.06154,57.2,3.1
506,21.4,5.82547,265.0,0.0005515185943068,17.28788,56.2,3.1
507,21.5,5.32034,248.0,0.0005355729475123,16.52108,55.3,3.2
508,21.6,4.87048,232.0,0.0005136134779359,15.87854,54.3,3.2
509,21.7,4.47714,215.0,0.0004915511716473,15.21329,53.5,3.2
510,21.8,4.14315,202.0,0.0004691711355973,14.63409,52.8,3.2
511,21.9,3.85782,189.0,0.0004485606855901,14.13394,52.2,3.2
512,22.0,3.63325,178.0,0.0004286781206608,13.73876,51.6,3.3
513,22.1,3.44235,168.0,0.0004092817403128,13.37965,50.9,3.3
514,21.36470588235294,3.28326,160.0,0.000389892033601,13.04649,50.3,3.3
515,21.36470588235294,3.13088,293.1666666666667,0.0003810056054848,12.70925,49.6,3.3
516,21.36470588235294,3.00022,293.1666666666667,0.0003622341591605,12.44862,49.0,3.136842105263158
517,22.6,19.76021,886.0,0.000468225454206,23.9287,70.7,2.7
518,22.7,19.54839,844.0,0.0004627278981056,23.49496,70.0,2.7
519,22.7,19.30236,803.0,0.0004591649225337,23.11121,69.3,2.7
520,22.8,19.05045,771.0,0.0004370184064438,22.79769,68.6,2.7
521,22.9,18.80128,732.0,0.0004155220696092,22.62016,67.9,2.8
522,23.0,18.51384,692.0,0.0004033260670529,22.45789,67.2,2.8
523,23.1,18.23518,658.0,0.0003985761351774,22.17204,66.5,2.8
524,23.1,17.95413,635.0,0.0003972230487705,22.01547,65.8,2.8
525,23.2,17.67289,618.0,0.0004008080706565,21.84137,65.1,2.8
526,23.3,17.36659,606.0,0.0004038285317781,21.79073,64.6,2.8
527,23.3,17.05628,597.0,0.0004001731509471,21.71226,64.0,2.8
528,23.4,16.70815,589.0,0.0003955600678027,21.48728,63.6,2.8
529,23.4,16.3941,580.0,0.0003878811386735,21.28711,63.3,2.8
530,23.4,16.05743,567.0,0.0003792844691915,21.104,62.9,2.8
531,23.5,15.7461,564.0,0.0003676449899034,20.80526,62.6,2.8
532,23.5,15.41725,554.0,0.0003476362140148,20.55439,62.1,2.8
533,23.6,15.11435,538.0,0.0003328063097544,20.17891,61.5,2.8
534,23.147058823529413,14.81577,529.0,0.0003145325937662,19.91382,60.8,2.8
535,23.147058823529413,14.48793,653.5,0.0003034632063461,19.62296,60.0,2.9
536,23.147058823529413,14.11321,653.5,0.0002841226979816,19.38835,59.2,2.784210526315789
537,26.7,0.64817,9.0,5.46631527905861e-06,3.225,10.7,3.8
538,26.8,0.62233,10.0,5.32241467053807e-06,3.20937,10.5,3.8
539,26.9,0.59847,10.0,5.11994546815612e-06,3.13156,10.4,3.7
540,26.9,0.57695,10.0,4.829204823133822e-06,3.04396,10.4,3.7
541,27.0,0.55773,10.0,4.48112828835463e-06,2.96439,10.3,3.7
542,27.1,0.54016,11.0,4.384559458918191e-06,2.9716,10.3,3.6
543,27.1,0.52375,11.0,4.225781677745564e-06,3.03784,10.3,3.6
544,27.1,0.50817,11.0,4.0685014191175845e-06,3.09983,10.3,3.5
545,27.2,0.49325,12.0,3.884056867891724e-06,3.06818,10.3,3.5
546,27.2,0.47902,12.0,3.613320047464094e-06,2.99287,10.4,3.5
547,27.2,0.46555,11.0,3.5841504011404824e-06,2.92952,10.4,3.4
548,27.2,0.4533,11.0,3.496854065524816e-06,2.9156,10.5,3.4
549,27.3,0.44232,11.0,3.5276881537666205e-06,2.88679,10.7,3.4
550,27.3,0.4323,11.0,3.587110609018482e-06,2.87091,10.9,3.4
551,27.3,0.4232,11.0,3.674482213783672e-06,2.88247,11.2,3.3
552,27.3,0.41468,11.0,3.760701332051808e-06,2.83795,11.5,3.3
553,27.3,0.40633,10.0,3.76100333841361e-06,2.81018,11.8,3.3
554,27.11176470588235,0.39819,10.0,3.817685314936582e-06,2.81198,12.2,3.2
555,27.11176470588235,0.38984,10.666666666666666,4.042255039344616e-06,2.79535,12.7,3.2
556,27.11176470588235,0.38107,10.666666666666666,4.123269029523049e-06,2.76662,13.2,3.4894736842105263
557,22.6,2.40263,118.0,0.0002231873006425,15.76439,58.4,2.7
558,22.7,2.30806,109.0,0.0002098281689755,15.37339,56.3,2.7
559,22.8,2.21193,101.0,0.0001992370786919,15.02639,54.6,2.7
560,22.9,2.12019,96.0,0.0001912823613477,14.8587,53.4,2.7
561,23.0,2.0294,91.0,0.0001836666342549,14.69733,52.5,2.8
562,23.1,1.94037,86.0,0.0001742467546541,14.54563,52.0,2.8
563,23.2,1.85343,82.0,0.000165165196557,14.53705,51.7,2.8
564,23.3,1.76798,78.0,0.0001543228928752,14.54226,51.4,2.8
565,23.3,1.68493,75.0,0.0001458614842621,14.5139,51.2,2.8
566,23.4,1.60291,72.0,0.0001396698205442,14.41197,50.9,2.8
567,23.4,1.52334,70.0,0.0001336848458397,14.27492,50.5,2.8
568,23.5,1.44689,67.0,0.0001298198023638,14.0082,50.1,2.8
569,23.5,1.37301,65.0,0.0001260581242551,13.69129,49.6,2.8
570,23.6,1.30455,63.0,0.0001223999427544,13.34303,49.0,2.8
571,23.6,1.23996,62.0,0.0001206978190832,12.94971,48.3,2.8
572,23.7,1.17975,61.0,0.0001172176200061,12.49405,47.6,2.8
573,23.7,1.12223,59.0,0.000117448936816,12.06039,46.7,2.8
574,23.25294117647059,1.06955,58.0,0.0001141025389597,11.64588,45.8,2.8
575,23.25294117647059,1.01807,78.5,0.0001105368346172,11.25659,44.9,2.8
576,23.25294117647059,0.97128,78.5,0.0001041957908373,10.93543,44.1,2.7789473684210524
577,21.0,26.39332,1420.0,0.0008595340990283,34.70148,79.1,2.6
578,21.1,25.58913,1410.0,0.0008587418551562,34.12667,78.9,2.6
579,21.2,24.78993,1400.0,0.0008532284645455,33.74468,78.6,2.6
580,21.3,24.02832,1370.0,0.0008418955971707,33.2126,78.2,2.6
581,21.3,23.28504,1350.0,0.0008052624549952,32.67717,77.8,2.6
582,21.4,22.53913,1330.0,0.0007682440952537,31.99278,77.3,2.6
583,21.5,21.81049,1340.0,0.0007481639203416,31.45125,76.9,2.6
584,21.5,21.12452,1300.0,0.000736521311018,31.07724,76.4,2.6
585,21.6,20.43191,1310.0,0.0007163246561755,30.71633,75.9,2.7
586,21.6,19.73706,1270.0,0.0006959875336037,30.43217,75.4,2.7
587,21.7,19.04188,1240.0,0.0006769122557823,30.1181,74.9,2.7
588,21.7,18.38642,1210.0,0.000659637167027,29.70091,74.4,2.7
589,21.8,17.73553,1190.0,0.0006427866491345,29.27301,73.9,2.7
590,21.8,17.0821,1170.0,0.0006312619199153,28.91581,73.4,2.8
591,21.8,16.4888,1170.0,0.0006175897229144,28.57783,72.7,2.8
592,21.9,15.86323,1160.0,0.0006055131876869,28.32785,71.9,2.8
593,21.9,15.26082,1140.0,0.0005930413444902,28.05279,70.9,2.8
594,21.53529411764706,14.66795,1140.0,0.0005816502753191,27.9107,69.5,2.8
595,21.53529411764706,14.10152,1273.3333333333333,0.0005792488148999,27.64907,68.0,2.8
596,21.53529411764706,13.55915,1273.3333333333333,0.0005579348715201,27.46551,66.3,2.6894736842105265
597,26.3,1.03244,31.0,4.123849833538328e-05,4.16827,20.9,3.8
598,26.3,0.99502,32.0,4.193873852579268e-05,4.05285,20.4,3.8
599,26.4,0.95998,28.0,4.089282847503096e-05,3.99316,20.1,3.8
600,26.5,0.92729,27.0,4.026312558751621e-05,3.97509,19.8,3.8
601,26.6,0.89665,27.0,3.9152213132523736e-05,3.9573,19.7,3.8
602,26.7,0.86798,25.0,3.738658283069324e-05,3.94043,19.5,3.7
603,26.8,0.84131,25.0,3.5849539667763306e-05,3.88134,19.5,3.7
604,26.9,0.81655,23.0,3.4347713310186656e-05,3.76275,19.5,3.7
605,27.0,0.79341,21.0,3.202840767823642e-05,3.73707,19.5,3.7
606,27.1,0.77169,21.0,3.18039584724631e-05,3.82317,19.4,3.7
607,27.2,0.91494,20.0,3.111099513324911e-05,3.68021,19.3,3.6
608,27.3,0.73215,18.0,2.9309434203576817e-05,3.52123,19.3,3.6
609,27.4,0.7139,17.0,2.8246358040264155e-05,3.42289,19.3,3.6
610,27.5,0.69601,16.0,2.7379123499886173e-05,3.31202,19.3,3.5
611,27.6,0.67854,15.0,2.6008998882422217e-05,3.22255,19.3,3.5
612,27.7,0.66116,14.0,2.569590593095923e-05,3.20673,19.3,3.5
613,27.8,0.64383,13.0,2.487864119124172e-05,3.20447,19.4,3.4
614,27.00588235294118,0.62653,13.0,2.526397747922702e-05,3.17836,19.5,3.4
615,27.00588235294118,0.60954,21.444444444444443,2.549005334033867e-05,3.13679,19.7,3.4
616,27.00588235294118,0.59317,21.444444444444443,2.541851076289981e-05,3.09377,20.1,3.631578947368421
617,22.4,2.40009,59.0,8.780840996628096e-05,15.0465,28.5,3.1
618,22.5,2.25594,55.0,8.363366967881448e-05,14.91635,27.0,3.1
619,22.6,2.11915,51.0,8.008877606911146e-05,14.82191,25.8,3.2
620,22.6,1.99157,48.0,7.501888027451708e-05,14.54556,24.6,3.2
621,22.7,1.87161,46.0,7.057697057253495e-05,13.90911,23.6,3.2
622,22.8,1.76143,44.0,6.465575484732303e-05,13.2054,22.6,3.2
623,22.9,1.66162,42.0,5.70460585290061e-05,12.51567,21.7,3.2
624,23.0,1.56991,40.0,5.071176110716213e-05,11.87134,20.8,3.2
625,23.1,1.74191,40.0,4.653222591484819e-05,11.29953,20.1,3.3
626,23.2,1.40674,37.0,4.303366844094212e-05,10.72549,19.5,3.3
627,23.4,1.3318,36.0,4.0079952046478505e-05,10.1508,19.0,3.3
628,23.5,1.26335,34.0,3.778882442958318e-05,9.59681,18.6,3.3
629,23.6,1.20141,33.0,3.59280562664867e-05,9.10858,18.3,3.3
630,23.7,1.14958,32.0,3.413788161753262e-05,8.59936,18.2,3.3
631,23.9,1.10209,31.0,3.204118824157227e-05,7.89368,18.1,3.3
632,24.0,1.05986,30.0,3.083849590530701e-05,7.42712,18.2,3.3
633,24.2,1.021,29.0,3.077775210587623e-05,6.60814,18.3,3.3
634,23.18235294117647,0.98318,29.0,2.8826864213696257e-05,6.0944,18.4,3.3
635,23.18235294117647,0.9522,39.77777777777778,2.7385994733493048e-05,5.78976,18.5,3.3
636,23.18235294117647,0.91964,39.77777777777778,2.647956016058741e-05,5.54196,18.8,3.247368421052632
637,24.1,1.60747,94.0,2.9735023673910464e-05,9.55815,30.2,3.9
638,24.2,1.57725,93.0,2.925282088767405e-05,9.37283,30.0,3.9
639,24.3,1.54283,92.0,3.1805091166053024e-05,9.202,29.8,3.9
640,24.4,1.50589,88.0,2.9615115515306976e-05,9.07847,29.5,3.9
641,24.5,1.46875,85.0,2.912847789627486e-05,9.01316,29.3,3.9
642,24.6,1.4329,83.0,2.706821402043821e-05,8.91302,28.9,3.8
643,24.7,1.39849,82.0,2.6803818500047854e-05,8.80634,28.5,3.8
644,24.8,1.36438,83.0,2.5635415561354565e-05,8.70609,28.0,3.8
645,24.9,1.33071,84.0,2.4709611074430447e-05,8.64174,27.5,3.8
646,25.0,1.29712,87.0,2.4223069098571223e-05,8.51058,26.9,3.8
647,25.1,1.26409,85.0,2.264434764959815e-05,8.44039,26.3,3.8
648,25.3,1.23297,84.0,2.0882920954522097e-05,8.27597,25.6,3.8
649,25.4,1.20457,85.0,2.055744723367496e-05,8.13006,24.9,3.8
650,25.5,1.17931,85.0,2.022044260953097e-05,7.98138,24.3,3.8
651,25.6,1.15776,85.0,1.998041054813445e-05,7.80609,23.8,3.7
652,25.7,1.13947,85.0,2.0134058165133e-05,7.64677,23.3,3.7
653,25.8,1.12289,84.0,1.967351036584343e-05,7.50397,22.9,3.7
654,24.935294117647057,1.10695,83.0,1.9371668607607228e-05,7.36855,22.5,3.7
655,24.935294117647057,1.09067,85.94444444444444,1.918298352376689e-05,7.23805,22.3,3.7
656,24.935294117647057,1.07273,85.94444444444444,1.867103980254429e-05,7.09836,22.2,3.8
657,22.4,9.10406,444.0,0.0007539306200391,30.28877,61.3,2.7
658,22.4,8.87978,437.0,0.0007149317061487,30.23067,60.5,2.7
659,22.5,8.70369,429.0,0.0006771458909951,30.10645,59.9,2.7
660,22.6,8.5359,423.0,0.0006270538130803,30.0187,59.4,2.7
661,22.6,8.38933,414.0,0.0005707122356744,29.93323,58.8,2.8
662,22.7,8.30181,404.0,0.0005617445538865,29.72368,58.2,2.8
663,22.7,8.17977,393.0,0.0004921259842519,29.43038,57.5,2.8
664,22.8,8.0328,382.0,0.0005160312176053,29.18226,56.8,2.8
665,22.9,7.88826,370.0,0.0005032667803841,28.87165,56.2,2.8
666,22.9,7.70673,356.0,0.00044926689787,28.41479,55.5,2.8
667,23.0,7.51981,341.0,0.0004092777168817,28.02613,55.0,2.8
668,23.0,7.33679,326.0,0.0004114223021363,27.56459,54.4,2.8
669,23.1,7.13784,313.0,0.0004041861752052,27.09179,54.1,2.9
670,23.1,6.97172,302.0,0.0004041005572333,26.73906,53.9,2.9
671,23.2,6.77831,293.0,0.0004564036694855,26.38702,53.8,2.9
672,23.2,6.58213,285.0,0.0004545623333004,26.01696,53.8,2.9
673,23.3,6.37915,279.0,0.0004454634455716,25.65653,53.9,2.9
674,22.84705882352941,6.17493,273.0,0.0004343629343629,25.40733,53.9,2.9
675,22.84705882352941,6.00151,359.1111111111111,0.0004145629145629,24.92157,53.9,2.9
676,22.84705882352941,5.80183,359.1111111111111,0.0003945274604303,24.57104,53.9,2.8157894736842106
677,25.5,1.1113,40.0,2.1119971482887285e-05,4.85959,20.1,4.0
678,25.6,1.08589,37.0,2.0221383708844427e-05,4.82028,19.9,4.0
679,25.7,1.06122,38.0,1.8403633971616127e-05,4.80013,19.8,4.0
680,25.8,1.03727,37.0,1.738570004133389e-05,4.81705,19.7,4.0
681,25.8,1.01383,36.0,1.6398597823423758e-05,4.89089,19.7,4.0
682,25.9,0.99087,33.0,1.4256214105525922e-05,4.98609,19.6,4.0
683,26.0,0.96855,35.0,1.405229232702682e-05,5.03432,19.5,4.0
684,26.1,0.94659,29.0,1.1775218014698242e-05,4.89589,19.4,4.0
685,26.2,0.92529,29.0,1.1608741701172324e-05,4.93925,19.3,4.0
