,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,per_capita-Malaria,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition,Mean hemoglobin level of children aged 6-59 months,per_capita-Meningitis
961,1.14475,0.0002785677460127,0.0,9.0,5.018057330585395e-05,123.0,4.6374653469399765e-06
962,1.08697,0.0002789631991747,0.0,9.0,5.035643390231653e-05,123.0,4.514276271546053e-06
963,1.03702,0.0002705217153952,0.0,9.0,5.046410226447626e-05,123.0,4.139509954067871e-06
964,0.99582,0.0002703914641533,0.0,9.0,5.119206534293408e-05,122.0,4.0513965823549055e-06
965,0.96358,0.0002734874158634,0.0,9.0,5.28741296609162e-05,122.0,3.965169451984858e-06
966,0.93748,0.0002763113956159,0.0,9.0,5.4004907042016345e-05,122.0,3.958393588880186e-06
967,0.91413,0.0002753194969125,0.0,9.0,5.491876685274304e-05,122.0,3.890786968482217e-06
968,0.89227,0.0002791434827915,0.0,9.0,5.537403045525594e-05,122.0,3.824724988449024e-06
969,0.87041,0.0002888432671653,0.0,9.0,5.69524270232449e-05,122.0,3.744858996429147e-06
970,0.84828,0.0002907377966803,0.0,9.0,5.717386917450304e-05,122.0,3.681765923424624e-06
971,0.82617,0.000288874525944,0.0,8.0,5.687520160024855e-05,122.0,3.5139938139168213e-06
972,0.80579,0.0003061946429617,0.0,8.0,5.9471231821003386e-05,122.0,3.499194973997663e-06
973,0.78737,0.0003099708025951,0.0,8.0,6.073528908074744e-05,122.0,3.4100694091836923e-06
974,0.77086,0.0003220196555601,0.0,8.0,6.339228836104417e-05,122.0,3.38211925627856e-06
975,0.75591,0.00033405161964,0.0,8.944444444444445,6.617580243922032e-05,121.0,3.367154126826e-06
976,0.7411,0.0003431974567011,0.0,8.944444444444445,6.8071854396785e-05,121.0,3.358270921998125e-06
977,17.4283,0.0006494509591735,0.0007966490595092,380.0,8.49219809629182e-05,101.0,9.948003484227562e-05
978,17.32511,0.0006295532299468,0.000782410960372,370.0,8.19443503310079e-05,102.0,9.849080568630756e-05
979,17.24283,0.000607494638283,0.0007243796826109,361.0,7.920499714323724e-05,102.0,9.842951101295502e-05
980,17.12203,0.0005973182212823,0.0006445934071376,356.0,7.65407770989995e-05,102.0,9.830237058793073e-05
981,17.04234,0.0005848673274641,0.0005350290088331,354.0,7.475747794654401e-05,103.0,9.52791385593208e-05
982,16.93772,0.0005739096790834,0.0004406422629667,348.0,7.37986229033668e-05,103.0,9.5293367438328e-05
983,16.81278,0.0005615567109181,0.0003680615146467,340.0,7.080802472251667e-05,103.0,9.88508067908401e-05
984,16.64972,0.0005465340062933,0.0003323146470427,336.0,6.797345053146312e-05,103.0,9.269106890654064e-05
985,16.3968,0.0005330346903283,0.0003418959882409,332.0,6.461026549434929e-05,104.0,8.951213865362975e-05
986,16.10012,0.0005115535187291,0.0003874605361212,324.0,6.072635319107085e-05,104.0,8.58089773352088e-05
987,15.77214,0.000482768216249,0.0004348796800528,314.0,5.500710238763182e-05,104.0,7.24799466754678e-05
988,15.38103,0.0004642711038806,0.0004985206115439,304.0,5.137426149499101e-05,104.0,6.723051504282774e-05
989,14.98738,0.0004408323960204,0.0005434238563072,292.0,4.663248194856624e-05,105.0,6.155487617210743e-05
990,14.60635,0.0004218776481662,0.0005566102496759,277.0,4.328513442168012e-05,105.0,5.7916729155769176e-05
991,14.23438,0.0004101406375833,0.0005428683657808,267.0,4.125321281815046e-05,105.0,5.560215640707235e-05
992,13.8185,0.0004022667673701,0.0004943307359957,261.0,3.987483991424564e-05,105.0,5.394831282515586e-05
993,13.4206,0.000395734124188,0.0004630319330979,256.0,3.796286656455039e-05,106.0,5.176754531529599e-05
994,13.08054,0.0003904629977063,0.0004277036882389,252.0,3.667643764582411e-05,106.0,5.021850693043608e-05
995,12.69159,0.0003921557563668,0.0004158543776149,318.0,3.611218475896527e-05,106.0,4.909000115671842e-05
996,12.33839,0.0003785319693872,0.0003883075439194,318.0,3.421451086283566e-05,106.0,4.670552276514073e-05
997,2.30983,0.0001978142467704,2.093272452597322e-07,31.0,2.093272452597322e-07,113.0,1.1512998489285273e-05
998,2.28381,0.0001860449828535,2.106964698227874e-07,33.0,2.106964698227874e-07,114.0,1.0113430551493796e-05
999,2.27453,0.0001749021911839,2.114899530640349e-07,42.0,2.114899530640349e-07,114.0,9.940027794009632e-06
1000,2.27974,0.0001626009011825,2.1227271694855425e-07,37.0,2.1227271694855425e-07,115.0,9.127726828787832e-06
1001,2.29575,0.0001536038749932,2.1304282245948565e-07,38.0,2.1304282245948565e-07,115.0,8.521712898379425e-06
1002,2.32046,0.0001445247050659,2.137939424051947e-07,39.0,2.137939424051947e-07,116.0,7.482787984181814e-06
1003,2.3546,0.0001402989999083,2.1452446469174014e-07,33.0,2.1452446469174014e-07,116.0,7.079307334827425e-06
1004,2.3934,0.0001323718473707,2.152387762125853e-07,36.0,2.152387762125853e-07,116.0,7.102879615015316e-06
1005,2.85602,0.0001364762901598,2.1594349708832586e-07,39.0,2.1594349708832586e-07,117.0,7.342078901003079e-06
1006,2.47917,0.0001410370927553,0.0,43.0,2.166468398700379e-07,117.0,7.365992555581289e-06
1007,2.51619,0.0001517119212315,0.0,32.0,4.347046453625165e-07,117.0,6.737922003119006e-06
1008,2.54496,0.0001589664260291,0.0,32.0,6.541828231652243e-07,118.0,6.541828231652244e-06
1009,2.56437,0.0001642990251007,0.0,30.0,8.750946743050763e-07,118.0,6.344436388711803e-06
1010,2.57143,0.0001705476687318,0.0,30.0,1.0974753457650951e-06,118.0,6.365357005437552e-06
1011,2.56746,0.0001783891067242,0.0,29.0,1.3214007905500463e-06,118.0,5.946303557475209e-06
1012,2.55146,0.0001929297969795,0.0,27.0,1.3259779861134743e-06,118.0,5.745904606491723e-06
1013,2.52441,0.0001860803885021,0.0,26.0,1.1089415286182322e-06,118.0,5.3229193373675145e-06
1014,2.49414,0.0001816489584903,0.0,25.0,1.11304508878872e-06,118.0,5.120007408428111e-06
1015,2.45726,0.0001758611240286,0.0,33.44444444444444,8.904360710309758e-07,118.0,4.897398390670367e-06
1016,2.41668,0.0001716129712486,0.0,33.44444444444444,8.973227254831802e-07,118.0,4.7109443087866965e-06
1017,1.24092,0.000216210830784,0.0,7.0,1.082940173322993e-06,122.0,4.246585623480051e-06
1018,1.20154,0.0002162033305468,0.0,7.0,1.2026143231900387e-06,122.0,4.190928702025892e-06
1019,1.16298,0.0002240159452007,0.0,7.0,1.3703877115466298e-06,122.0,4.171799759044607e-06
1020,1.12475,0.0002319629588437,0.0,6.0,1.6362733537417426e-06,122.0,4.011899852507532e-06
1021,1.08674,0.0002320602244168,0.0,6.0,1.9275716060119284e-06,122.0,3.7702815689918855e-06
1022,1.04995,0.0002404311064018,0.0,6.0,2.316852899588712e-06,122.0,3.5905154883678457e-06
1023,1.01457,0.0002436537334591,0.0,6.0,2.683785640673308e-06,122.0,3.4852781849467846e-06
1024,0.98239,0.0002497055335183,0.0,6.0,3.076479180918183e-06,122.0,3.416959090268812e-06
1025,0.95378,0.0002549065520549,0.0,6.0,3.521582941052552e-06,122.0,3.3266164114441065e-06
1026,0.92839,0.0002606133975228,0.0,6.0,4.007932970155953e-06,122.0,3.2625551921696327e-06
1027,0.90492,0.0002619283788234,0.0,6.0,4.605334133159024e-06,122.0,3.1845395601631543e-06
1028,0.88366,0.0002618205516723,0.0,6.0,5.106059232840131e-06,122.0,3.068545212043348e-06
1029,0.86436,0.0002667581533118,0.0,5.0,5.75604295956247e-06,122.0,2.9518169023397284e-06
1030,0.84757,0.0002743653809449,0.0,5.0,6.445072504231319e-06,122.0,2.883646206482082e-06
1031,0.83385,0.0002753816304192,0.0,5.0,7.160786623769111e-06,122.0,2.740852811166797e-06
1032,0.82336,0.0002927978892628,0.0,5.0,8.212291901265297e-06,122.0,2.7580438162381944e-06
1033,0.81572,0.0002971403665026,0.0,5.0,8.560159812113536e-06,121.0,2.75015264585992e-06
1034,0.81021,0.0002985953696611,0.0,7.0,7.941036217875034e-06,121.0,2.7049154617136835e-06
1035,0.80485,0.0003033475835228,0.0,5.944444444444445,7.730102443337729e-06,121.0,2.680099723532824e-06
1036,0.79788,0.0003124763737679,0.0,5.944444444444445,7.669965183338564e-06,121.0,2.6894683110407954e-06
1037,19.09887,0.0007171563648956,0.0011565633603724,484.0,0.0001839849085796,97.0,0.0002320316004459
1038,18.53218,0.0007162700245896,0.0012508235421805,445.0,0.0001784485807148,97.0,0.0002103356190001
1039,17.96836,0.0007219238835904,0.001294535942236,415.0,0.0001751570484522,98.0,0.0002113113217857
1040,17.4059,0.000735385815456,0.0013745431988071,398.0,0.0001772230612904,98.0,0.0002148817790659
1041,16.85438,0.0007364944991374,0.0013755396978358,384.0,0.0001720755580673,98.0,0.0002126755753999
1042,16.30524,0.0007330576786262,0.0013748287583064,371.0,0.0001650320291769,98.0,0.0002085450058343
1043,15.78212,0.0007298315389514,0.0013422791379437,359.0,0.0001558311759668,99.0,0.0002073309378248
1044,15.28673,0.0007213007921776,0.0013622733228712,349.0,0.0001460790757324,99.0,0.0002064775735329
1045,14.80814,0.000698796632599,0.0013898269616359,342.0,0.0001298082166808,100.0,0.0001961631729395
1046,14.34154,0.0006862076777898,0.0013686058815265,339.0,0.0001193914285661,100.0,0.0001917295732233
1047,13.91299,0.0006706289499543,0.0013350129939237,339.0,0.0001091215151062,101.0,0.0001850053398054
1048,13.49071,0.0006594712806287,0.0012640841025349,339.0,0.0001024562390847,101.0,0.0001828480833745
1049,13.08746,0.000639885955145,0.0011964583786117,336.0,9.579273399831504e-05,102.0,0.0001531574481544
1050,12.70075,0.0006325730105711,0.0011040835600455,331.0,9.080684430608002e-05,102.0,0.0001474394883118
1051,12.33313,0.0006331337119485,0.0010269390551992,325.0,8.913604524713982e-05,103.0,0.0001452955793341
1052,11.99161,0.000634877263457,0.0009154525394451,320.0,8.745643071084662e-05,103.0,0.0001454597924984
1053,11.64607,0.0006308343855872,0.0008203066957686,314.0,8.483890006754552e-05,104.0,0.0001442964283748
1054,11.3215,0.0006224206564735,0.000747465395916,308.0,8.081494077502547e-05,104.0,0.0001386231056177
1055,10.99649,0.0005993774774147,0.000797483291693,361.0,7.16049497767906e-05,105.0,0.0001303231927813
1056,10.69049,0.0005751756638541,0.0007618096904365,361.0,6.553884358156729e-05,106.0,0.0001229999717809
1057,1.45366,0.0002870507078721,0.0,3.0,5.682297087538628e-07,121.0,4.829952524407833e-06
1058,1.41622,0.0002896560653176,0.0,3.0,5.670265552711498e-07,121.0,4.630716868047723e-06
1059,1.37999,0.0002961184994562,0.0,3.0,4.71526273019559e-07,122.0,4.620957475591678e-06
1060,1.34504,0.000301055576704,0.0,3.0,4.7054638434511e-07,122.0,4.517245289713056e-06
1061,1.31047,0.0002990365182381,0.0,3.0,3.756740178871549e-07,122.0,4.226332701230492e-06
1062,1.27643,0.0002949845871256,0.0,3.0,3.7494068906974777e-07,122.0,4.030612407499789e-06
1063,1.24262,0.0002835875329269,0.0,3.0,3.7424946608635546e-07,122.0,4.023181760428321e-06
1064,1.20918,0.0002673194916259,0.0,3.0,2.80209110719026e-07,122.0,4.109733623879047e-06
1065,1.17667,0.0002776322936064,0.0,3.0,2.797772525426157e-07,122.0,3.91688153559662e-06
1066,1.14446,0.000259279969095,0.0,3.0,2.793965184213576e-07,121.0,3.818419085091886e-06
1067,1.11274,0.0002664200172968,0.0,3.0,2.7907124716847336e-07,121.0,3.7209499622463112e-06
1068,1.0817,0.0002882863190576,0.0,3.0,2.7880688496874017e-07,121.0,3.624489504593622e-06
1069,1.05198,0.0003181700448939,0.0,3.0,2.786077450910012e-07,121.0,3.436162189455681e-06
1070,1.02342,0.0003515280423675,0.0,3.0,2.7847481571232885e-07,121.0,3.156047911406393e-06
1071,0.99605,0.0004282841248948,0.0,3.0,2.78407881838498e-07,121.0,2.78407881838498e-06
1072,0.97038,0.0004918499991137,0.0,3.0,2.78405659875703e-07,121.0,2.691254712131796e-06
1073,0.94607,0.0005308517306703,0.0,3.0,2.784674229779993e-07,121.0,2.877496704105993e-06
1074,0.92297,0.0005245867173231,0.0,3.0,2.785909279464496e-07,121.0,2.785909279464496e-06
1075,0.89952,0.0005454810369191,0.0,3.0,2.785909279464496e-07,120.0,2.785909279464496e-06
1076,0.87636,0.0005540042032523,0.0,3.0,3.720021509164366e-07,120.0,2.7900161318732746e-06
1077,3.804,0.0005216073379326,0.0,38.0,2.9524943656565856e-05,118.0,9.841647885521953e-06
1078,3.77471,0.0005278901988386,0.0,36.0,2.932723326881342e-05,118.0,9.775744422937808e-06
1079,3.75117,0.0005153887295181,0.0,34.0,2.9172946953858123e-05,118.0,9.72431565128604e-06
1080,3.73387,0.0005032907471931,0.0,34.0,2.9036004645760743e-05,118.0,9.67866821525358e-06
1081,3.72298,0.0004905308313054,0.0,38.0,2.8854754782675605e-05,118.0,9.618251594225202e-06
1082,3.71746,0.0004684870735811,0.0,33.0,2.8682882055988983e-05,118.0,9.560960685329664e-06
1083,3.71619,0.0004562650900173,0.0,31.0,1.9011045417387504e-05,118.0,9.505522708693752e-06
1084,3.716,0.0004533134379102,0.0,31.0,1.8888059912926043e-05,118.0,9.444029956463022e-06
1085,3.72038,0.0004410867627047,0.0,30.0,1.876964947679602e-05,118.0,9.38482473839801e-06
1086,3.72758,0.0004291084804895,0.0,30.0,1.865689045606769e-05,118.0,9.328445228033845e-06
1087,3.7375,0.0004266449015934,0.0,29.0,1.854977833014896e-05,118.0,9.274889165074477e-06
1088,3.75103,0.0004150564015532,0.0,28.0,1.8446951180143705e-05,118.0,9.223475590071853e-06
1089,3.76353,0.0003944556053976,0.0,28.0,1.834677234407537e-05,118.0,9.173386172037683e-06
1090,3.78193,0.0004014964869057,0.0,27.0,1.8249840313897253e-05,118.0,9.124920156948626e-06
1091,3.79239,0.0004085263998837,0.0,26.0,1.815672888372431e-05,118.0,9.078364441862154e-06
1092,3.80431,0.0004065260989755,0.0,25.0,1.8067826621135743e-05,118.0,9.033913310567871e-06
1093,3.81449,0.0004225896654348,0.0,25.0,1.7982538954675012e-05,118.0,8.991269477337506e-06
1094,3.82642,0.0004206795317031,0.0,25.0,1.790125666821811e-05,118.0,0.0
1095,3.82544,0.0004206795317031,0.0,30.444444444444443,1.790125666821811e-05,118.0,0.0
1096,3.80753,0.0004171659344073,0.0,30.444444444444443,1.7751741889672925e-05,119.0,0.0
1097,6.54735,0.0010527716446286,2.8867774317153096e-06,161.0,0.000295804474956,115.0,3.0220951238269647e-05
1098,6.25727,0.0010181357366618,1.6837478454673952e-06,147.0,0.0003035177037224,115.0,2.782614860404011e-05
1099,5.98939,0.0009650055980579,2.433371464843561e-06,145.0,0.000270973293835,115.0,2.581111875209064e-05
1100,5.75283,0.0009300474669617,1.2792950026984596e-06,137.0,0.0002587587358791,115.0,2.4818323052350115e-05
1101,5.55149,0.0009098838139341,6.700175360339618e-07,137.0,0.0002505865584767,115.0,2.453939225724385e-05
1102,6.04621,0.0008703433797264,7.387617106043826e-07,142.0,0.0002489626964736,115.0,2.3065782297759057e-05
1103,5.20428,0.0008324536821181,4.817440290035599e-07,137.0,0.0002405508518157,115.0,2.2882841377669094e-05
1104,5.03245,0.0007867624661664,7.856625386123677e-08,132.0,0.0002257208473433,116.0,2.184141857342382e-05
1105,4.85973,0.0007577175750022,0.0,125.0,0.0002099643706614,116.0,2.091952704025763e-05
1106,4.68711,0.0007316678011258,7.532095955588353e-08,131.0,0.0001931982612608,117.0,2.1089868675647382e-05
1107,4.52474,0.0007156963168723,0.0,129.0,0.0001759352463831,118.0,2.125392238185624e-05
1108,4.38497,0.0006929021402133,7.233554026655501e-08,122.0,0.0001577638133213,119.0,2.141131991890029e-05
1109,4.27089,0.0006663578038549,7.092685512026641e-08,118.0,0.0001425629787917,120.0,1.90083971722314e-05
1110,4.17669,0.0006482080321303,6.957261265754022e-08,113.0,0.0001296833499936,121.0,1.788016145298784e-05
1111,4.09446,0.000632549156716,0.0,107.0,0.0001177026169647,122.0,1.802406663497435e-05
1112,4.01782,0.0006192774729725,6.702862571409785e-08,103.0,0.0001066425435111,123.0,1.675715642852446e-05
1113,3.93678,0.0006157357380448,0.0,98.0,0.0001009877709997,124.0,1.6721573555371252e-05
1114,3.84865,0.0006072804314828,0.0,95.0,9.76667857640893e-05,125.0,1.6040637661916656e-05
1115,3.75794,0.0006214453494181,0.0,126.61111111111111,0.0001059458245573,125.0,1.571723770905543e-05
1116,3.66533,0.0006172360301828,0.0,126.61111111111111,0.0001090085707988,126.0,1.5126189296633448e-05
1117,31.6542,0.0019240964488822,0.0013686748188383,1020.0,0.0003766280781561,95.0,0.0003913578885259
1118,30.67649,0.001837844799359,0.0014556386632456,1070.0,0.0003496526759657,95.0,0.0003861268083209
1119,29.74535,0.0017701246340506,0.0014899703109184,1090.0,0.0003278052050724,95.0,0.0003830849227914
1120,28.84848,0.0017125161240805,0.0015229218353001,1080.0,0.0003145437778923,96.0,0.0003774753761562
1121,27.99319,0.0017174583221828,0.0015511627925121,1020.0,0.0003192160837647,96.0,0.000389769079932
1122,27.17098,0.0016692648789072,0.0014887920006379,920.0,0.0003058862343547,97.0,0.0003853074102032
1123,26.37321,0.0016297284032096,0.0014553171828543,831.0,0.0002911490371698,97.0,0.0003840256870277
1124,25.63677,0.001581947779212,0.0014664733244604,772.0,0.0002734811294885,97.0,0.0003765198737284
1125,24.94436,0.0015301061774378,0.0014714716521445,754.0,0.0002482024948939,98.0,0.0003539485865969
1126,24.28659,0.0014329922275607,0.0014475080719528,750.0,0.0002227088454683,98.0,0.0003198456945856
1127,23.67816,0.0014142739871319,0.0014565055780085,747.0,0.0002154198580495,98.0,0.0003209988352411
1128,23.08642,0.0013640211040288,0.001424298385182,748.0,0.0002018675769447,98.0,0.0003111967926826
1129,22.50541,0.0013107078594147,0.0013498444366987,744.0,0.0001876902051436,98.0,0.0003016088808059
1130,21.94235,0.0013100363223922,0.0012992990531697,731.0,0.0001857547575497,98.0,0.000309949171557
1131,21.4159,0.0012886095923414,0.0011851617642534,767.0,0.0001784845424804,98.0,0.0003090362244314
1132,20.87342,0.0012655174012038,0.0010884400401284,699.0,0.0001735120450805,98.0,0.0003010994246089
1133,20.32873,0.0012281957628114,0.001004022955097,621.0,0.0001662070614186,99.0,0.0002945420660563
1134,19.80423,0.0011644236240004,0.0009317805644284,576.0,0.0001545851908998,99.0,0.0002808149950374
1135,19.28801,0.001138243224291,0.0008853002855596,830.0,0.000146771348525,99.0,0.0002748539194112
1136,18.7772,0.0010360807532763,0.0008668544851384,830.0,0.000128850547588,100.0,0.0002492894867282
1137,30.37046,0.0012292207350458,0.0011823039130975,1210.0,0.0002549147325858,95.0,0.0004058305098529
1138,29.45117,0.001200194419249,0.0010325652242136,1180.0,0.0002250364536091,96.0,0.0004010853799021
1139,28.71256,0.0011619359097455,0.0008611377820451,1150.0,0.000199531925108,96.0,0.000391562650024
1140,27.97281,0.0011199212893139,0.0006801885703318,1110.0,0.0001794227147686,96.0,0.0003794349213959
1141,27.30577,0.0010779234075934,0.0004657782751206,1050.0,0.0001615082563885,97.0,0.0003662776528812
1142,26.60788,0.0010055446381913,0.0003054819153998,979.0,0.0001400125445582,97.0,0.0003394243504443
1143,25.87983,0.0009648261268261,0.0002425927761416,912.0,0.0001282276102462,98.0,0.0003250743200297
1144,25.09816,0.0010103341979114,0.0002539415255503,860.0,0.0001391925474273,98.0,0.0003537527668762
1145,24.25825,0.0009626246189749,0.0003053522461019,827.0,0.000127729044121,99.0,0.0003100090341688
1146,23.29154,0.0009087566592175,0.000352029121935,800.0,0.0001147354175195,99.0,0.0002894461669243
1147,22.27766,0.0008676617729179,0.0003737718241215,779.0,0.0001054228221881,99.0,0.0002753771900792
1148,21.27582,0.0008192013788637,0.0003732752460265,762.0,9.45714130033814e-05,100.0,0.000256157006082
1149,20.2437,0.0007613887485163,0.000320520102198,744.0,8.105106032593578e-05,100.0,0.000230872717292
1150,19.34349,0.0007568322626093,0.0003064658883597,726.0,8.007851306845208e-05,100.0,0.0002318062220402
1151,18.53062,0.0007405229012907,0.0002604231255735,711.0,7.55876645655658e-05,100.0,0.0002267629936966
1152,17.81618,0.0007056083699751,0.0002276716661742,694.0,7.009738322413204e-05,101.0,0.0001819056060527
1153,17.23281,0.0006980608347511,0.0002103277759429,679.0,6.878286726782513e-05,101.0,0.0001767890224817
1154,16.64972,0.0006689586450769,0.0002192666784947,667.0,6.248821371861781e-05,101.0,0.0001668212134095
1155,16.04503,0.000637156607738,0.0003308527744208,880.0,5.52351174834211e-05,102.0,0.0001545467428576
1156,15.5331,0.0006029815582312,0.0003141313380973,880.0,5.002433979974127e-05,102.0,0.0001436182658766
1157,4.4498,0.0003207886308435,0.0001514835201205,231.0,9.165389452673494e-05,112.0,1.9094561359736443e-05
