,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized","Mean total cholesterol,  age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
2223,23.7,10.59218,2.402296044713044e-05,24.8,4.6,117.0,24.0
2224,22.6,10.13175,2.7332350066875243e-05,25.5,4.6,117.0,22.9
2225,21.6,9.72515,2.697943745420232e-05,26.2,4.6,117.0,22.0
2226,20.8,9.35021,2.615479040884348e-05,26.8,4.6,117.0,21.2
2227,20.3,9.00082,2.4568930333748952e-05,27.3,4.6,117.0,20.6
2228,19.9,8.66693,2.274759907299681e-05,27.8,4.6,117.0,20.2
2229,19.7,8.35362,2.102963201195597e-05,28.1,4.6,117.0,20.1
2230,19.7,8.04362,1.6751519132862538e-05,28.4,4.6,117.0,20.1
2231,19.8,7.75865,1.659018806832373e-05,28.5,4.6,117.0,20.1
2232,19.9,7.48487,1.614220294866818e-05,28.7,4.6,117.0,20.2
2233,20.1,7.22132,1.5852223254979533e-05,28.8,4.6,117.0,20.4
2234,20.4,6.96553,1.5367973800324107e-05,28.9,4.626315789473684,117.0,20.6
2235,23.6,16.50877,2.447610304981109e-05,15.3,4.6,111.0,25.0
2236,23.0,16.46279,2.451402775223816e-05,16.1,4.7,111.0,24.3
2237,22.4,16.33328,2.397087477492573e-05,16.9,4.7,112.0,23.8
2238,21.9,16.15237,2.3273320212667656e-05,17.8,4.7,112.0,23.3
2239,21.4,15.95566,2.3143293978374435e-05,18.7,4.7,112.0,22.8
2240,20.9,15.76402,2.284493934392165e-05,19.6,4.7,112.0,22.2
2241,20.5,15.57251,2.2109760132512897e-05,20.5,4.7,112.0,21.8
2242,19.8,15.37912,2.1442803514759065e-05,21.4,4.7,112.0,21.1
2243,19.0,15.20085,2.126758557626725e-05,22.3,4.8,113.0,20.2
2244,18.3,15.02632,2.090295029629524e-05,23.1,4.8,113.0,19.5
2245,17.5,14.85738,2.0250214574196547e-05,23.8,4.8,113.0,18.7
2246,16.7,14.707,1.9502339573715383e-05,24.5,4.8,114.0,17.8
2247,15.8,14.57591,1.8983377499397736e-05,25.1,4.8,114.0,16.9
2248,14.9,14.43695,1.86623917524525e-05,25.7,4.9,115.0,15.9
2249,14.2,14.2879,1.8111191795180588e-05,26.2,4.9,115.0,15.2
2250,13.7,14.09026,1.8026579936679262e-05,26.7,4.9,115.0,14.5
2251,13.1,13.87132,1.7505752427894587e-05,27.2,4.9,116.0,13.9
2252,12.6,13.55911,1.71438627684706e-05,27.7,5.0,116.0,13.3
2253,12.1,13.2646,1.6720992566576157e-05,28.2,5.0,117.0,12.8
2254,11.6,12.91849,1.5835492150740937e-05,28.7,4.794736842105263,117.0,12.3
2255,19.8,5.75454,9.313356253158132e-07,30.7,5.2,119.0,19.9
2256,19.5,5.4381,5.951820273659521e-07,31.9,5.2,119.0,19.6
2257,19.3,5.2133,6.472328362654189e-07,33.1,5.2,119.0,19.4
2258,19.2,5.01131,5.180964349473453e-07,34.4,5.2,119.0,19.3
2259,19.1,4.79713,5.70237086955246e-07,35.7,5.2,119.0,19.2
2260,19.0,4.58566,4.408944202062017e-07,36.9,5.2,119.0,19.1
2261,18.9,4.39326,4.67085181909438e-07,38.2,5.2,119.0,19.1
2262,18.9,4.2093,4.673110713262081e-07,39.5,5.2,119.0,19.0
2263,18.7,4.01389,5.973917978002267e-07,40.8,5.1,119.0,18.8
2264,18.6,3.80408,4.417544198828987e-07,42.2,5.1,119.0,18.7
2265,18.6,3.59347,4.159767518912903e-07,43.5,5.1,119.0,18.7
2266,18.5,3.39816,3.902024026686931e-07,45.0,5.1,120.0,18.6
2267,18.3,3.22468,3.123756679763191e-07,46.4,5.1,120.0,18.4
2268,18.2,3.08185,3.3868447862181885e-07,47.8,5.0,120.0,18.3
2269,18.1,2.97347,3.65094084745639e-07,49.3,5.0,120.0,18.2
2270,18.1,2.89949,3.133005154524514e-07,50.7,5.0,120.0,18.2
2271,18.1,2.85399,3.660164019270033e-07,52.2,5.0,120.0,18.2
2272,18.1,2.82527,3.927862655107369e-07,53.5,4.9,120.0,18.2
2273,18.2,2.79346,3.666005144766877e-07,54.9,4.9,120.0,18.3
2274,18.5,2.7482,3.680455299661093e-07,56.2,5.1000000000000005,120.0,18.6
2275,12.8,3.3865,6.772709887972606e-07,33.2,5.2,119.0,13.0
2276,12.5,3.20151,8.664883048629345e-07,34.6,5.1,119.0,12.8
2277,12.4,2.99989,1.0542591735163962e-06,36.0,5.1,119.0,12.6
2278,12.3,2.78283,9.542025705263049e-07,37.5,5.1,119.0,12.5
2279,12.2,2.56227,8.551763587445821e-07,39.1,5.1,119.0,12.4
2280,12.1,2.36087,2.839238887124355e-07,40.6,5.1,119.0,12.3
2281,12.0,2.20802,2.828622262954383e-07,42.1,5.1,119.0,12.2
2282,11.9,2.12867,6.577194274157753e-07,43.6,5.1,119.0,12.1
2283,11.8,2.10491,6.556203995350715e-07,45.0,5.1,119.0,12.0
2284,11.8,2.10758,7.471102708610932e-07,46.4,5.1,119.0,12.0
2285,11.8,2.11744,8.383193931685352e-07,47.8,5.0,119.0,12.0
2286,11.8,2.1245,6.505391808131833e-07,49.1,5.0,119.0,12.0
2287,11.9,2.12157,5.565109508833638e-07,50.3,5.0,119.0,12.0
2288,12.0,2.11449,5.555931095342556e-07,51.5,5.0,119.0,12.1
2289,12.1,2.10818,6.473189804837027e-07,52.6,5.0,119.0,12.3
2290,12.2,2.10283,5.54256696044427e-07,53.6,5.0,119.0,12.4
2291,12.4,2.08453,5.538214789691831e-07,54.6,5.0,119.0,12.5
2292,12.6,2.03827,4.612752933387973e-07,55.5,5.0,119.0,12.7
2293,12.8,1.97002,4.612752933387973e-07,56.4,4.9,119.0,13.0
2294,13.1,1.88774,4.611086656981541e-07,57.2,5.052631578947368,119.0,13.2
2295,31.5,6.58226,7.81365984013252e-06,26.0,5.0,116.0,31.4
2296,30.9,6.27805,7.446703939902121e-06,27.2,5.0,116.0,30.8
2297,30.4,6.06678,7.108462340077369e-06,28.4,5.0,116.0,30.4
