,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,Mortality rate attributed to unintentional poisoning (per 100 000 population)
2511,0.10691634044345598,-0.47614151563720136,-0.3506489250357301,1.3270937714324238,0.6226731592069739
2512,0.07457666853726048,-0.4730438218174986,-0.34386790018609203,1.2236312901383508,1.1169033081035409
2513,0.05543063863539552,-0.4664883387920563,-0.31546495110410505,1.1540701818980141,0.578183213762996
2514,0.02919037180296035,-0.470733502777425,-0.33436752968821337,1.0014078731982499,0.8700676244389328
2515,-0.3591476954301566,-0.5890185698806235,-0.6859410387426743,-0.5452083194130132,-0.8250327023964052
2516,-0.3561543357149873,-0.5899045542328348,-0.6626006599428294,-0.5452083194130132,-0.807285313920323
2517,-0.3581097041297567,-0.5860710606228937,-0.6668617021160507,-0.5452083194130132,-0.7801358182022916
2518,-0.36186336942972347,-0.5870117508752651,-0.6769671280235233,-0.5452083194130132,-0.8114032911231922
2519,-0.3646052829330931,-0.5878922388367659,-0.668999091401535,-0.5452083194130132,-0.8086276044245031
2520,-0.3652016250795734,-0.5887309238314765,-0.6974019461081713,-0.5452083194130132,-0.7665307017798328
2521,-0.36557409938583557,-0.5895335647215226,-0.714761032692097,-0.5452083194130132,-0.7242515877545046
2522,-0.3630403243109044,-0.5861145533928301,-0.7399846074336623,-0.5433938213846007,-0.7639675950252446
2523,-0.36457606593305286,-0.58284863614487,-0.7865466017017578,-0.5434338218598352,-0.7815813618221776
2524,-0.3641959038587473,-0.5837052108226132,-0.8464590000029444,-0.5434709207521257,-0.7998085736006593
2525,-0.36599857348608833,-0.5845184772446428,-0.8904302067836865,-0.5435061439313514,-0.801533508004221
2526,-0.36897163659973664,-0.5853175868201768,-0.917813752872725,-0.5435407539669284,-0.7830390528674412
2527,-0.36540458164255124,-0.5823115331253129,-0.9552931526957947,-0.5435739922419792,-0.8101764011600954
2528,-0.36452958765791355,-0.5831234715498191,-0.9744366714245423,-0.5436059610262121,-0.8256643685160194
2529,-0.3641891598614029,-0.5802770510680273,-0.9862302167768419,-0.5436367570519754,-0.8126058862355344
2530,-0.3669729086394012,-0.5810994243264281,-0.9943352451482866,-0.5436664383879298,-0.7677090020414207
2531,-0.3677250703582651,-0.5818919262751483,-0.9973608823821432,-0.5436950415998459,-0.8257068845048396
2532,-0.3670297936475787,-0.5826551551378747,-0.9979284109441543,-0.5437225882789886,-0.7696647375271491
2533,-0.36718757105795596,-0.5792247571158083,-0.9846300360565615,-0.5437225882789886,-0.7925930029266053
2534,-0.3673867505103083,-0.5807885710375816,-0.9793708985694081,-0.543774688244255,-0.8145434005831971
2535,-0.3710190362642624,0.8029454547835211,0.0884128511262386,-0.5408566095613815,-0.760110787467985
2536,-0.3691716580864287,0.8426823416244109,0.14530395247799321,-0.5408579554204659,0.03685142296635423
2537,-0.37101990010361846,0.7922357596830508,0.11762283721200724,-0.540858643174785,-0.5918810934192077
2538,-0.371481888245201,0.7319059539290761,0.09694693075028328,-0.5408588745400824,-0.755342923007436
2539,-0.37194371794486253,0.6918219755117652,0.03290050310109204,-0.5408585912763854,-0.42847392724517674
2540,-0.3714815203079541,0.6619503765027801,-0.10201786654503375,-0.5408577196307245,-0.6900505116050114
2541,-0.37240537916577143,0.6724614833092721,-0.21164444169027813,-0.5452083194130132,-0.32200174381406016
2542,-0.37101782921370546,0.7133892658987496,-0.30515118209203196,-0.5408537679749521,-0.8238665495601944
2543,-0.37055363044312406,0.8150298306680887,-0.36877828769261006,-0.5452083194130132,-0.45397137311190966
2544,-0.3719410551639446,0.8970543481361668,-0.4116666651330166,-0.5452083194130132,-0.5819566468860391
2545,-0.37240371538939343,1.0200133863085357,-0.419968757184009,-0.5452083194130132,-0.5443360704928654
2546,-0.37193846107580336,1.1336175553900394,-0.41430530872766613,-0.5452083194130132,-0.49326829420713636
2547,-0.3719368440349657,1.2682076027546798,-0.39232161119990144,-0.5452083194130132,-0.6439753271493096
2548,-0.37053618793912124,1.3834512950771611,-0.39552199690132267,-0.5452083194130132,-0.3346654347697862
2549,-0.37099833642103247,1.4285319066071172,-0.4310019423995938,-0.5452083194130132,-0.40454349925210203
2550,-0.3714621924901194,1.5965440183675668,-0.38286846905268046,-0.5452083194130132,-0.45833837253501136
2551,-0.37145836793464887,1.5310963926873364,-0.36923289111240787,-0.5407850472040783,-0.5821813742555173
2552,-0.3719252858933501,1.5375465236946106,-0.3366357117805789,-0.5407718073929054,-0.5802560073332318
2553,-0.3719252858933501,1.5273030807789885,-0.30860511560891346,-0.5407718073929054,-0.5291153464952397
2554,-0.3719188648258116,1.5316485603921826,-0.2748918775902482,-0.5407415749916611,-0.6439328111604894
2555,-0.3428766581507144,-0.2977887121707345,1.1371717879320609,0.24151399046298602,-0.7689480394298946
2556,-0.3416118841856424,-0.30669138700661486,1.1893286142742763,0.20041005476977428,0.15663718461087686
2557,-0.340424332792791,-0.2711294710373832,1.237988639206014,0.18036788858691272,-0.7684803635528726
2558,-0.33930708368043583,-0.2804447963353748,1.3128835343663399,0.10543445563160282,0.3346273349502307
2559,-0.3401766347023216,-0.28934163725137685,1.383468925386192,0.05236005306954383,0.33349762439015157
2560,-0.33913184999575763,-0.2570788841380993,1.4594759792976664,0.03719878261505033,-0.7714807776210398
2561,-0.3381423897699642,-0.266190745234674,1.4498930981395701,0.005518383210894384,1.4971906069620162
2562,-0.3389876188805836,-0.27489563036065384,1.4139973126964156,0.008904705329609184,-0.766615733757473
