,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Acute Hepatitis
30,-0.3722487212533393,-0.5094545476992002,-0.9104508005096996,-0.5335536120768817,-0.6025787825740618
31,-0.37225047743605044,-0.5097791027056274,-0.901851406016705,-0.5335866867144328,-0.6026421874377887
32,-0.37225227624394813,-0.5034228059570757,-0.8902690218192418,-0.533620564123009,-0.6027071312325885
33,-0.3722541182633065,-0.5037832487855867,-0.8787745889825318,-0.5336552553440607,-0.602773635125183
34,-0.37225599900256207,-0.5041512682496087,-0.8704009603104517,-0.5336906757868267,-0.6028415369530795
35,-0.37225788364710966,-0.504520051893698,-0.8635962728105444,-0.5337261697789536,-0.602909579776843
36,-0.37225788364710966,-0.504520051893698,-0.8575507672024328,-0.5365967071874684,-0.602909579776843
37,-0.3691118214788252,-0.5647345990662057,-0.8023202832918872,-0.464987038857929,0.3474038568376463
38,-0.3687446440255622,-0.565586365516042,-0.7895124208696688,-0.4729447733098062,0.27688805750050843
39,-0.3682682216691374,-0.5657561047998413,-0.7761114316002402,-0.4815003588634144,0.17642091014156458
40,-0.3677448476382874,-0.5671762547678944,-0.7639882435535309,-0.490078428283493,0.07894301416559547
41,-0.367204480764317,-0.5672821711925684,-0.7477591853130438,-0.4967786166683629,0.00723142696152187
42,-0.36667533692357707,-0.5679820532532162,-0.7316429757246934,-0.5016774718893248,-0.03356177144031907
43,-0.3659890632412864,-0.5680442794149662,-0.7146079092971281,-0.5064511697420073,-0.05903214649433321
44,-0.3651253650770287,-0.5681133252301459,-0.6980419653691028,-0.5103291427058281,-0.07794174657619497
45,-0.36469589236617295,-0.5687845923099218,-0.6820523628805881,-0.5135994209805977,-0.09446648020743229
46,-0.3642226770920942,-0.5688513505776122,-0.6652513672894129,-0.5162811638958488,-0.10865872007986703
47,-0.3640291472804838,-0.5689157000010642,-0.6477746579051179,-0.5178872667045082,-0.12056826697269006
48,-0.3639730786259923,-0.5684024684348993,-0.6293995426491268,-0.5192064569368715,-0.13029359113078176
49,-0.363866481455284,-0.5679052194337365,-0.6125267595043389,-0.520249898700112,-0.13604041922373927
50,-0.3639182905254281,-0.5679853493770628,-0.5952880102713723,-0.5207816763788251,-0.14167213389973699
51,-0.3637636289418128,-0.5675052583372123,-0.5746195719506842,-0.5213009881648032,-0.14716850817660806
52,-0.3645499916526302,-0.5670315702471974,-0.5527382073062418,-0.5218068085445199,-0.15067362503723625
53,-0.3651173890443271,-0.5671065279902187,-0.5364903596878503,-0.5225347802652042,-0.15766473202729261
54,-0.3656962244310375,-0.5666315735919409,-0.5200094439049046,-0.5232436169270385,-0.15905805591424357
55,-0.3660436246649717,-0.5650130351633353,-0.48789891900023785,-0.5234772839747617,-0.16264161804289262
56,-0.3664495216001952,-0.5651492805519339,-0.47228922236443155,-0.5241471992714131,-0.17026728224125387
57,-0.02238440078799887,-0.42471331877907964,-0.39093209961458597,5.754054443545347,2.7871538583418696
58,0.033515748517807656,-0.42799155413188045,-0.39679748271821436,5.394516026278035,2.6630477179957537
59,0.08805581955500867,-0.43336797344455547,-0.40685028023308556,4.936848900370796,2.467358720937363
60,0.13824885481169918,-0.4337343057417392,-0.40393497257759853,4.569230002486649,2.327597762943988
61,0.18252923054024792,-0.43189984517721636,-0.3939735285056824,4.459838031938708,2.25269642716822
62,0.21835217594596168,-0.43643539973212747,-0.4061550721444675,4.081369967675907,2.0233650057507324
63,0.23385546129858636,-0.4364537297047899,-0.39813560622253735,3.712561489414685,1.7008444397883884
64,0.24094866547499927,-0.43925314476927013,-0.4004597072775635,3.384015498052868,1.2782755229054406
65,0.25546194310367115,-0.4393963389776503,-0.3901022032928919,3.0421137860552236,0.9208893016154871
66,0.26839493841938433,-0.43723921416372796,-0.3775545829900697,2.6755523816045685,0.6953894661562872
67,0.28330840546770614,-0.4365384159283853,-0.36332638369379916,2.431331864820386,0.5836142938174594
68,0.3048931487780585,-0.4349869636411165,-0.34936633976641834,2.115296839557059,0.5184529433103721
69,0.32352115698849,-0.43362179653567373,-0.33455065652974914,1.8533939616154307,0.4600629478396224
70,0.3039706391355077,-0.4333977937886764,-0.32815128181744374,1.5863719230559437,0.39778063138743536
71,0.2684921441396653,-0.4364969598023623,-0.335450714188268,1.347848001009826,0.3275904056746378
72,0.2683573898389332,-0.43647819411030764,-0.3232104837017442,1.1747625425961592,0.284422382559683
73,0.3099733254764543,-0.4355493983146209,-0.31360852177420406,1.0105838837809582,0.22983221129462397
74,0.3509871248580417,-0.4328075519357033,-0.30110817093045233,0.8223509719419181,0.21012088990426728
75,0.3769399306836677,-0.42501112828399035,-0.2593281715018003,0.7210502836933076,0.1809915170248642
76,0.3404678838453591,-0.42905311441318966,-0.265566504600509,0.616571510949458,0.1292168254364727
77,-0.32924219049355863,-0.08328675034578403,0.08419953156805635,-0.14846507592673602,-0.5260879588269655
78,-0.3293120272724996,-0.11843982653729286,0.08404207542417133,-0.14643571114748286,-0.5305877299344549
79,-0.3281459572740542,-0.14748620540128565,0.0877485989466639,-0.1284564004234936,-0.5384078911396258
80,-0.32735201326776947,-0.15589432631910824,0.0917064934182535,-0.1362325659905267,-0.5391693598899645
81,-0.33096952119925205,-0.17277836763102153,0.054960666565470925,-0.16941462406752555,-0.5417974307269505
82,-0.33445108065401424,-0.18041485233818821,0.017389862741336175,-0.20221225339572138,-0.5478666501191071
83,-0.3331824242883433,-0.1867932031679062,-0.012546232053473473,-0.2225275350769373,-0.5520964141164031
84,-0.3328008575711805,-0.18800242487373806,-0.009889953754513285,-0.23061526342852082,-0.5562367549063917
85,-0.3335279725089296,-0.20314539540139562,-0.0683658591214345,-0.2536494144695463,-0.5602863282335135
86,-0.33378398428078004,-0.2228894139680147,-0.08413000518306563,-0.26634821372699197,-0.5642477802874172
87,-0.3357632866358806,-0.24513482528040803,-0.0891542280185025,-0.27347852723073013,-0.5681238251240217
88,-0.3370319468089098,-0.2606090089620448,-0.09576425986631062,-0.2833751353374817,-0.5687038059651607
89,-0.334704403335551,-0.273345392161697,-0.1059718196776973,-0.29263446510310137,-0.5708572176461283
90,-0.33477393275326295,-0.28342464939808665,-0.10949799639424714,-0.2990162936887431,-0.5713881813414414
91,-0.33472963465219063,-0.28434764355114756,-0.11508563333132825,-0.30605904765831027,-0.5703431779452726
92,-0.33510886755233177,-0.2852072016356239,-0.0904155264112611,-0.305684081432507,-0.5708552710753937
93,-0.3343524247590345,-0.28185618190020134,-0.04314818155482434,-0.30089154059346884,-0.5713504239751677
94,-0.3348438403207615,-0.27166800571917576,-0.021063794579187476,-0.29813045500399776,-0.5703124911738404
95,-0.3351379464230548,-0.2607060780714404,-0.015856036144448058,-0.3001086604836536,-0.5703124911738404
96,-0.33617816957248764,-0.25527037777468525,-0.012816444757529495,-0.3012070031100318,-0.5712502898157694
97,-0.3725621766013518,0.033500640559536686,0.782650251577106,-0.4934464150552929,-0.5146669138625338
98,-0.3725606670391288,0.0033877980569221792,0.8985372826148931,-0.49897029799443476,-0.5141219045851209
99,-0.37255926466513245,-0.02726066700047655,0.9765190461641455,-0.5074682537706379,-0.513615594327251
100,-0.3725580213089835,-0.11234402439038875,1.0662899636190872,-0.5160604174684992,-0.5131666955498876
101,-0.3722463424016422,-0.11057399383927115,0.9860575640547931,-0.5276590561264135,-0.4903517187817156
102,-0.3716216049021983,-0.136208554241465,0.9858348158044727,-0.5334756445375668,-0.48997023853173977
103,-0.3697458395309232,-0.16907464859958282,0.982705505796064,-0.5363895017005427,-0.46713289621942056
104,-0.3706788826984341,-0.16835205097691672,0.9488331444489112,-0.5393197654418744,-0.48945916308130694
105,-0.3691116707087787,-0.1814920329816039,0.9975168190366699,-0.5393136876225465,-0.46671904962418637
106,-0.36910966807803464,-0.19487353077186262,0.9893271613006135,-0.5393105446178548,-0.44402234861946077
107,-0.3697357698181022,-0.20165346179845894,0.9739430587392904,-0.53931014305735,-0.4666239194078464
108,-0.3697370075601114,-0.20862675549916093,0.9358667741215675,-0.5393124741284894,-0.48929143163541433
109,-0.36661176885237196,-0.20217831061060912,0.873646014534569,-0.5422628976216393,-0.5345780390161775
110,-0.3678691340934856,-0.19590905350903318,0.7844427475419404,-0.5422665509467155,-0.5572478545504113
111,-0.36413372163482177,-0.18978300967488984,0.7335908870992285,-0.5422710592732138,-0.5798747544627465
112,-0.36321480427587016,-0.18376937870817056,0.7519836898633204,-0.5422761779105386,-0.5799532548548492
113,-0.3644763920206144,-0.17785350615732654,0.6790770453999878,-0.5422817829513348,-0.5800392148227701
114,-0.3660445138141789,-0.172036827811917,0.72455661286315,-0.542287861897704,-0.5801324426963741
115,-0.3666647905430295,-0.16529379641504022,0.7522344929895957,-0.542287861897704,-0.5801324426963741
116,-0.3670021816165565,-0.16070257966809676,0.7757426568671726,-0.5423013686669463,-0.5803395850692891
117,-0.3649675353335842,-0.1869921818479188,-0.3818951222321428,-0.5020428400967608,-0.5897086873433794
118,-0.365836741709332,-0.18616799380823437,-0.3662175650283272,-0.501221757386252,-0.5901486454421693
119,-0.366541684018865,-0.17811663794069416,-0.3381776938558427,-0.4995242843868951,-0.5871426561112033
120,-0.36656879779459806,-0.17209691031233484,-0.3176758257325244,-0.49917428850859696,-0.5875853016485963
121,-0.3661296376227532,-0.1762496133200856,-0.3138812320314266,-0.49795013664591353,-0.5880120357840972
122,-0.36749451207503187,-0.17051523374017943,-0.31029192149708396,-0.4993692340868867,-0.5884448783921998
123,-0.3668817318799366,-0.16338663337208442,-0.2943035560620965,-0.4999444768580799,-0.5889026253438715
124,-0.36735978777341244,-0.15358216085293544,-0.2664007377664693,-0.5000903165351837,-0.5893542136092658
125,-0.3686657703610128,-0.14684907645562034,-0.25180489645720944,-0.5002272649110304,-0.5865968006003894
126,-0.36845403773654806,-0.1459261171089053,-0.2604310502843125,-0.5011789046580307,-0.5870570139934261
127,-0.36928327358952434,-0.14497574809993094,-0.27818606607775803,-0.5004769250375997,-0.5906206755550546
128,-0.3684708732105027,-0.1495684683256956,-0.2890979474982576,-0.5009926529651646,-0.59101614061697
129,-0.36974448157999695,-0.15217662337917684,-0.31872491062058184,-0.501095049873186,-0.5944468325464918
130,-0.36998779926450004,-0.1501485120426437,-0.35776203247450644,-0.5019773400774317,-0.5947848375358662
131,-0.3701017230976277,-0.14274148155984698,-0.36682169785610336,-0.5001157675548606,-0.5951130325837293
132,-0.37025383135641177,-0.13279337158955823,-0.36125419945813503,-0.4990599022699332,-0.5954319296639721
133,-0.36999842823531787,-0.12477477818906643,-0.36736705319604523,-0.4976422538330723,-0.598659773564867
134,-0.3700280375920101,-0.12383817923096947,-0.3487052908220688,-0.4973799316662212,-0.598930790234544
135,-0.3700280375920101,-0.11688191137466754,-0.3072635745801835,-0.49549692427461517,-0.5960429744118693
136,-0.37008472083935295,-0.12103631162659684,-0.2907305167255712,-0.49501294153161,-0.5966194477762028
137,-0.36737064848884765,0.14057078203273482,-0.23158264053962319,-0.5441299371459984,-0.5918445829929876
138,-0.3671544803889435,0.17363257759620046,-0.18541401800102222,-0.5441323609463025,-0.5919189267146339
139,-0.36682404928747137,0.19927711667654863,-0.099114516487361,-0.5441345558280931,-0.5919862489608694
140,-0.3671761536232544,0.2522774413499455,0.050348995992323495,-0.5441364427218766,-0.6002633765213068
141,-0.3665026249228772,0.2880478242360635,0.1624553740068506,-0.5441380300634068,-0.6002998921771211
142,-0.36548865163679994,0.30668712850231217,0.23351240439936422,-0.5441393284512082,-0.6003297606592107
143,-0.36799100669812823,0.34520860560515826,0.2372255250465815,-0.5441403969359151,-0.6003543403851604
144,-0.36618210894138825,0.38873844997469253,0.2181099172208678,-0.544141295968104,-0.600375021977213
145,-0.36754559322221614,0.4446530470720993,0.19752680991251928,-0.5441420436812396,-0.6003922225827438
146,-0.36834084555855473,0.4784820879701073,0.18498531479867636,-0.5441426603077807,-0.6004064076349905
147,-0.3677774113968135,0.49763621344207476,0.14567516226192329,-0.5430780076820104,-0.6004179843048253
148,-0.36823162973105655,0.5267112088247353,0.12669670046102544,-0.5430788165351346,-0.6004272878484311
149,-0.3684590939327083,0.5607737437770516,0.12576434946755097,-0.5430794546287572,-0.6004346272919779
150,-0.36721698923381785,0.5899846876033946,0.12491697052797836,-0.5430799473804135,-0.6004402949915694
151,-0.36800890563483923,0.6192557272586269,0.13870884000306655,-0.5430803138831589,-0.6004445105582412
152,-0.3678965037405825,0.6510411396666904,0.17721013598583965,-0.5430805664273954,-0.6004474153579454
153,-0.3689135448833844,0.6657028999203867,0.17377282168210284,-0.5430806926770366,-0.6004488674992644
154,-0.368687558594533,0.663259811357702,0.16034315418905046,-0.5430806709466085,-0.6004486175527912
155,-0.3688005315468844,0.6460659980002159,0.17098539069422647,-0.5430806709466085,-0.6004486175527912
156,-0.3689124268031886,0.6464121114518079,0.19654791850699027,-0.5430800910458966,-0.6004419474523757
157,-0.36770754789819665,-0.04616599744250192,-0.4014202776451376,-0.4842124969075956,-0.2285467708079049
158,-0.36731383156006464,-0.08636773577611039,-0.37589170212260264,-0.49393638541057355,-0.21603676221960874
159,-0.36703183351399404,-0.11394879072724409,-0.34667783064297647,-0.49941428333275734,-0.2035375228889794
160,-0.3667540302823197,-0.12711747132556026,-0.31789694223678283,-0.5027891941148435,-0.18347802004180327
161,-0.36648742642205046,-0.15218253798870818,-0.30890868999770055,-0.506156759981751,-0.1719054291164547
162,-0.3662349372748096,-0.1614435282907041,-0.2981163688572423,-0.508527272039145,-0.20681150846158775
163,-0.3662004650084582,-0.18895193644942818,-0.3015305493296941,-0.5128365924911985,-0.24881587567747895
164,-0.36699282372964576,-0.22494839051241813,-0.3122197698627939,-0.5170629626856377,-0.2900260702148828
165,-0.36838048304343357,-0.20919832698560933,-0.2903408283454684,-0.5183199749223952,-0.31564757238200575
166,-0.36883079450303086,-0.20253665934349976,-0.2783917829261296,-0.520500066100443,-0.3480104151361877
167,-0.3686721987003677,-0.19597561348356157,-0.26760687459155974,-0.5216927628454819,-0.36526102944966693
168,-0.3693081209146803,-0.18957989865446023,-0.2590654297534467,-0.5228630578857125,-0.38218155695241257
169,-0.36993145510701686,-0.18760197182868854,-0.24590870751279428,-0.5240113766098781,-0.4058452566645512
170,-0.3701547867672472,-0.18988758668199895,-0.23736132389816783,-0.525137126068703,-0.41504684284061727
171,-0.37008576336999616,-0.19210499426868868,-0.2199017110396179,-0.5253361572885418,-0.43098088612012286
172,-0.37001766397588287,-0.19421381600910873,-0.20594385169659102,-0.5273173931184495,-0.43971555309819105
173,-0.36985599381539047,-0.19617030524206233,-0.18127999973913805,-0.527484083691476,-0.44823667784961807
174,-0.3697895150242785,-0.19186343636607944,-0.15582423129579592,-0.5285201109150099,-0.45654381139645217
175,-0.3696029669753538,-0.17766768300806937,-0.1470376659506888,-0.5293984376780627,-0.4632789042461387
176,-0.3694731979948674,-0.17503489946786946,-0.13657350485467631,-0.5296585461181202,-0.4659382858012603
177,-0.35867921108034656,-0.5312749786455425,0.10249323399435781,-0.5051264056748286,-0.2151185823417063
178,-0.3604253176306575,-0.5336468280982041,0.023323253890447038,-0.5061536714773304,-0.2256214776986461
179,-0.3624691336537029,-0.5390389407804318,0.2195056764230244,-0.4962492748043317,-0.15564289084093128
180,-0.3621604994199944,-0.5462222746589337,0.3542109883238634,-0.5003974825713728,-0.19540395364531926
181,-0.3630078376640041,-0.5523632201621012,0.400928597835414,-0.5039437353648639,-0.22939520672635946
182,-0.36272373705453037,-0.5356011106058497,0.4295062627050547,-0.5070000859014325,-0.25869068864562855
183,-0.3634288530237704,-0.5417333659659185,0.4157743884475982,-0.5096560117303413,-0.3523026683768986
184,-0.3631668089235119,-0.5471240117590352,0.36775037853826276,-0.5119907408888277,-0.37020559280404713
185,-0.36279824103867836,-0.5508442028595396,0.36657841719632683,-0.513601983580488,-0.3825607544457051
186,-0.3631244479582028,-0.5532083342199705,0.39508243635202817,-0.514625906619308,-0.3904122933347359
187,-0.3634193221778541,-0.5382267508450169,0.4626022832102704,-0.5155514802015458,-0.3975096792710606
188,-0.3636886428437843,-0.5406665727579989,0.5124578052671234,-0.5163968443497934,-0.40399201166687
189,-0.36393601476005516,-0.5429075571989422,0.5682471150706653,-0.5241820654257425,-0.4636898246079317
190,-0.3641659302048187,-0.5449904004829121,0.6435721733853274,-0.524723322462573,-0.46784023485608295
191,-0.3643828403350826,-0.5469554264015056,0.704915809884664,-0.5252339629481912,-0.4717558744883014
192,-0.3652777495970886,-0.5488118923354138,0.7328121573470305,-0.5257163925472386,-0.4754551903690191
193,-0.36545548676929096,-0.5505684211362011,0.7997991056965497,-0.5261728520327594,-0.47895536495827806
194,-0.36628231553112184,-0.5379140893376025,0.8934597309549873,-0.5266050868829011,-0.4822697827479127
195,-0.36628231553112184,-0.5379140893376025,1.0240577463373877,-0.5266050868829011,-0.434719332784345
196,-0.3684551386588257,-0.5415900501700577,1.0981860586400223,-0.5274011299981755,-0.44285817817273176
197,-0.37273397063672287,-0.5863677599169079,-0.5109344568484266,1.1168626200260796,2.1744524686282602
198,-0.37268100796537107,-0.5871659889552959,-0.499727493375157,0.9163416517166768,1.9234632679761463
199,-0.37260959522429543,-0.5876590560402734,-0.4736516610593695,0.7194136222105545,1.6970639085414867
200,-0.3725140573490857,-0.5878561365475854,-0.4522150859938579,0.521572240921839,1.4980231632883048
201,-0.3723890065195368,-0.5877599198181067,-0.44689307316467936,0.3493926760032255,1.3409292164423157
202,-0.37223583541633465,-0.5871000565533888,-0.43035172472069055,0.18969829198776353,1.2709005815116778
203,-0.37207486924022365,-0.5864552249054953,-0.4187880331690775,0.06986263675959305,1.215857309374778
204,-0.37190031355565545,-0.5862375817480667,-0.42389052738067967,-0.004946383934297788,1.1639450273849345
205,-0.37171910714882406,-0.5868328381368594,-0.4347068606735079,-0.082034036311269,1.0925961364786674
206,-0.3715738986442508,-0.5871500085171665,-0.4345774398977733,-0.14645010373357195,1.0704633222214885
207,-0.3714034881134975,-0.5875885934572846,-0.42734508736080556,-0.20059937572059036,1.068698804581668
208,-0.37119174897419016,-0.5886584454783217,-0.4759115062746826,-0.2522764829344012,1.003161274895305
209,-0.3710217817611154,-0.5890816369839599,-0.5073231370144249,-0.2980724235198621,0.9706789740563574
210,-0.3709201983781387,-0.5892570672723472,-0.4942866085716907,-0.33007614055172096,0.9820976097568727
211,-0.3708615458867479,-0.5891954230218843,-0.450334600699528,-0.35399445013000086,1.0168387065011477
212,-0.3708438368361881,-0.5896244642253062,-0.4459436560820606,-0.36510247869408646,1.0202103888088498
213,-0.3708274179373717,-0.5891110750686511,-0.4099513207244088,-0.3867793048672392,1.0435909076788532
214,-0.37082817369367693,-0.588509762735495,-0.34141148538066585,-0.40240587264629724,1.0995089171517602
215,-0.37088142132129726,-0.5874678233322013,-0.2907497497168825,-0.41895250446968774,1.089896709516362
216,-0.371016538058053,-0.5877228431823004,-0.26845853784524387,-0.4344114089939268,1.0269984821818474
217,-0.13861359298715897,-0.18093714634357835,3.0094213692863967,-0.35339246065459956,-0.6249211326386157
218,-0.15993736302490996,-0.25639688311533987,2.789943524441417,-0.35424790303431414,-0.6249211326386157
219,-0.19795044997651612,-0.1850065281669207,3.0048845089303047,-0.35515494046956037,-0.6249211326386157
220,-0.24230790388781345,-0.18710773269408298,3.184332406956197,-0.35606498792320196,-0.6249211326386157
221,-0.24290306388521843,-0.18909849801252948,3.263868653322574,-0.3569272033265244,-0.6249211326386157
222,-0.2467867157322665,-0.19099083876501066,3.179009026532579,-0.38899037849507906,-0.6249211326386157
223,-0.25061540448983943,-0.19279168311947578,3.1447636366574625,-0.38964034450187823,-0.6249211326386157
224,-0.26098607786378925,-0.19455024063675785,3.1437011646899577,-0.39027504821983167,-0.6249211326386157
225,-0.27454522460355146,-0.19627490246076493,3.0778451775591447,-0.3908975182051192,-0.6249211326386157
226,-0.2716573061364589,-0.19791393849720917,2.8999029935257856,-0.3914890838809457,-0.6249211326386157
227,-0.272034293977656,-0.19950035270063574,2.8365699445415027,-0.39206165713102936,-0.6249211326386157
228,-0.27564503005737917,-0.20105729867923583,2.8702751723258637,-0.42314053958124037,-0.6249211326386157
229,-0.28245072751619044,-0.13235902591922646,2.808008070247624,-0.4235766580579777,-0.6249211326386157
230,-0.28919753670846304,-0.13404758499183742,2.8902621904998016,-0.42399455954923826,-0.6249211326386157
231,-0.2862659065510117,-0.1356622376803984,3.0360852467046406,-0.42439416994923096,-0.6249211326386157
232,-0.2865412638268344,-0.1372143763605246,3.133852182797255,-0.42477830875704004,-0.6249211326386157
233,-0.28999263082160703,-0.13870176224893627,3.2314913229760114,-0.39513094751697536,-0.6249211326386157
234,-0.2902310476215063,-0.1400973631337341,3.360811470844361,-0.3955626941022901,-0.6249211326386157
235,-0.2934093749372767,-0.1400973631337341,3.5341504091908584,-0.3955626941022901,-0.6249211326386157
236,-0.29382522215510254,-0.0738873724829865,3.7763070639134786,-0.3963458697889038,-0.6249211326386157
237,-0.3570326314324925,4.822296198797042,-0.7903471149951052,-0.5155603976209079,-0.4243243028584377
238,-0.35846559179021503,5.012478463089353,-0.7929334081546972,-0.5154598653264638,-0.4236441047758395
239,-0.3538277930602851,5.09048946529725,-0.7868654423583088,-0.5188420875790406,-0.42274236846097096
240,-0.3492291743410163,5.011230508031162,-0.8205579881885541,-0.5213589776007233,-0.4420421196487453
241,-0.3497709356917903,4.846725743343447,-0.8405892992349583,-0.5203520574737361,-0.4479352586945489
242,-0.34805041834251293,4.792519445234592,-0.8524315623463314,-0.5202334134104748,-0.44025082770256174
243,-0.346037287449496,4.6531678574802005,-0.877211519856556,-0.5210183618908651,-0.43943024610867115
244,-0.3433444440418102,4.5237786515061895,-0.899896124246728,-0.5227157489198302,-0.43864795773611265
245,-0.3415949240967949,4.436026598954372,-0.9123501761485854,-0.5235286078093478,-0.45175229622704743
246,-0.33685190956412975,4.72564356339577,-0.9168220197766747,-0.5234449428561821,-0.4510840141551734
247,-0.33623410839798057,5.50638118510467,-0.9213553174212187,-0.5215432734289014,-0.44345531752316153
248,-0.3328985269556486,5.6954644605863205,-0.9211289208363741,-0.5205430668503007,-0.42878062040439435
249,-0.33684263613358273,5.513082610221871,-0.9407012118135241,-0.5213703054387933,-0.45618991720404456
250,-0.3399365014926666,5.9135482802605,-0.9458838776167495,-0.519443375998364,-0.45557710898152415
251,-0.3392273963704224,6.078235603536466,-0.9462387054622357,-0.5193489825585406,-0.4549566936889587
252,-0.3399882087618677,5.919104020210064,-0.9421962609456663,-0.521106740595691,-0.4685407408915448
253,-0.340851197038946,5.901043659412933,-0.9356612326657298,-0.5219454991890806,-0.47508066434670276
254,-0.34171765187138003,5.881342102043533,-0.9290576288336588,-0.521854253527615,-0.4816561804386811
255,-0.34280889061520714,5.823106235033131,-0.9261065339788019,-0.521854253527615,-0.4816561804386811
256,-0.3434606330757611,5.841602099207836,-0.9195902224813589,-0.5226030898277525,-0.487694390627438
257,-0.3654443043040749,0.06113086427857981,-0.2940171111560237,-0.4130764620946775,-0.5660901879607774
258,-0.3642908958556434,0.08674365662833382,-0.3163966126654988,-0.39813422180261265,-0.5792884920551431
259,-0.3644879782789358,0.09514057348784179,-0.3117128158501414,-0.3831512251336546,-0.5793782840066402
260,-0.36477308690874444,0.10947201495473326,-0.3109483254303325,-0.36989629534188473,-0.5859556481975898
261,-0.3637990821827911,0.1258046707395838,-0.32788411885807217,-0.3642735249900812,-0.5860213621034099
262,-0.3656061257982283,0.14413046570550342,-0.3295514015844575,-0.35526886920740536,-0.5925550503516075
263,-0.3667801623455592,0.1761324151931859,-0.3426452315591474,-0.34963662849255095,-0.5926008253448598
264,-0.36660905608293887,0.20622175204085189,-0.33520026061732494,-0.3406232140551614,-0.5926417504482668
265,-0.365990964405433,0.26159563877234376,-0.31792453815946936,-0.32992122893490733,-0.5926781285277275
266,-0.3668899951611682,0.2801103631223827,-0.33243132978292694,-0.3242550233799344,-0.592710280706963
267,-0.36546902280904436,0.2986968687513489,-0.3552158267355349,-0.3152158559516968,-0.5927385778211011
268,-0.3658309684741071,0.32510287696116474,-0.3672788403806408,-0.306165679460145,-0.5991947941833821
269,-0.36636967611826515,0.3593132249552025,-0.36909500378779336,-0.2945884322961505,-0.5927843927848782
270,-0.36601750945551786,0.38196690337575706,-0.3862778158479895,-0.2880286169983201,-0.5992263009960358
271,-0.3677102959987196,0.38534321010450967,-0.41176149170133003,-0.28480472353801467,-0.592818247604547
272,-0.36744582405120857,0.4003780442658542,-0.40588789306087997,-0.2723599551201547,-0.5928317597456941
